Carrington Number,g10,g11,h11,Bo,ThetaN,PhiN
1995,-89.97,23.87,62.16,111.92963593258,143.495348188157,68.9927607248441
1996,-92.69,3.75,75.09,119.348258051804,140.953477162408,87.1410198478812
1997,-102.66,22.43,92.69,140.120007850414,137.109662003891,76.3965377036134
1998,-81.39,41.2,113.66,145.740755109887,123.949182163926,70.0751990580888
1999,-88.92,43.54,110.8,148.590504407247,126.757048465403,68.5471441786843
2000,-96.98,44.82,76.45,131.37182079883,137.579162727953,59.6183736608924
2001,-83.64,32.84,72.66,115.557737949477,136.368616979597,65.6785506956146
2002,-90.86,25.61,70.97,118.102297183416,140.294034664794,70.1576818185192
2003,-93.45,1.34,92.97,131.826093775094,135.144551290077,89.1742386935833
2004,-101.22,-7.04,80.66,129.619001693425,141.343421661848,94.988131677752
2005,-86.89,-10.72,87.64,123.877197659618,134.541078464494,96.9736960872673
2006,-99.01,-29.32,76.17,128.314112240236,140.49977297335,111.053135176519
2007,-102.37,-16.68,60.39,120.019962506243,148.533052953038,105.440401120594
2008,-115.41,-29.93,54.5,131.093565822278,151.686252151623,118.774459819191
2009,-102.02,-70.08,85.39,150.368676591902,132.723868947297,129.375897327085
2010,-101.06,-63.18,70.74,138.596477588718,136.81661953857,131.768990099632
2011,-86.73,-55.27,72.88,126.049038869799,133.4771740014,127.175585826199
2012,-68.82,-41.28,65.45,103.556425681847,131.648979776558,122.240059129653
2013,-84.21,-35.85,50.09,104.333861713252,143.815544281027,125.591742639211
2014,-90.74,-34.27,24.49,100.039695121487,155.099446842146,144.449672038885
2015,-76.86,-31.33,45.85,94.8222073145316,144.151621650521,124.34538750843
2016,-86.56,-30.6,30.81,96.8413635798257,153.358914936767,134.804069910484
2017,-91.19,-28.17,17.21,96.9811791019268,160.099563907694,148.57783938556
2018,-88.44,-23.56,19.01,93.4777369216863,161.103939548906,141.100771031504
2019,-81.3,-44.53,22.9,95.4830922205602,148.37078532104,152.785051366037
2020,-85.81,-11.13,12.25,87.3916214519447,169.08280215276,132.257388642518
2021,-80.02,-20.43,7.51,82.9275913071156,164.782898020527,159.816740256227
2022,-88.38,4.25,18.95,90.4886147534594,167.606720220082,77.359192864501
2023,-87.94,17.64,3.76,89.7705452807323,168.409512580945,12.0326334246853
2024,-95.55,23.03,21.6,100.631721638855,161.713930533737,43.1648007304133
2025,-88.48,26.97,22.06,95.0932957678931,158.50579910606,39.2813078650261
2026,-69.98,25.38,29.91,80.2243909294424,150.727409713362,49.6838748601078
2027,-78.89,25.75,14.27,84.2040824425989,159.535737080972,28.994113691185
2028,-74.62,32.36,2.8,81.3827623025908,156.47726591735,4.94529061831773
2029,-74.58,3.38,0.55,74.6585782077318,177.371022127231,9.24227228846645
2030,-100.41,23.85,3.6,103.266405960506,166.492522623478,8.58362148011395
2031,-86.08,19.89,15.32,89.6664982030636,163.740164368283,37.6047697510842
2032,-83.95,13.28,16.26,86.5352442649814,165.959612467562,50.7605190671969
2033,-89.55,6.39,10.55,90.3954484473638,172.157636216054,58.7972468861452
2034,-85.29,-6.17,-4.21,85.6164534420809,174.994957931491,-145.692957582596
2035,-91.96,-14.7,9.75,93.6364998277915,169.141572938312,146.445063778921
2036,-95.9,-13.4,21.2,99.1252238332908,165.344180549693,122.295976385943
2037,-96.93,-25.13,-0.32,100.135129699821,165.464416501469,-179.270447331584
2038,-97.16,-18.69,10.24,99.4697908915063,167.628500046765,151.282257046478
2039,-129.05,4.13,8.07,129.368018845463,175.981725494115,62.8979049503225
2040,-88.21,-9.68,4.54,88.8556025245454,173.088996079122,154.873034530326
2041,-87.64,-10.39,4.21,88.3540932837862,172.710550940583,157.942341427608
2042,-93.88,-5.36,10.39,94.6051589502391,172.901368589875,117.288333613068
2043,-92.5,-3.44,-0.95,92.5688181840948,177.790552002878,-164.561828311099
2044,-105.08,0.24,-5.91,105.246340078884,176.778265136015,-87.6745455792247
2045,-101.49,-8.81,-6.66,102.089136542533,173.789545336863,-142.912209277497
2046,-98.46,-16.95,5.44,100.056322638802,169.751629974543,162.206281129866
2047,-95.42,-12.48,8.29,96.589082716423,171.076499522334,146.405389996883
2048,-96.06,-4.42,0.4,96.1624666904921,177.354761964009,174.828947581998
2049,-83.68,-18.31,-2.12,85.6860134444356,167.577742675441,-173.395489535891
2050,-101.55,20.73,-8.08,103.958750473445,167.64208636603,-21.294507377094
2051,-93.99,-2.15,-5.53,94.1770858542565,176.387919644572,-111.24550543912
2052,-91.09,-0.95,-4.35,91.1987560222178,177.201579339918,-102.319445256637
2053,-78.94,-4.59,-2.34,79.1079471355438,176.265858785134,-152.987334652061
2054,-92.88,-4.66,-3.38,93.0582312318475,176.453324311775,-144.045801261591
2055,-80.09,-7.27,-2.32,80.4527401646457,174.557125199976,-162.301094052006
2056,-89.09,-7.81,-5.39,89.5939523628688,173.920094827962,-145.38885781547
2057,-98.69,-13.51,7.59,99.8991706672283,171.07641179223,150.67245831129
2058,-87.88,-3.86,11.9,88.7660070071872,171.897952829228,107.971494587039
2059,-82.26,-5.61,8.11,82.8489698185801,173.164060478862,124.673105387307
2060,-75.6,-9.73,13.94,77.4877829080172,167.326904592204,124.9147091845
2061,-78.07,-9.13,10.65,79.3202641195804,169.813651084767,130.605724845221
2062,-77.93,-5.36,14.1,79.3764732146749,169.045094042767,110.813892269369
2063,-78.69,-2.35,11.7,79.5897518528611,171.376562555678,101.357011986443
2064,-87.57,-7.2,14.97,89.1316206517081,169.258977381912,115.685782718749
2065,-73.88,-4.86,12.04,75.0122363351473,170.032461853187,111.981687373876
2066,-79.97,-12.46,19.99,83.3669754759041,163.587579049887,121.935768174081
2067,-81.41,-8.9,17.12,83.6653602155635,166.666222423394,117.468108751977
2068,-89.04,-8.12,13.06,90.3582846229387,170.200866707702,121.871108812087
2069,-84.7,-3.42,12.37,85.6668156289237,171.383866036781,105.454809328603
2070,-86.42,-7.41,7.88,87.0943103767405,172.865668894414,133.239336851956
2071,-85.31,-9.64,6.81,86.1225974991465,172.123035644683,144.761411022339
2072,-89.7,-9.56,8.3,90.5890368642917,171.966301783158,139.035457335993
2073,-80.82,-8.14,3.87,81.3210237269551,173.636609331753,154.572184657562
2074,-76.17,-9.73,3.21,76.8560075726029,172.33897740527,161.741889441217
2075,-74.54,-4.26,1.85,74.6845479332907,176.434682045059,156.526029008111
2076,-80.92,-5.9,2.96,81.1887800130043,175.336542817978,153.357312312831
2077,-70.24,-6.74,0.63,70.5654455098244,174.495120937947,174.659975603758
2078,-78.03,-3.52,-0.16,78.1095186260932,177.41442622319,-177.3974377975
2079,-75.99,-10.02,0.19,76.6480045402358,172.487009636088,178.913683269401
2080,-70.22,-6.9,-1.04,70.5658557660856,174.325006436106,-171.428633646059
2081,-74.36,-7.93,-1.87,74.8050225586491,173.747138566231,-166.731293253396
2082,-74.1,-4.86,1.78,74.2805358085145,176.004512333018,159.884483526764
2083,-73.58,-1.39,0.86,73.5981528300813,178.727419479689,148.254712577645
2084,-73.76,-6.96,-1.14,74.0964155678262,174.538127892511,-170.697945288701
2085,-71.67,-6,-2.72,71.9721286332425,174.748257280399,-155.613628898199
2086,-66.77,-5.37,1.12,66.9949565265924,175.303357838041,168.218929439805
2087,-67.78,-2.93,0.02,67.8433025434346,177.524696280052,179.608908602943
2088,-72.26,-3.22,-1.98,72.358803196294,177.005482400109,-148.412357641868
2089,-73.79,-1.51,-2.41,73.8447851916437,177.792828087483,-122.069448533057
2090,-76.57,-7.83,-2.11,76.9982201092986,173.954499011497,-164.918391671396
2091,-63.11,-14.41,-2.36,64.7772321112905,166.97252094542,-170.698946729732
2092,-62.06,-14.43,4.07,63.845386677504,166.4182321693,164.248826336547
2093,-68.91,-7.89,18.52,71.7901845658583,163.71536509855,113.07526145463
2094,-70.71,2.02,22.48,74.2248940720025,162.296959790936,84.8653259950826
2095,-67.17,-1.41,22.82,70.9545586978032,161.202304140147,93.5356913166535
2096,-70.59,-4.46,21.06,73.799480350474,163.040424912143,101.957196907736
2097,-71.63,15.93,17.67,75.4774847222667,161.62701516871,47.9644547744709
2098,-65.58,18.07,9.52,68.6869106890097,162.701206882491,27.7820583529428
2099,-59.89,26.52,-9.03,66.1185556406067,154.930862172128,-18.8035925035388
2100,-47.52,12.91,-11.12,50.482401884221,160.274110056644,-40.73989260635
2101,-42.56,10.95,-16.68,47.0050901498976,154.881779623059,-56.716109260867
2102,-45.31,10.54,-8.85,47.3540938040208,163.103995229732,-40.0187835400833
2103,-48.38,11.31,-5.18,49.9537075701093,165.580089344125,-24.6078634889616
2104,-50.9,-0.64,-6.96,51.3776332658483,172.181293810441,-95.2538027512623
2105,-50,19.58,1.55,53.7194461996771,158.553854093932,4.52623294448103
2106,-37.58,26.3,-1.36,45.8889529189761,144.978173283005,-2.96018691508916
2107,-23.75,30.96,11.79,40.7625833332482,125.636594176962,20.8475315672338
2108,-26.41,23.49,-13.07,37.6841226513236,134.493284135676,-29.0918682949804
2109,-36.68,27.39,-39.67,60.5751054477002,127.266938102376,-55.3770092554268
2110,-35.21,5,-40.1,53.5980792566301,131.065891277561,-82.892569832103
2111,-48.35,5.87,-29.18,56.7772119780463,148.38328601045,-78.6258896354636
2112,-40.74,1.27,-22.13,46.3799245363767,151.449629677772,-86.7155031487765
2113,-35.44,17.32,-37.64,54.5228906056896,130.541769342745,-65.2905345592873
2114,-33.88,8.35,-28.11,44.807912247727,139.123019452054,-73.4560893622348
2115,-22.87,-0.56,-43.39,49.0514281137665,117.790848420151,-90.7394297120072
2116,-35.27,-10.83,-27.86,46.2324712729052,139.719084700704,-111.242565542243
2117,-30.74,-16.62,-21.38,40.9667719011396,138.621937935972,-127.860138262257
2118,-26.84,-40.29,-11.2,49.690136848272,122.69367599891,-164.464887791268
2119,-5.9,-31.81,-4.43,32.6544177715665,100.409370016063,-172.071731349113
2120,-23.75,-11.47,24,35.6598289395785,131.760281600561,115.543912857769
2121,-43.12,-10.66,22.91,49.9783763241664,149.629389958975,114.952511607449
2122,-24.27,12.18,8.49,28.4511054266789,148.544138689532,34.8782065170774
2123,-16.71,0.77,15.08,22.5216207232073,137.89810849163,87.0769583264921
2124,-11.18,3.29,-10.36,15.5931427236462,135.805853612528,-72.381839949425
2125,-4.78,-2.31,-21.66,22.3011232900946,102.376749564362,-96.087481961676
2126,-3.4,12.32,-6.69,14.4256195707498,103.632404521899,-28.502822269881
2127,-8.54,4.26,-2.5,9.86555624382123,149.955632180944,-30.4067317811007
2128,-4.46,1.86,2.72,5.54523218630203,143.542180579418,55.6347609387403
2129,0.95,5.91,4.52,7.50073329748499,82.7237013989458,37.4089549344568
2130,12.55,-5.66,7.2,15.536347704657,36.1200980879878,128.171281727407
2131,4.29,-15.65,-14.74,21.9224588037017,78.7149816094943,-136.715155783672
2132,12.25,-28.8,2.43,31.3911994036545,67.0307677966555,175.177091943535
2133,-4.43,-30.31,16.68,34.8789822099212,97.2968795003456,151.175420675655
2134,0.22,-29.07,36.33,46.5293692198809,89.7290932872967,128.66557764079
2135,10.06,-17.85,33.95,39.6538598373475,75.3037075140389,117.734190504985
2136,16.08,-25.71,46.06,55.1461159103703,73.0468897548885,119.169598512182
2137,14.2,-0.03,50.77,52.718438899497,74.3740827026752,90.0338560800736
2138,12.22,29.1,35.03,47.1512385839439,74.9794160572339,50.2830272366121
2139,16.89,8.41,36.82,41.3728485845488,65.9057562327807,77.1338718113824
2140,17.84,22.67,14.09,32.10486878964,56.2425076144895,31.8620359789056
2141,14.12,10.99,-3.25,18.1856261921332,39.0644670132443,-16.4741804825007
2142,12.09,19.43,-16.84,28.4126485917804,64.8167526102356,-40.9155058522235
2143,27.48,7.12,-26.21,38.6368852264258,44.6643123641712,-74.8022381145735
2144,21.53,4.08,-25.41,33.5537687898096,50.084534568947,-80.8780664981107
2145,25.93,-14.63,-43.91,53.0517662288448,60.7403691156279,-108.427119391499
2146,17.65,-6.1,-20.69,27.8712862997028,50.7083400374756,-106.427015003307
2147,-1.37,-16.34,-5.68,17.3532388907662,94.5280877085897,-160.831872813353
2148,23.99,-4.69,-5.85,25.1344126647113,17.3562687097862,-128.719478904786
2149,24.42,-8.91,-19.29,32.3701807223871,41.0272028033486,-114.792090310822
2150,32.3,-6.31,-6.84,33.6138617239971,16.0723027954541,-132.69198963613
2151,39.82,-0.34,-11.48,41.4431948575396,16.0888175489833,-91.6964174420886
2152,45.07,9.63,-1.56,46.1137224695643,12.2134291122242,-9.20162531364481
2153,38.88,18.75,-28.61,51.7856061082614,41.3413364372786,-56.7605589248816
2154,41.21,16.96,-42.48,61.5666801118917,47.9826534712098,-68.2358076435312
2155,41.02,10.13,-47.86,63.8422814441965,50.0199456132871,-78.0492121414855
2156,30.5,-9.76,-78.68,84.9473366268773,68.9583818530486,-97.0712343438782
2157,70.9,31.26,-70.77,104.939937583362,47.4973297030973,-66.1683488314553
2158,61.5,67.34,-28.86,95.6547186499443,49.9887925699177,-23.1985905136482
2159,65.45,24.71,-36.1,78.7241805292377,33.7588597221178,-55.6088461472658
2160,76.22,20.93,-23.23,82.3843808012174,22.3051858255462,-47.9814612199822
2161,80.04,44.4,-15.92,92.9042948415196,30.5109944870979,-19.7257297333255
2162,92.69,26.65,-15.47,97.6779376317907,18.3893151401851,-30.1346424922603
2163,86.58,36.44,-8.62,94.3306652155067,23.3883805796816,-13.3088584784444
2164,78.55,61.77,-18.88,101.696065803943,39.4301379190606,-16.9957719280262
2165,94.77,39.18,-16.84,103.923100896769,24.2273564931142,-23.2585712942322
2166,91.33,26.52,-10.41,95.6705147890404,17.3250700594908,-21.4316921455056
2167,90.69,42.99,-9.2,100.784206103933,25.8625130067926,-12.0792830480342
2168,96.56,46.42,-14.14,108.067523336107,26.6816258975495,-16.9412643652816
2169,97.22,28.39,-25.08,104.339479105466,21.2881713692544,-41.4576896392044
2170,101.38,14.19,-39.3,109.652863619698,22.3987935059549,-70.1469352031521
2171,96.96,9.13,-28.67,101.521265752551,17.2401646510329,-72.3358539239945
2172,86.43,5.6,-24.26,89.9447191334767,16.0701367896428,-77.0019335254148
2173,88.78,2.64,-29.39,93.5554920889202,18.3855636355943,-84.8670981536628
2174,88.53,-8.36,-20.84,91.3332146592903,14.2320849241345,-111.858269321652
2175,87.89,16.13,-22.21,92.0766696834763,17.3442954074839,-54.0109926058899
2176,100.23,28.29,-24.47,106.982044755183,20.4649601586679,-40.8588207004041
2177,98.42,24.71,-23.5,104.160119527581,19.1100697680705,-43.5622621586755
2178,101.81,20,-23.57,106.399346802506,16.8895129013222,-49.6841867179235
2179,94.93,26.7,-24.21,101.54171064149,20.790143430768,-42.199903888495
2180,93.75,26.01,-31.51,102.266625543234,23.5486220966855,-50.4619544978818
2181,87.7,22.36,-33.23,96.4131344786591,24.5461296068693,-56.0639442111809
2182,79.02,18.04,-41.34,90.9867990424985,29.7177901299144,-66.4244470603441
2183,86.05,14.46,-33.65,93.520140076884,23.0559795014692,-66.7459480600556
2184,89.98,7.35,-32.8,96.0534377312962,20.4839556340844,-77.3695057931199
2185,103.19,2.21,-23.82,105.926637820711,13.0521833796547,-84.6993193427342
2186,93.81,2.57,-23.4,96.7185659529751,14.0869370383702,-83.7323787480431
2187,97.53,1.4,-16.62,98.9458705555719,9.7044250942265,-85.1850077936842
2188,107.19,-4.22,-9.78,107.71793211903,5.67492601372449,-113.339852011234
2189,91.1,-1.11,-5.14,91.2516394373274,3.30357015792722,-102.186077142354
2190,97.03,1.63,-4.01,97.1265046215502,2.55434040050193,-67.8790549445747
2191,100.4,4.46,-4.92,100.619371892295,3.78413181622681,-47.807565083801
2192,97.05,7.94,-10.87,97.9790947090245,7.89668286216087,-53.8537104263956
2193,99.42,6.4,-8.49,99.9868816395431,6.10404484520453,-52.9899888009397
2194,109.15,7.99,6.76,109.650627905179,5.47715423827582,40.2331435990986
2195,107.72,17,-15.02,110.082690737463,11.8921777889825,-41.4615434437787
2196,111.49,11.01,-18.46,113.542995380605,10.9120916221159,-59.1871056999887
2197,106.6,11.17,-16.94,108.514019831541,10.7772598019747,-56.599698161289
2198,111.68,7.1,-17.05,113.196885557863,9.39037579303042,-67.3920667009985
2199,93.65,4.49,-10.48,94.3414702026633,6.94126561860026,-66.8080081019524
2200,97.24,-1.48,-11.3,97.9055565328138,6.6845591151491,-97.4617530130952
2201,80.88,2.98,-5.55,81.1249486902765,4.45356002173197,-61.7670061177478
2202,93.27,0.4,-5.83,93.4528854557204,3.58510358189981,-86.0750512856962
2203,102.95,0.74,-2.7,102.988058045581,1.55768921002367,-74.6730821120778
2204,102.61,5.26,4.2,102.830538751871,3.75315655086089,38.6066335319898
2205,116.72,8.46,-2.24,117.047629621449,4.28794547279601,-14.8302028929959
2206,106.9,8.44,-8.94,107.604680195612,6.56077851079129,-46.6478705591143
2207,105.97,2.09,-3.58,106.051050914171,2.24019985232345,-59.7236650149011
2208,99.07,3.99,-3.93,99.2281708991957,3.23549799579394,-44.5659493678606
2209,103.38,9.05,-7.79,104.06733877639,6.58878221069201,-40.7209967988341
2210,86.44,5.98,-5.45,86.8178351492365,5.34739128843766,-42.3451419697747
2211,86.7,-0.23,-7.96,87.0649441509038,5.24784486371128,-91.6550708191051
2212,97.42,1.21,-8.17,97.7694706950999,4.84585961174789,-81.5755726002855
2213,99.4,1.88,-10.14,99.9335479206057,5.92327789196494,-79.4963831941825
2214,91.83,-1.01,-4.95,91.9688615782538,3.14892946556903,-101.532352861067
2215,104.38,0.95,-8.69,104.745419947604,4.78732127566294,-83.7611397443455
