Year,Month,Day,Theta,Phi
1987,1,1,61.5,12.3
1987,1,2,28.1,11.2
1987,1,3,316.4,13.0
1987,1,4,293.8,13.8
1987,1,5,284.2,14.6
1987,1,6,279.4,14.5
1987,1,7,277.3,15.3
1987,1,14,113.6,138.1
1987,1,15,115.3,139.0
1987,1,16,116.2,138.8
1987,1,17,123.1,135.6
1987,1,17,120.0,126.6
1987,1,18,122.6,124.5
1987,1,18,113.5,83.5
1987,1,19,110.7,85.3
1987,1,20,113.3,85.1
1987,1,21,180.0,126.0
1987,1,22,209.7,125.8
1987,1,23,285.6,128.6
1987,1,23,229.2,125.6
1987,1,24,278.8,129.5
1987,1,24,238.3,125.5
1987,1,25,242.4,123.3
1987,1,25,75.5,356.3
1987,1,26,244.9,124.1
1987,1,26,73.7,358.1
1987,1,27,68.6,358.0
1987,1,27,127.8,330.0
1987,1,28,63.4,357.8
1987,1,28,129.6,331.8
1987,1,29,50.3,357.6
1987,1,29,131.4,329.6
1987,1,31,150.1,332.3
1987,2,9,90.7,187.8
1987,2,10,90.8,188.6
1987,2,11,76.4,172.5
1987,2,12,67.6,173.3
1987,2,14,13.3,164.0
1987,2,15,340.5,165.8
1987,2,20,113.3,26.9
1987,2,24,52.2,317.3
1987,2,25,189.4,28.1
1987,2,25,49.4,313.1
1987,2,26,217.1,25.9
1987,2,26,44.6,312.9
1987,2,27,234.8,26.8
1987,2,27,39.3,313.8
1987,2,28,31.7,312.6
1987,2,28,174.2,342.6
1987,3,1,19.4,313.4
1987,3,1,201.0,343.4
1987,3,2,9.9,310.2
1987,3,2,217.6,343.2
1987,3,3,354.5,311.1
1987,3,3,225.4,341.1
1987,3,4,342.9,308.9
1987,3,4,250.2,358.9
1987,3,4,32.4,283.9
1987,3,5,331.3,308.7
1987,3,5,249.0,359.7
1987,3,5,340.6,284.7
1987,3,6,322.1,307.5
1987,3,6,304.5,285.5
1987,3,7,291.1,286.4
1987,3,8,283.6,286.2
1987,3,9,280.7,288.0
1987,3,10,277.9,289.8
1987,3,11,275.3,287.7
1987,3,14,121.4,78.1
1987,3,14,111.3,122.1
1987,3,15,121.5,76.9
1987,3,16,123.0,75.8
1987,3,16,132.5,120.8
1987,3,17,126.6,75.6
1987,3,17,184.6,122.6
1987,3,18,134.1,74.4
1987,3,18,227.4,122.4
1987,3,19,146.0,74.2
1987,3,19,245.4,123.2
1987,3,20,165.1,74.0
1987,3,20,10.5,76.0
1987,3,21,345.0,77.8
1987,3,22,324.8,78.7
1987,3,23,311.8,79.5
1987,3,23,300.2,62.5
1987,3,23,128.1,22.5
1987,3,24,304.6,78.3
1987,3,24,286.7,63.3
1987,3,25,298.8,80.1
1987,3,25,85.2,293.1
1987,3,26,296.1,77.9
1987,3,26,82.1,293.9
1987,3,27,79.6,293.7
1987,3,28,245.7,21.5
1987,3,28,77.3,293.5
1987,3,29,67.1,294.4
1987,3,30,244.5,18.2
1987,3,30,58.6,293.2
1987,3,30,319.5,346.2
1987,3,31,20.9,293.0
1987,3,31,312.2,347.0
1987,3,31,202.9,304.0
1987,4,1,313.3,294.8
1987,4,2,294.9,294.6
1987,4,3,286.2,294.4
1987,4,4,282.6,295.2
1987,4,4,112.5,179.2
1987,4,5,278.5,295.0
1987,4,5,113.0,179.0
1987,4,6,276.4,295.8
1987,4,6,116.9,178.8
1987,4,6,121.5,137.8
1987,4,7,126.7,178.6
1987,4,7,123.4,138.6
1987,4,7,183.0,205.6
1987,4,7,95.0,124.6
1987,4,8,144.9,178.4
1987,4,8,125.6,136.4
1987,4,8,215.3,205.4
1987,4,8,92.9,124.4
1987,4,8,121.5,133.4
1987,4,9,180.0,178.2
1987,4,9,129.9,135.2
1987,4,9,234.0,207.2
1987,4,9,93.4,120.2
1987,4,9,124.9,132.2
1987,4,9,104.9,112.2
1987,4,10,214.9,178.0
1987,4,10,136.8,135.0
1987,4,10,92.7,119.0
1987,4,10,131.9,132.0
1987,4,11,232.1,178.8
1987,4,11,148.3,132.8
1987,4,11,89.9,122.8
1987,4,11,142.1,129.8
1987,4,11,63.9,71.8
1987,4,12,241.5,181.6
1987,4,12,172.7,134.6
1987,4,12,92.0,125.6
1987,4,12,159.1,127.6
1987,4,12,143.5,116.6
1987,4,12,61.4,71.6
1987,4,13,246.4,183.4
1987,4,13,194.2,133.4
1987,4,13,0.0,125.4
1987,4,13,178.1,124.4
1987,4,13,57.8,72.4
1987,4,14,248.6,183.2
1987,4,14,212.8,133.2
1987,4,14,263.3,126.2
1987,4,14,204.6,126.2
1987,4,14,52.4,70.2
1987,4,15,248.5,183.0
1987,4,15,225.3,134.0
1987,4,15,265.4,127.0
1987,4,15,219.9,127.0
1987,4,15,40.6,71.0
1987,4,15,216.7,108.0
1987,4,16,233.0,133.8
1987,4,16,267.0,126.8
1987,4,16,230.9,128.8
1987,4,16,25.9,70.8
1987,4,16,243.8,109.8
1987,4,17,236.8,134.6
1987,4,17,266.4,127.6
1987,4,17,235.2,127.6
1987,4,17,248.2,111.6
1987,4,17,318.1,105.6
1987,4,18,239.3,135.4
1987,4,18,264.5,129.4
1987,4,18,239.0,130.4
1987,4,18,309.0,106.4
1987,4,18,57.6,347.4
1987,4,19,263.6,129.2
1987,4,19,239.3,131.2
1987,4,19,275.3,114.2
1987,4,19,53.0,344.2
1987,4,20,51.1,344.0
1987,4,21,36.6,349.8
1987,4,21,142.6,1.8
1987,4,21,137.4,331.8
1987,4,21,85.4,296.8
1987,4,22,165.4,0.6
1987,4,22,21.9,0.6
1987,4,22,140.8,329.6
1987,4,22,84.0,296.6
1987,4,22,325.2,30.6
1987,4,23,199.0,1.3
1987,4,23,82.2,296.3
1987,4,23,313.7,30.3
1987,4,24,170.7,336.1
1987,4,24,219.9,0.1
1987,4,24,79.3,297.1
1987,4,24,306.2,30.1
1987,4,24,66.9,300.1
1987,4,25,74.5,296.9
1987,4,25,301.1,30.9
1987,4,26,62.3,297.7
1987,4,26,298.5,29.7
1987,4,27,22.1,297.5
1987,4,28,206.5,306.3
1987,4,28,310.1,298.3
1987,4,28,165.0,280.3
1987,4,28,48.5,249.3
1987,4,29,288.6,298.1
1987,4,29,192.9,280.1
1987,4,30,280.0,298.9
1987,4,30,213.7,278.9
1987,4,30,112.7,180.9
1987,5,1,277.0,298.6
1987,5,1,227.6,278.6
1987,5,1,113.2,179.6
1987,5,2,275.0,300.4
1987,5,2,235.7,279.4
1987,5,2,114.9,178.4
1987,5,2,70.6,209.4
1987,5,3,273.8,300.2
1987,5,3,321.0,257.2
1987,5,3,239.7,279.2
1987,5,3,118.8,178.2
1987,5,3,45.6,211.2
1987,5,4,239.6,279.0
1987,5,4,127.2,179.0
1987,5,4,121.8,124.0
1987,5,5,142.9,178.8
1987,5,5,122.3,121.8
1987,5,6,171.8,178.6
1987,5,6,124.4,121.6
1987,5,7,205.4,178.3
1987,5,7,129.0,122.3
1987,5,8,228.0,178.1
1987,5,8,134.7,121.1
1987,5,9,146.9,120.9
1987,5,9,106.4,131.9
1987,5,10,243.3,175.7
1987,5,10,164.1,119.7
1987,5,10,115.1,84.7
1987,5,11,183.6,117.4
1987,5,11,122.7,83.4
1987,5,12,204.6,116.2
1987,5,12,195.2,125.2
1987,5,12,139.2,83.2
1987,5,12,335.0,117.2
1987,5,13,217.2,114.0
1987,5,13,321.6,116.0
1987,5,14,228.1,112.8
1987,5,14,114.9,347.8
1987,5,15,232.8,111.5
1987,5,15,115.5,351.5
1987,5,15,60.1,344.5
1987,5,16,236.6,111.3
1987,5,16,236.7,79.3
1987,5,16,116.3,350.3
1987,5,16,58.0,343.3
1987,5,17,238.5,110.1
1987,5,17,244.2,80.1
1987,5,17,119.4,348.1
1987,5,17,53.4,342.1
1987,5,18,249.1,80.9
1987,5,18,126.5,348.9
1987,5,18,47.3,341.9
1987,5,19,250.7,81.6
1987,5,19,137.8,347.6
1987,5,19,38.6,340.6
1987,5,20,159.2,347.4
1987,5,20,24.4,340.4
1987,5,21,194.9,349.2
1987,5,21,4.9,340.2
1987,5,22,344.0,340.0
1987,5,23,77.2,296.7
1987,5,23,326.0,339.7
1987,5,24,315.0,338.5
1987,5,25,307.5,338.3
1987,5,25,53.7,253.3
1987,5,26,301.5,339.0
1987,5,26,43.7,252.0
1987,5,27,298.8,340.8
1987,5,27,25.2,251.8
1987,5,28,355.5,252.6
1987,5,29,329.4,252.3
1987,5,30,313.4,250.1
1987,5,31,304.4,247.9
1987,6,1,297.1,250.6
1987,6,2,294.7,246.4
1987,6,11,175.2,64.3
1987,6,12,227.1,65.1
1987,6,12,235.2,83.1
1987,6,12,62.7,333.1
1987,6,13,243.3,65.8
1987,6,13,242.4,81.8
1987,6,13,60.0,333.8
1987,6,14,56.6,333.6
1987,6,15,53.1,331.3
1987,6,17,25.2,333.9
1987,6,17,211.7,349.9
1987,6,18,356.0,334.6
1987,6,18,251.8,349.6
1987,6,18,122.5,259.6
1987,6,19,334.3,335.4
1987,6,19,124.8,257.4
1987,6,19,166.9,314.4
1987,6,20,128.0,256.2
1987,6,20,205.8,317.2
1987,6,20,66.2,259.2
1987,6,21,136.2,255.9
1987,6,21,59.9,259.9
1987,6,22,147.3,255.7
1987,6,22,47.8,259.7
1987,6,23,161.9,254.4
1987,6,23,18.8,260.4
1987,6,24,183.1,255.2
1987,6,24,335.4,261.2
1987,6,25,200.7,254.0
1987,6,25,310.4,261.0
1987,6,25,60.9,162.0
1987,6,26,215.4,253.7
1987,6,26,301.0,259.7
1987,6,26,60.2,156.7
1987,6,27,224.3,253.5
1987,6,27,293.8,262.5
1987,6,27,58.0,155.5
1987,6,27,198.6,226.5
1987,6,28,229.5,250.3
1987,6,28,291.3,261.3
1987,6,28,53.7,155.3
1987,6,28,213.3,225.3
1987,6,29,290.0,262.0
1987,6,29,46.2,153.0
1987,6,30,38.6,148.8
1987,7,7,234.4,113.1
1987,7,8,243.5,112.9
1987,7,9,248.4,113.7
1987,7,10,251.2,114.4
1987,7,15,300.0,28.3
1987,7,16,297.3,30.0
1987,7,16,123.7,247.0
1987,7,17,126.2,244.8
1987,7,18,131.0,244.6
1987,7,18,133.0,257.6
1987,7,19,137.6,243.3
1987,7,19,144.1,256.3
1987,7,20,148.0,243.1
1987,7,20,159.9,256.1
1987,7,20,114.0,189.1
1987,7,20,44.0,251.1
1987,7,21,161.8,242.9
1987,7,21,181.6,256.9
1987,7,21,115.7,185.9
1987,7,21,13.3,251.9
1987,7,21,127.8,224.9
1987,7,22,178.6,241.6
1987,7,22,200.0,255.6
1987,7,22,119.3,185.6
1987,7,22,332.0,251.6
1987,7,22,145.7,225.6
1987,7,22,119.4,196.6
1987,7,23,196.3,241.4
1987,7,23,26.6,220.4
1987,7,23,214.6,254.4
1987,7,23,124.6,184.4
1987,7,23,308.1,253.4
1987,7,23,170.9,225.4
1987,7,23,127.6,196.4
1987,7,23,62.4,145.4
1987,7,24,210.8,240.2
1987,7,24,0.0,216.2
