Year,Month,Day,Theta,Phi
1995,1,2,256.4,41.0
1995,1,3,257.1,39.0
1995,1,3,99.4,237.0
1995,1,4,100.8,239.0
1995,1,4,282.3,4.0
1995,1,4,85.2,251.0
1995,1,5,101.7,237.0
1995,1,5,80.8,250.0
1995,1,6,105.3,242.0
1995,1,6,74.9,248.0
1995,1,7,107.6,242.0
1995,1,8,119.4,239.0
1995,1,10,114.3,214.0
1995,1,11,261.1,232.0
1995,1,12,267.5,231.0
1995,1,12,250.9,223.0
1995,1,14,94.0,113.0
1995,1,15,95.3,113.0
1995,1,16,96.2,114.0
1995,1,17,101.3,114.0
1995,1,17,230.0,135.0
1995,1,17,102.4,43.0
1995,1,18,180.0,112.0
1995,1,18,249.0,135.0
1995,1,18,102.0,45.0
1995,1,19,254.6,110.0
1995,1,19,252.7,133.0
1995,1,19,101.0,42.0
1995,1,19,71.2,35.0
1995,1,20,262.6,113.0
1995,1,20,102.0,43.0
1995,1,20,69.0,37.0
1995,1,20,284.2,102.0
1995,1,21,262.2,112.0
1995,1,21,104.8,43.0
1995,1,21,60.6,40.0
1995,1,21,277.4,102.0
1995,1,22,262.8,114.0
1995,1,22,112.7,43.0
1995,1,22,45.6,41.0
1995,1,22,105.8,5.0
1995,1,23,262.6,112.0
1995,1,23,158.8,43.0
1995,1,23,18.9,40.0
1995,1,23,111.6,7.0
1995,1,24,262.8,114.0
1995,1,24,222.3,40.0
1995,1,24,338.4,40.0
1995,1,24,119.2,8.0
1995,1,25,261.6,114.0
1995,1,25,245.5,40.0
1995,1,25,311.6,41.0
1995,1,25,144.8,10.0
1995,1,26,253.2,40.0
1995,1,26,296.3,41.0
1995,1,26,188.2,10.0
1995,1,27,258.8,39.0
1995,1,27,288.3,45.0
1995,1,27,227.7,11.0
1995,1,28,255.1,47.0
1995,1,28,284.4,47.0
1995,1,28,241.9,12.0
1995,1,28,106.0,270.0
1995,1,29,282.4,45.0
1995,1,29,107.7,270.0
1995,1,30,250.0,11.0
1995,1,30,109.2,268.0
1995,1,30,101.7,242.0
1995,1,31,249.8,13.0
1995,1,31,110.7,270.0
1995,1,31,100.4,241.0
1995,2,1,249.6,11.0
1995,2,1,123.5,272.0
1995,2,1,102.0,240.0
1995,2,1,97.3,219.0
1995,2,2,248.8,8.0
1995,2,2,169.9,273.0
1995,2,2,106.8,244.0
1995,2,2,95.5,219.0
1995,2,2,95.1,265.0
1995,2,3,224.1,273.0
1995,2,3,112.1,244.0
1995,2,3,93.6,218.0
1995,2,3,239.8,265.0
1995,2,4,242.6,271.0
1995,2,4,147.7,243.0
1995,2,4,97.3,217.0
1995,2,4,263.4,265.0
1995,2,5,251.3,270.0
1995,2,5,234.1,243.0
1995,2,5,89.8,216.0
1995,2,5,269.0,266.0
1995,2,5,334.5,239.0
1995,2,6,250.9,243.0
1995,2,6,266.8,262.0
1995,2,6,296.0,239.0
1995,2,7,258.5,245.0
1995,2,8,258.6,247.0
1995,2,9,258.6,252.0
1995,2,9,76.3,117.0
1995,2,10,73.8,113.0
1995,2,10,239.2,188.0
1995,2,10,89.8,107.0
1995,2,11,69.5,112.0
1995,2,11,88.0,108.0
1995,2,12,60.9,115.0
1995,2,12,85.1,110.0
1995,2,13,39.8,116.0
1995,2,13,80.1,110.0
1995,2,14,0.0,117.0
1995,2,14,298.5,133.0
1995,2,14,102.5,44.0
1995,2,15,324.6,116.0
1995,2,15,292.2,111.0
1995,2,15,286.1,133.0
1995,2,15,101.1,42.0
1995,2,16,301.2,116.0
1995,2,16,282.0,132.0
1995,2,16,104.1,43.0
1995,2,16,102.2,34.0
1995,2,17,291.8,116.0
1995,2,17,277.5,131.0
1995,2,17,104.5,42.0
1995,2,17,103.1,34.0
1995,2,18,284.9,117.0
1995,2,18,275.9,133.0
1995,2,18,107.2,42.0
1995,2,18,103.3,32.0
1995,2,19,282.8,117.0
1995,2,19,136.1,43.0
1995,2,19,114.0,34.0
1995,2,19,58.5,20.0
1995,2,20,279.4,117.0
1995,2,20,224.4,44.0
1995,2,20,153.8,35.0
1995,2,20,41.5,22.0
1995,2,21,273.0,115.0
1995,2,21,248.1,44.0
1995,2,21,234.1,35.0
1995,2,21,9.4,22.0
1995,2,22,255.0,43.0
1995,2,22,253.1,33.0
1995,2,22,330.2,22.0
1995,2,22,102.5,297.0
1995,2,23,258.7,43.0
1995,2,23,256.2,35.0
1995,2,23,308.6,22.0
1995,2,23,100.9,299.0
1995,2,24,259.1,43.0
1995,2,24,296.7,23.0
1995,2,24,102.6,299.0
1995,2,25,257.6,44.0
1995,2,25,288.9,24.0
1995,2,25,102.8,299.0
1995,2,26,284.9,25.0
1995,2,26,108.0,299.0
1995,2,26,104.4,259.0
1995,2,27,130.6,298.0
1995,2,27,105.8,262.0
1995,2,27,99.7,244.0
1995,2,28,224.8,299.0
1995,2,28,108.2,259.0
1995,2,28,99.7,243.0
1995,3,1,248.5,298.0
1995,3,1,113.3,259.0
1995,3,1,100.8,245.0
1995,3,1,153.1,276.0
1995,3,2,257.0,298.0
1995,3,2,139.1,259.0
1995,3,2,105.1,246.0
1995,3,2,234.6,276.0
1995,3,3,258.9,299.0
1995,3,3,217.4,260.0
1995,3,3,127.6,248.0
1995,3,3,254.8,278.0
1995,3,4,243.1,259.0
1995,3,4,250.1,251.0
1995,3,4,258.1,278.0
1995,3,4,266.6,265.0
1995,3,5,251.8,259.0
1995,3,5,254.3,245.0
1995,3,5,257.9,278.0
1995,3,5,267.8,265.0
1995,3,5,133.8,209.0
1995,3,6,254.6,258.0
1995,3,6,257.9,280.0
1995,3,6,266.7,266.0
1995,3,7,255.6,259.0
1995,3,7,257.0,281.0
1995,3,7,265.7,265.0
1995,3,8,256.6,259.0
1995,3,8,254.7,280.0
1995,3,8,265.1,268.0
1995,3,9,255.0,265.0
1995,3,9,263.8,266.0
1995,3,11,103.2,84.0
1995,3,12,102.4,86.0
1995,3,12,90.9,112.0
1995,3,13,104.2,86.0
1995,3,13,83.1,112.0
1995,3,13,288.3,165.0
1995,3,14,112.7,87.0
1995,3,14,283.6,166.0
1995,3,14,103.6,33.0
1995,3,15,139.8,89.0
1995,3,15,103.3,29.0
1995,3,16,103.5,29.0
1995,3,17,104.9,28.0
1995,3,17,145.0,55.0
1995,3,18,111.7,29.0
1995,3,18,182.8,56.0
1995,3,18,63.4,17.0
1995,3,18,71.5,351.0
1995,3,19,126.3,29.0
1995,3,19,206.4,50.0
1995,3,19,51.6,18.0
1995,3,19,66.6,350.0
1995,3,20,192.1,31.0
1995,3,20,27.7,19.0
1995,3,20,59.6,351.0
1995,3,21,232.5,30.0
1995,3,21,351.0,19.0
1995,3,21,47.0,351.0
1995,3,22,248.7,29.0
1995,3,22,313.5,22.0
