Year,Month,Day,Theta,Phi
1984,1,1,312.8,114.2
1984,1,2,300.1,115.0
1984,1,2,335.6,89.0
1984,1,3,292.1,117.9
1984,1,3,102.0,9.9
1984,1,4,289.6,117.7
1984,1,5,287.4,117.5
1984,1,5,102.5,8.5
1984,1,5,98.9,313.5
1984,1,6,286.4,113.3
1984,1,6,115.5,13.3
1984,1,6,91.9,318.3
1984,1,6,121.9,22.3
1984,1,7,150.2,10.2
1984,1,7,93.5,319.2
1984,1,7,228.0,23.2
1984,1,7,336.3,19.2
1984,1,7,94.6,359.2
1984,1,8,212.6,11.0
1984,1,8,91.6,322.0
1984,1,8,96.0,318.0
1984,1,8,112.7,358.0
1984,1,9,238.4,10.8
1984,1,9,90.9,320.8
1984,1,9,255.0,24.8
1984,1,9,257.3,358.8
1984,1,9,101.3,274.8
1984,1,10,246.8,11.7
1984,1,10,90.0,320.7
1984,1,10,102.4,271.7
1984,1,10,104.5,255.7
1984,1,11,251.3,12.5
1984,1,11,67.3,320.5
1984,1,11,102.0,272.5
1984,1,11,103.4,255.5
1984,1,12,254.2,12.3
1984,1,12,272.0,319.3
1984,1,12,103.6,271.3
1984,1,12,105.4,256.3
1984,1,13,270.5,318.2
1984,1,13,124.0,287.2
1984,1,13,113.6,273.2
1984,1,13,109.7,258.2
1984,1,14,267.8,319.0
1984,1,14,128.5,273.0
1984,1,14,114.8,259.0
1984,1,15,267.6,316.8
1984,1,15,199.4,273.8
1984,1,15,134.8,258.8
1984,1,16,241.4,273.7
1984,1,16,189.8,259.7
1984,1,16,94.1,179.7
1984,1,17,251.7,272.5
1984,1,17,234.4,259.5
1984,1,17,92.2,178.5
1984,1,17,105.3,171.5
1984,1,18,256.1,273.3
1984,1,18,246.0,259.3
1984,1,18,91.1,180.3
1984,1,18,105.7,172.3
1984,1,19,257.7,274.2
1984,1,19,249.7,258.2
1984,1,19,142.9,211.2
1984,1,19,90.0,180.2
1984,1,19,108.7,172.2
1984,1,20,258.0,273.0
1984,1,20,253.7,257.0
1984,1,20,211.2,216.0
1984,1,20,229.1,206.0
1984,1,20,90.9,179.0
1984,1,20,112.6,175.0
1984,1,20,90.2,189.0
1984,1,20,72.1,124.0
1984,1,21,257.7,272.8
1984,1,21,254.8,257.8
1984,1,21,224.1,210.8
1984,1,21,266.0,204.8
1984,1,21,89.4,179.8
1984,1,21,121.5,172.8
1984,1,21,85.8,188.8
1984,1,21,71.7,119.8
1984,1,21,75.6,106.8
1984,1,22,253.7,256.7
1984,1,22,0.0,178.7
1984,1,22,150.2,171.7
1984,1,22,271.4,188.7
1984,1,22,67.7,119.7
1984,1,22,73.4,108.7
1984,1,22,77.9,90.7
1984,1,23,253.3,252.5
1984,1,23,277.6,175.5
1984,1,23,196.9,169.5
1984,1,23,269.8,189.5
1984,1,23,62.8,119.5
1984,1,23,69.5,107.5
1984,1,23,76.7,87.5
1984,1,24,273.4,172.3
1984,1,24,268.9,190.3
1984,1,24,54.8,119.3
1984,1,24,63.0,108.3
1984,1,24,73.6,86.3
1984,1,24,75.6,101.3
1984,1,24,342.2,156.3
1984,1,25,269.4,172.2
1984,1,25,266.7,192.2
1984,1,25,40.7,121.2
1984,1,25,54.9,109.2
1984,1,25,70.7,88.2
1984,1,25,72.1,101.2
1984,1,25,306.9,157.2
1984,1,25,100.8,67.2
1984,1,26,266.0,191.0
1984,1,26,16.0,120.0
1984,1,26,39.0,109.0
1984,1,26,64.8,88.0
1984,1,26,64.3,100.0
1984,1,26,102.9,66.0
1984,1,27,264.9,192.8
1984,1,27,336.8,121.8
1984,1,27,11.3,108.8
1984,1,27,54.4,87.8
1984,1,27,45.7,99.8
1984,1,27,284.6,159.8
1984,1,27,105.3,66.8
1984,1,27,68.6,63.8
1984,1,28,313.9,121.7
1984,1,28,331.2,110.7
1984,1,28,33.8,87.7
1984,1,28,355.5,100.7
1984,1,28,62.1,63.7
1984,1,28,305.0,131.7
1984,1,29,302.1,122.5
1984,1,29,311.2,109.5
1984,1,29,0.0,86.5
1984,1,29,114.2,69.5
1984,1,29,49.1,64.5
1984,1,29,295.6,131.5
1984,1,29,180.0,86.5
1984,1,30,295.5,121.3
1984,1,30,298.2,111.3
1984,1,30,320.3,88.3
1984,1,30,21.6,65.3
1984,1,30,290.8,131.3
1984,1,30,225.4,86.3
1984,1,30,255.0,120.3
1984,1,31,292.1,121.2
1984,1,31,294.0,109.2
1984,1,31,303.9,87.2
1984,1,31,279.2,98.2
1984,1,31,345.4,65.2
1984,1,31,288.0,129.2
1984,1,31,117.6,48.2
1984,1,31,256.0,118.2
1984,1,31,101.3,337.2
1984,2,1,288.9,122.0
1984,2,1,289.5,110.0
1984,2,1,294.0,88.0
1984,2,1,316.9,65.0
1984,2,1,171.9,46.0
1984,2,1,100.6,336.0
1984,2,1,111.6,28.0
