Rotation,Year,Month,DayAndTime,Day,DateInt,Date,Julian Date
2199,2017,12,30.938909999999996,30,20171230.0,2017.9970899999998,2458118.438907
2200,2018,1,27.277829999999998,27,20180127.0,2018.0719399999998,2458145.777835
2201,2018,2,23.61724,23,20180223.0,2018.1468,2458173.117239
2202,2018,3,22.937179999999998,22,20180322.0,2018.2215899999999,2458200.437184
2203,2018,4,19.2191,19,20180419.0,2018.2962899999998,2458227.719104
2204,2018,5,16.45709,16,20180516.0,2018.3708600000002,2458254.9570939997
2205,2018,6,12.66283,12,20180612.0,2018.44535,2458282.162832
2206,2018,7,9.86009,9,20180709.0,2018.5198100000002,2458309.360091
2207,2018,8,6.07244,6,20180806.0,2018.5943100000002,2458336.5724380002
2208,2018,9,2.31265,2,20180902.0,2018.66889,2458363.812652
2209,2018,9,29.58062,29,20180929.0,2018.74355,2458391.080624
2210,2018,10,26.869659999999996,26,20181026.0,2018.8182600000002,2458418.369662
2211,2018,11,23.17469,23,20181123.0,2018.89302,2458445.6746900002
2212,2018,12,20.495060000000002,20,20181220.0,2018.9678199999998,2458472.995059
2213,2019,1,16.82995,16,20190116.0,2019.04266,2458500.329947
2214,2019,2,13.17124,13,20190213.0,2019.11751,2458527.671238
2215,2019,3,12.50136,12,20190312.0,2019.1923399999998,2458555.001361
2216,2019,4,8.79979,8,20190408.0,2019.26708,2458582.299787
2217,2019,5,6.05455,6,20190506.0,2019.3417,2458609.554551
2218,2019,6,2.27052,2,20190602.0,2019.41621,2458636.770521
2219,2019,6,29.467990000000004,29,20190629.0,2019.49067,2458663.9679860002
2220,2019,7,26.67215,26,20190726.0,2019.56515,2458691.172151
2221,2019,8,22.90082,22,20190822.0,2019.6397,2458718.400822
2222,2019,9,19.15856,19,20190919.0,2019.71433,2458745.6585580003
2223,2019,10,16.44019,16,20191016.0,2019.78902,2458772.940186
2224,2019,11,12.739239999999999,12,20191112.0,2019.8637600000002,2458800.239242
2225,2019,12,10.053519999999999,10,20191210.0,2019.9385399999999,2458827.553524
2226,2020,1,6.38316,6,20200106.0,2020.01337,2458854.883158
2227,2020,2,2.72356,2,20200202.0,2020.0882199999999,2458882.223564
2228,2020,3,1.0605799999999999,1,20200301.0,2020.1630699999998,2458909.560579
2229,2020,3,28.37358,28,20200328.0,2020.23785,2458936.873577
2230,2020,4,24.64588,24,20200424.0,2020.3125100000002,2458964.145877
2231,2020,5,21.875320000000002,21,20200521.0,2020.3870600000002,2458991.375316
2232,2020,6,18.077,18,20200618.0,2020.4615399999998,2459018.5769990003
2233,2020,7,15.27578,15,20200715.0,2020.536,2459045.775781
2234,2020,8,11.49356,11,20200811.0,2020.61052,2459072.993564
2235,2020,9,7.74017,7,20200907.0,2020.6851199999999,2459100.240166
2236,2020,10,5.013330000000001,5,20201005.0,2020.7597899999998,2459127.513325
2237,2020,11,1.3061,1,20201101.0,2020.8345100000001,2459154.806096
2238,2020,11,28.6144,28,20201128.0,2020.90928,2459182.114399
2239,2020,12,25.93814,25,20201225.0,2020.98409,2459209.438137
2240,2021,1,22.27545,22,20210122.0,2021.0589300000001,2459236.775453
2241,2021,2,18.61607,18,20210218.0,2021.1337899999999,2459264.1160709998
2242,2021,3,17.94096,17,20210317.0,2021.2086,2459291.440955
2243,2021,4,14.230429999999998,14,20210414.0,2021.2833100000003,2459318.730427
2244,2021,5,11.47574,11,20210511.0,2021.3579100000002,2459345.97574
2245,2021,6,7.6856,7,20210607.0,2021.4324,2459373.185605
2246,2021,7,4.88247,4,20210704.0,2021.50687,2459400.382471
2247,2021,8,1.09087,1,20210801.0,2021.5813600000001,2459427.590868
2248,2021,8,28.3259,28,20210828.0,2021.65592,2459454.825898
2249,2021,9,24.58943,24,20210924.0,2021.73057,2459482.089431
2250,2021,10,21.87528,21,20211021.0,2021.8052699999998,2459509.375277
2251,2021,11,18.17766,18,20211118.0,2021.8800199999998,2459536.677658
2252,2021,12,15.4953,15,20211215.0,2021.9548100000002,2459563.9953
2253,2022,1,11.827960000000001,11,20220111.0,2022.02965,2459591.3279560003
2254,2022,2,8.16916,8,20220208.0,2022.1045,2459618.6691630003
2255,2022,3,7.5027800000000004,7,20220307.0,2022.17934,2459646.0027759997
2256,2022,4,3.8080000000000003,3,20220403.0,2022.25409,2459673.307999
2257,2022,5,1.07057,1,20220501.0,2022.32874,2459700.5705669997
2258,2022,5,28.29219,28,20220528.0,2022.40326,2459727.792195
2259,2022,6,24.491039999999998,24,20220624.0,2022.47773,2459754.991043
2260,2022,7,21.69241,21,20220721.0,2022.5522,2459782.192414
2261,2022,8,17.91609,17,20220817.0,2022.62674,2459809.416093
2262,2022,9,14.16895,14,20220914.0,2022.70135,2459836.668947
2263,2022,10,11.44693,11,20221011.0,2022.7760399999997,2459863.946934
2264,2022,11,7.743239999999999,7,20221107.0,2022.85077,2459891.243241
2265,2022,12,5.05484,5,20221205.0,2022.92554,2459918.5548380003
2266,2023,1,1.38189,1,20230101.0,2023.0003600000002,2459945.881889
2267,2023,1,28.72115,28,20230128.0,2023.0752100000002,2459973.22115
2268,2023,2,25.06017,25,20230225.0,2023.1500600000002,2460000.56017
2269,2023,3,24.37884,24,20230324.0,2023.2248600000003,2460027.878842
2270,2023,4,20.658920000000002,20,20230420.0,2023.29955,2460055.158921
2271,2023,5,17.895210000000002,17,20230517.0,2023.3741100000002,2460082.395208
2272,2023,6,14.10007,14,20230614.0,2023.4486,2460109.60007
2273,2023,7,11.29754,11,20230711.0,2023.5230600000002,2460136.797536
2274,2023,8,7.51089,7,20230807.0,2023.59757,2460164.010891
2275,2023,9,3.7523400000000002,3,20230903.0,2023.67215,2460191.252345
2276,2023,10,1.02135,1,20231001.0,2023.74681,2460218.5213470003
2277,2023,10,28.311120000000003,28,20231028.0,2023.82152,2460245.811124
2278,2023,11,24.61678,24,20231124.0,2023.8962800000002,2460273.116785
2279,2023,12,21.93781,21,20231221.0,2023.97108,2460300.437806
2280,2024,1,18.2732,18,20240118.0,2024.04592,2460327.773196
2281,2024,2,14.614429999999999,14,20240214.0,2024.12078,2460355.114426
2282,2024,3,12.943610000000001,12,20240312.0,2024.1956,2460382.443615
2283,2024,4,9.24035,9,20240409.0,2024.2703399999998,2460409.740353
2284,2024,5,6.49327,6,20240506.0,2024.34495,2460436.993266
2285,2024,6,2.70797,2,20240602.0,2024.41946,2460464.207975
2286,2024,6,29.90523,29,20240629.0,2024.49392,2460491.405229
2287,2024,7,27.11015,27,20240727.0,2024.56841,2460518.6101490003
2288,2024,8,23.34004,23,20240823.0,2024.6429600000001,2460545.840037
2289,2024,9,19.59892,19,20240919.0,2024.7175899999997,2460573.098917
2290,2024,10,16.88138,16,20241016.0,2024.7922800000001,2460600.381384
2291,2024,11,13.18109,13,20241113.0,2024.86703,2460627.681088
2292,2024,12,10.49602,10,20241210.0,2024.9418100000003,2460654.9960169997
2293,2025,1,6.82625,6,20250106.0,2025.0166399999998,2460682.3262529997
2294,2025,2,3.16687,3,20250203.0,2025.0914899999998,2460709.6668700003
2295,2025,3,2.50331,2,20250302.0,2025.16633,2460737.003307
2296,2025,3,29.814859999999996,29,20250329.0,2025.2411100000002,2460764.314863
2297,2025,4,26.08529,26,20250426.0,2025.31577,2460791.5852860003
2298,2025,5,23.31315,23,20250523.0,2025.39032,2460818.813153
2299,2025,6,19.51419,19,20250619.0,2025.4647899999998,2460846.014192
2300,2025,7,16.71339,16,20250716.0,2025.5392600000002,2460873.213395
