indx,Year,Month,t,tc,p,tn,pn,td,pd
238,1995,12,194.391666666667,165.608333333333,198.361111111111,2.65260229508048,-25.631815473206895,70.42219276004009,-40.7760857773685
239,1996,1,229.429032258064,130.570967741936,192.032258064516,2.40496933152463,26.127874994441104,66.38996054521209,
240,1996,2,208.189473684211,151.810526315789,224.789473684211,0.69692942633444,-91.3142500152407,78.0961804885487,
241,1996,3,226.973913043478,133.026086956522,237.565217391304,2.80148958010375,44.0494795967439,110.849041298694,
242,1996,4,249.766666666667,110.233333333333,224.27777777777803,2.84303699247253,96.5186333141086,16.35201594489,23.266756326054583
243,1996,5,170.673913043478,170.673913043478,257.391304347826,2.45863395113895,45.0616746581095,104.803386977,65.71648965515278
244,1996,6,179.992682926829,179.992682926829,196.14634146341498,1.5875128530875098,-23.666912997483603,141.508366045626,-34.98880018784735
245,1996,7,195.211111111111,164.788888888889,237.833333333333,3.2251048212648397,72.13477697732391,94.9655889626547,
246,1996,8,211.847368421053,148.152631578947,174.815789473684,4.16447773450506,36.532779500603205,30.151667049207898,1.5183785384208397
247,1996,9,231.93333333333302,128.066666666667,218.333333333333,5.07900634810159,27.824096384253302,89.7528471913798,38.534930568130434
248,1996,10,168.05,168.05,233.75,,,,
249,1996,11,160.425,160.425,248.2,2.5196108166671003,17.1789720079925,38.5098563820101,16.10466987394077
250,1996,12,201.36875,158.63125,265.4375,6.35651136445524,5.40415582598266,92.0629122391503,-53.664858050022616
251,1997,1,178.7,178.7,120.8,6.10839425540468,-28.8469771052199,160.66746857776002,50.0096202505599
252,1997,2,247.46,112.54,188.0,2.8371214060042798,-37.143021644645295,152.66096128318,28.67129657163969
253,1997,3,194.948148148148,165.051851851852,211.555555555556,1.8853067854396999,51.75169748728501,145.766995617304,25.064689011496732
254,1997,4,200.465909090909,159.534090909091,202.409090909091,1.7885055682608402,132.944198240803,41.5126039959281,-20.443678942852813
255,1997,5,178.809375,178.809375,140.34375,2.58851464317572,83.7068105969631,16.816559327606598,-1.458567090472296
256,1997,6,199.988636363636,160.011363636364,162.272727272727,1.57402819790369,75.07517888617491,81.1906903522927,17.866125776272074
257,1997,7,177.02894736842097,177.02894736842097,180.131578947368,2.54798880888337,16.4081834761379,84.8244989403117,
258,1997,8,168.47397260274,168.47397260274,166.780821917808,1.66206262193242,-63.57067066847841,63.3439527553611,
259,1997,9,185.86086956521703,174.13913043478297,196.88043478260897,5.74677576203171,-47.0409525814528,88.33300643781159,
260,1997,10,160.185507246377,160.185507246377,226.652173913043,7.80470226031343,141.352365964416,94.64127825250358,-2.449816159162081
261,1997,11,180.07901234567902,179.92098765432098,175.296296296296,2.11411180888741,-150.221438636026,83.5240102641387,46.82367575117027
262,1997,12,206.617924528302,153.382075471698,235.31132075471697,6.05197456839237,-0.09192342604431401,135.126374930713,
263,1998,1,186.22403846153802,173.77596153846198,212.961538461538,8.40421031023843,-61.804203768333394,67.9517202781581,-64.51031408126887
264,1998,2,175.25294117647098,175.25294117647098,154.401960784314,13.574357142303601,-55.25916288214889,39.186005491588794,-27.49064263638551
265,1998,3,185.96258992805699,174.03741007194301,147.762589928058,11.469312690116501,-25.712785106477497,142.786097071061,-37.577954609229316
266,1998,4,187.044444444444,172.955555555556,126.24444444444401,9.4823584543189,-69.8005560033379,9.184787319580721,-42.139825450846054
267,1998,5,189.96972477064202,170.030275229358,183.559633027523,7.14869271520582,-85.0397556081408,53.198718573154494,
268,1998,6,181.55989010988998,178.44010989011002,181.93956043956,9.425919366433359,-4.10721343944705,36.0845076534445,22.147653195610623
269,1998,7,177.59552238806,177.59552238806,162.845771144279,12.511366112781,32.4970549369405,95.3793657905735,
270,1998,8,181.16216216216202,178.83783783783798,169.522522522523,5.679460727541819,15.3677008796349,132.29961777397,-8.263533774066287
271,1998,9,189.525,170.475,144.141509433962,7.83642107902835,18.024924941005303,47.56962915674271,-48.43904561618835
272,1998,10,194.433561643836,165.56643835616399,135.561643835616,10.456487758892198,99.588616663268,65.75512371319671,
273,1998,11,184.40242424242402,175.59757575757598,161.945454545455,18.631395931771397,6.04276688328032,18.167777022360198,-28.494683091196965
274,1998,12,195.85809523809502,164.141904761905,161.480952380952,31.1478438759888,-105.814281938211,30.002301811673497,10.532291641809604
275,1999,1,208.909696969697,151.090303030303,186.327272727273,29.839139966121603,-79.3639090950065,86.5981051590287,-16.752308084309792
276,1999,2,175.68205128205102,175.68205128205102,212.083333333333,42.631549832778795,-99.23830539382071,90.9248434411735,23.95262440679548
277,1999,3,193.942458100559,166.057541899441,161.312849162011,42.1305404333297,-114.750830503294,97.63955189253059,42.38049542196695
278,1999,4,191.27,168.73,183.68125,40.208328813982504,-115.224833530802,94.01785083396611,
279,1999,5,184.391187739464,175.608812260536,208.049808429119,29.3902675898115,-109.884643000564,130.163938509005,-10.995105053236124
280,1999,6,199.404624277457,160.595375722543,215.69075144508702,54.253891280634605,95.213461218139,42.137688074020204,19.740802783406977
281,1999,7,195.00804195804199,164.99195804195801,200.702797202797,84.61080629945191,38.194895812869895,78.7561673998227,
282,1999,8,188.81176470588198,171.18823529411802,199.004901960784,102.722676730891,-7.82044099862285,46.4469735241722,-52.42935303800106
283,1999,9,202.796315789474,157.203684210526,155.54736842105302,97.9346175227034,-28.3269379235594,147.41459150043502,31.186289143674472
284,1999,10,184.201824817518,175.798175182482,153.744525547445,113.939183335275,7.84813054621801,50.044044851769506,35.75808974823692
285,1999,11,203.814134275618,156.185865724382,188.60070671378102,119.08145449377899,19.4183955847165,36.4797035108419,-21.79541550626963
286,1999,12,181.87268518518502,178.12731481481498,192.111111111111,86.76661788944,39.782920075606796,104.078010857091,
287,2000,1,197.806766917293,162.193233082707,177.52631578947398,99.3697211122517,26.8499000431846,6.33733900223372,
288,2000,2,184.328187919463,175.671812080537,194.936241610738,100.787826022435,44.6240014927489,28.5857879307543,-22.74741883925159
289,2000,3,187.99969879518102,172.00030120481898,202.144578313253,111.70914588909099,44.148111677746,123.502291486476,-42.606445961863976
290,2000,4,199.971764705882,160.028235294118,183.158823529412,116.472732970021,47.4202512766338,8.06734178590842,-6.821585475506401
291,2000,5,196.778289473684,163.221710526316,189.4375,120.634875348534,39.1540706522797,78.9512946135586,-9.938049756196698
292,2000,6,195.091588785047,164.908411214953,173.97507788162,108.29514867643299,44.455544886855094,138.594865905024,
293,2000,7,189.200507614213,170.799492385787,178.63197969543097,115.099642851089,49.4581230321237,160.758343699326,40.067750865815405
294,2000,8,187.78385093167702,172.21614906832298,179.121118012422,126.343743690656,35.3144741152219,113.287541725681,
295,2000,9,189.76164383561698,170.238356164383,207.62100456621002,127.28106153143699,11.4203219063525,87.47240418906809,
296,2000,10,192.8488,167.1512,216.888,141.382256659461,-9.19972675630289,36.4552107795243,-3.894622484604518
297,2000,11,197.60190114068402,162.398098859316,197.77186311787102,147.19512640963498,8.33135510022068,136.39606046609302,43.620220327952616
298,2000,12,193.341635687732,166.65836431226802,190.57249070632,144.912369220439,4.86425501793241,148.717909496967,-3.490121638560156
299,2001,1,194.77894736842097,165.221052631579,177.537593984962,157.530332359776,-141.02181725298598,112.551256233013,
300,2001,2,198.576170212766,161.423829787234,169.24255319148898,152.73518388053802,12.768499610539902,125.892481435238,
301,2001,3,188.207299270073,171.792700729927,175.29562043795602,169.485339447383,-61.6796688909064,120.594452280392,-60.98538563369844
302,2001,4,206.39641577060902,153.603584229391,176.42293906810002,157.80545111971,60.326023451162605,157.24938022683,15.963109948166341
303,2001,5,194.74880952381,165.25119047619,161.321428571429,130.463115457793,163.340318808956,67.4873519081912,59.047480739126
304,2001,6,192.67297297297299,167.327027027027,175.68168168168202,152.627859734611,159.228933722293,45.8950302183745,31.82432907801931
305,2001,7,188.091304347826,171.908695652174,166.569169960474,140.323073124909,156.889191116976,109.12125503440599,-15.209487153344588
306,2001,8,193.80631578947398,166.19368421052602,168.91228070175399,156.130688934385,144.246944558447,140.941553129339,-19.29207704064826
307,2001,9,187.78615384615398,172.21384615384602,206.181538461538,164.711335166276,59.2420423661676,125.78871789175301,
308,2001,10,186.989275362319,173.010724637681,188.669565217391,162.719832247484,-8.126473098552719,146.904422429969,-17.017935235537895
309,2001,11,187.676226415094,172.323773584906,183.62641509434,145.63004917182,-45.576639640005595,142.253244519329,-4.4156623961238415
310,2001,12,186.115909090909,173.884090909091,152.110795454545,142.01338552114998,-53.392732505609104,77.08984059747841,59.710616464513606
311,2002,1,198.35811209439498,161.641887905605,158.575221238938,149.353737079657,-28.6359186902107,75.05405846554979,
312,2002,2,187.008108108108,172.991891891892,175.63513513513502,130.347040977709,-29.983630469030498,90.17028194961522,14.414623039402287
313,2002,3,185.440808823529,174.559191176471,168.334558823529,143.511844326409,-11.431277388343,121.75779647771401,65.06961504531444
314,2002,4,196.05256410256402,163.947435897436,187.74358974358998,145.429548441619,0.26958447995790197,42.5883741382834,28.56597727852693
315,2002,5,180.930913978495,179.069086021505,204.73655913978502,146.961115679424,17.3832251064212,39.7080366738341,-0.09756016713258621
316,2002,6,185.72437275985698,174.27562724014302,187.13261648745498,151.246440671956,24.1800645262257,118.160277802672,-25.03852008738867
317,2002,7,180.362645914397,179.637354085603,174.00778210116698,141.032746436075,19.852011099208802,14.073107085926399,6.671852877048597
318,2002,8,184.48595890411,175.51404109589,192.811643835616,148.016366305576,44.68600524653559,169.43368396897802,-60.24374910368374
319,2002,9,194.483742331288,165.516257668712,179.74846625766898,142.784267897192,60.181190209095405,136.349446722918,-9.368822391096934
320,2002,10,180.65724907063202,179.34275092936798,196.59107806691398,142.994468672078,68.0624987137809,107.946531115966,-4.6492487433861625
321,2002,11,187.18690476190497,172.81309523809503,216.496031746032,140.942405971992,86.00773926253359,24.798446349193696,-4.428804913027285
322,2002,12,189.476033057851,170.523966942149,187.96694214875998,136.07640119001002,75.9002342562375,132.995391086454,-49.58793606431574
323,2003,1,203.72342007434898,156.276579925651,181.245353159851,124.648539198123,69.69460546359001,67.5958942814975,-46.073419970334825
324,2003,2,199.902027027027,160.097972972973,184.97972972973,129.023842669045,66.67692873239001,17.0220724415124,6.428562601214463
325,2003,3,187.075238095238,172.924761904762,169.438095238095,137.175647478501,61.6384326724666,115.04927419793002,-7.053060847708117
326,2003,4,193.83052631579,166.16947368421,207.615789473684,138.661887311476,68.295306246364,142.576611099222,-18.189698133327056
327,2003,5,188.704320987654,171.295679012346,188.549382716049,137.306062830081,81.19198025219849,136.760595571127,-31.196288169682152
328,2003,6,186.954335260116,173.045664739884,184.624277456647,139.981820077297,93.71109160030451,65.1409389671646,-3.7948570218309583
329,2003,7,194.666513761468,165.333486238532,181.605504587156,135.570790966846,96.67312899775361,39.6844948298056,-6.306729021505302
330,2003,8,200.346632124352,159.653367875648,171.24352331606198,141.385982957536,109.961344778362,32.562346399702804,-36.160325675526714
331,2003,9,202.35447761194,157.64552238806002,211.686567164179,149.144867722913,108.027606539725,62.20865098508389,-0.7156788673825449
332,2003,10,191.100666666667,168.899333333333,225.06,144.606962422008,122.732329822138,41.8435335807963,51.74137747135812
333,2003,11,193.311805555556,166.688194444444,217.118055555556,135.111306792206,130.771868111071,10.6715977310212,-11.102307653667623
334,2003,12,199.403546099291,160.596453900709,184.78014184397202,135.20610679723998,129.553731301097,20.8405022906584,22.89612946426737
335,2004,1,199.89247311827998,160.10752688172,172.602150537634,132.337009861176,124.097515413299,157.97849075635798,-8.184252436570109
336,2004,2,178.50325203251998,178.50325203251998,161.252032520325,140.056768255256,124.556263180974,60.4653714507294,40.37311492151142
337,2004,3,186.090625,173.909375,154.21875,153.512648044489,141.797775717056,88.421541572218,17.2072376628797
338,2004,4,195.985436893204,164.014563106796,149.553398058252,145.63967556006202,127.078008706744,98.2165015177211,22.56162498614468
339,2004,5,198.013636363636,161.986363636364,148.409090909091,153.81850463933,135.743190556512,107.94896958748699,-6.174445388817079
340,2004,6,182.58,177.42,175.28333333333302,160.258590050886,147.393970229501,92.5982614786731,-22.05486911028092
341,2004,7,195.77280701754398,164.227192982456,181.561403508772,158.088192494938,143.86810058442,8.26551042714989,-0.2762404907653747
342,2004,8,178.5875,178.5875,198.791666666667,157.21654250958701,144.018028744534,152.87978913130502,-31.474744429319617
343,2004,9,190.606666666667,169.393333333333,183.08,167.248176389674,144.01604533103398,132.683168532157,-21.370650220983862
344,2004,10,191.466417910448,168.533582089552,180.925373134328,167.079887720165,92.74306364653981,83.9547860297682,-14.703106852411468
345,2004,11,200.010434782609,159.989565217391,145.026086956522,168.165184471117,31.9146297759335,108.427101199844,0.18592604247456293
346,2004,12,203.529850746269,156.470149253731,176.850746268657,163.013073319016,37.1242309546751,38.290728316838496,
347,2005,1,190.714285714286,169.285714285714,174.5,158.064775986142,40.163044538438605,42.9529167747404,16.312292242909773
348,2005,2,193.197619047619,166.80238095238101,159.678571428571,151.146853873724,48.6986481377781,147.72123573850598,
349,2005,3,195.245588235294,164.754411764706,180.529411764706,159.04098439273898,25.1038628999859,98.25349943444901,
350,2005,4,182.18125,177.81875,160.7625,161.178361064573,5.9121114941011905,49.0409606006567,52.98646914207857
351,2005,5,185.541666666667,174.458333333333,154.083333333333,172.838314000667,8.9678344516529,93.3294748948138,45.18509990270008
352,2005,6,187.647311827957,172.352688172043,138.02150537634398,165.427093621467,19.8176143591992,55.10340668405561,23.085461212889925
353,2005,7,196.45346534653498,163.54653465346502,81.7227722772277,164.50928004625098,42.163692781420295,69.06481419162479,
354,2005,8,195.14128440367,164.85871559633,111.41284403669701,170.56548332653298,56.732766345498,100.796920913749,
355,2005,9,172.263829787234,172.263829787234,131.404255319149,174.693115195806,-123.938680511453,88.92746934297399,-27.856245001759927
356,2005,10,171.16,171.16,201.0,168.68588585167802,143.54717329176398,118.243285048888,-59.84139360118802
357,2005,11,192.152941176471,167.84705882352898,232.666666666667,165.374828929558,45.426103673632205,100.19344012324301,
358,2005,12,191.0816,168.9184,186.56799999999998,166.312737251225,-49.6937872153839,129.17174023829799,
359,2006,1,226.971428571429,133.02857142857098,200.938775510204,171.37892779863702,111.59948671759199,84.6117828782004,
360,2006,2,175.3,175.3,205.636363636364,174.403873085937,113.06615744850599,91.4837910972083,
361,2006,3,186.109756097561,173.890243902439,189.756097560976,172.830545740607,156.969146557738,62.714649128426,
362,2006,4,190.633333333333,169.36666666666702,172.270833333333,172.839750390625,130.41619030318,165.358915830423,14.889366022031219
363,2006,5,191.62808988764,168.37191011236,153.595505617978,176.14251265018,-69.556155752391,60.8421099644996,-5.913871307370569
364,2006,6,159.389743589744,159.389743589744,218.07692307692298,176.804221209524,-89.64601436722151,82.60761157909529,-8.106617478718
365,2006,7,194.543902439024,165.45609756097602,162.36585365853702,173.29711663414102,-105.702637276599,49.298294971145,64.69711117661157
366,2006,8,186.14705882352902,173.85294117647098,175.73529411764702,170.024397234382,158.95315648483998,107.214027228387,
367,2006,9,181.18148148148202,178.81851851851798,201.444444444444,172.936725430979,154.827184836917,8.09818371056208,7.170095939884948
368,2006,10,213.95588235294102,146.044117647059,236.88235294117598,173.32893049224603,31.4424146511024,82.2557846970508,
369,2006,11,169.6875,169.6875,154.857142857143,167.614510498635,-86.4806425880072,114.380953405515,1.3267779171182321
370,2006,12,194.239024390244,165.760975609756,87.1951219512195,170.628468461142,-52.0094823251029,95.300003862721,40.15063322242961
371,2007,1,181.25873015873,178.74126984127,118.80952380952401,176.930359441469,-105.294798650798,130.209920246202,16.547182422230524
372,2007,2,185.72972972973,174.27027027027,56.7837837837838,176.41759725347697,-144.770920155506,119.308326338706,
373,2007,3,236.934782608696,123.065217391304,131.0,176.42072161149,-145.60085054689,175.04328422987498,5.369256792552632
374,2007,4,167.70769230769199,167.70769230769199,281.923076923077,174.36111585474097,-157.097329056149,49.647957662385394,
375,2007,5,208.470588235294,151.529411764706,186.088235294118,173.75281935527198,-127.97348627860201,166.056531056965,-8.654018637087631
376,2007,6,168.0,168.0,201.058823529412,171.269715565641,140.62517272911302,42.5198045472436,-42.75400810184917
377,2007,7,205.624137931035,154.375862068965,124.172413793103,172.116247251579,110.851082656051,58.8648267037666,-23.28852175128966
378,2007,8,176.104347826087,176.104347826087,118.782608695652,170.372377228721,124.78865502944299,32.0621719747443,4.541250749831437
379,2007,9,231.166666666667,128.833333333333,128.888888888889,167.879514923885,126.179379331327,80.2470552610154,0.6788801338737132
380,2007,10,232.8,127.2,66.0,169.813651084767,130.605724845221,89.9783103269923,
381,2007,11,286.58,73.42,125.0,171.376562555678,101.357011986443,90.59269659668871,
382,2007,12,179.45454545454498,179.45454545454498,262.86363636363603,169.258977381912,115.68578271874901,169.807980984012,
383,2008,1,134.218181818182,134.218181818182,240.72727272727298,168.86066497986,113.791520246641,127.94669637830201,74.86058070476463
384,2008,2,238.75714285714298,121.242857142857,288.428571428571,164.906997638533,120.021056993179,72.2599401043804,
385,2008,3,180.39310344827598,179.60689655172402,222.51724137931,169.469560993707,120.960143282409,143.12023527297399,26.3519406664801
386,2008,4,203.95454545454498,156.045454545455,247.090909090909,170.631048281913,115.901545363547,103.75096131145901,
387,2008,5,122.253846153846,122.253846153846,251.84615384615398,172.63769922400903,128.964794156056,23.5999710818017,5.350870050751235
388,2008,6,120.51,120.51,239.7,172.123035644683,144.761411022339,84.6323082575645,
389,2008,7,138.25,138.25,177.5,171.966301783158,139.03545733599302,132.115193129519,4.726592496224172
390,2008,9,201.1,158.9,127.5,172.33897740527001,161.741889441217,100.193565367346,65.32096495946173
391,2008,10,181.84545454545503,178.15454545454497,153.454545454545,176.334851206233,156.237963853995,148.49526616692802,21.9218390217996
392,2008,11,293.123076923077,66.87692307692299,182.07692307692298,175.33654281797797,153.357312312831,155.408639294435,-19.87805164262519
393,2008,12,242.4,117.6,146.5,174.495120937947,174.659975603758,172.310590145108,14.069123958361265
394,2009,1,153.04,153.04,20.0,176.42894290577,-106.13521358411998,102.30033216039,21.246259882673243
395,2009,2,63.08,63.08,224.2,174.325006436106,-171.428633646059,105.80300393304,3.4969177889220915
396,2009,3,0.0,0.0,34.0,174.325006436106,-171.428633646059,91.9128676202137,0.0
397,2009,4,279.55,80.45,159.5,176.004512333018,159.884483526764,74.5625586583281,-28.478586904689784
398,2009,5,185.9875,174.0125,168.625,178.727419479689,148.254712577645,72.33828611172291,
399,2009,6,174.54615384615397,174.54615384615397,189.92307692307702,174.538127892511,-170.697945288701,136.800152799603,37.59226264788284
400,2009,7,207.9,152.1,247.285714285714,174.74825728039903,-155.613628898199,122.458402296213,
401,2009,9,173.00714285714298,173.00714285714298,227.42857142857102,177.042569105819,-124.98226719581001,126.681061535306,-7.720832321717722
402,2009,8,69.6,69.6,169.0,177.52469628005198,179.608908602943,101.396738096295,34.53510235729008
403,2009,10,224.93,135.07,214.1,177.71409351874598,-124.703739443938,76.7976564289512,-0.504164132102057
404,2009,11,157.4125,157.4125,141.3125,174.67418571324401,-156.884214832957,53.550904571099004,-35.0384198687544
405,2009,12,203.796774193548,156.203225806452,200.870967741935,166.97252094542,-170.698946729732,110.205114502456,
406,2010,1,206.558823529412,153.441176470588,138.441176470588,166.29184521079202,141.535806457241,40.637533454080895,-6.367348743564854
407,2010,2,199.398039215686,160.601960784314,196.64705882352902,163.659741360997,111.96898947582399,141.277296445251,-34.71781982802569
408,2010,3,203.10784313725497,156.892156862745,235.76470588235298,162.06085759174601,86.7354047899312,76.94416682219959,10.536085964432337
409,2010,4,205.472,154.528,232.56,161.27582897102698,93.8725515402968,32.4082983299773,-17.061507878051064
410,2010,5,185.025,174.975,225.72727272727298,162.526457732713,82.3234724956397,48.9220217397641,-48.57731032394955
411,2010,6,234.042105263158,125.95789473684201,187.60526315789502,162.02277001062902,40.528835040223704,62.919716809699004,
412,2010,7,184.825,175.175,218.54545454545502,157.579843323388,-2.92212062064735,50.6020286890147,
413,2010,8,197.90606060606098,162.093939393939,190.77272727272702,158.573985729752,-33.7601607554555,83.73042733363691,
414,2010,9,216.282258064516,143.717741935484,118.5,156.186375695701,-52.850895554128996,68.631579913412,
415,2010,10,203.389333333333,156.61066666666702,146.173333333333,162.545261745774,-40.738132795701205,52.7154278005805,45.11785222297923
416,2010,11,189.229577464789,170.770422535211,165.85915492957702,166.230912319677,-31.572956092287,129.111096514832,
417,2010,12,206.46470588235297,153.535294117647,216.039215686274,169.24204210688,-73.73261858159229,163.567681454749,
418,2011,1,204.929850746269,155.070149253731,226.358208955224,154.70403416247498,2.40321835743873,94.7651758556268,
419,2011,2,202.256578947368,157.74342105263202,158.644736842105,136.834350501513,7.06411560378366,106.99719050641899,
420,2011,3,185.4408,174.5592,173.176,130.312926475163,-5.5204715600153,157.343315100464,
421,2011,4,202.89416058394198,157.10583941605802,179.97080291970798,129.851543617936,-45.9757544593548,121.50943472751999,-0.4346603152879525
422,2011,5,200.508955223881,159.491044776119,153.0,130.045276991691,-75.50032967717509,48.3197481330465,-32.12786456251977
423,2011,6,197.383333333333,162.61666666666702,138.425925925926,143.41255233712099,-79.8505848770917,72.9143537543962,
424,2011,7,182.77954545454497,177.22045454545503,205.090909090909,150.043107369559,-85.04931049880841,95.1032860917132,
425,2011,8,180.886885245902,179.113114754098,211.532786885246,133.144279621798,-67.7669733110008,109.077249149878,-0.9369068500502861
426,2011,9,200.42552083333302,159.574479166667,176.677083333333,133.789976694078,-77.7769244496776,111.450802070673,-0.5192685610726052
427,2011,10,198.41578947368401,161.58421052631599,160.302631578947,126.15820173773001,-98.5629946998597,109.014889349479,
428,2011,11,183.778,176.222,179.204,139.179288492456,-119.41841132049,70.9551024303385,-2.9225745002753833
429,2011,12,195.06009615384602,164.939903846154,188.48557692307702,129.73886877876498,-148.27432549959101,48.489614602913,35.780959590096224
430,2012,1,190.779411764706,169.220588235294,170.252941176471,106.30815689387501,-170.058155113212,25.634592190176395,-46.93895059768717
431,2012,2,198.896808510638,161.103191489362,148.085106382979,126.757476560481,69.6477994205007,67.0228684134282,5.2270005800541055
432,2012,3,199.64701986755,160.35298013245,171.04635761589398,148.639559664379,111.80208365685499,63.2837751297225,-7.456027031933258
433,2012,4,187.55072463768101,172.44927536231899,163.71739130434798,147.00123576229998,42.443243011195506,46.7755426626849,67.23661722815196
434,2012,5,186.75132275132302,173.24867724867698,177.846560846561,137.52172401602502,58.391248583734395,113.046740369624,41.09868755151786
435,2012,6,187.24810126582298,172.75189873417702,174.56962025316503,130.516438415034,-76.1327326728824,99.69777517644708,1.616989960122341
436,2012,7,184.47950310558997,175.52049689441003,181.72049689441002,102.938284700652,-65.86328632310891,117.497877954126,13.678092520673262
437,2012,8,183.201063829787,176.798936170213,145.936170212766,124.083616733073,-29.343378064727997,127.91374194600901,-36.44888407597684
438,2012,9,193.574390243902,166.425609756098,154.524390243902,145.92767172388798,23.6315227929458,96.71022194568759,-6.255256043722146
439,2012,10,192.26797385620898,167.73202614379102,163.980392156863,93.85388059537192,40.7443965561558,125.72397233921001,
440,2012,11,178.208125,178.208125,189.05625,39.0328232949225,122.498636302848,140.233204219318,-27.474737376350475
441,2012,12,194.60720720720698,165.39279279279302,215.81981981982,76.30061029130891,-95.83798204259341,147.02497980152,-65.36477928427873
442,2013,1,181.44381443299,178.55618556701,216.40206185567,71.2430616935609,171.83665315883098,35.9971680974197,-15.864016583721966
443,2013,2,192.312173913044,167.687826086956,182.295652173913,95.52009491119492,145.8905010066,110.66850572947399,
444,2013,3,184.287719298246,175.712280701754,151.005847953216,86.0172981175693,125.852823056138,99.1463347811771,0.2544925094738855
445,2013,4,196.061497326203,163.938502673797,159.139037433155,74.3985667015457,118.309888903593,24.296082062860304,-0.48551949869853395
446,2013,5,183.77149122807,176.22850877193,178.425438596491,73.710486228782,104.601727296128,96.3383062273224,-19.86034855234463
447,2013,6,197.799324324324,162.200675675676,190.601351351351,74.8321728088278,59.9521477661026,62.0865200501098,
448,2013,7,185.936111111111,174.063888888889,162.618055555556,68.2371827154526,70.2346964692537,113.48497841851001,
449,2013,8,190.676630434783,169.323369565217,170.869565217391,57.2111782036195,36.74957921473,30.8783157490473,30.678115008568682
450,2013,9,201.468695652174,158.531304347826,143.50434782608698,41.0798632773566,-18.3869798592616,97.9772341735872,
451,2013,10,183.51165919282502,176.48834080717498,173.22869955156997,59.846419814121,-49.2732200873322,140.094702442677,16.871805819321832
452,2013,11,200.579347826087,159.420652173913,167.22282608695699,45.9604524566176,-76.2551535975934,73.807806275617,45.88022383860308
453,2013,12,196.32,163.68,162.61,54.36600000000001,-91.948,106.94496714170799,-12.269214299556449
