Year,Month,t,p,tn,pn,td,pd,td2,pd2,indx,tc
1979,2,191.527182044888,177.42044887780602,53.7374573162829,-105.775237476388,1.56151840326951,-0.056239224140898,89.46841413935041,-3.22227018636382,36,168.472817955112
1979,3,186.23294573643398,188.79457364341,57.5160981552215,-129.75260334308,1.5079781412970001,-0.009728097541084,86.40078309430099,-0.557378931795988,37,173.76705426356602
1979,4,198.38503184713403,200.05222929936298,74.336419813157,-138.950817829008,1.55390751914197,-0.025540933619266005,89.03234260047908,-1.4633877012078402,38,161.61496815286597
1979,5,193.254666666667,183.516888888889,73.9963178644921,-148.16082942512898,1.5910290765618202,-0.030772207304482005,91.1592511695887,-1.76311760484828,39,166.745333333333
1979,6,192.28830548926,185.980190930788,67.8552788211325,-144.253876074148,1.4685389259014898,-0.042389271083402,84.14108250483059,-2.42872632971481,40,167.71169451074
1979,7,193.056085918854,178.11193317422502,62.46363333495071,-152.14013921123,1.56336625108914,-0.034596777204422995,89.5742880205977,-1.98224931856732,41,166.943914081146
1979,8,196.182272727273,181.61204545454498,60.04360393663361,-170.011632577423,1.5484846233327498,-0.030205770740401,88.72163355787109,-1.7306631803652,42,163.817727272727
1979,9,195.52716297786702,180.68088531187098,69.1073574572801,75.7454942283153,1.50063878654852,0.007318780998108,85.9802690428635,0.41933526237280294,43,164.47283702213298
1979,10,192.151162790698,184.166860465117,97.29175878413089,116.836126574251,1.5366414508690398,-0.013614883444786003,88.04306975965531,-0.78007535994881,44,167.848837209302
1979,11,197.105338809035,203.985626283367,141.472420746977,151.923684349881,1.55419427690049,0.006423393971488001,89.0487726097851,0.36803336471596704,45,162.894661190965
1979,12,203.42275862069,208.747816091954,92.62405567214691,-116.14201597622801,1.52883256639677,0.05931211500351401,87.5956536366889,3.39833386369529,46,156.57724137931
1980,1,178.66111111111098,195.25061728395,90.08787984976549,-110.217926769506,1.53326806840954,-0.005090862441538,87.8497891820425,-0.291684931981614,47,178.66111111111098
1980,2,184.801444043321,197.161010830325,99.3058627353566,-162.385351531532,1.59745427778374,-0.04402369217197401,91.5273880821273,-2.52237176003726,48,175.198555956679
1980,3,171.04892966360902,205.30550458715598,105.740136658525,-154.445228273699,1.55133884306024,-0.08818003188139399,88.8851683020595,-5.05234366413287,49,171.04892966360902
1980,4,178.544,175.566545454546,112.209499405977,-152.720397478142,1.6083752416260002,-0.023583258070857004,92.15311321850392,-1.3512211546279198,50,178.544
1980,5,179.323966942149,178.815426997245,136.473680067153,57.917728918351095,1.5499437908908302,-0.016868721104023,88.80523770055201,-0.966506525043688,51,179.323966942149
1980,6,193.553216374269,175.727485380117,166.49126383340402,89.65780582822241,1.63870349077843,-0.072758405719895,93.8907938949592,-4.16874957185071,52,166.446783625731
1980,7,179.61085714285701,170.287714285714,163.012012457706,77.9184801963374,1.49196934514745,0.040938870274483,85.4835466398462,2.3456244847614904,53,179.61085714285701
1980,8,186.25471124620097,171.75136778115498,162.978550760471,-3.5786531430797006,1.55008331828907,0.077519693477768,88.8132320315976,4.441551265424071,54,173.74528875379903
1980,9,183.94831460674197,192.938483146067,172.15851674923198,0.18251240095957502,1.59861794257542,-0.128481733230775,91.5940611634588,-7.36146105864986,55,176.05168539325803
1980,10,182.5535,195.37525,152.169590513786,-28.854641690679802,1.4812370040976297,0.049015340584243,84.8686287933965,2.80837214687349,56,177.4465
1980,11,191.43626760563401,212.87183098591598,144.613229892709,-27.7278791314165,1.6080252320525,-0.014189540582706998,92.13305914715309,-0.8130007886185829,57,168.56373239436599
1980,12,179.98036809816003,187.77852760736198,148.466609493978,-20.7291390026665,1.5094683070783999,-0.00424039117465,86.48616330435,-0.242956517791912,58,179.98036809816003
1981,1,194.49061488673198,179.774110032363,146.52790835527,-16.1479307099743,1.5579329829996598,0.017770378024861998,89.2629846901069,1.01816766117662,59,165.50938511326802
1981,2,187.013385826772,165.41496062992098,140.13344472652201,4.73434796519104,1.4687270900937501,0.048160002329249996,84.1518635189027,2.75936487480432,60,172.986614173228
1981,3,180.792022792023,150.542165242165,160.573441929711,5.570885898056201,1.59643349539677,0.059988128274159,91.4689015595523,3.43706657099876,61,179.207977207977
1981,4,197.828104575163,207.480718954248,140.910818076218,18.2800012179407,1.54261678033762,0.009493739664354,88.385430919405,0.5439512145634671,62,162.171895424837
1981,5,180.14088235294102,204.84470588235297,150.489619973683,-7.879363266163581,1.43071523341602,0.037361171825848,81.9739445598127,2.1406374632842,63,179.85911764705898
1981,6,186.58173515981701,179.43196347031997,144.020878591074,-11.3977001455001,1.60472723972043,0.022635891861787,91.94409810565858,1.2969410691949,64,173.41826484018299
1981,7,190.198830409357,194.99795321637401,147.53602782256598,-28.770884377351,1.58211033851753,0.011472231925247,90.6482451210685,0.657310470911913,65,169.801169590643
1981,8,186.57032967033,191.285714285715,166.111809239377,-39.1115474902998,1.61217767909834,0.06780925767227901,92.37097683753152,3.88518427653664,66,173.42967032967
1981,9,182.240689655173,190.118850574714,168.88882894498002,-40.782889589446896,1.5600809352011102,0.049392694376048,89.38605328584629,2.82999292652691,67,177.759310344827
1981,10,193.040848806366,175.606631299735,163.948212548404,-51.5600750887874,1.64202641151319,0.0005235021904140001,94.0811832287173,0.029994466076795,68,166.959151193634
1981,11,188.43993902439,170.802743902439,163.878191247479,-48.6994584666987,1.5285438524341797,-0.0037351965812899997,87.579111545146,-0.214010999759798,69,171.56006097561
1981,12,187.312834224599,202.62486631016102,166.264867190444,-60.58584810821011,1.61804692499304,0.019930830755517,92.70725985622221,1.1419524844811002,70,172.687165775401
1982,1,177.24970588235297,200.43470588235297,156.993923169002,150.254855114312,1.5623573599157599,0.074516552330589,89.516482814375,4.2694839524085,71,177.24970588235297
1982,2,177.87859078590802,214.419241192412,152.188403960209,135.11192155386001,1.52468667923338,-0.04216206524103201,87.3581117998896,-2.41570839386644,72,177.87859078590802
1982,3,186.78308457711398,199.30447761194,152.899429094529,100.602011171133,1.57612655956353,0.011483910899618,90.30539984146499,0.6579796268524201,73,173.21691542288602
1982,4,188.17601078167098,190.39245283018903,142.4231790215,99.75684007205791,1.53813266563311,0.058947757625115005,88.1285100719842,3.37745772367923,74,171.82398921832902
1982,5,170.94028268551202,186.236395759717,135.436503376765,101.768129335136,1.5724471114324599,0.053532947463234996,90.0945829926172,3.06721195453866,75,170.94028268551202
1982,6,180.616236162362,175.54797047970402,132.51927820921998,94.67186245158742,1.5335906822150502,0.055734316473245005,87.86827359151128,3.193341107962,76,179.383763837638
1982,7,175.314468085106,215.84510638297903,133.86310048361202,81.0591299573572,1.53774611915771,0.011510107983551,88.1063625903583,0.6594806091970989,77,175.314468085106
1982,8,179.358745874587,177.851155115512,135.831112175648,56.670166992393206,1.56339573256722,0.005913739794499001,89.5759771848654,0.338832331364012,78,179.358745874587
1982,9,181.38874598070703,155.956270096463,140.796786801504,56.9851763445724,1.60882833956061,-0.015366932744301,92.1790738178631,-0.8804603903070479,79,178.61125401929297
1982,10,190.35590277777803,131.21388888888902,145.64011193464398,34.546075060180605,1.65671296936196,0.005496991492253,94.92266100902651,0.314954412525641,80,169.64409722222197
1982,11,182.71508771929797,177.75754385964902,154.916738137751,34.837974086995395,1.6305022186644798,-0.12601461294968302,93.4208956161919,-7.22010547899145,81,177.28491228070203
1982,12,185.500709219858,184.33900709219898,161.940932035173,55.10653953506699,1.50851646155518,-0.021467947689410998,86.43162657312071,-1.23002279741131,82,174.499290780142
1983,1,172.532209737828,175.658052434457,163.006216961202,73.0124813279606,1.54691747463578,-0.098011109910046,88.6318425516658,-5.615622943238731,83,172.532209737828
1983,2,172.96086956521702,181.17515527950297,161.979455087583,99.80437462199629,1.52200700603509,0.013264885039299,87.204577835153,0.760021928477986,84,172.96086956521702
1983,3,193.63448275862098,181.681280788177,166.102791740709,92.4407293121655,1.60984919750675,0.10812651636922802,92.2375646696594,6.19519304140658,85,166.36551724137902
1983,4,176.98200836820098,192.88912133891202,158.772939531046,71.7804360077984,1.55622204865511,0.025329802476716,89.1649553731403,1.4512907778157902,86,176.98200836820098
1983,5,191.09594095941003,167.657564575645,155.54814375824301,70.1857502338074,1.53298404047293,-0.018353819373345,87.8335155800111,-1.05159638803816,87,168.90405904058997
1983,6,172.375107296137,165.475965665236,167.85351180284098,69.5305982893661,1.5740829789750799,-0.039196286039278,90.18831129865231,-2.24578176263811,88,172.375107296137
1983,7,184.534496124031,184.937984496124,168.00953910392099,32.8540441341899,1.5256095021085398,0.018408965377427,87.41098565587428,1.05475602132923,89,175.465503875969
1983,8,171.159670781893,195.289711934156,165.87402708728902,57.589024614722604,1.5858564590441901,-0.010066645527278,90.8628820167931,-0.5767763025672379,90,171.159670781893
1983,9,179.94011627906997,186.977906976744,172.259539386592,39.555315565333096,1.5389197339496399,-0.053959657795185,88.17360576470959,-3.0916606556344197,91,179.94011627906997
1983,10,175.109714285714,157.648,176.32271988468702,30.3872481470983,1.6263543813097798,-0.020346702899402002,93.1832420416603,-1.16578020314239,92,175.109714285714
1983,11,163.079611650485,119.955339805825,176.053859608382,110.220937740375,1.61612194179517,-0.071424408809868,92.5969664433508,-4.09231717902244,93,163.079611650485
1983,12,180.17692307692298,142.771794871795,173.324279797438,119.346445961403,1.59169233877367,0.022217152370358997,91.19725329503859,1.27294906362056,94,179.82307692307702
1984,1,175.46274509803902,163.718954248366,172.462263591205,-123.385538541832,1.46478448365447,0.014094035838007,83.92596880965071,0.807528769823946,95,175.46274509803902
1984,2,179.09886363636397,199.082954545455,166.75635620992202,-156.669775783491,1.5563798498655301,-0.11330494904059199,89.1739967164996,-6.4918953779706206,96,179.09886363636397
1984,3,183.424686192468,188.529288702929,161.779102637645,-165.902853868306,1.5557566814208998,-0.141584091020036,89.13829179469671,-8.112170861644179,97,176.575313807532
1984,4,185.29022556391,208.53007518797,163.162852692629,-163.22853659912099,1.5307418867036497,0.078408355050722,87.705049632012,4.49246782296989,98,174.70977443609
1984,5,185.666025641026,217.775641025641,160.148897882951,-141.683805198998,1.6283742151663998,0.04879828083603201,93.29896999696251,2.79593553939781,99,174.333974358974
1984,6,167.364748201439,192.33956834532398,160.030109643647,-145.777247074769,1.64981396569664,0.0057695511632600005,94.5273772161585,0.330570931339546,100,167.364748201439
1984,7,178.25,163.959090909091,159.379507943845,-137.66517518435302,1.6239128175166002,-0.11015263931121001,93.04335074089899,-6.31128133475922,101,178.25
1984,8,176.04588235294102,134.370588235294,160.54949615178802,-138.608031361612,1.59519724431779,-0.202009166789718,91.3980695903085,-11.5742726800052,102,176.04588235294102
1984,9,179.56226415094298,138.641509433962,161.596258467751,-143.057539295733,1.5669617097995099,-0.05361847589440799,89.7802926301153,-3.0721123726735495,103,179.56226415094298
1984,10,197.146153846154,190.620512820513,166.263075327016,-150.86014681923,1.76850588822472,-0.11252127626347,101.32792343931101,-6.44699423532238,104,162.853846153846
1984,11,197.15,160.203125,168.510819876111,-152.59291957016399,1.67495771139277,-0.07053965875730701,95.96800772569729,-4.04162473508677,105,162.85
1984,12,170.677777777778,192.155555555556,171.384624575737,-148.250700847027,1.5108323503518701,0.008733310134888001,86.56431722699249,0.500381811907947,106,170.677777777778
1985,1,186.08684210526297,153.12368421052602,173.65146418051103,-153.90141843323798,1.68710880991594,0.20844269981334101,96.6642143875225,11.9428869696175,107,173.91315789473703
1985,2,193.09607843137297,176.28431372549,174.98587051512402,-145.392062632907,1.4972669648137302,-0.05918471855595,85.7870778881894,-3.39103458491916,108,166.90392156862703
1985,3,174.770175438596,248.668421052632,176.403426901278,-121.24749651831301,1.73261444315755,-0.19812735020849898,99.27149511633681,-11.351860973057198,109,174.770175438596
1985,4,178.81,205.628,176.65099315814498,-106.875594330779,1.5148824017854599,-0.114185956965263,86.7963680809482,-6.542373413772419,110,178.81
1985,5,171.3275,180.275,176.206575980807,-80.3832305160869,1.54768652868128,0.09990682371732,88.6759061026904,5.72423934356014,111,171.3275
1985,6,175.53815789473703,184.08421052631599,175.82250970907398,-51.88236020301971,1.6157825607473897,-0.054760897355852996,92.5775213416662,-3.13756830083623,112,175.53815789473703
1985,7,175.98720930232602,154.481395348837,175.842954870438,-47.1558285618445,1.5188793699007699,0.126510571753636,87.025377484804,7.248521825269299,113,175.98720930232602
1985,8,189.78717948718003,111.54358974358999,174.52724246393998,-56.6446765132279,1.5866489255456497,-0.07750963809033401,90.9082870027326,-4.44097513416265,114,170.21282051281997
1985,9,176.06666666666698,157.07333333333298,172.445936524792,-40.6693530359748,1.55753859643873,0.186207671240246,89.24038800466879,10.668913675025099,115,176.06666666666698
1985,10,180.005714285714,46.40571428571429,174.436091492162,-72.16934224096829,1.64749660683585,0.16005247320090502,94.3946023338183,9.17033121504255,116,179.994285714286
1985,11,177.039473684211,68.85,175.272535657934,-55.621234753677996,1.36355195493454,0.16042731190438,78.12577216456191,9.191807890749821,117,177.039473684211
1985,12,182.407407407407,66.537037037037,176.415065411684,-87.20489657189091,1.79742176758443,0.144770593367738,102.984681287532,8.29474399757608,118,177.592592592593
1986,1,171.266666666667,108.855555555556,175.754900813256,-103.88493661684299,1.5131532550585702,0.09122212114998199,86.69729527133872,5.22664254012499,119,171.266666666667
1986,2,186.927027027027,79.5513513513514,174.955582062349,-130.172557872542,1.4902414615709298,-0.07834819513164,85.3845462034213,-4.48902091351142,120,173.072972972973
1986,3,186.7,97.3666666666667,175.295844937869,-162.110310932045,1.6045185588933,-0.17042973744979698,91.93214157499908,-9.764904659395961,121,173.3
1986,4,170.736538461538,157.598076923077,176.257614147098,-162.359261756624,1.3842760683013502,0.057745703673731,79.31317639463091,3.30858510551808,122,170.736538461538
1986,5,180.44871794871798,99.7205128205128,177.265756047666,125.70527521037901,1.62404593516328,-0.199905533806298,93.0509778202329,-11.453743388410699,123,179.55128205128202
1986,6,183.2,137.966666666667,178.517046596735,-169.077195280131,1.9976616109713998,-0.782750533368213,114.457579203966,-44.84830197361261,124,176.8
1986,7,179.281818181818,179.09545454545503,177.40730483033198,178.047251264362,1.78136528668612,-0.157571159546466,102.064712698227,-9.02816241499541,125,179.281818181818
1986,8,167.995833333333,235.5625,178.07802103492298,154.365679966624,1.48790536038977,0.024452839138852996,85.25069746522541,1.4010444797683501,126,167.995833333333
1986,9,169.38333333333298,147.24166666666702,178.080956248657,148.646000839846,1.7559542291612398,-0.29698070944929805,100.608766349087,-17.015741248245803,127,169.38333333333298
1986,10,174.30609756097599,148.41097560975598,176.749821334995,-31.145194958696397,1.5183717115898503,-0.030701869163764,86.99629080615341,-1.75908752624679,128,174.30609756097599
1986,11,215.27894736842097,156.889473684211,176.63301723721,-7.494439872748081,1.7447593095577498,-0.009366287853313,99.9673447038185,-0.536648763700034,129,144.72105263157903
1986,12,141.377777777778,220.938888888889,176.21054031703,174.97544706964,1.2989222831636698,0.029690773453326002,74.42276474077529,1.7011560093546298,130,141.377777777778
1987,1,163.06875,154.3375,177.266032374903,-157.540818230268,1.51599326892864,-0.090467355405003,86.8600160798525,-5.18339764841672,131,163.06875
1987,2,110.073333333333,181.96,177.25698078917702,-147.375499892231,1.4961529436548102,0.115261640715489,85.7232491774952,6.60400555275113,132,110.073333333333
1987,3,204.761538461539,202.35961538461498,178.512640513111,-121.996582361124,1.3779384119962201,-0.090636932485711,78.950055436342,-5.19311369944411,133,155.238461538461
1987,4,175.72264150943403,169.831132075472,176.690721252697,-86.55260253258959,1.5406427332214099,-0.07248725631605,88.27232635108659,-4.15321385539276,134,175.72264150943403
1987,5,179.634722222222,222.708333333333,176.149987627463,-149.003493525554,1.62180639093956,-0.139524519020985,92.92266138818079,-7.994166078495059,135,179.634722222222
1987,6,175.61521739130401,242.847826086956,174.933635252942,-150.757821950781,1.4301660911291498,0.019011165143086997,81.9424810244224,1.0892595263248501,136,175.61521739130401
1987,7,179.698648648649,196.737837837838,175.06827007057203,129.395826117063,1.43781542693913,-0.008157443893745,82.3807556824124,-0.46738710672644196,137,179.698648648649
1987,8,185.02,179.114,172.30201834714902,130.457042615373,1.5054092321398702,0.093408049561738,86.2535954416448,5.35188701243639,138,174.98
1987,9,168.497752808989,196.99550561797798,165.192972823113,118.974904501111,1.60410177339308,-0.013076493446946003,91.9082615248744,-0.7492278853405779,139,168.497752808989
1987,10,177.865909090909,220.90757575757598,165.96935610123998,97.0444918115491,1.5401978029040302,0.065600246873764,88.24683372172309,3.75861728088217,140,177.865909090909
1987,11,178.13534482758598,208.48534482758598,168.260031243316,57.64090216827721,1.61001079735821,0.012423543069373998,92.2468236591178,0.711816584474001,141,178.13534482758598
1987,12,185.20315789473702,184.564210526316,172.642342098384,77.4287557843462,1.41430542890751,-0.066886335565066,81.0337320188399,-3.8323047349735297,142,174.79684210526298
1988,1,195.36728395061698,165.769135802469,171.252942091902,63.333707537967996,1.5665365705969798,-0.016364699492996997,89.7559339481045,-0.937628213948894,143,164.63271604938302
1988,2,183.046666666667,181.255,172.100145623405,48.47303934598661,1.6038773403097,0.00278031308547,91.89540245641349,0.15930020552226298,144,176.953333333333
1988,3,180.352229299363,218.55987261146498,166.096348924145,64.88466722868431,1.59251358479923,0.081390759505976,91.2443072262448,4.663347011056531,145,179.647770700637
1988,4,180.412626262626,214.03282828282798,162.505182892775,43.4792565548937,1.5540505338901103,-0.029695533965889996,89.04053674195579,-1.70142876663286,146,179.587373737374
1988,5,185.40898876404498,170.233707865168,169.213209895905,-77.0700269852253,1.58782688527298,-0.071322428173841,90.97577912354521,-4.08647411898602,147,174.59101123595502
1988,6,176.546696035242,183.93612334801702,174.501374197107,-113.39970684948901,1.59484668322628,0.048206206844089,91.3779839193037,2.76201219850065,148,176.546696035242
1988,7,181.102510460251,174.042677824268,155.996117218255,-167.131323865544,1.5488639643729198,0.066838399480542,88.74336819846951,3.82955819964383,149,178.897489539749
1988,8,177.481818181818,191.720948616601,142.99035476376002,-64.5930733213781,1.6139550656305302,0.029016893277144,92.4728135843891,1.6625455193619099,150,177.481818181818
1988,9,186.54373088685,205.704281345566,148.008597382174,165.590117228672,1.5899510615798402,-0.01135054588556,91.0974854608699,-0.650338374412022,151,173.45626911315
1988,10,170.214953271028,163.548286604362,145.31437161300502,35.7168084812532,1.6894079918521,-0.008168350057372,96.7959478087974,-0.46801198387285603,152,170.214953271028
1988,11,187.158544303797,165.425316455696,153.687363404418,-169.999876800285,1.5761300474910602,0.038351312127639,90.30559968499159,2.19736832370256,153,172.841455696203
1988,12,183.258838383838,181.205555555555,138.82130952731399,-165.037361364711,1.53123243010154,0.077089499706774,87.7331556983791,4.41690297797324,154,176.741161616162
1989,1,170.581901840491,200.303680981595,134.765572876155,-143.334689624977,1.55566200581489,0.00792666006361,89.1328672820496,0.454164167279678,155,170.581901840491
1989,2,179.39972067039102,193.377094972067,115.067649871465,-155.52453189167602,1.5318227001936,0.05653734093097,87.7669756834268,3.23935102023673,156,179.39972067039102
1989,3,175.12005571030602,184.83286908078,130.409207274621,-145.673991299452,1.53391874101102,0.0018102724590899999,87.8870699759522,0.103720971675594,157,175.12005571030602
1989,4,186.900621118012,186.987577639752,104.642458293283,168.29844127783198,1.60225123660855,0.042724298442158,91.8022335772871,2.4479219833930497,158,173.099378881988
1989,5,180.026130653266,175.816582914573,103.062990176866,138.685499206221,1.56548764589725,-0.021131738881151,89.6958349897831,-1.21075945166227,159,179.973869346734
1989,6,176.09029535865002,191.17510548523202,109.094664196041,118.94483201109699,1.55624281353513,-0.033470775072301,89.1661451131279,-1.91773414867462,160,176.09029535865002
1989,7,179.583333333333,195.797435897436,125.616069971697,82.2703262361638,1.6011685893656498,0.0033043664990020003,91.74020245956751,0.18932625435724698,161,179.583333333333
1989,8,170.07322175732202,185.21129707113,150.396825055002,-24.485659681710402,1.53575200354669,-0.015531148737278,87.99210818198559,-0.8898692736357349,162,170.07322175732202
1989,9,179.476819407008,177.42857142857102,131.655489793895,-93.1284306673786,1.53926034137464,-0.041163783334151,88.1931211326334,-2.3585110538367005,163,179.476819407008
1989,10,167.73705357142902,191.723214285714,118.486068932829,-122.73548456332199,1.55290609022239,-0.011241860381142001,88.9749649499048,-0.6441111537148749,164,167.73705357142902
1989,11,174.037958115183,174.531413612565,82.8006425835402,-81.93296002401159,1.52341091263102,0.08822726778955599,87.28501575793041,5.05505008231208,165,174.037958115183
1989,12,182.874162679426,167.74401913875602,82.4165632751807,-122.45296962228998,1.6053084628942298,0.001455414029401,91.97739974047279,0.08338908132866701,166,177.125837320574
1990,1,179.059049773756,169.122398190046,72.9036591735368,-138.611953913582,1.54916916666897,0.05404355646597,88.7608550019312,3.09646769537704,167,179.059049773756
1990,2,183.604956268222,203.215160349853,82.6231636426915,-52.737450810885804,1.5470999001838501,0.027265638256552996,88.6422947656456,1.5622059978312999,168,176.395043731778
1990,3,178.917847769029,197.311548556431,81.7037778485168,164.201022417449,1.57882796403951,-0.007321167214649999,90.46017891669649,-0.41947198250926704,169,178.917847769029
1990,4,175.54538043478297,189.83125,84.1319893855865,166.196383196415,1.4916463792521202,0.003775779023635,85.4650420571169,0.21633620242833604,170,175.54538043478297
1990,5,179.267267267267,193.256756756757,71.1590697989657,157.15723121276,1.48948541865105,0.024224468045976003,85.3412281349814,1.38795977998397,171,179.267267267267
1990,6,168.676731301939,168.227700831025,40.735039805780204,-32.004023110666196,1.57275698934941,-0.04718621957976099,90.1123376894227,-2.70357123309789,172,168.676731301939
1990,7,185.27660098522202,152.099014778325,57.8078557295763,-130.17362394118,1.5509500884021599,-0.055370941097142995,88.8628943008856,-3.1725212325338594,173,174.72339901477798
1990,8,182.902918287938,181.77898832684798,66.1493040247058,-110.34442008424999,1.55215414365231,-0.032307971147368,88.93188158501958,-1.8511103913745799,174,177.097081712062
1990,9,179.264583333333,193.294212962963,78.7156977578873,-150.525172597293,1.5401256025665,-0.018276936231047,88.242696947103,-1.04719130846928,175,179.264583333333
1990,10,177.22345971564,173.707109004739,75.8361325212237,-116.896303350091,1.57205222101438,-0.041014453068403,90.0719574382913,-2.34995505985685,176,177.22345971564
1990,11,180.861388888889,189.718888888889,51.2526514799255,173.080112944033,1.5802489830828703,-0.14408269878159602,90.54159731048848,-8.255330541041971,177,179.138611111111
1990,12,182.88223350253799,171.198477157361,46.7286082791325,44.43543364123121,1.54449786012276,0.037071530732563994,88.4932088520212,2.12404225106539,178,177.11776649746201
