Carrington Number,g10,g11,h11,Bo,thetaN,phiN
2163,86.58,36.44,-8.62,94.33066521550666,,
2164,78.55,61.77,-18.88,101.69606580394347,,
2165,94.77,39.18,-16.84,103.92310089676886,,
2166,91.33,26.52,-10.41,95.67051478904041,,
2167,90.69,42.99,-9.2,100.78420610393276,,
2168,96.56,46.42,-14.14,108.06752333610686,,
2169,97.22,28.39,-25.08,104.33947910546611,,
2170,101.38,14.19,-39.3,109.6528636196976,,
2171,96.96,9.13,-28.67,101.52126575255058,,
2172,86.43,5.6,-24.26,89.94471913347665,,
2173,88.78,2.64,-29.39,93.55549208892015,,
2174,88.53,-8.36,-20.84,91.3332146592903,,
2175,87.89,16.13,-22.21,92.07666968347628,,
2176,100.23,28.29,-24.47,106.9820447551831,,
2177,98.42,24.71,-23.5,104.16011952758119,,
2178,101.81,20.0,-23.57,106.39934680250627,,
2179,94.93,26.7,-24.21,101.54171064148959,,
2180,93.75,26.01,-31.51,102.2666255432338,,
2181,87.7,22.36,-33.23,96.41313447865907,,
2182,79.02,18.04,-41.34,90.98679904249848,,
2183,86.05,14.46,-33.65,93.52014007688396,,
2184,89.98,7.35,-32.8,96.05343773129621,,
2185,103.19,2.21,-23.82,105.92663782071061,,
2186,93.81,2.57,-23.4,96.71856595297513,,
2187,97.53,1.4,-16.62,98.94587055557194,,
2188,107.19,-4.22,-9.78,107.71793211903021,,
2189,91.1,-1.11,-5.14,91.25163943732736,,
2190,97.03,1.63,-4.01,97.12650462155014,,
2191,100.4,4.46,-4.92,100.61937189229518,,
2192,97.05,7.94,-10.87,97.97909470902454,,
2193,99.42,6.4,-8.49,99.98688163954309,,
2194,109.15,7.99,6.76,109.65062790517891,,
2195,107.72,17.0,-15.02,110.08269073746335,,
2196,111.49,11.01,-18.46,113.54299538060461,,
2197,106.6,11.17,-16.94,108.51401983154066,,
2198,111.68,7.1,-17.05,113.1968855578633,,
2199,93.65,4.49,-10.48,94.34147020266326,,
2200,97.24,-1.48,-11.3,97.9055565328138,,
2201,80.88,2.98,-5.55,81.12494869027653,,
2202,93.27,0.4,-5.83,93.4528854557204,,
2203,102.95,0.74,-2.7,102.9880580455812,,
2204,102.61,5.26,4.2,102.83053875187079,,
2205,116.72,8.46,-2.24,117.0476296214494,,
2206,106.9,8.44,-8.94,107.60468019561232,,
2207,105.97,2.09,-3.58,106.05105091417057,,
2208,99.07,3.99,-3.93,99.22817089919575,,
2209,103.38,9.05,-7.79,104.06733877639036,,
2210,86.44,5.98,-5.45,86.81783514923647,,
2211,86.7,-0.23,-7.96,87.06494415090381,,
2212,97.42,1.21,-8.17,97.76947069509991,,
2213,99.4,1.88,-10.14,99.93354792060573,,
2214,91.83,-1.01,-4.95,91.96886157825377,,
2215,104.38,0.95,-8.69,104.74541994760439,,
