Year,Month,Day,Theta,Phi,Latitude
1955,1,1,234.2,251.5,-23.3
1955,1,2,241.0,250.0,-23.1
1955,1,3,244.7,251.3,-23.5
1955,1,4,246.1,251.7,-23.8
1955,1,4,65.7,122.9,19.1
1955,1,5,247.0,246.6,-23.3
1955,1,5,58.7,126.0,19.3
1955,1,5,165.1,160.5,-26.1
1955,1,6,47.6,126.2,19.5
1955,1,6,199.8,161.7,-25.8
1955,1,6,166.5,145.1,-33.0
1955,1,6,179.1,152.6,-31.0
1955,1,7,30.9,126.0,19.7
1955,1,7,221.3,161.9,-25.5
1955,1,7,182.3,142.1,-34.3
1955,1,7,52.2,66.9,36.0
1955,1,8,359.3,127.7,20.1
1955,1,8,203.1,142.4,-34.1
1955,1,8,49.2,65.7,36.1
1955,1,9,326.3,128.2,19.9
1955,1,9,221.4,142.7,-33.1
1955,1,9,43.4,64.2,36.1
1955,1,10,312.0,129.8,20.2
1955,1,10,37.8,63.8,35.9
1955,1,11,303.6,128.4,20.5
1955,1,11,28.3,63.0,35.6
1955,1,12,297.5,128.9,20.7
1955,1,12,15.9,61.8,35.5
1955,1,13,293.7,128.5,20.5
1955,1,13,0.1,61.5,35.4
1955,1,14,290.6,127.0,19.8
1955,1,14,341.8,60.5,35.4
1955,1,15,332.3,59.4,35.2
1955,1,16,323.2,57.5,35.3
1955,1,17,314.6,56.4,35.1
1955,1,18,310.5,54.4,35.1
1955,1,19,307.5,54.1,35.6
1955,1,20,113.2,254.7,-23.7
1955,1,21,114.2,254.4,-23.8
1955,1,22,116.3,253.9,-23.5
1955,1,23,120.7,253.6,-23.4
1955,1,23,30.4,267.3,29.9
1955,1,24,130.2,253.0,-23.3
1955,1,24,9.7,270.3,29.2
1955,1,25,347.4,270.7,29.3
1955,1,26,189.6,252.3,-24.9
1955,1,26,330.2,270.9,29.5
1955,1,26,111.9,170.8,-22.6
1955,1,27,316.3,272.2,29.5
1955,1,27,113.0,168.4,-23.3
1955,1,27,2.7,232.3,32.2
1955,1,28,310.0,270.9,29.5
1955,1,28,114.4,170.2,-22.9
1955,1,28,123.1,160.1,-32.1
1955,1,29,304.2,272.2,29.2
1955,1,29,118.2,171.0,-22.6
1955,1,29,246.6,256.9,-21.4
1955,1,30,127.8,170.5,-22.8
1955,1,30,248.7,258.0,-21.7
1955,1,30,66.1,125.0,20.9
1955,1,31,145.6,170.1,-22.8
1955,1,31,249.6,257.9,-21.3
1955,1,31,63.1,124.2,20.7
1955,2,1,179.7,169.8,-22.6
1955,2,1,58.3,123.6,20.5
1955,2,2,216.0,169.5,-22.8
1955,2,2,49.7,124.0,20.0
1955,2,2,313.5,184.3,19.3
1955,2,3,233.9,169.2,-22.8
1955,2,3,35.8,123.5,20.2
1955,2,3,301.6,186.4,18.9
1955,2,4,242.7,168.9,-22.6
1955,2,4,11.8,123.8,20.1
1955,2,4,295.3,188.7,19.4
1955,2,4,43.1,95.2,27.2
1955,2,5,246.1,169.0,-22.8
1955,2,5,349.0,122.4,20.2
1955,2,5,291.1,189.3,18.5
1955,2,5,33.8,93.4,26.6
1955,2,6,248.0,168.7,-22.6
1955,2,6,324.9,123.1,20.0
1955,2,6,18.0,92.6,26.3
1955,2,6,49.5,36.0,37.0
1955,2,7,248.6,169.0,-22.3
1955,2,7,355.6,95.0,26.4
1955,2,7,44.8,36.5,37.7
1955,2,8,331.4,96.4,26.7
1955,2,8,38.8,33.7,37.8
1955,2,9,318.6,97.7,26.7
1955,2,9,32.0,32.3,38.5
1955,2,10,307.3,98.8,26.2
1955,2,10,20.8,31.0,38.1
1955,2,11,302.3,98.4,26.2
1955,2,11,9.8,29.5,37.9
1955,2,12,298.7,98.8,26.4
1955,2,12,355.3,29.1,37.9
1955,2,12,312.0,83.6,35.5
1955,2,13,341.9,28.4,37.3
1955,2,13,308.9,81.7,35.8
1955,2,13,4.6,8.0,36.0
1955,2,14,332.2,27.6,37.8
1955,2,15,321.0,28.5,37.4
1955,2,16,315.0,27.7,37.2
1955,2,16,80.8,306.9,-2.3
1955,2,17,64.9,308.4,-1.7
1955,2,21,68.7,190.6,19.6
1955,2,22,65.3,190.7,19.6
1955,2,23,61.0,190.5,19.6
1955,2,23,110.9,167.0,-22.0
1955,2,24,53.2,191.1,19.5
1955,2,24,111.2,166.8,-22.0
1955,2,25,39.4,190.4,18.8
1955,2,25,113.8,166.7,-22.1
1955,2,26,24.3,190.1,18.8
1955,2,26,117.5,166.2,-22.3
1955,2,27,355.7,190.1,18.7
1955,2,27,127.7,166.0,-22.3
1955,2,28,327.5,191.5,18.6
1955,2,28,150.4,165.6,-22.1
1955,3,1,310.3,191.9,17.9
1955,3,1,191.4,164.8,-22.5
1955,3,2,302.4,189.9,18.3
1955,3,2,224.5,164.4,-22.2
1955,3,3,293.2,194.5,17.1
1955,3,3,239.0,164.3,-22.1
1955,3,4,245.2,163.9,-22.1
1955,3,5,248.0,163.6,-22.1
1955,3,6,248.8,163.8,-22.3
1955,3,7,248.6,163.5,-22.3
1955,3,8,321.5,111.4,37.1
1955,3,9,314.2,111.4,36.3
1955,3,10,310.6,109.8,36.6
1955,3,29,328.2,182.7,35.5
1955,3,29,114.7,76.9,-25.5
1955,3,30,320.2,181.1,35.6
1955,3,30,114.9,76.3,-25.1
1955,3,31,117.5,76.6,-25.3
1955,4,1,307.8,183.2,34.8
1955,4,1,122.1,75.7,-25.3
1955,4,2,132.3,76.5,-25.0
1955,4,2,306.3,149.5,26.2
1955,4,3,351.5,92.5,26.6
1955,4,4,332.6,92.2,26.4
1955,4,4,343.0,84.1,24.6
1955,4,5,315.9,94.3,25.9
1955,4,5,325.4,83.3,24.8
1955,4,5,16.6,52.6,20.0
1955,4,6,312.8,83.5,25.0
1955,4,6,347.8,53.1,20.7
1955,4,7,305.3,83.0,25.3
1955,4,7,325.0,53.0,20.7
1955,4,8,300.1,83.0,25.0
1955,4,8,311.3,52.9,20.8
1955,4,8,242.8,51.9,-19.6
1955,4,9,298.8,80.3,26.4
1955,4,9,302.1,53.5,20.8
1955,4,9,248.2,53.6,-19.8
1955,4,10,297.6,53.2,21.5
1955,4,11,295.4,49.5,22.0
1955,4,15,159.5,279.6,-22.4
1955,4,15,115.4,204.4,-25.9
1955,4,16,194.9,279.8,-22.3
1955,4,16,113.0,203.7,-23.5
1955,4,17,228.2,282.3,-21.4
1955,4,17,114.8,203.4,-24.0
1955,4,17,118.1,192.8,-28.1
1955,4,18,121.2,193.8,-28.9
1955,4,21,162.4,202.2,-26.2
