Year,Month,Day,Theta,Phi,Latitude
1905,1,1,0.0,0.0,0.0
1905,1,2,246.0,74.5,-15.4
1905,1,3,252.2,75.0,-15.3
1905,1,4,253.8,75.2,-15.7
1905,1,5,255.0,75.8,-15.5
1905,1,5,114.9,320.5,-19.0
1905,1,6,254.6,76.2,-15.7
1905,1,6,119.3,321.4,-18.9
1905,1,6,77.0,278.6,11.4
1905,1,7,141.4,321.5,-18.2
1905,1,7,71.4,277.3,13.6
1905,1,7,70.1,286.1,12.4
1905,1,7,105.4,281.6,-14.6
1905,1,7,69.8,264.0,17.8
1905,1,7,67.7,255.1,21.2
1905,1,8,172.7,323.2,-18.3
1905,1,8,70.1,276.1,12.8
1905,1,8,66.2,285.7,12.7
1905,1,8,106.4,279.5,-14.6
1905,1,8,68.3,263.2,17.7
1905,1,8,66.6,254.2,21.1
1905,1,8,96.5,245.2,-7.1
1905,1,9,218.3,323.7,-18.1
1905,1,9,63.2,277.7,12.7
1905,1,9,56.5,285.9,12.8
1905,1,9,111.2,280.2,-15.0
1905,1,9,64.2,263.3,17.6
1905,1,9,63.5,254.8,20.9
1905,1,9,94.6,249.8,-6.0
1905,1,9,103.4,279.2,-10.8
1905,1,10,244.5,327.2,-16.9
1905,1,10,50.4,276.3,12.7
1905,1,10,39.9,283.0,12.5
1905,1,10,125.1,279.1,-16.2
1905,1,10,55.8,263.0,17.8
1905,1,10,57.0,254.8,21.0
1905,1,10,79.7,218.7,9.3
1905,1,11,249.1,323.4,-17.1
1905,1,11,19.2,276.9,12.1
1905,1,11,0.0,282.7,12.5
1905,1,11,168.3,280.2,-16.1
1905,1,11,41.1,263.2,17.3
1905,1,11,47.0,254.7,20.4
1905,1,11,76.9,222.8,9.3
1905,1,12,252.5,324.3,-17.0
1905,1,12,334.9,276.6,12.4
1905,1,12,233.6,282.1,-14.0
1905,1,12,13.4,263.2,17.6
1905,1,12,27.5,254.9,20.8
1905,1,12,72.1,224.4,9.6
1905,1,12,48.3,240.2,19.6
1905,1,13,253.2,323.2,-17.3
1905,1,13,307.5,277.6,12.2
1905,1,13,242.6,280.4,-16.3
1905,1,13,341.2,263.2,17.7
1905,1,13,0.9,255.0,20.8
1905,1,13,64.9,225.2,9.5
1905,1,13,30.3,240.8,19.5
1905,1,14,252.5,320.3,-18.1
1905,1,14,295.5,278.6,12.1
1905,1,14,318.3,263.0,17.5
1905,1,14,335.4,254.7,20.8
1905,1,14,50.3,225.8,9.2
1905,1,14,1.8,241.8,19.8
1905,1,14,69.9,194.1,12.4
1905,1,14,100.5,171.3,-11.4
1905,1,14,67.5,169.7,20.5
1905,1,15,289.5,279.1,12.1
1905,1,15,306.6,262.2,18.2
1905,1,15,317.9,254.6,21.3
1905,1,15,16.7,225.5,9.5
1905,1,15,333.7,242.6,20.2
1905,1,15,63.2,195.0,12.4
1905,1,15,100.7,170.5,-11.6
1905,1,15,64.3,169.1,20.8
1905,1,16,295.3,264.3,15.1
1905,1,16,309.0,254.4,21.2
1905,1,16,334.6,226.7,9.0
1905,1,16,315.3,247.0,20.9
1905,1,16,56.3,194.3,12.1
1905,1,16,101.5,170.6,-11.9
1905,1,16,60.8,169.1,20.9
1905,1,16,253.3,275.6,-16.5
1905,1,17,301.0,254.5,21.2
1905,1,17,305.7,226.4,9.1
1905,1,17,304.1,247.8,20.8
1905,1,17,31.4,196.2,12.2
1905,1,17,103.5,170.5,-12.0
1905,1,17,53.6,169.2,20.9
1905,1,17,254.4,276.3,-16.3
1905,1,18,295.0,254.2,21.3
1905,1,18,290.5,226.2,9.0
1905,1,18,335.1,197.4,13.7
1905,1,18,114.8,170.4,-12.9
1905,1,18,35.3,169.5,20.8
1905,1,18,243.2,246.6,-25.5
1905,1,19,293.4,254.1,21.4
1905,1,19,286.8,226.5,8.8
1905,1,19,326.9,193.1,13.8
1905,1,19,128.9,170.4,-13.1
1905,1,19,22.8,169.3,20.8
1905,1,19,245.9,258.6,-24.6
1905,1,20,283.6,225.8,9.0
1905,1,20,306.0,194.2,13.9
1905,1,20,200.8,170.2,-12.7
1905,1,20,355.5,169.4,20.8
1905,1,20,318.0,191.9,20.8
1905,1,20,342.7,180.8,33.5
1905,1,21,280.8,227.3,9.4
1905,1,21,294.1,194.2,13.8
1905,1,21,250.7,171.2,-12.1
