Year,Month,Day,Theta,Phi,Latitude
1912,3,4,268.3,94.0,-6.2
1912,3,7,100.5,293.5,-12.0
1912,3,8,100.3,291.5,-12.4
1912,3,9,99.9,292.9,-12.2
1912,3,10,101.1,293.9,-12.2
1912,3,11,107.1,293.9,-12.6
1912,3,12,123.2,293.8,-12.8
1912,3,13,226.9,295.3,-12.5
1912,3,14,254.4,295.8,-12.4
1912,3,15,257.9,295.3,-12.6
1912,3,16,259.7,296.3,-12.3
1912,3,17,259.4,296.6,-12.7
1912,3,18,257.9,297.4,-13.6
1912,4,1,303.3,68.0,11.9
1912,4,7,99.7,310.0,-7.4
1912,4,8,227.8,310.2,-8.5
1912,4,8,144.2,303.1,-11.6
1912,4,9,262.4,310.3,-7.7
1912,4,9,239.1,303.6,-11.2
1912,4,10,256.6,304.4,-10.6
1912,4,11,260.0,305.5,-10.6
1912,4,12,260.7,305.2,-10.7
1912,4,13,260.5,305.5,-10.9
1912,4,14,259.9,305.8,-11.2
1912,4,21,299.7,164.5,12.3
1912,4,30,99.6,303.5,-10.3
1912,4,30,97.7,308.5,-8.6
1912,5,1,100.7,302.9,-11.2
1912,5,1,97.3,309.5,-8.2
1912,5,2,101.2,304.2,-10.7
1912,5,3,104.8,304.2,-11.4
1912,5,4,114.7,304.2,-11.6
1912,5,4,140.2,316.8,-10.6
1912,5,4,123.6,304.5,-15.0
1912,5,5,140.0,303.1,-11.8
1912,5,6,234.4,304.9,-11.1
1912,5,7,250.8,306.8,-10.7
1912,5,7,263.7,309.0,-5.6
1912,5,8,253.5,305.7,-12.1
1912,5,9,256.8,304.6,-11.6
1912,5,9,229.6,273.2,-15.0
1912,5,10,246.9,273.6,-13.8
1912,5,13,60.9,183.7,9.5
1912,5,13,97.7,161.3,-7.2
1912,5,14,37.3,179.8,14.0
1912,5,26,98.3,321.9,-8.1
1912,5,27,98.8,321.8,-7.9
1912,5,28,100.8,320.9,-8.3
1912,5,29,105.3,321.5,-8.4
1912,5,30,120.9,323.0,-10.1
1912,5,31,152.8,319.5,-8.9
1912,5,31,260.2,18.4,-8.2
1912,5,31,258.5,15.7,-9.3
1912,6,1,261.9,19.0,-7.4
1912,6,1,258.7,14.7,-10.0
1912,6,2,263.2,19.9,-6.8
1912,6,2,258.6,13.0,-11.1
1912,6,3,258.8,12.0,-11.1
1912,6,16,215.6,117.4,-4.2
1912,6,17,97.1,27.0,-6.5
1912,6,18,98.1,27.0,-6.2
1912,6,18,303.6,100.3,9.9
1912,6,19,99.8,26.9,-6.2
1912,6,20,102.8,27.1,-6.0
1912,6,21,109.5,27.0,-5.9
1912,6,22,130.9,27.2,-5.9
1912,6,23,218.2,27.5,-5.8
1912,6,24,245.2,27.7,-5.8
1912,6,25,255.5,27.9,-5.8
1912,6,25,130.6,334.1,-15.1
1912,6,26,259.3,28.1,-5.7
1912,6,26,153.4,334.3,-15.1
1912,6,27,262.0,28.0,-5.5
1912,6,27,192.4,332.6,-14.7
1912,6,28,263.5,28.4,-5.5
1912,7,2,105.1,194.9,-12.8
1912,7,2,100.3,206.8,-6.7
1912,7,3,107.4,194.9,-12.5
1912,7,4,113.6,197.6,-11.5
1912,7,5,124.2,197.8,-11.6
1912,7,5,99.2,177.6,-3.7
1912,7,6,99.6,176.0,-2.5
1912,7,7,110.1,176.9,-3.0
1912,7,8,130.5,176.3,-3.0
1912,7,9,214.7,176.5,-3.2
1912,7,10,249.1,176.0,-3.6
1912,7,11,257.4,176.3,-3.0
1912,7,12,261.6,177.3,-3.1
1912,7,13,264.9,175.9,-2.0
1912,7,17,104.4,26.8,-5.5
1912,7,18,117.2,28.7,-5.9
1912,8,28,101.8,182.3,-4.0
1912,9,6,97.2,39.7,-4.5
1912,9,7,99.9,39.3,-4.8
1912,9,7,259.0,156.5,-5.8
1912,9,8,104.1,39.8,-4.7
1912,9,8,259.9,154.8,-7.4
1912,9,9,111.5,42.5,-4.5
1912,9,10,123.5,44.2,-4.5
1912,9,11,180.0,42.8,-5.1
1912,9,12,229.4,44.4,-4.6
1912,9,12,111.2,352.6,-8.1
1912,9,13,242.1,40.9,-5.5
1912,9,13,120.7,352.7,-7.8
1912,9,14,145.5,352.9,-8.3
1912,9,14,257.6,68.5,-8.4
1912,9,15,188.2,353.1,-8.1
1912,9,16,217.5,353.7,-8.2
1912,9,17,236.5,351.7,-8.9
1912,9,18,249.4,352.8,-8.7
1912,9,19,253.5,353.3,-8.6
1912,9,20,257.9,354.6,-9.1
1912,9,25,102.4,169.2,-5.3
1912,9,26,107.0,168.6,-5.5
1912,9,27,117.4,170.1,-5.7
1912,9,28,145.2,171.7,-5.3
1912,10,5,155.6,80.6,-6.7
1912,10,6,211.5,80.7,-7.3
1912,10,7,236.6,81.1,-8.0
1912,10,8,248.1,81.5,-8.0
1912,10,9,253.8,82.3,-8.4
1912,10,10,257.3,84.3,-8.8
1912,10,11,259.8,85.6,-8.9
1912,10,18,97.0,207.3,-4.6
1912,10,19,100.1,207.9,-5.2
1912,10,20,102.7,207.6,-4.7
1912,11,16,93.9,190.1,-2.4
1912,11,17,95.5,189.5,-2.9
1912,11,18,97.5,190.2,-2.7
1912,11,19,100.1,189.3,-2.4
1912,12,12,91.0,198.1,-1.2
1912,12,12,91.3,196.5,-1.5
1912,12,13,91.2,200.2,-1.6
1912,12,13,91.4,195.9,-1.7
1912,12,14,91.0,201.3,-1.5
1912,12,14,91.2,196.0,-1.7
1912,12,15,91.4,201.5,-1.8
1912,12,15,91.1,195.7,-1.7
1912,12,16,91.9,204.0,-1.8
1912,12,16,91.3,196.3,-1.8
1912,12,16,335.9,226.8,20.2
1912,12,17,195.8,204.8,-1.9
1912,12,17,92.5,196.1,-1.9
1912,12,17,315.5,227.3,20.1
1912,12,18,269.2,204.5,-1.8
1912,12,18,270.9,196.4,-1.6
1912,12,18,303.5,228.6,20.3
1912,12,19,268.9,203.5,-2.1
1912,12,20,268.9,204.1,-2.2
1912,12,21,269.0,204.2,-2.0
1912,12,22,268.6,205.1,-2.1
1912,12,29,340.3,56.8,26.2
1912,12,30,324.6,55.9,26.3
1912,12,31,310.7,56.8,25.7
