Year,Month,Day,Theta,Phi,Latitude
1897,1,1,106.3,47.9,-12.9
1897,1,1,209.8,96.0,-18.8
1897,1,1,96.6,21.1,-7.4
1897,1,1,248.4,111.9,-12.5
1897,1,1,226.6,95.9,-11.8
1897,1,1,85.9,50.1,-0.2
1897,1,2,110.5,47.9,-13.2
1897,1,2,96.3,21.2,-7.1
1897,1,3,119.8,48.2,-12.8
1897,1,3,95.8,21.3,-6.6
1897,1,3,98.0,349.6,-8.6
1897,1,4,164.9,48.5,-13.1
1897,1,4,97.0,21.8,-6.6
1897,1,4,96.7,340.8,-7.5
1897,1,5,233.7,49.1,-12.8
1897,1,5,249.8,95.6,-19.3
1897,1,5,102.9,22.9,-6.7
1897,1,5,96.4,340.3,-7.4
1897,1,6,251.1,49.8,-12.6
1897,1,6,251.4,95.6,-18.9
1897,1,6,219.8,23.5,-6.5
1897,1,6,96.8,340.0,-7.4
1897,1,7,255.0,49.9,-13.0
1897,1,7,261.4,24.8,-6.3
1897,1,7,98.5,341.0,-7.4
1897,1,8,256.6,50.1,-13.1
1897,1,8,99.5,341.2,-6.6
1897,1,9,257.4,50.0,-13.2
1897,1,9,132.9,342.4,-6.6
1897,1,10,258.0,49.7,-12.6
1897,1,10,257.5,343.4,-6.7
1897,1,11,264.0,343.6,-6.5
1897,1,11,334.5,324.2,6.3
1897,1,12,264.9,343.8,-6.7
1897,1,13,265.6,344.1,-6.3
1897,1,13,108.5,211.0,-19.0
1897,1,14,265.7,343.5,-5.9
1897,1,14,109.3,212.3,-19.6
1897,1,14,97.3,206.5,-8.4
1897,1,15,264.9,342.7,-5.9
1897,1,15,111.0,211.6,-19.4
1897,1,15,96.8,206.2,-8.3
1897,1,15,208.0,266.5,-11.8
1897,1,15,99.6,195.1,-10.7
1897,1,16,112.9,211.7,-19.0
1897,1,16,96.1,206.1,-7.8
1897,1,16,241.8,267.3,-12.2
1897,1,16,97.9,194.0,-9.3
1897,1,16,109.0,199.0,-18.3
1897,1,17,119.2,211.7,-18.9
1897,1,17,96.6,206.4,-7.8
1897,1,17,253.1,268.6,-12.6
1897,1,17,98.6,194.3,-9.6
1897,1,17,286.0,290.7,9.5
1897,1,18,134.5,211.3,-19.1
1897,1,18,99.3,206.3,-8.0
1897,1,18,255.2,267.2,-13.5
1897,1,18,100.7,194.5,-10.0
1897,1,19,169.5,211.1,-19.1
1897,1,19,115.4,206.2,-8.7
1897,1,19,257.5,266.1,-13.0
1897,1,20,216.5,211.2,-18.9
1897,1,20,240.0,206.4,-8.6
1897,1,20,257.9,266.1,-13.2
1897,1,20,11.3,197.8,8.2
1897,1,21,237.0,210.5,-18.8
1897,1,21,258.6,206.6,-8.8
1897,1,21,317.2,199.4,7.4
1897,1,21,125.8,173.0,-15.3
1897,1,22,246.5,210.5,-18.5
1897,1,22,262.1,206.5,-8.8
1897,1,22,294.8,200.2,6.7
1897,1,23,250.3,211.6,-18.8
1897,1,23,263.1,206.7,-8.8
1897,1,23,286.4,200.4,6.5
1897,1,23,297.4,184.9,7.1
1897,1,24,251.5,212.6,-19.2
1897,1,24,263.3,207.1,-8.6
1897,1,24,281.5,201.0,6.4
1897,1,24,287.0,186.3,7.1
1897,1,24,305.8,170.6,12.1
1897,1,25,279.3,201.1,6.9
1897,1,25,280.9,189.3,6.5
1897,1,25,296.1,168.8,12.7
1897,1,25,82.6,57.1,5.5
1897,1,25,54.2,80.0,26.5
1897,1,26,279.2,194.3,7.7
1897,1,26,80.7,57.4,5.3
1897,1,26,115.8,90.4,-17.4
1897,1,27,78.8,57.9,5.1
1897,1,28,71.9,57.6,6.1
1897,1,28,20.3,83.9,18.6
1897,1,28,92.3,17.0,-3.7
1897,1,28,276.4,119.3,-2.5
1897,1,28,35.8,76.7,16.5
1897,1,28,26.4,77.5,24.2
1897,1,28,67.0,43.8,14.4
1897,1,29,63.1,57.9,6.3
1897,1,29,350.4,86.1,18.9
1897,1,29,90.5,18.2,-3.1
1897,1,30,42.5,57.7,5.9
1897,1,30,89.2,17.8,-3.2
1897,1,30,93.9,349.5,-5.0
1897,1,31,350.2,57.9,6.0
1897,1,31,86.9,18.6,-3.0
1897,1,31,92.9,346.8,-4.9
1897,1,31,54.9,41.1,4.3
1897,1,31,101.5,4.1,-12.8
1897,1,31,60.6,38.3,3.9
1897,2,1,304.2,58.8,5.5
1897,2,1,79.3,22.1,-2.2
1897,2,1,90.9,346.4,-4.3
1897,2,1,353.4,43.0,4.2
1897,2,1,102.4,4.6,-12.4
1897,2,1,291.2,67.0,3.9
1897,2,2,291.5,58.7,5.9
1897,2,2,50.3,23.7,-2.1
1897,2,2,90.3,346.7,-4.9
1897,2,2,105.7,3.4,-12.4
1897,2,2,282.4,67.3,3.0
1897,2,2,341.7,35.0,12.7
1897,2,3,284.5,59.5,5.9
1897,2,3,293.2,24.6,-2.1
1897,2,3,88.9,347.0,-5.1
1897,2,3,122.9,4.1,-13.0
1897,2,3,277.8,66.1,2.2
1897,2,3,312.1,36.7,13.2
1897,2,4,280.4,60.0,5.3
1897,2,4,279.2,26.4,-2.2
1897,2,4,85.8,347.1,-5.0
1897,2,4,299.2,38.3,13.1
1897,2,5,0.0,0.0,0.0
1897,2,6,273.5,27.8,-1.4
1897,2,6,277.5,346.9,-5.1
1897,2,6,288.5,39.3,13.8
1897,2,6,262.0,16.4,-10.1
1897,2,7,271.5,28.5,-1.0
1897,2,7,270.7,347.2,-5.5
1897,2,7,284.6,40.6,13.5
1897,2,7,261.2,18.0,-10.9
1897,2,8,269.8,28.8,-1.6
1897,2,8,268.7,347.4,-6.1
1897,2,8,259.9,19.0,-11.8
1897,2,9,267.6,347.8,-6.1
1897,2,10,266.5,347.8,-6.1
1897,2,10,80.7,211.1,7.0
1897,2,10,256.3,345.3,-15.2
1897,2,11,265.3,346.6,-6.2
1897,2,11,78.4,211.4,6.7
1897,2,12,74.6,210.9,6.9
1897,2,12,279.9,314.1,4.6
1897,2,13,68.1,211.1,7.0
1897,2,14,56.5,211.4,7.0
1897,2,14,332.2,244.3,15.9
1897,2,15,27.1,211.5,6.6
1897,2,16,333.3,212.0,6.6
1897,2,16,129.5,202.2,-9.4
1897,2,17,303.3,212.1,6.4
1897,2,18,288.6,212.4,5.9
1897,2,19,284.1,213.0,5.8
1897,2,19,227.6,182.7,-21.2
1897,2,20,280.4,213.5,6.0
1897,2,21,277.8,213.1,6.2
