Year,Month,Day,Theta,Phi,Latitude
1878,1,23,322.1,325.9,7.7
1878,1,24,301.4,327.6,7.8
1878,1,25,291.9,329.3,7.9
1878,1,26,285.1,330.0,7.4
1878,2,3,94.5,152.5,-7.6
1878,2,4,97.2,152.5,-7.6
1878,2,5,247.2,152.5,-7.6
1878,2,5,100.5,133.9,-9.1
1878,2,6,265.4,152.5,-7.6
1878,2,6,157.0,133.9,-9.1
1878,2,7,266.2,152.5,-7.6
1878,2,7,258.6,133.9,-9.1
1878,2,8,265.8,152.5,-7.6
1878,2,8,263.1,133.9,-9.1
1878,2,26,281.5,258.3,-1.7
1878,2,27,98.5,153.2,-10.7
1878,3,4,6.1,148.5,4.0
1878,3,4,84.7,92.8,0.5
1878,3,5,316.1,148.3,4.1
1878,3,5,81.7,93.1,0.7
1878,3,6,295.1,151.1,3.6
1878,3,6,78.5,93.5,0.8
1878,3,11,70.9,24.3,5.9
1878,3,12,51.1,27.1,7.2
1878,3,13,22.9,28.0,7.1
1878,3,14,322.0,29.5,7.3
1878,3,15,305.0,28.8,7.8
1878,3,16,294.6,28.3,7.9
1878,3,17,286.7,30.0,7.9
1878,3,18,282.2,31.6,7.8
1878,4,5,83.4,46.0,0.6
1878,5,27,80.2,61.6,7.9
1878,5,28,78.8,62.2,8.2
1878,5,29,75.6,62.7,8.1
1878,5,30,69.3,63.2,7.9
1878,5,31,31.4,63.1,9.0
1878,5,31,85.0,3.5,4.4
1878,6,1,339.6,63.5,8.8
1878,6,1,83.9,4.0,4.9
1878,6,2,295.1,64.2,8.9
1878,6,2,82.5,5.1,4.6
1878,6,3,285.9,64.8,9.0
1878,6,3,79.0,5.1,4.8
1878,6,4,281.3,64.7,8.6
1878,6,5,279.0,64.9,7.7
1878,6,6,279.9,65.9,9.7
1878,6,10,260.3,343.8,-6.7
1878,6,26,287.3,126.1,13.8
1878,6,27,284.6,125.6,13.6
1878,6,28,283.4,126.9,13.6
1878,6,29,283.0,122.6,13.3
1878,7,26,288.5,83.2,15.3
1878,9,2,87.8,186.3,3.7
1878,9,3,89.5,186.8,3.6
1878,9,4,90.3,187.2,4.2
1878,9,5,92.0,187.2,4.1
1878,9,6,96.8,187.2,3.9
1878,9,7,103.9,187.6,4.1
1878,9,8,180.0,188.1,3.8
1878,9,9,258.0,188.1,3.4
1878,9,10,265.6,188.6,4.0
1878,9,11,268.2,189.0,4.0
1878,9,12,270.1,189.2,4.2
1878,9,13,271.8,190.0,4.1
1878,10,29,80.6,163.1,10.3
1878,10,30,80.2,163.4,10.6
1878,10,31,79.3,163.9,10.6
1878,11,1,75.7,163.4,10.6
1878,11,2,69.6,163.3,10.6
1878,11,3,41.5,163.0,10.4
1878,11,4,314.9,163.2,9.9
1878,11,5,286.7,162.8,10.1
1878,11,6,283.2,163.0,10.3
1878,11,7,280.8,163.6,10.5
1878,11,8,280.3,163.3,10.6
1878,11,9,279.9,163.3,10.4
1878,11,20,86.1,226.1,4.2
1878,11,21,86.5,226.5,3.9
1878,11,22,85.8,226.7,4.3
1878,12,19,268.9,348.1,-1.7
1878,12,20,269.0,348.4,-1.4
