Year,Month,Day,Theta,Phi,Latitude
1921,1,1,279.7,37.9,8.8
1921,1,1,250.2,347.9,-12.2
1921,1,1,330.4,333.6,18.8
1921,1,1,97.3,258.9,-8.0
1921,1,2,254.5,348.7,-12.7
1921,1,2,97.5,259.7,-7.9
1921,1,3,256.8,349.7,-12.9
1921,1,3,98.7,260.3,-7.7
1921,1,4,256.9,349.9,-13.5
1921,1,4,100.8,261.9,-7.0
1921,1,4,277.7,357.4,6.6
1921,1,5,256.8,349.9,-13.6
1921,1,5,113.1,261.8,-6.7
1921,1,6,246.2,262.2,-6.7
1921,1,7,263.5,265.0,-6.1
1921,1,8,265.1,264.5,-6.1
1921,1,8,98.1,144.6,-8.4
1921,1,9,266.6,267.3,-5.3
1921,1,9,98.9,140.4,-9.7
1921,1,9,123.8,209.6,-8.5
1921,1,10,265.6,267.8,-5.8
1921,1,10,98.9,140.0,-9.9
1921,1,10,199.0,206.2,-13.9
1921,1,10,252.1,218.6,-9.1
1921,1,11,99.0,140.4,-9.6
1921,1,11,242.7,207.3,-13.5
1921,1,11,71.5,154.3,7.1
1921,1,11,260.2,250.1,-10.7
1921,1,11,64.4,156.9,10.5
1921,1,12,100.3,140.6,-9.7
1921,1,12,251.6,209.3,-13.8
1921,1,12,64.0,154.0,6.6
1921,1,12,85.3,103.7,3.2
1921,1,13,103.9,140.8,-9.6
1921,1,13,254.1,208.6,-14.5
1921,1,13,41.0,153.6,6.7
1921,1,13,83.8,103.3,3.1
1921,1,14,121.3,140.6,-9.6
1921,1,14,255.4,209.9,-15.0
1921,1,14,327.8,156.0,6.6
1921,1,14,81.0,104.1,3.1
1921,1,15,230.8,141.2,-9.8
1921,1,15,256.0,209.6,-14.8
1921,1,15,298.8,155.7,6.7
1921,1,15,76.2,103.7,3.2
1921,1,16,254.1,141.3,-9.9
1921,1,16,254.0,205.3,-16.5
1921,1,16,289.9,154.8,7.1
1921,1,16,65.1,104.1,3.6
1921,1,16,99.3,94.5,-8.6
1921,1,17,257.5,142.5,-10.8
1921,1,17,44.6,102.3,3.6
1921,1,17,105.6,96.1,-8.8
1921,1,18,259.3,142.5,-11.2
1921,1,18,323.7,102.1,3.4
1921,1,18,161.5,94.5,-9.2
1921,1,19,259.6,143.9,-11.6
1921,1,19,292.4,101.8,3.1
1921,1,19,262.0,98.6,-7.2
1921,1,19,99.0,1.0,-9.7
1921,1,20,259.5,143.8,-11.6
1921,1,20,284.7,102.1,3.1
1921,1,20,264.7,99.1,-7.1
1921,1,20,98.4,1.5,-9.7
1921,1,20,101.0,355.0,-11.9
1921,1,20,102.5,350.4,-13.2
1921,1,21,279.3,102.1,3.1
1921,1,21,265.3,100.5,-7.1
1921,1,21,98.3,1.4,-9.8
1921,1,21,100.6,355.1,-11.8
1921,1,21,101.5,349.6,-12.7
1921,1,22,277.4,102.2,3.3
1921,1,22,265.0,99.3,-7.2
1921,1,22,98.7,1.1,-9.9
1921,1,22,100.7,355.5,-11.6
1921,1,22,102.0,349.7,-12.9
1921,1,23,275.2,102.5,3.1
1921,1,23,263.9,101.1,-7.7
1921,1,23,100.6,0.8,-10.2
1921,1,23,102.6,355.5,-11.9
1921,1,23,102.9,349.7,-12.7
1921,1,23,28.8,23.4,9.9
1921,1,24,273.3,101.5,2.6
1921,1,24,262.8,96.7,-8.2
1921,1,24,108.1,0.5,-11.1
1921,1,24,106.6,355.5,-11.8
1921,1,24,106.0,349.9,-12.7
1921,1,24,75.3,307.0,12.4
1921,1,24,301.7,40.7,8.0
1921,1,25,135.8,0.5,-10.5
1921,1,25,124.8,356.0,-11.9
1921,1,25,117.5,349.9,-13.2
1921,1,25,72.5,307.7,12.1
1921,1,26,189.2,355.5,-11.8
1921,1,26,148.8,349.8,-13.3
1921,1,26,68.7,307.5,12.3
1921,1,26,245.0,3.5,-9.8
1921,1,27,249.6,356.1,-11.9
1921,1,27,56.8,307.2,14.2
1921,1,28,256.6,356.7,-11.9
1921,1,28,43.3,307.7,13.3
1921,1,28,259.3,349.8,-9.7
1921,1,28,97.8,262.3,-9.6
1921,1,28,240.6,347.3,-16.8
1921,1,29,259.0,356.9,-11.9
1921,1,29,259.2,347.6,-11.0
1921,1,29,98.3,260.5,-10.2
1921,1,30,259.6,357.1,-12.0
1921,1,30,104.1,215.6,-14.7
1921,1,31,259.9,356.6,-11.6
1921,1,31,103.3,214.4,-14.5
1921,1,31,106.7,218.2,-17.7
1921,2,1,261.4,348.2,-9.8
1921,2,1,103.9,213.9,-15.0
1921,2,1,106.8,218.7,-17.1
1921,2,1,79.1,205.5,7.6
1921,2,2,289.4,307.4,11.3
1921,2,2,105.0,213.5,-14.9
1921,2,2,109.1,219.8,-16.7
1921,2,2,76.2,205.0,7.4
1921,2,2,71.9,204.4,11.2
1921,2,3,108.2,213.1,-15.0
1921,2,3,115.6,219.6,-17.0
1921,2,3,71.2,205.9,7.4
1921,2,4,117.1,213.0,-15.3
1921,2,4,134.0,220.1,-17.2
1921,2,4,62.4,206.2,7.3
1921,2,4,98.4,223.0,-7.6
1921,2,5,146.5,212.9,-15.3
1921,2,5,185.5,220.1,-17.4
1921,2,5,99.9,145.6,-11.3
1921,2,5,109.8,199.1,-12.9
1921,2,6,213.0,213.2,-15.4
1921,2,6,224.6,218.7,-17.5
1921,2,6,99.0,144.2,-11.0
1921,2,7,243.6,213.3,-15.5
1921,2,7,242.3,216.7,-17.4
1921,2,7,99.8,146.2,-11.6
1921,2,7,96.5,141.0,-9.1
1921,2,8,251.8,213.3,-15.6
1921,2,8,101.5,146.3,-11.8
1921,2,8,95.9,143.5,-8.8
1921,2,8,110.0,141.1,-17.7
1921,2,9,255.0,213.3,-15.3
1921,2,9,96.9,143.9,-8.9
1921,2,9,115.5,141.7,-17.7
1921,2,10,255.8,213.4,-15.6
1921,2,10,108.1,144.7,-9.3
1921,2,10,134.2,140.6,-18.0
1921,2,10,110.9,129.9,-14.5
1921,2,11,255.9,213.3,-15.5
1921,2,11,225.0,144.9,-9.7
1921,2,11,178.1,141.5,-18.2
1921,2,11,284.8,211.8,11.8
1921,2,12,255.3,213.0,-15.4
