Year,Month,Day,Theta,Phi,Latitude
1993,1,1,258.3,318.0,-12.0
1993,1,1,275.4,321.0,4.0
1993,1,1,266.9,322.0,-4.0
1993,1,1,93.1,182.0,-4.0
1993,1,1,113.2,180.0,-23.0
1993,1,2,256.4,316.0,-14.0
1993,1,2,273.5,320.0,3.0
1993,1,2,92.6,182.0,-4.0
1993,1,2,114.7,179.0,-23.0
1993,1,2,259.7,268.0,-8.0
1993,1,2,106.8,165.0,-17.0
1993,1,3,258.1,314.0,-12.0
1993,1,3,93.7,184.0,-5.0
1993,1,3,118.4,180.0,-23.0
1993,1,3,261.9,268.0,-8.0
1993,1,3,294.4,260.0,12.0
1993,1,4,91.9,183.0,-4.0
1993,1,4,125.8,183.0,-22.0
1993,1,4,263.9,269.0,-7.0
1993,1,4,288.8,260.0,12.0
1993,1,4,97.4,136.0,-8.0
1993,1,4,48.1,192.0,14.0
1993,1,4,135.7,197.0,-18.0
1993,1,5,92.0,184.0,-4.0
1993,1,5,141.2,181.0,-23.0
1993,1,5,264.9,268.0,-6.0
1993,1,5,99.4,135.0,-10.0
1993,1,5,172.4,196.0,-18.0
1993,1,5,125.7,178.0,-17.0
1993,1,6,122.4,183.0,-5.0
1993,1,6,169.6,181.0,-24.0
1993,1,6,263.3,270.0,-7.0
1993,1,6,99.9,134.0,-10.0
1993,1,6,216.2,196.0,-18.0
1993,1,6,149.9,177.0,-17.0
1993,1,6,77.3,113.0,11.0
1993,1,6,103.9,144.0,-12.0
1993,1,7,264.0,184.0,-5.0
1993,1,7,203.6,181.0,-23.0
1993,1,7,101.5,135.0,-10.0
1993,1,7,235.4,198.0,-20.0
1993,1,7,210.3,180.0,-17.0
1993,1,7,74.6,115.0,11.0
1993,1,7,105.6,143.0,-11.0
1993,1,7,283.0,235.0,10.0
1993,1,8,266.6,184.0,-5.0
1993,1,8,224.9,180.0,-23.0
1993,1,8,190.1,162.0,-20.0
1993,1,8,108.4,132.0,-12.0
1993,1,8,232.8,179.0,-18.0
1993,1,8,70.1,113.0,12.0
1993,1,8,281.0,237.0,10.0
1993,1,8,75.8,116.0,7.0
1993,1,9,267.1,184.0,-5.0
1993,1,9,239.0,181.0,-22.0
1993,1,9,224.7,163.0,-20.0
1993,1,9,119.0,131.0,-12.0
1993,1,9,244.1,179.0,-18.0
1993,1,9,62.0,113.0,13.0
1993,1,9,173.0,145.0,-12.0
1993,1,9,67.4,117.0,8.0
1993,1,9,55.3,130.0,7.0
1993,1,10,266.9,184.0,-5.0
1993,1,10,244.8,182.0,-22.0
1993,1,10,242.0,165.0,-19.0
1993,1,10,172.9,132.0,-12.0
1993,1,10,250.3,178.0,-17.0
1993,1,10,48.9,113.0,13.0
1993,1,10,234.7,146.0,-13.0
1993,1,10,52.7,117.0,8.0
1993,1,10,5.6,132.0,6.0
1993,1,11,266.5,183.0,-5.0
1993,1,11,246.6,165.0,-20.0
1993,1,11,236.2,131.0,-12.0
1993,1,11,253.9,178.0,-16.0
1993,1,11,21.8,112.0,13.0
1993,1,11,248.9,144.0,-13.0
1993,1,11,14.9,116.0,7.0
1993,1,11,313.2,131.0,7.0
1993,1,12,266.8,185.0,-4.0
1993,1,12,249.2,164.0,-20.0
1993,1,12,251.3,131.0,-12.0
1993,1,12,253.5,177.0,-17.0
1993,1,12,344.6,112.0,17.0
1993,1,12,254.8,145.0,-13.0
1993,1,12,318.4,117.0,8.0
1993,1,12,295.5,132.0,8.0
1993,1,12,212.6,109.0,-9.0
1993,1,13,256.3,131.0,-12.0
1993,1,13,251.3,179.0,-19.0
1993,1,13,317.8,111.0,15.0
1993,1,13,297.5,117.0,8.0
1993,1,13,284.4,133.0,6.0
1993,1,13,254.1,110.0,-9.0
1993,1,13,100.2,18.0,-11.0
1993,1,13,116.2,25.0,-26.0
1993,1,14,258.3,132.0,-12.0
1993,1,14,292.0,111.0,8.0
1993,1,14,280.6,134.0,6.0
1993,1,14,260.1,111.0,-9.0
1993,1,14,100.0,17.0,-11.0
1993,1,14,118.0,24.0,-26.0
1993,1,14,76.6,355.0,13.0
1993,1,15,258.9,133.0,-12.0
1993,1,15,278.4,134.0,6.0
1993,1,15,261.9,111.0,-9.0
1993,1,15,100.7,20.0,-11.0
1993,1,15,120.7,24.0,-25.0
1993,1,15,73.1,0.0,14.0
1993,1,16,277.7,136.0,7.0
1993,1,16,262.4,111.0,-9.0
1993,1,16,102.3,19.0,-11.0
1993,1,16,129.6,24.0,-26.0
1993,1,16,70.4,358.0,14.0
1993,1,16,295.9,94.0,14.0
1993,1,16,106.9,27.0,-12.0
1993,1,17,262.2,110.0,-9.0
1993,1,17,107.1,18.0,-11.0
1993,1,17,144.2,23.0,-26.0
1993,1,17,63.7,358.0,15.0
1993,1,17,290.2,94.0,14.0
1993,1,18,260.6,110.0,-10.0
1993,1,18,128.9,18.0,-12.0
1993,1,18,169.5,23.0,-25.0
1993,1,18,53.3,358.0,16.0
1993,1,18,285.8,95.0,13.0
1993,1,18,101.2,310.0,-12.0
1993,1,19,260.6,109.0,-9.0
1993,1,19,215.1,19.0,-12.0
1993,1,19,207.3,24.0,-23.0
1993,1,19,37.8,359.0,14.0
1993,1,19,284.5,98.0,14.0
1993,1,19,100.9,308.0,-12.0
1993,1,20,244.9,19.0,-13.0
1993,1,20,228.4,25.0,-24.0
1993,1,20,11.7,357.0,14.0
1993,1,20,103.8,309.0,-14.0
