Year,Month,Day,Theta,Phi,Latitude
1975,1,1,100.2,243.2,-8.8
1975,1,1,281.0,338.8,7.7
1975,1,2,105.8,245.4,-8.8
1975,1,2,279.5,335.7,7.8
1975,1,2,85.0,198.3,3.4
1975,1,3,120.3,246.2,-8.3
1975,1,3,278.7,335.2,8.0
1975,1,3,82.7,197.5,4.3
1975,1,4,222.7,246.7,-8.2
1975,1,4,80.6,197.7,4.1
1975,1,5,254.2,246.8,-8.3
1975,1,5,76.1,197.9,4.3
1975,1,6,260.2,247.4,-8.3
1975,1,6,65.5,197.9,4.7
1975,1,7,267.1,252.2,-4.7
1975,1,7,20.6,198.1,5.4
1975,1,7,288.4,244.5,10.0
1975,1,8,313.4,198.1,5.9
1975,1,8,284.2,244.6,9.9
1975,1,8,75.8,106.4,13.5
1975,1,9,294.6,197.6,4.5
1975,1,9,283.4,244.2,10.6
1975,1,9,74.5,104.5,13.9
1975,1,10,284.1,198.6,4.8
1975,1,10,71.9,104.3,13.7
1975,1,10,129.2,134.6,-24.7
1975,1,11,280.0,199.3,5.0
1975,1,11,67.4,104.1,13.6
1975,1,12,277.8,199.4,4.8
1975,1,12,61.2,104.2,13.5
1975,1,12,81.3,86.7,4.0
1975,1,13,275.8,200.3,4.7
1975,1,13,45.7,104.1,13.6
1975,1,13,76.6,87.1,4.3
1975,1,14,22.1,103.7,13.6
1975,1,14,58.6,94.8,5.4
1975,1,15,334.9,103.9,13.6
1975,1,15,28.5,91.6,1.9
1975,1,16,314.9,103.4,13.3
1975,1,16,322.5,89.6,1.3
1975,1,17,299.1,103.7,13.7
1975,1,18,292.7,103.7,13.5
1975,1,18,64.8,34.6,6.0
1975,1,19,287.9,103.1,13.4
1975,1,19,32.3,35.5,6.3
1975,1,20,285.8,103.4,13.5
1975,1,20,341.6,35.6,6.2
1975,1,21,300.2,36.9,6.2
1975,1,21,61.4,1.0,3.7
1975,1,22,289.1,38.3,6.1
1975,1,22,21.4,2.3,3.8
1975,1,23,285.1,33.2,6.5
1975,1,23,312.0,0.3,3.5
1975,1,24,98.4,285.7,-10.0
1975,1,25,60.5,307.9,3.3
1975,1,26,11.4,309.0,3.7
1975,1,29,96.2,203.5,-7.9
1975,2,2,101.6,155.9,-13.1
1975,2,2,98.3,148.9,-9.9
1975,2,3,101.5,156.1,-12.7
1975,2,3,97.6,149.5,-9.8
1975,2,4,103.4,157.3,-13.0
1975,2,4,98.0,150.2,-10.1
1975,2,5,111.3,158.1,-13.4
1975,2,5,82.8,123.2,2.2
1975,2,6,130.7,158.1,-13.6
1975,2,6,79.2,125.8,2.3
1975,2,7,202.3,156.4,-13.2
1975,2,7,73.2,125.8,2.3
1975,2,8,248.8,160.0,-14.3
1975,2,8,50.2,126.9,2.5
1975,2,9,356.2,128.1,2.4
1975,2,10,303.9,128.0,2.5
1975,2,11,287.6,128.3,2.8
1975,2,12,281.3,129.8,2.7
1975,2,12,327.1,103.0,16.8
1975,2,13,277.9,130.9,3.1
1975,2,14,276.1,131.0,3.3
1975,2,20,349.5,346.0,10.7
1975,2,21,318.0,342.6,8.2
1975,2,23,104.2,282.6,-11.5
1975,2,24,113.7,285.6,-9.1
1975,2,24,355.5,292.2,19.0
1975,2,25,265.2,287.8,-8.0
1975,3,1,341.7,230.0,12.9
1975,3,2,309.6,233.5,10.8
1975,3,3,296.6,234.3,11.3
1975,3,4,289.7,235.1,11.3
1975,3,4,91.9,121.9,-5.1
1975,3,6,80.1,91.4,6.3
1975,3,7,76.5,91.2,6.2
1975,3,8,73.0,91.2,6.1
1975,3,8,109.7,111.7,-13.8
1975,3,9,65.5,91.4,5.8
1975,3,9,135.2,112.0,-14.1
1975,3,10,45.1,93.6,8.8
1975,3,10,206.0,112.7,-13.4
1975,3,11,251.6,113.2,-13.4
1975,3,12,258.1,115.3,-12.7
1975,3,13,257.9,114.2,-13.7
1975,3,14,258.4,115.6,-13.6
1975,3,15,257.9,115.1,-13.5
1975,3,15,241.2,51.6,-13.6
1975,3,16,252.3,52.2,-14.2
1975,3,16,261.6,87.4,-10.8
1975,3,17,256.1,52.5,-14.2
1975,3,17,260.8,86.3,-10.9
1975,3,18,257.2,53.2,-14.4
1975,3,19,256.6,54.0,-15.1
1975,3,19,287.0,30.6,6.7
1975,3,20,253.0,57.1,-17.8
1975,3,26,19.8,246.8,11.3
1975,3,27,349.8,246.2,15.2
1975,4,3,61.9,109.5,14.7
1975,4,7,77.4,43.0,6.0
1975,4,8,73.2,44.3,6.4
1975,4,8,68.8,65.3,1.4
1975,4,9,64.0,45.2,6.7
1975,4,9,38.1,65.0,1.4
1975,4,9,114.7,55.2,-12.6
1975,4,10,304.3,67.1,0.9
1975,4,11,14.3,38.8,14.1
1975,4,23,78.5,176.1,8.9
1975,4,24,75.3,174.9,10.0
1975,4,27,288.2,229.9,7.8
1975,4,27,87.2,123.1,1.1
1975,4,28,284.3,230.9,8.7
1975,4,28,85.3,124.7,1.4
1975,4,29,281.4,231.3,8.7
1975,4,29,82.5,126.0,1.7
1975,4,30,280.9,233.2,10.1
1975,4,30,84.0,122.1,-0.4
1975,4,30,104.0,86.2,-14.5
1975,5,1,101.1,87.6,-11.2
1975,5,1,154.5,138.8,-7.3
1975,5,1,69.8,115.2,5.4
1975,5,2,352.2,126.3,2.0
1975,5,2,104.1,85.4,-12.1
1975,5,2,254.2,139.7,-7.7
1975,5,3,109.5,85.9,-12.6
1975,5,3,260.4,140.4,-7.7
1975,5,4,282.8,125.8,2.6
1975,5,4,129.3,89.4,-11.3
1975,5,4,262.5,140.9,-7.7
1975,5,5,278.6,124.9,2.6
1975,5,5,177.0,86.2,-12.9
1975,5,5,263.2,140.4,-7.6
1975,5,6,213.2,83.4,-12.7
1975,5,6,263.2,141.8,-7.6
1975,5,7,263.2,136.5,-7.4
1975,5,10,95.3,304.3,-5.9
1975,5,11,95.6,305.5,-6.3
1975,5,12,96.8,304.8,-7.0
1975,5,18,320.6,280.3,4.1
1975,5,22,104.0,189.5,-8.9
1975,5,23,111.7,191.0,-8.6
1975,5,28,264.7,178.2,-3.8
1975,5,31,98.7,29.1,-8.5
1975,6,1,99.1,30.2,-8.0
1975,6,2,100.2,29.8,-7.5
1975,6,3,103.0,25.3,-8.3
1975,6,4,106.9,27.6,-6.7
1975,6,5,204.3,38.4,-7.0
1975,6,5,308.0,45.9,8.3
1975,6,6,230.0,32.4,-6.9
1975,6,11,299.0,326.1,5.4
1975,6,12,280.7,327.3,5.0
1975,6,14,310.4,285.1,7.2
1975,6,15,278.3,292.9,5.6
1975,6,16,277.0,293.3,5.7
1975,6,17,275.9,294.1,5.7
1975,6,18,275.9,293.4,6.1
1975,6,19,275.9,290.9,6.1
