Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1708:180
Coefficients for 360 degrees 
  Beginning: CT1707:000  1981:05:01_19h:18m:29s. 
  Centered:  CT1708:180  1981:05:15_10h:36m:41s. 
  End time:  CT1708:005  1981:05:28_16h:49m:22s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       1.62       0.00
  1   0    -105.17       0.00
  1   1      57.99      -8.23
  2   0      41.67       0.00
  2   1      49.52      78.62
  2   2     -36.49     145.95
  3   0    -159.60       0.00
  3   1     -46.04      -5.79
  3   2      92.35      89.07
  3   3      93.84      18.75
  4   0     122.24       0.00
  4   1     -60.15     -80.10
  4   2     115.43     -69.15
  4   3      60.93       1.76
  4   4     -90.22    -210.48
  5   0      36.88       0.00
  5   1      15.41      24.87
  5   2     -25.81    -126.21
  5   3     -54.77      -9.03
  5   4      35.95    -268.93
  5   5    -371.94     -11.65
  6   0    -181.11       0.00
  6   1     121.64     -85.52
  6   2     -91.58       9.91
  6   3     -60.87     -19.65
  6   4     215.73     131.37
  6   5     -49.11      88.35
  6   6      40.93    -308.36
  7   0     -26.25       0.00
  7   1      78.52     -28.51
  7   2    -111.49      45.41
  7   3      65.97     -89.01
  7   4       6.60     175.98
  7   5      -3.56     110.92
  7   6       1.50    -222.26
  7   7     180.88    -114.47
  8   0     127.14       0.00
  8   1    -112.37       4.57
  8   2     -76.64    -139.53
  8   3      80.58       3.14
  8   4    -141.10     -30.96
  8   5     106.95     -89.00
  8   6    -148.48     -57.68
  8   7    -140.30     -65.92
  8   8     518.76      49.00
  9   0      48.19       0.00
  9   1      48.70     -24.53
  9   2      40.84     -62.86
  9   3    -139.51     129.44
  9   4    -123.30     -60.57
  9   5      57.56     -52.03
  9   6     -46.82     188.95
  9   7     130.98      99.04
  9   8    -145.94      48.66
  9   9     227.81    -323.37
 10   0     -80.40       0.00
 10   1      37.30    -124.86
 10   2     -10.21      82.94
 10   3     -88.57      -8.42
 10   4      62.32     -77.83
 10   5    -119.48     -23.24
 10   6     -26.73      85.54
 10   7      49.02     161.09
 10   8    -205.32     -10.12
 10   9     179.71    -134.78
 10  10     177.83    -108.22
 11   0      55.66       0.00
 11   1       6.42      19.33
 11   2    -131.63      24.30
 11   3      64.14       7.93
 11   4     197.08     116.49
 11   5      31.84      69.74
 11   6      49.19     -11.12
 11   7    -136.23       0.66
 11   8     -30.03    -115.08
 11   9    -130.94     -67.82
 11  10      82.29    -175.08
 11  11     -71.31     130.92
 12   0      19.71       0.00
 12   1       2.39      71.99
 12   2     -67.21    -167.94
 12   3     102.84      -3.33
 12   4     -66.33      68.56
 12   5      52.70      96.89
 12   6     133.91      -4.47
 12   7     -56.18    -135.40
 12   8      32.40     -21.54
 12   9    -162.54     212.82
 12  10     199.03     -88.72
 12  11    -261.12     -15.08
 12  12     167.93    -150.01
 13   0     133.67       0.00
 13   1       9.28      14.17
 13   2     -13.69     -62.38
 13   3      41.86     -45.03
 13   4    -151.06     -82.32
 13   5       9.66     -47.77
 13   6      24.46    -100.42
 13   7      52.62     -28.74
 13   8     140.26     153.85
 13   9      -1.67      21.65
 13  10     -75.85      46.00
 13  11     -26.78    -130.09
 13  12     124.61    -230.75
 13  13    -229.68      48.68
 14   0     -78.17       0.00
 14   1      13.16     -74.40
 14   2     -49.71      24.81
 14   3    -140.11      76.46
 14   4      14.33     -15.17
 14   5     -38.98    -123.65
 14   6    -110.02     -33.31
 14   7     108.62      73.95
 14   8      -4.20      61.54
 14   9     163.12     -77.41
 14  10     -11.76       6.25
 14  11      37.40    -171.30
 14  12     -66.51    -250.38
 14  13    -406.62     304.73
 14  14     -76.43     309.71
 15   0     132.87       0.00
 15   1     -26.00     -49.19
 15   2     -50.84      -8.81
 15   3    -132.32     124.62
 15   4      97.80      95.50
 15   5     -12.11     -15.50
 15   6     -22.03      88.30
 15   7      53.35      22.58
 15   8    -101.58    -131.74
 15   9      75.94      30.21
 15  10      48.75    -106.44
 15  11      70.52     163.38
 15  12     -17.50     130.75
 15  13      14.57      18.59
 15  14     -17.90     147.48
 15  15     129.34      66.46
 16   0     -29.14       0.00
 16   1     -17.62      56.48
 16   2     -57.85     -71.62
 16   3     101.55     -83.41
 16   4     -22.68      33.81
 16   5      86.98      52.59
 16   6      60.22      61.13
 16   7    -117.67     -22.60
 16   8     -18.38     -77.09
 16   9    -104.17      -7.97
 16  10     -25.64     -33.92
 16  11      17.53     190.53
 16  12     -69.77     103.18
 16  13     182.73      50.18
 16  14     115.25     117.28
 16  15     281.58     159.95
 16  16    -193.64     113.41
 17   0     163.54       0.00
 17   1      10.62      61.15
 17   2     -38.99       7.28
 17   3     101.56     -36.25
 17   4     -10.62     -26.61
 17   5       0.22      41.59
 17   6      -7.77     -41.52
 17   7     -69.25      -9.82
 17   8      52.53     126.13
 17   9     -51.91     -68.05
