Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1714:180
Coefficients for 360 degrees 
  Beginning: CT1713:000  1981:10:12_10h:56m:44s. 
  Centered:  CT1714:180  1981:10:26_02h:14m:55s. 
  End time:  CT1714:005  1981:11:08_08h:27m:36s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      28.55       0.00
  1   0    -155.28       0.00
  1   1      18.61     -47.62
  2   0     -54.98       0.00
  2   1      65.34     -20.40
  2   2    -287.68       5.53
  3   0     -54.23       0.00
  3   1     -12.91      30.24
  3   2      42.59      -2.87
  3   3     106.65      59.45
  4   0     151.60       0.00
  4   1     -51.81    -110.08
  4   2      23.67      -4.42
  4   3     113.84       3.41
  4   4     251.16    -137.67
  5   0    -130.69       0.00
  5   1      72.42      64.96
  5   2    -134.75      17.71
  5   3     -36.38       8.71
  5   4      52.09     -77.81
  5   5    -129.11     182.04
  6   0     105.29       0.00
  6   1     -36.60     103.49
  6   2     175.72     -32.30
  6   3      20.39     -24.45
  6   4    -145.06     -99.38
  6   5     451.34     222.97
  6   6    -200.69     -26.54
  7   0     -70.25       0.00
  7   1      49.14      -3.53
  7   2     139.48     -17.54
  7   3      26.83     -88.06
  7   4     -74.38     101.70
  7   5     125.00      67.37
  7   6     181.37     114.58
  7   7    -517.13       0.70
  8   0    -206.79       0.00
  8   1      50.87     -95.89
  8   2     -78.27     -87.09
  8   3    -141.57      -7.45
  8   4     151.46     202.08
  8   5    -376.48     -61.14
  8   6     -75.87     109.05
  8   7    -254.55     -96.29
  8   8      -4.01    -420.44
  9   0     214.77       0.00
  9   1      -6.67      81.17
  9   2     -25.28     105.41
  9   3     -76.36      89.61
  9   4      48.77     -76.29
  9   5      70.70     -38.60
  9   6     -83.87    -111.52
  9   7      26.61      68.02
  9   8    -558.95      64.15
  9   9     582.21    -178.56
 10   0     153.86       0.00
 10   1      -9.27      -0.66
 10   2      43.07     -34.10
 10   3      57.93      57.31
 10   4    -143.76    -151.32
 10   5     182.97     -60.31
 10   6     176.60     -77.46
 10   7      97.16      62.82
 10   8     108.96      58.96
 10   9    -110.97      25.02
 10  10     208.83     198.72
 11   0     -55.75       0.00
 11   1     127.03     -54.94
 11   2     -92.27     -36.25
 11   3     117.91     -66.56
 11   4      42.74     -41.58
 11   5    -140.29    -114.60
 11   6     -25.36      58.72
 11   7     112.61     -24.63
 11   8     305.70     -51.01
 11   9      49.28      80.91
 11  10     -88.59    -149.20
 11  11     211.31     -67.66
 12   0    -168.73       0.00
 12   1     -19.85      -9.07
 12   2      47.72    -135.83
 12   3    -138.31      30.56
 12   4     107.70     103.78
 12   5     -34.14     108.53
 12   6    -145.87      36.19
 12   7      78.43      51.62
 12   8     -99.52     -42.02
 12   9     -41.29     -34.23
 12  10     -59.94    -198.49
 12  11    -495.26     245.95
 12  12      59.88    -189.31
 13   0     273.73       0.00
 13   1     -79.66      82.78
 13   2     109.27       2.77
 13   3      -7.57     -38.54
 13   4    -120.74       2.20
 13   5      70.35     145.14
 13   6      41.83     -29.80
 13   7    -125.11      21.05
 13   8     -70.98     106.33
 13   9    -235.60     -85.40
 13  10      98.81      89.57
 13  11      18.83     -59.29
 13  12     -23.16     -24.45
 13  13    -287.93      38.04
 14   0     -35.20       0.00
 14   1       0.42      14.44
 14   2      14.51       4.13
 14   3      73.32     -44.24
 14   4     -42.40       0.07
 14   5     -52.02    -141.96
 14   6      85.42     -33.91
 14   7    -128.69    -116.76
 14   8      67.23      48.26
 14   9     105.89      16.48
 14  10     -35.10     118.53
 14  11     245.98     -79.86
 14  12     -81.98    -115.92
 14  13     553.95     111.10
 14  14    -463.39      25.96
 15   0      97.57       0.00
 15   1      13.34     -44.41
 15   2     -90.66      71.74
 15   3      17.56      31.63
 15   4     145.05     -64.98
 15   5     -30.44     -27.39
 15   6     -40.48       6.96
 15   7      98.46     -17.74
 15   8     -76.32    -145.07
 15   9     189.66      70.55
 15  10     -34.55     -92.51
 15  11    -112.32     113.38
 15  12     -58.10      94.52
 15  13     -81.59     -66.73
 15  14      96.20     112.02
 15  15      76.99    -348.38
 16   0     -61.66       0.00
 16   1      10.20     -16.24
 16   2      44.30     -86.95
 16   3    -167.00      92.18
 16   4     -26.79      14.27
 16   5      99.99      63.84
 16   6     -34.07      43.51
 16   7     128.89     103.37
 16   8     -27.10     -27.91
 16   9    -153.29     -31.88
 16  10      64.30     -64.10
 16  11     -56.68     -73.25
