Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1910:180
Coefficients for 360 degrees 
  Beginning: CT1909:000  1996:06:01_09h:46m:07s. 
  Centered:  CT1910:180  1996:06:15_01h:04m:18s. 
  End time:  CT1910:005  1996:06:28_07h:16m:59s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      26.03       0.00
  1   0     155.95       0.00
  1   1       2.95      -2.36
  2   0       7.84       0.00
  2   1      -9.56       8.37
  2   2       5.83     -12.91
  3   0     222.96       0.00
  3   1       1.62     -10.75
  3   2       2.20       0.46
  3   3     -11.80      17.27
  4   0     -13.87       0.00
  4   1      20.32      17.74
  4   2      -2.77       2.29
  4   3       1.99     -11.68
  4   4      30.98      17.90
  5   0     123.61       0.00
  5   1      14.63     -12.90
  5   2     -11.81     -10.62
  5   3       6.63      -6.65
  5   4     -14.93      -7.92
  5   5      10.75     -47.97
  6   0      10.02       0.00
  6   1      11.07      27.76
  6   2      -2.25     -14.54
  6   3       0.32      20.83
  6   4     -22.16      -4.53
  6   5      -5.88       3.11
  6   6     -68.12     -15.31
  7   0      16.38       0.00
  7   1      -2.07     -13.84
  7   2       7.61      -2.36
  7   3      -3.43      41.11
  7   4      13.68      15.09
  7   5       5.64      20.44
  7   6      16.21       5.63
  7   7      10.92      43.75
  8   0      -0.91       0.00
  8   1       3.79      14.87
  8   2       7.89       0.03
  8   3      -3.55     -21.22
  8   4       6.60       9.73
  8   5      13.98     -22.00
  8   6      40.20       8.05
  8   7      -3.93     -21.11
  8   8      35.14     -24.81
  9   0     -93.57       0.00
  9   1       1.00     -25.38
  9   2      -2.83     -18.16
  9   3       8.66      13.68
  9   4     -10.03      -5.29
  9   5      19.08     -18.40
  9   6     -26.82      -3.68
  9   7       4.89     -20.63
  9   8     -31.84      12.65
  9   9     -23.00     -35.17
 10   0     -10.95       0.00
 10   1       4.97      21.00
 10   2     -12.49      -6.48
 10   3      -7.73       5.66
 10   4      -5.12       4.40
 10   5      -4.68      32.08
 10   6     -13.41      -3.60
 10   7      -9.91      24.55
 10   8     -30.65       5.42
 10   9      24.04      11.44
 10  10     -21.30      45.52
 11   0    -150.30       0.00
 11   1       6.47       2.99
 11   2       7.40      -1.78
 11   3      -2.20      35.68
 11   4       7.27      -3.46
 11   5      11.38      28.42
 11   6      31.85      -6.79
 11   7       4.48       2.51
 11   8      23.06      -8.04
 11   9      20.02      18.06
 11  10      20.85     -18.95
 11  11      17.09      24.82
 12   0      -3.95       0.00
 12   1       7.79       2.13
 12   2       5.11     -10.29
 12   3       0.66      -5.52
 12   4      -5.63       1.35
 12   5       0.03      -5.67
 12   6       7.34      -4.36
 12   7      -5.55     -10.48
 12   8       5.00      -5.97
 12   9     -10.36       6.20
