Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1745:180
Coefficients for 360 degrees 
  Beginning: CT1744:000  1984:02:04_23h:44m:21s. 
  Centered:  CT1745:180  1984:02:18_15h:02m:32s. 
  End time:  CT1745:005  1984:03:02_21h:15m:13s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       2.57       0.00
  1   0    -207.58       0.00
  1   1     -47.76     -21.73
  2   0      70.35       0.00
  2   1      26.23      14.57
  2   2     -36.93     -52.10
  3   0    -196.87       0.00
  3   1       7.20      41.04
  3   2      47.05     -39.23
  3   3      83.90     162.58
  4   0     -15.81       0.00
  4   1      50.22       6.86
  4   2     -23.04      77.19
  4   3     -30.13      71.30
  4   4     -57.52     -43.08
  5   0    -129.63       0.00
  5   1       8.77      23.63
  5   2    -110.63      60.53
  5   3     -25.35    -129.84
  5   4    -108.37      57.07
  5   5       7.72      32.02
  6   0      66.65       0.00
  6   1      27.13     -65.62
  6   2      80.27     -48.03
  6   3     -14.29     -59.01
  6   4      -1.55     -10.81
  6   5      57.01    -214.28
  6   6     216.55      89.41
  7   0      -7.56       0.00
  7   1      11.63      -6.02
  7   2     132.02     -71.09
  7   3      -9.38      55.20
  7   4      93.00     -59.44
  7   5      15.80     -57.30
  7   6      55.21      23.18
  7   7     -55.81      79.85
  8   0      -7.29       0.00
  8   1      15.95      80.04
  8   2     -35.99     -50.90
  8   3      59.57      68.73
  8   4      85.06      60.47
  8   5     -57.85     222.44
  8   6     -31.60      22.68
  8   7    -161.85     143.45
  8   8      29.22    -140.51
  9   0      69.15       0.00
  9   1      39.22      52.85
  9   2     -68.69      17.28
  9   3     121.11      45.99
  9   4    -118.11      45.57
  9   5       6.48      98.21
  9   6     -56.16      10.39
  9   7      22.40     -52.76
  9   8     -46.07    -174.49
  9   9     184.75     226.04
 10   0     -43.17       0.00
 10   1      37.86     -47.81
 10   2     -24.12      38.37
 10   3     -23.88     -24.92
 10   4    -115.26     -43.41
 10   5      -8.36    -158.34
 10   6     -81.26     -99.06
 10   7      71.17     -85.68
 10   8     -39.60      -9.60
 10   9      97.20    -111.40
 10  10     104.65      74.53
 11   0     172.55       0.00
 11   1     -27.63     -65.61
 11   2      41.70     -21.05
 11   3     -25.97    -113.01
 11   4      87.02       8.65
 11   5     -17.41     -94.71
 11   6      25.96      16.10
 11   7      -9.94      -2.16
 11   8      -2.95     137.67
 11   9      33.17     -10.44
 11  10    -351.81      47.31
 11  11      22.54    -280.75
 12   0     -33.32       0.00
 12   1     -13.04      15.49
 12   2      96.39     -76.35
 12   3      60.30      -3.55
 12   4     157.52      -5.05
 12   5      38.31      47.49
 12   6     132.18      87.37
 12   7      16.00      22.91
 12   8      63.34      63.42
 12   9     -79.24      53.66
 12  10      44.13     116.62
 12  11    -111.24    -110.12
 12  12      87.10     -72.48
 13   0     281.08       0.00
 13   1      37.51      76.13
 13   2      29.34     -26.93
 13   3      93.99     102.30
 13   4     -20.92     -52.46
 13   5      32.08      86.19
 13   6       5.21       0.04
 13   7      -5.98      42.13
 13   8      14.49     -34.36
 13   9    -126.10     -54.12
 13  10     196.47     -19.78
 13  11     -31.41      10.23
 13  12     320.28      76.82
 13  13    -258.64     280.51
 14   0     -71.90       0.00
 14   1      39.00      10.16
 14   2     -62.54      15.83
 14   3       3.93      88.92
 14   4     -82.87      24.01
 14   5     -16.05      26.53
 14   6    -109.82     -84.50
 14   7     -75.63      41.71
 14   8     -96.62     -95.66
 14   9      33.32      10.83
 14  10     -77.77    -159.01
 14  11      25.74      47.61
 14  12      37.55     -11.98
 14  13      67.22     201.64
 14  14    -358.89    -145.11
 15   0     265.81       0.00
 15   1     -25.40     -35.88
 15   2     -28.38      17.55
