Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1688:180
Coefficients for 360 degrees 
  Beginning: CT1687:000  1979:11:03_07h:11m:00s. 
  Centered:  CT1688:180  1979:11:16_22h:29m:11s. 
  End time:  CT1688:005  1979:11:30_04h:41m:52s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       8.11       0.00
  1   0     -28.84       0.00
  1   1     -18.80       5.89
  2   0     -28.51       0.00
  2   1     -10.36       2.19
  2   2      15.18      59.62
  3   0     -14.24       0.00
  3   1      81.82     -32.90
  3   2     127.61     -44.69
  3   3      80.74     -26.43
  4   0     143.51       0.00
  4   1     107.50      83.34
  4   2      -3.46      -8.87
  4   3      26.62     -66.51
  4   4    -122.97      18.38
  5   0     328.97       0.00
  5   1     -34.27    -143.41
  5   2    -259.69      -9.88
  5   3     -73.11      26.28
  5   4     121.02      71.20
  5   5    -222.33     -55.49
  6   0     132.80       0.00
  6   1     -33.62      47.04
  6   2     -61.61     -73.09
  6   3      90.45      18.56
  6   4     118.92     -55.35
  6   5    -246.32     -12.70
  6   6     -42.66     161.14
  7   0    -257.21       0.00
  7   1    -368.76    -296.75
  7   2     246.41      25.85
  7   3      -1.17     -33.52
  7   4     -15.12     -28.30
  7   5     -98.71    -248.02
  7   6      84.89     216.69
  7   7    -154.86     259.15
  8   0    -196.48       0.00
  8   1     126.98      66.04
  8   2     123.56      66.29
  8   3    -153.76     -12.46
  8   4     -79.03      11.74
  8   5      62.56      89.15
  8   6     178.70      65.91
  8   7     116.03     149.12
  8   8     360.41      39.07
  9   0     125.29       0.00
  9   1      81.90     -70.85
  9   2      60.27     -99.92
  9   3      97.35     -25.33
  9   4    -143.17     120.46
  9   5     -23.89     230.70
  9   6     179.76     -41.85
  9   7    -133.00      17.46
  9   8    -155.87      12.64
  9   9    -380.37      67.52
 10   0     112.38       0.00
 10   1      52.59     -50.70
 10   2     -12.00    -115.78
 10   3     -66.22     151.93
 10   4     -88.70      56.51
 10   5     107.69     -58.22
 10   6     153.89      12.15
 10   7    -293.96     -72.24
 10   8     319.60     -26.34
 10   9      81.84     206.28
 10  10     -21.90     132.28
 11   0    -101.99       0.00
 11   1     -90.38    -134.11
 11   2     -34.84      60.59
 11   3    -103.97      75.05
 11   4     116.47     -79.24
 11   5     149.77     -96.58
 11   6    -143.80       1.72
 11   7     -81.33    -194.81
 11   8     340.69      51.48
 11   9    -296.46      35.07
 11  10     240.53    -610.71
 11  11     286.98      -0.13
 12   0    -140.21       0.00
 12   1     -51.67     135.47
 12   2     -10.08      23.41
 12   3       9.54     -61.46
 12   4     239.03    -112.52
 12   5     -80.58     -85.78
 12   6    -283.90      41.50
 12   7      38.12     -17.28
 12   8     -30.18      48.44
 12   9    -139.02      -0.93
 12  10     -21.19      17.47
 12  11    -365.97    -212.90
 12  12     -44.68    -287.39
 13   0     -22.46       0.00
 13   1     -51.83     -13.96
 13   2     109.19     -76.41
 13   3     113.73     -92.49
 13   4     -36.79      22.71
 13   5      -5.20     -57.96
 13   6      64.95      64.59
 13   7      25.01     115.57
 13   8       4.10     -19.04
 13   9     -62.86      23.34
 13  10     -98.95     224.73
 13  11     180.89     123.51
 13  12    -184.53     222.04
 13  13      17.00    -111.66
 14   0     -69.70       0.00
 14   1      43.72     -68.09
 14   2      70.07     -60.29
 14   3    -133.06     129.99
 14   4    -177.47      40.21
 14   5      63.82      55.49
 14   6      79.85     -54.88
 14   7     131.07     -12.95
 14   8      31.43     112.51
 14   9     -10.07    -121.25
 14  10     350.10    -188.39
 14  11     198.57      75.60
 14  12     -97.77    -391.78
 14  13      -6.13    -308.62
 14  14      48.36      61.76
 15   0    -133.86       0.00
 15   1      33.25      11.09
 15   2      56.61      23.66
 15   3      20.98      45.79
 15   4    -111.39     -18.29
 15   5     -77.93     156.07
 15   6     -76.45    -106.35
 15   7      84.90     -14.37
 15   8    -140.01      34.64
 15   9      33.98    -114.82
 15  10      33.90     135.84
 15  11    -280.32      33.16
 15  12     -64.24    -205.28
 15  13     -25.60     197.62
 15  14     -81.87    -145.83
 15  15     112.67       4.11
 16   0     -85.16       0.00
 16   1       9.06       8.85
 16   2      30.25      10.79
 16   3     -71.66      62.95
 16   4     112.08     -67.72
 16   5     -89.94      92.14
 16   6      24.53      74.16
 16   7     -56.60      40.76
 16   8     -54.63    -111.91
 16   9      41.55      75.09
 16  10    -112.02      92.88
 16  11      15.83      82.36
 16  12     136.14      78.62
