Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1979:180
Coefficients for 360 degrees 
  Beginning: CT1978:000  2001:07:27_09h:35m:57s. 
  Centered:  CT1979:180  2001:08:10_00h:54m:08s. 
  End time:  CT1979:005  2001:08:23_07h:06m:49s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      22.36       0.00
  1   0    -128.39       0.00
  1   1     -51.49      32.01
  2   0      88.76       0.00
  2   1     -15.06      20.95
  2   2      20.81     -20.91
  3   0    -201.78       0.00
  3   1      35.50      -3.76
  3   2      71.27     -49.39
  3   3      -5.81     170.32
  4   0     145.99       0.00
  4   1      31.78      66.89
  4   2      15.86      96.72
  4   3     -76.23     103.96
  4   4     -65.21      -3.90
  5   0     -70.48       0.00
  5   1      81.21    -146.26
  5   2     -44.52       4.82
  5   3      51.43     -12.23
  5   4      62.23      -7.31
  5   5    -102.50      16.21
  6   0      52.71       0.00
  6   1     -47.27      75.35
  6   2     -30.44       0.17
  6   3      68.19    -100.58
  6   4     -48.95      14.18
  6   5     -20.38     157.43
  6   6    -101.61      18.49
  7   0     -45.24       0.00
  7   1     -11.05    -123.38
  7   2      35.65     -54.20
  7   3      31.00     -23.40
  7   4     -29.65      77.30
  7   5     -65.49     -61.42
  7   6    -119.42      -9.85
  7   7      47.59     -67.04
  8   0     -37.49       0.00
  8   1     -41.68     102.61
  8   2      63.98      31.29
  8   3      -6.60       3.21
  8   4      71.38      86.88
  8   5     104.30    -130.30
  8   6      42.15     -71.44
  8   7     -98.37     -77.68
  8   8     -85.91     216.74
  9   0     151.35       0.00
  9   1      79.18      -9.99
  9   2     -70.93     -22.14
  9   3     -74.80      37.54
  9   4     -15.14     -28.49
  9   5      82.80     -15.16
  9   6      -8.01      24.04
  9   7      12.00      69.69
  9   8    -104.39     -30.88
  9   9      -6.04    -250.16
 10   0     -65.68       0.00
 10   1      -8.04      48.23
 10   2     -18.59       5.57
 10   3     -49.53     -26.13
 10   4      62.24    -154.18
 10   5     -95.14      57.46
 10   6       6.72      67.19
 10   7     -18.59      28.96
 10   8     -41.60      79.74
 10   9      77.54     -39.38
 10  10      54.05     -39.51
 11   0      48.14       0.00
 11   1     -45.22     -86.90
 11   2       8.89       8.08
 11   3       2.44     -56.82
 11   4      36.36      21.48
 11   5     -61.64      61.88
 11   6      70.20      -6.37
 11   7      46.76     -28.58
 11   8      96.33      -9.07
 11   9       0.47      -6.28
 11  10      -1.63      85.31
