Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2173:180
Coefficients for 360 degrees 
  Beginning: CT2172:000  2016:01:21_19h:12m:35s. 
  Centered:  CT2173:180  2016:02:04_10h:30m:46s. 
  End time:  CT2173:005  2016:02:17_16h:43m:27s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -8.14       0.00
  1   0      88.78       0.00
  1   1       2.64     -29.39
  2   0     -74.50       0.00
  2   1      49.79     -18.49
  2   2     -66.17      20.05
  3   0     121.91       0.00
  3   1     -14.23      17.96
  3   2     -30.88       6.13
  3   3      39.88     -62.56
  4   0     -73.97       0.00
  4   1     -53.33      31.43
  4   2      45.22     -16.67
  4   3    -136.66     -28.15
  4   4     -51.41     -11.63
  5   0      51.49       0.00
  5   1      17.46      24.93
  5   2      43.22      14.32
  5   3      14.17     -18.18
  5   4     -24.66     -24.28
  5   5       9.20      34.90
  6   0      -7.12       0.00
  6   1      47.66      28.63
  6   2     -22.06      -1.34
  6   3     120.02      79.11
  6   4      86.82     -47.78
  6   5      28.33      50.50
  6   6     135.96      44.51
  7   0      29.58       0.00
  7   1      49.41      48.25
  7   2     -49.66     -63.49
  7   3     -82.31      31.44
  7   4     -16.39      37.15
  7   5      21.80     -61.55
  7   6      83.54      84.59
  7   7    -106.74      25.19
  8   0     -12.55       0.00
  8   1      -6.29       5.75
  8   2      -5.77      15.64
  8   3     -30.83     -70.48
  8   4     -87.84      38.83
  8   5       3.19     -38.04
  8   6     -30.35     -96.76
  8   7       8.82      83.45
  8   8     -11.73     -77.89
  9   0     -68.29       0.00
  9   1     -19.46       2.12
  9   2     -22.14      32.15
  9   3      90.29       5.73
  9   4      13.82     -12.48
  9   5      -8.78      52.00
  9   6     -14.88     -53.25
  9   7      17.49       0.32
  9   8      31.49     -91.06
  9   9     164.38     -59.66
 10   0      63.22       0.00
 10   1       4.91      38.34
 10   2       3.00     -26.42
 10   3     -29.36       1.74
 10   4      37.00     -12.68
 10   5     -43.64      10.20
 10   6     -49.35      71.45
 10   7      42.90     -59.06
 10   8    -127.32     -43.44
 10   9     157.35     -96.58
 10  10     -26.66      25.09
 11   0     -68.72       0.00
 11   1      12.17       5.19
 11   2     -13.88     -32.31
 11   3     -33.51      -7.17
 11   4       7.99       6.35
 11   5       8.80     -19.26
 11   6     -25.24       8.62
 11   7      36.44     -38.65
 11   8      40.24      57.11
 11   9     -70.84      52.46
 11  10      20.52      19.40
 11  11     -95.16     -20.97
 12   0      52.47       0.00
 12   1       7.81       0.65
 12   2      -6.57     -13.47
 12   3       0.24       3.86
 12   4       5.25      18.99
 12   5      54.93      -4.61
 12   6      77.13       5.15
 12   7     -81.65       2.56
 12   8      90.48      85.67
 12   9     -82.21     -44.25
 12  10      63.31      12.06
 12  11     -11.34     -25.76
 12  12     136.25      83.89
 13   0    -136.21       0.00
 13   1      13.04      28.00
 13   2     -11.18       4.91
 13   3      21.41       5.19
 13   4     -12.93      15.07
 13   5     -18.90      12.12
 13   6      -8.37       0.93
 13   7     -58.63      77.16
 13   8     -40.35     -32.00
 13   9      -7.45      14.18
 13  10      -4.07      -1.00
 13  11       2.32     141.86
 13  12      10.28      17.25
 13  13     -37.98      19.50
 14   0     100.44       0.00
 14   1      -5.26      -5.75
 14   2      -2.81      -0.84
 14   3      37.67      -6.51
 14   4     -14.70       0.09
 14   5     -35.24      17.22
 14   6     -79.99     -40.04
 14   7      33.33      44.14
 14   8     -25.95     -78.93
 14   9      20.92      62.80
 14  10     -12.90      11.43
 14  11      10.99      -2.59
 14  12     -17.90      41.45
 14  13     -74.12      30.05
 14  14     -39.89     -88.77
 15   0    -157.60       0.00
 15   1      -3.03     -12.17
 15   2     -36.12     -24.42
 15   3       7.77       1.28
 15   4      38.25      22.52
 15   5      10.97      14.34
 15   6      38.94       7.22
 15   7      37.65     -49.12
 15   8     -28.01      -9.79
 15   9      46.77     -54.56
 15  10     -18.64     -27.54
 15  11      24.23     -60.68
 15  12    -105.66     -28.50
 15  13     -11.85     -77.15
 15  14      22.91    -122.23
 15  15     185.79       1.73
 16   0      95.72       0.00
 16   1       3.26      -0.64
 16   2      -2.86      -1.61
 16   3     -61.90      -9.64
 16   4      -0.07      -5.16
 16   5      24.49     -19.21
 16   6      30.56      22.05
 16   7      18.75     -44.05
 16   8       1.22      47.21
 16   9      -4.42     -19.72
 16  10       1.91     -30.27
 16  11     -17.26       8.94
 16  12      40.69      -9.77
 16  13     -17.56      -4.01
 16  14      72.02      31.84
