Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2056:180
Coefficients for 360 degrees 
  Beginning: CT2055:000  2007:04:27_14h:16m:47s. 
  Centered:  CT2056:180  2007:05:11_05h:34m:58s. 
  End time:  CT2056:005  2007:05:24_11h:47m:39s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       1.93       0.00
  1   0     -89.09       0.00
  1   1      -7.81      -5.39
  2   0      -5.58       0.00
  2   1      10.99      12.11
  2   2     -23.61     -19.88
  3   0    -151.95       0.00
  3   1       3.69      -1.20
  3   2      19.80      15.79
  3   3       3.59       5.74
  4   0       3.07       0.00
  4   1      -0.21     -10.41
  4   2      17.51      15.60
  4   3      14.59      13.30
  4   4      16.39       7.69
  5   0     -96.16       0.00
  5   1      -1.36      -0.95
  5   2     -26.97     -26.87
  5   3      12.90     -15.19
  5   4     -10.54     -16.08
  5   5      31.12     -37.22
  6   0      12.83       0.00
  6   1      17.25       9.53
  6   2       1.17     -22.94
  6   3      -6.41      -5.19
  6   4     -12.12      -5.66
  6   5      -4.08      16.10
  6   6       0.55     -41.89
  7   0     -22.79       0.00
  7   1      -3.60       3.02
  7   2      25.75      23.89
  7   3     -14.28      13.65
  7   4       3.04      11.74
  7   5     -21.54      -0.47
  7   6      -7.65      11.49
  7   7      -2.59     -21.33
  8   0       6.77       0.00
  8   1      -6.33      -0.39
  8   2       1.62     -18.22
  8   3      -1.87       3.36
  8   4     -12.08      17.08
  8   5       4.78     -12.47
  8   6       0.48       6.96
  8   7       2.94       3.44
  8   8     -55.94     -19.49
  9   0      66.56       0.00
  9   1      -7.02      -2.51
  9   2       1.80     -23.64
  9   3       5.95      -4.97
  9   4       4.27      -3.29
  9   5       5.58       3.55
  9   6      18.63     -20.59
  9   7      -0.19       0.62
  9   8      18.48       8.44
  9   9     -62.53      38.02
 10   0     -10.68       0.00
 10   1      14.69      10.31
 10   2      -2.26      -7.54
 10   3     -31.00      24.00
 10   4      -3.61     -12.43
 10   5     -21.86      -5.05
 10   6       2.49       2.56
 10   7      -0.59      -5.39
 10   8       3.94      19.20
 10   9       0.97     -36.51
 10  10     -48.64      39.96
 11   0     119.49       0.00
 11   1       0.31      -2.58
 11   2      13.63       3.44
 11   3      -7.41       4.06
 11   4      -5.00      11.47
 11   5       6.09      -5.63
 11   6      -4.89       6.33
 11   7      10.72      -3.31
 11   8     -17.03      10.91
 11   9      17.12      -2.64
 11  10     -27.71     -18.07
 11  11      34.09       6.08
 12   0      -7.53       0.00
 12   1       5.38     -12.67
 12   2       6.41     -12.02
 12   3      -5.38       6.20
 12   4     -24.64      11.30
 12   5       3.89      13.88
 12   6       0.84     -15.19
 12   7       2.53     -11.43
 12   8       9.45     -10.28
 12   9       1.10      15.53
 12  10      29.65       3.50
 12  11     -34.27       3.56
 12  12      57.02     -13.63
 13   0     143.75       0.00
 13   1       3.01       0.18
 13   2       4.68     -15.27
 13   3     -11.01      19.51
 13   4      17.23      16.90
 13   5       0.20       6.01
 13   6       0.94      -0.03
 13   7      -6.50      -8.87
 13   8       5.12       0.78
 13   9       1.16     -18.23
 13  10      16.95      12.91
 13  11      19.17       4.44
 13  12     -20.48      45.61
 13  13      42.21       4.33
 14   0      -8.84       0.00
 14   1     -10.11      15.19
 14   2      -6.09     -20.11
 14   3     -21.58       1.02
 14   4      -8.73      -7.59
 14   5       7.54      -7.76
