Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1733:180
Coefficients for 360 degrees 
  Beginning: CT1732:000  1983:03:14_16h:27m:51s. 
  Centered:  CT1733:180  1983:03:28_07h:46m:02s. 
  End time:  CT1733:005  1983:04:10_13h:58m:43s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -0.81       0.00
  1   0     -89.71       0.00
  1   1       2.94      23.09
  2   0       0.32       0.00
  2   1     -10.05      -9.95
  2   2     -85.63      42.50
  3   0    -153.60       0.00
  3   1      -5.29     -13.14
  3   2     -46.56       7.39
  3   3      14.02      52.77
  4   0     -17.60       0.00
  4   1       5.88      30.33
  4   2      42.30     -27.08
  4   3      -1.08       0.39
  4   4      62.85      -1.28
  5   0     -35.72       0.00
  5   1      41.24      19.59
  5   2      14.84       2.50
  5   3      -0.13     -18.17
  5   4     -21.17      50.66
  5   5     -65.70      88.56
  6   0     -34.25       0.00
  6   1      31.07      32.39
  6   2      25.08      -5.94
  6   3      -3.16      -4.12
  6   4     -33.59      -2.43
  6   5     -32.73     -23.35
  6   6     -78.08     -91.52
  7   0      23.32       0.00
  7   1       4.32      37.77
  7   2      34.61      -7.13
  7   3     -19.75      -9.92
  7   4       7.35     -13.83
  7   5      19.69      34.68
  7   6      89.18     101.38
  7   7     -13.77      46.98
  8   0       8.55       0.00
  8   1       8.82      25.66
  8   2     -74.34     -72.08
  8   3     -12.34      -2.45
  8   4      35.54      -1.39
  8   5      32.52      19.92
  8   6      -8.80      -8.91
  8   7     -16.39      43.94
  8   8      -4.02      24.08
  9   0      24.61       0.00
  9   1      29.33     -17.41
  9   2     -46.15     -38.52
  9   3      14.66      30.64
  9   4       1.69     -24.37
  9   5      13.90     -43.66
  9   6     -32.00     -52.80
  9   7       1.46     -31.23
  9   8      41.09      31.51
  9   9     -98.41      -7.53
 10   0      20.45       0.00
 10   1      10.33      22.51
 10   2      53.18      20.47
 10   3      27.30      22.48
 10   4     -43.41      -3.41
 10   5     -23.70      24.68
 10   6      11.25      31.82
 10   7     -19.75      11.39
 10   8     -17.63      17.17
 10   9      76.50      18.08
 10  10       9.13      -7.20
 11   0      73.81       0.00
 11   1      -2.86      16.89
 11   2      10.47     -27.17
 11   3       6.59     -26.92
 11   4      -4.42      18.03
 11   5     -23.94      12.32
 11   6      -0.52       3.39
 11   7      20.51      27.85
 11   8      -6.13     -57.13
 11   9     -59.73       8.69
 11  10     -28.81      76.88
 11  11     -22.79      -2.99
 12   0       9.96       0.00
 12   1       1.85      12.15
 12   2      -5.14     -56.57
 12   3      -6.63      -0.34
 12   4      30.54      20.49
 12   5      -5.36     -14.72
 12   6      20.70     -14.37
 12   7      24.81     -17.49
 12   8      42.09      13.95
 12   9       3.20     -21.86
 12  10      47.03     -23.23
 12  11      19.46      -7.93
