Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1723:180
Coefficients for 360 degrees 
  Beginning: CT1722:000  1982:06:14_22h:24m:06s. 
  Centered:  CT1723:180  1982:06:28_13h:42m:18s. 
  End time:  CT1723:005  1982:07:11_19h:54m:59s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0     -31.68       0.00
  1   0    -154.53       0.00
  1   1      -9.57     175.21
  2   0     -44.72       0.00
  2   1      76.59      36.19
  2   2     129.59     -12.21
  3   0      -9.57       0.00
  3   1      32.76     -80.24
  3   2     145.49      11.82
  3   3      54.52    -133.40
  4   0    -111.26       0.00
  4   1    -109.36     -31.50
  4   2      -1.93     -34.46
  4   3      87.53     -33.01
  4   4    -141.53     -48.89
  5   0      30.57       0.00
  5   1      66.99    -111.25
  5   2    -151.35      19.41
  5   3     -44.10      52.04
  5   4    -107.65    -169.12
  5   5    -115.89    -225.81
  6   0      33.69       0.00
  6   1     -59.67      78.22
  6   2    -115.60      21.73
  6   3     -64.48      83.82
  6   4     -23.15      22.10
  6   5      24.06     -97.50
  6   6    -195.79      96.39
  7   0    -135.80       0.00
  7   1      28.95       2.07
  7   2     149.34     -18.30
  7   3     -42.60      42.95
  7   4      88.87     159.41
  7   5     -47.92      90.35
  7   6    -199.10     -18.42
  7   7      67.52      73.26
  8   0      24.62       0.00
  8   1     -94.91      92.46
  8   2      77.75      67.01
  8   3      31.57     -25.69
  8   4      84.30      50.13
  8   5     -39.00      38.97
  8   6      56.54     148.48
  8   7    -257.54     180.33
  8   8     -13.22     311.53
  9   0     190.71       0.00
  9   1       2.84     -90.65
  9   2     -27.35     -23.61
  9   3      57.38     -51.87
  9   4     -30.44    -106.82
  9   5     116.87     -27.34
  9   6     115.93     -29.58
  9   7     -89.92     153.20
  9   8      22.47     119.09
  9   9     230.04     110.18
 10   0      -1.31       0.00
 10   1      -2.20     -38.65
 10   2      -8.18      43.41
 10   3     -19.17      70.14
 10   4     -78.63     -72.83
 10   5      25.14      -6.25
 10   6     -13.01    -186.51
 10   7     195.14     -95.44
 10   8      13.66     160.00
 10   9     432.51     218.20
 10  10     111.24    -177.90
 11   0     -70.01       0.00
 11   1      77.63     -28.29
 11   2       0.46      10.53
 11   3     -27.67      -4.49
 11   4     -56.78       9.94
 11   5    -111.59      38.66
 11   6     -29.36      53.59
 11   7       6.84     -89.54
 11   8     -18.66     -11.72
 11   9      38.37      70.69
 11  10     378.04    -267.33
 11  11    -104.82    -235.46
 12   0      68.18       0.00
 12   1     -71.17      66.90
 12   2     -35.56      -9.15
 12   3     -14.56      41.85
 12   4     -12.90      32.18
 12   5      10.27      39.81
 12   6     -40.91     104.01
 12   7     -52.56     -20.86
 12   8      13.16    -129.93
 12   9    -174.41    -126.42
 12  10     114.08     -30.90
 12  11    -111.57    -292.86
 12  12    -164.88     -48.40
 13   0     148.49       0.00
 13   1     -39.77       4.28
 13   2      51.13     -54.11
 13   3     -22.69     -42.58
 13   4      57.94      15.95
 13   5      56.12     -19.41
 13   6       6.11     -55.99
 13   7      36.09      49.44
 13   8       8.65     -66.07
 13   9     -70.74     -38.25
 13  10     -35.16      76.80
 13  11      15.47     -83.28
 13  12    -381.38      -2.80
 13  13    -251.62     266.81
 14   0     102.33       0.00
 14   1      10.02      -9.05
 14   2      10.85     106.21
 14   3     -32.19      25.17
 14   4      -3.28      -3.05
 14   5     -13.73     -16.32
 14   6      47.97     -25.82
 14   7     -37.88      50.20
 14   8       6.86      45.10
 14   9     -18.17     -21.58
 14  10    -109.80     115.04
 14  11      79.53      27.00
 14  12    -172.66     -19.89
 14  13     -25.14     142.43
 14  14    -184.68      57.79
 15   0      85.76       0.00
 15   1      26.09      -9.00
 15   2      23.77      45.20
 15   3      26.49     -14.64
 15   4     -21.38      -1.45
 15   5       6.95       8.50
 15   6      32.13      35.88
 15   7     -30.22     -24.88
 15   8      60.18      79.13
 15   9      38.71      -5.86
 15  10     -67.91     -16.58
 15  11      91.82     142.29
 15  12      83.60       1.12
 15  13    -106.86     -23.80
 15  14     198.31     216.48
 15  15      14.17     114.56
 16   0     101.81       0.00
 16   1      46.85     -38.43
 16   2      -1.80     -22.75
 16   3       4.88      55.46
 16   4     -34.32       4.39
 16   5      17.59      33.92
