Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1905:180
Coefficients for 360 degrees 
  Beginning: CT1904:000  1996:01:17_00h:44m:15s. 
  Centered:  CT1905:180  1996:01:30_16h:02m:26s. 
  End time:  CT1905:005  1996:02:12_22h:15m:07s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       4.48       0.00
  1   0     172.65       0.00
  1   1      -7.72       1.15
  2   0      18.91       0.00
  2   1      -3.59     -11.35
  2   2       8.09      -7.98
  3   0     248.91       0.00
  3   1     -24.47      -6.35
  3   2       5.95       0.64
  3   3      -1.33      -4.82
  4   0      -4.37       0.00
  4   1      -4.40      -6.25
  4   2      -9.63       2.17
  4   3      -8.84      -3.33
  4   4       2.66      -6.04
  5   0     141.46       0.00
  5   1      -2.36      -3.91
  5   2      -6.25       7.52
  5   3      -4.56       4.03
  5   4       0.21      -2.14
  5   5      -3.57     -12.33
  6   0      -7.19       0.00
  6   1      -2.67     -16.21
  6   2       3.37       5.72
  6   3      -6.50      -3.39
  6   4       5.05      -1.35
  6   5      -2.63      -2.17
  6   6      20.61       6.41
  7   0      -5.84       0.00
  7   1       4.59      -2.00
  7   2       6.19     -17.23
  7   3      -0.95       0.92
  7   4      -3.58      19.79
  7   5      -5.45       1.48
  7   6      15.91       5.84
  7   7       2.32      -2.17
  8   0      -0.14       0.00
  8   1      -3.64     -22.08
  8   2      -6.38      -7.99
  8   3       6.48      12.68
  8   4       3.63      -5.69
  8   5      -0.80      12.55
  8   6     -16.73     -15.61
  8   7      -1.74     -22.44
  8   8     -13.69       5.67
  9   0     -83.49       0.00
  9   1     -14.93       1.38
  9   2      -3.43     -19.83
  9   3      21.14       3.30
  9   4     -10.31      -4.07
  9   5      -3.97      10.46
  9   6     -13.61     -15.96
  9   7       7.33      -0.12
  9   8      -2.93      10.80
  9   9      25.34       0.53
 10   0      -5.49       0.00
 10   1      -0.82      -6.74
 10   2       5.34       0.31
 10   3       9.32      -5.80
 10   4       5.50      -2.29
 10   5       5.04       3.61
 10   6      -2.70       2.25
 10   7      -6.85      17.52
 10   8      -0.17      -2.45
 10   9      -5.01       0.92
 10  10     -22.56      -1.91
 11   0    -172.90       0.00
 11   1       0.16       1.08
 11   2       4.82      -9.01
 11   3      19.25       5.55
 11   4     -14.54      -5.05
 11   5      -5.69       2.92
 11   6       4.62      13.29
 11   7      12.87     -13.28
 11   8      -7.19     -12.66
 11   9       6.92      -6.17
 11  10      -0.56      -6.60
 11  11       8.97      13.18
 12   0       3.11       0.00
 12   1      -1.17      -8.31
 12   2      -4.20       5.02
 12   3      -3.51       0.07
 12   4       2.90     -12.86
 12   5      14.16       1.73
 12   6      -2.90     -14.11
 12   7       4.96     -23.92
 12   8      -4.05      -5.33
 12   9       3.58       1.83
 12  10      -3.18     -13.00
 12  11      -1.25       8.78
 12  12       0.96     -22.39
 13   0    -258.13       0.00
 13   1      -2.38      -5.51
 13   2      -7.03     -11.86
 13   3      24.42      11.89
 13   4      -4.72      -1.49
 13   5       1.70      16.71
 13   6      -2.05      -6.40
 13   7      25.59     -11.23
 13   8      -6.15      18.52
 13   9     -12.90      -9.30
 13  10       0.09      -2.28
 13  11       5.53       3.93
 13  12       3.37     -23.42
 13  13     -15.13      18.88
 14   0      -9.51       0.00
 14   1      -4.53       1.16
 14   2       0.91      -4.88
 14   3      -1.26      -5.89
 14   4      -4.40      -9.18
 14   5       9.63      -2.46
 14   6       1.18      -7.49
 14   7      -1.64      -0.43
 14   8     -18.27       2.90
