Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1696:180
Coefficients for 360 degrees 
  Beginning: CT1695:000  1980:06:08_12h:02m:00s. 
  Centered:  CT1696:180  1980:06:22_03h:20m:11s. 
  End time:  CT1696:005  1980:07:05_09h:32m:52s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       4.49       0.00
  1   0     -81.29       0.00
  1   1       4.33      10.98
  2   0     -47.85       0.00
  2   1      35.84     -66.27
  2   2    -104.85     -25.38
  3   0     -51.44       0.00
  3   1       5.23      61.37
  3   2     -93.03     176.33
  3   3     190.58    -123.01
  4   0    -156.01       0.00
  4   1      53.83      80.75
  4   2      63.60     -93.01
  4   3       9.24     -12.95
  4   4    -118.55    -148.26
  5   0     303.06       0.00
  5   1      91.16    -128.90
  5   2      76.66     -40.37
  5   3    -100.91      67.74
  5   4     238.51    -141.46
  5   5    -192.84     329.96
  6   0     142.17       0.00
  6   1     -39.49    -170.22
  6   2      68.82     110.96
  6   3     142.03    -118.41
  6   4    -161.42     -60.09
  6   5     154.19      30.89
  6   6     233.59    -323.03
  7   0    -212.68       0.00
  7   1      -5.64       5.70
  7   2      50.96    -100.75
  7   3    -161.80     -15.44
  7   4     -75.48       0.36
  7   5      13.53       4.83
  7   6     122.19    -150.15
  7   7     -28.29    -259.86
  8   0      -9.75       0.00
  8   1      92.44     -51.31
  8   2    -136.94      39.78
  8   3     -69.56     153.00
  8   4     137.52      81.89
  8   5      90.72     -61.12
  8   6     -39.05     174.21
  8   7     -84.79     131.56
  8   8    -226.56     189.57
  9   0     153.95       0.00
  9   1       3.09     -39.83
  9   2      23.73      19.44
  9   3     306.21     -42.78
  9   4     -87.67      46.69
  9   5      24.55     -98.38
  9   6     -78.64      23.84
  9   7      22.83     -64.61
  9   8     114.70    -244.74
  9   9    -119.23     -82.63
 10   0     -45.41       0.00
 10   1     -82.77     -73.95
 10   2      89.72     -23.53
 10   3    -113.79    -137.19
 10   4       1.97      48.33
 10   5     -49.87     -88.84
 10   6     -98.76      44.00
 10   7      50.86    -110.76
 10   8     -40.76     162.39
 10   9     455.42     268.38
 10  10     288.79    -134.62
 11   0    -140.04       0.00
 11   1      62.32     -62.33
 11   2     -69.39     -10.88
 11   3    -136.70      88.74
 11   4      44.15    -111.30
 11   5     -56.60      83.74
 11   6      28.43      72.11
 11   7      95.25     113.01
 11   8     -47.00     -88.14
 11   9    -118.13    -170.04
 11  10    -301.56      -8.24
 11  11     -95.77      61.20
 12   0      73.33       0.00
 12   1      88.64      14.18
 12   2     -70.08      80.50
 12   3      36.43      67.05
 12   4     -42.22     -81.77
 12   5     -13.99     179.04
 12   6     167.47    -132.45
 12   7     -54.87      82.89
 12   8     -34.49     -37.40
 12   9    -141.36     -24.42
 12  10      46.08     315.08
 12  11     253.05    -224.53
 12  12    -393.92    -233.16
 13   0      37.82       0.00
 13   1     -32.58      45.99
 13   2     117.21     -70.38
 13   3      46.69     -56.92
 13   4     -11.93     158.54
 13   5      36.65     -12.81
 13   6     -94.00    -134.34
 13   7     -92.56     -28.23
 13   8      82.87     108.74
 13   9      45.91      11.34
 13  10     263.92    -319.18
 13  11     -25.98    -201.89
 13  12    -142.55     404.26
 13  13     176.59      65.94
 14   0      64.45       0.00
 14   1     -37.95     -10.41
 14   2     -19.54      46.32
 14   3    -190.62     -30.77
 14   4      37.52      20.45
 14   5      -9.88    -135.00
 14   6     -82.96     183.97
 14   7      95.56     -49.89
 14   8      70.70      17.18
 14   9     -41.57      21.61
 14  10    -134.42     120.05
 14  11     -92.04     249.87
 14  12     -25.86     108.33
 14  13     -18.08      34.98
 14  14     147.97      64.36
 15   0     -42.23       0.00
 15   1      41.82     -33.57
 15   2      -6.53     -44.22
 15   3     137.01      32.19
 15   4       9.03     -45.99
 15   5      24.50      -0.64
 15   6      54.77     129.63
 15   7      35.85     -51.34
 15   8    -184.69     -37.56
 15   9     -35.29      50.20
 15  10     -52.71      47.99
 15  11      24.52     -91.60
 15  12     -73.42    -332.32
 15  13      -2.25      37.74
 15  14    -112.58    -278.62
 15  15    -180.55    -271.53
 16   0      74.17       0.00
 16   1       5.14      -7.68
 16   2      36.83      11.73
 16   3     -13.30      15.88
 16   4     -16.11      -1.10
 16   5     -27.28      31.02
 16   6     -22.14    -201.82
 16   7     -73.89     -15.12
 16   8      58.25     -48.04
 16   9      71.32     -28.90
 16  10      60.01    -190.22
 16  11     -18.13      -6.27
 16  12     247.11     213.78
 16  13     137.73     131.27
 16  14     141.74      51.09
 16  15      66.29     -10.18
 16  16      10.40     -85.80
 17   0       9.83       0.00
 17   1     -72.34      52.95
 17   2     -19.55      28.35
 17   3     -39.74      -7.43
 17   4     -51.42       5.65
 17   5       7.52     -54.79
 17   6      14.03     -99.49
 17   7       5.76      32.68
 17   8      51.98       4.49
 17   9     -18.78     -42.90
