Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1819:180
Coefficients for 360 degrees 
  Beginning: CT1818:000  1989:08:15_08h:36m:03s. 
  Centered:  CT1819:180  1989:08:28_23h:54m:14s. 
  End time:  CT1819:005  1989:09:11_06h:06m:55s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0     -24.74       0.00
  1   0     -30.31       0.00
  1   1      -2.46     -13.03
  2   0       5.63       0.00
  2   1     198.21      16.69
  2   2      57.68     -34.61
  3   0     -24.79       0.00
  3   1     138.17      52.86
  3   2    -151.11     194.82
  3   3     -13.59     -26.85
  4   0     -97.99       0.00
  4   1     -45.07    -123.49
  4   2      83.27      51.51
  4   3     123.65      50.98
  4   4    -106.31      38.38
  5   0    -241.24       0.00
  5   1     -55.43    -267.85
  5   2     231.62    -166.03
  5   3    -168.39    -121.25
  5   4    -137.37      48.34
  5   5    -102.88     -95.85
  6   0      22.72       0.00
  6   1    -160.70     103.52
  6   2    -103.61     -60.55
  6   3      22.80     -17.06
  6   4      -0.91    -143.64
  6   5     281.64    -147.70
  6   6     169.48      -0.95
  7   0      16.96       0.00
  7   1      59.01     -99.21
  7   2    -108.98     -27.13
  7   3     111.36     150.30
  7   4     136.90     -17.27
  7   5      -6.99      26.11
  7   6     140.84     157.16
  7   7     211.95      -9.09
  8   0     -60.77       0.00
  8   1      -8.24     -87.97
  8   2    -106.91     -98.39
  8   3    -196.02     -63.74
  8   4     -25.35     135.63
  8   5    -410.28      46.38
  8   6     -37.73     198.89
  8   7      -9.28    -128.53
  8   8     -50.78     105.58
  9   0      65.23       0.00
  9   1      97.69      97.26
  9   2     228.21     -46.15
  9   3      19.63     -35.39
  9   4      15.04       1.65
  9   5     161.73      19.78
  9   6      12.68    -349.54
  9   7      68.03      61.27
  9   8    -168.93    -472.23
  9   9      47.60     130.42
 10   0      21.74       0.00
 10   1     -35.89     134.25
 10   2    -113.40     146.27
 10   3     140.36     140.05
 10   4      22.23      29.58
 10   5     154.64     159.46
 10   6    -219.99      96.78
 10   7    -141.92     -77.66
 10   8     -60.21     172.86
 10   9     171.22    -272.36
 10  10       7.25    -144.16
 11   0      76.47       0.00
 11   1     -76.12    -193.62
 11   2      23.18     -20.67
 11   3     -77.43    -161.13
 11   4    -159.71      14.44
 11   5     -85.23     -47.81
 11   6      19.04     215.01
 11   7     -82.65      19.74
 11   8     -81.48     166.60
 11   9     209.49     259.12
 11  10     260.83     143.49
 11  11    -223.88     -73.77
 12   0     132.29       0.00
 12   1     -11.13     -20.82
 12   2     -71.03    -131.18
 12   3     -81.21     -24.21
 12   4     149.42    -208.55
 12   5      77.07    -170.77
 12   6     105.64    -139.62
 12   7     -64.01     125.89
 12   8       1.39      -5.77
 12   9     -13.71     429.36
 12  10     141.96     -58.28
 12  11    -214.20    -168.20
 12  12    -187.31    -174.46
 13   0     113.63       0.00
 13   1      95.69      69.07
 13   2       6.18     -45.58
 13   3     125.67     131.68
 13   4      13.53       7.01
 13   5     -69.49      87.26
 13   6       7.27     -20.77
 13   7     207.06    -104.74
 13   8     164.86     -39.24
 13   9      19.25     -58.68
 13  10     206.59     391.51
 13  11     -21.19     -83.09
 13  12    -390.42    -257.33
 13  13    -195.67     -66.82
 14   0      30.43       0.00
 14   1     -38.12     -82.13
 14   2    -148.44      61.64
 14   3    -123.48     -38.19
 14   4      -2.12     133.35
 14   5     -46.51     -64.63
 14   6      33.90      40.16
 14   7      85.91     -43.83
 14   8     -18.64     -39.79
 14   9    -112.88     -27.32
 14  10      -1.14      79.64
 14  11     -30.18      90.61
 14  12    -226.60     -62.04
 14  13    -104.36      18.76
 14  14    -108.42      45.44
 15   0     170.19       0.00
 15   1     -39.50     -54.80
 15   2     183.90     -60.04
 15   3     -34.78     -95.10
 15   4     -60.18      38.17
 15   5     -93.50      -9.33
 15   6    -118.21    -124.45
 15   7    -177.41      47.92
 15   8      26.84     -91.94
 15   9     -59.59     -65.54
 15  10     -53.72    -105.50
 15  11      80.74      91.06
 15  12     -40.47     -51.91
 15  13    -324.16      30.16
 15  14    -139.72     293.77
 15  15      57.03      14.96
 16   0      66.89       0.00
 16   1      57.47      73.70
 16   2     -44.67     -20.11
 16   3      47.82      86.19
 16   4      63.58     -10.80
 16   5     180.94      46.37
 16   6      51.28    -117.78
 16   7      -0.25     -90.39
 16   8      16.48     -22.38
 16   9      20.88    -140.25
 16  10    -102.49      19.54
 16  11       5.32     -25.04
 16  12    -111.61      82.05
 16  13     -84.58      13.50
 16  14    -107.34      34.40
 16  15    -190.86     160.16
 16  16     146.97     172.16
 17   0     125.02       0.00
 17   1     -39.54      69.86
 17   2     -24.51       1.08
 17   3      17.60     -61.30
 17   4     -72.39      34.09
 17   5      15.63      32.45
 17   6      14.17     172.98
 17   7     -39.36     -18.44
 17   8     -81.66     108.46
 17   9      25.84     -22.90
 17  10     -29.18     -99.79
 17  11     -21.01      38.64
 17  12      65.49      81.74
 17  13       3.48     258.96
 17  14     -71.11     117.05
 17  15     -31.94      25.68
 17  16      34.55      -0.35
 17  17      66.16     144.82
 18   0      72.54       0.00
 18   1      33.96     -53.89
 18   2     -72.69     -31.27
 18   3     -81.54      -6.48
 18   4     113.88     -78.80
 18   5     -39.08     -64.75
 18   6      67.44     -22.95
 18   7      61.05      16.57
 18   8       8.32      29.25
 18   9      -2.72     142.18
 18  10       6.32     -13.02
 18  11      32.17     -79.26
 18  12      80.45     -52.51
 18  13      25.01       1.17
 18  14      43.46     152.20
 18  15      -3.41      58.68
 18  16     118.34     203.83
 18  17     261.30     -71.65
 18  18      59.09    -113.99
 19   0      94.18       0.00
 19   1     -20.93     132.20
 19   2      42.08     -49.73
 19   3      60.05      23.85
 19   4     -85.79      14.11
 19   5    -155.07      69.73
 19   6     -75.42     -19.78
 19   7      17.96     -28.15
 19   8      29.85     -69.28
 19   9      -0.07      72.80
 19  10      53.22      79.67
 19  11      23.64      -8.65
 19  12      69.12      -2.50
 19  13      86.33     -67.66
 19  14      15.05      65.57
 19  15     -97.91      63.86
 19  16       3.85     -34.43
 19  17     -18.86     165.85
 19  18     164.75     100.69
 19  19      78.47    -109.22
 20   0      33.62       0.00
 20   1      93.94       7.27
 20   2      21.68      11.39
 20   3     -51.78      28.98
 20   4      87.73      13.44
 20   5     126.45     -69.85
 20   6      22.44     -25.23
 20   7      58.37      10.94
 20   8     -22.62     -79.81
 20   9      22.42     -85.66
 20  10      38.68      -1.35
 20  11     -18.26      38.91
 20  12      18.92     -23.82
 20  13      86.83     -88.67
 20  14      23.40     -94.11
 20  15      25.54       5.77
 20  16     -30.95     -57.32
 20  17      57.01       9.86
 20  18      -8.67     -74.53
 20  19     -82.67     -39.53
 20  20      28.66     -47.69
 21   0       8.35       0.00
 21   1     -86.93     125.92
 21   2     -13.27      35.52
 21   3     -14.19     -59.25
 21   4     -73.51      52.79
 21   5     -58.13      -7.33
 21   6     -74.87      35.35
 21   7     -97.47      45.08
 21   8      13.83      39.19
 21   9     -38.57     -52.95
 21  10     -13.51      -2.86
 21  11     -10.47     -28.14
 21  12     -19.12       8.16
 21  13      66.11     -32.35
 21  14      49.48     -20.68
 21  15      22.45      -6.55
 21  16      47.98     -26.67
 21  17      50.03     -69.15
 21  18     -58.13      55.84
 21  19       3.02     -65.26
 21  20    -158.86    -229.06
 21  21     -41.55     -47.73
 22   0     -27.64       0.00
 22   1      30.31      -3.77
 22   2      64.01      13.13
 22   3     -30.33       4.82
 22   4      90.67      -4.70
 22   5     115.96     -59.65
 22   6     135.77    -110.67
 22   7      33.59     -29.48
 22   8      68.23      12.22
 22   9     -12.79     -40.12
 22  10      -3.30      35.25
 22  11      25.15      -3.00
 22  12     -55.57       9.86
 22  13     -45.15     -35.24
 22  14      22.68     -69.60
 22  15     -68.89     -46.64
 22  16      41.19      -5.25
 22  17      -3.13      19.67
 22  18      28.12     128.78
 22  19    -197.81      50.03
 22  20      29.08      24.08
 22  21     113.58    -204.22
 22  22     -69.10     -61.18
 23   0     -63.44       0.00
 23   1     -76.90     130.29
 23   2     -82.60      43.53
 23   3      18.17     -13.40
 23   4    -112.76      26.67
 23   5    -133.65      90.13
 23   6     -50.01      52.08
 23   7     -55.82     -24.74
 23   8      -8.71      39.40
 23   9      -0.53      -2.85
 23  10     -45.71     -72.60
 23  11      -8.85      45.13
 23  12     -13.47     -12.62
 23  13     -41.09      83.37
 23  14      -3.99     -17.14
 23  15       9.83     -16.66
 23  16     -70.67     -40.50
 23  17     -38.46      35.68
 23  18     -44.73     -21.88
 23  19     -72.97     103.14
 23  20    -171.02     -35.31
 23  21     -93.74      26.75
 23  22     101.15      49.95
 23  23       8.93     -19.86
 24   0     -51.29       0.00
 24   1      75.35      -2.93
 24   2     134.32      -7.56
 24   3       6.19      27.54
 24   4     124.69     -53.06
 24   5      82.98     -49.42
 24   6      62.03     -53.66
 24   7      85.40     -31.43
 24   8     -56.32     -28.93
 24   9      41.14      16.48
 24  10     -16.28     -35.07
 24  11       3.86       3.56
 24  12      23.05      14.74
 24  13      -7.36      43.78
 24  14     -35.32      88.30
 24  15      40.65       0.01
 24  16       1.51      -2.23
 24  17      59.42     -74.49
 24  18      -8.06      -4.55
 24  19     -65.41      -2.44
 24  20     -28.30      52.49
 24  21     104.74     -82.28
 24  22     -89.76    -155.93
 24  23    -152.89      14.53
 24  24      30.32      29.41
 25   0    -227.04       0.00
 25   1     -38.71     125.51
 25   2    -126.20      54.08
 25   3       9.86      15.18
 25   4     -64.92      49.26
 25   5    -138.39      48.07
 25   6    -116.18      93.02
 25   7     -45.61      11.35
 25   8     -29.10      -9.79
 25   9      -7.89      35.07
 25  10      21.91      -3.63
 25  11      -4.46     -71.39
 25  12      23.74      16.57
 25  13      -0.32     -54.17
 25  14     -18.42      45.57
 25  15     -66.97      35.11
 25  16      25.49      43.20
 25  17     -41.57      18.42
 25  18       8.39      40.86
 25  19     -10.38       6.58
 25  20      15.60      31.25
 25  21       1.45      15.71
