Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1806:180
Coefficients for 360 degrees 
  Beginning: CT1805:000  1988:08:25_18h:43m:11s. 
  Centered:  CT1806:180  1988:09:08_10h:01m:22s. 
  End time:  CT1806:005  1988:09:21_16h:14m:03s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0     -19.32       0.00
  1   0     -80.08       0.00
  1   1     -44.39      15.21
  2   0     -59.96       0.00
  2   1     -48.40     -82.95
  2   2      31.57     -47.81
  3   0    -139.07       0.00
  3   1     -33.71      24.62
  3   2     -82.66     119.57
  3   3     -71.32      43.88
  4   0    -181.14       0.00
  4   1     -18.77     -12.21
  4   2     -14.90      26.42
  4   3     172.82     114.90
  4   4     174.85     -41.76
  5   0    -169.29       0.00
  5   1      20.41      55.73
  5   2      83.26    -125.55
  5   3     -66.28      52.22
  5   4     150.24    -128.20
  5   5      77.42     -90.53
  6   0    -127.98       0.00
  6   1     138.46      77.74
  6   2     -42.48      71.21
  6   3    -157.84     112.62
  6   4     165.37      -0.75
  6   5     -85.24    -302.47
  6   6     -46.65    -131.81
  7   0      97.50       0.00
  7   1       5.17     109.55
  7   2      -5.73     -89.13
  7   3     110.58       6.15
  7   4      35.24     112.36
  7   5      -9.80     -13.02
  7   6      70.68     111.37
  7   7     -81.45      39.02
  8   0     146.24       0.00
  8   1     -15.77    -100.47
  8   2     152.85       2.09
  8   3      86.61    -238.79
  8   4    -162.15     -38.07
  8   5    -103.01     -12.93
  8   6     -51.84     -55.58
  8   7    -216.45      23.64
  8   8      -1.50     -29.72
  9   0      25.03       0.00
  9   1      -9.76      19.11
  9   2    -225.58     -13.00
  9   3      51.35      36.06
  9   4    -141.53      25.56
  9   5     -67.68      18.50
  9   6     -52.58     103.26
  9   7    -162.05     140.52
  9   8     321.50      33.04
  9   9    -128.52    -156.91
 10   0      81.08       0.00
 10   1      24.09       6.48
 10   2      32.85      85.24
 10   3     -76.00     -73.74
 10   4      24.98      -0.80
 10   5      67.67     154.52
