Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1840:180
Coefficients for 360 degrees 
  Beginning: CT1839:000  1991:03:11_03h:19m:55s. 
  Centered:  CT1840:180  1991:03:24_18h:38m:06s. 
  End time:  CT1840:005  1991:04:07_00h:50m:47s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -3.61       0.00
  1   0      55.37       0.00
  1   1      53.45     -72.48
  2   0      10.30       0.00
  2   1      24.47      13.97
  2   2      16.51     104.33
  3   0     -20.43       0.00
  3   1      12.30      65.82
  3   2     -20.50    -272.43
  3   3     340.77     -80.92
  4   0      84.18       0.00
  4   1      37.50     -48.15
  4   2    -103.17     -13.50
  4   3     -39.63     -83.00
  4   4     147.46     140.30
  5   0    -194.83       0.00
  5   1     -61.44    -153.50
  5   2      75.98     252.43
  5   3       5.95    -110.94
  5   4       9.42    -335.94
  5   5     464.66      80.60
  6   0     -36.38       0.00
  6   1     -20.43     -93.96
  6   2      96.55     -92.96
  6   3     -89.74     -12.23
  6   4      38.75     -78.47
  6   5    -300.16       8.93
  6   6      38.61      58.83
  7   0     167.61       0.00
  7   1      80.77     -92.16
  7   2     -48.81    -157.20
  7   3    -290.54     189.37
  7   4      35.80      84.08
  7   5     213.61    -250.03
  7   6     -96.48      68.75
  7   7     218.94    -158.27
  8   0      40.01       0.00
  8   1     -52.41     -58.10
  8   2      34.96      18.71
  8   3     199.09      89.39
  8   4    -123.99      40.92
  8   5     107.22       3.49
  8   6      38.57     -89.69
  8   7    -469.62     365.18
  8   8    -493.02      23.59
  9   0    -134.60       0.00
  9   1    -130.16      82.59
  9   2      75.39    -109.56
  9   3     319.97    -140.97
  9   4      11.86      97.63
  9   5    -330.67     237.41
  9   6     -39.35     -20.90
  9   7     309.93    -369.06
  9   8     361.95      -4.61
  9   9     175.01    -245.91
 10   0       1.17       0.00
 10   1     112.64     -70.42
 10   2     -26.58     -72.96
 10   3    -122.72    -100.21
 10   4      67.67       6.09
 10   5     100.06      37.27
 10   6      41.61      55.18
 10   7      53.88     -31.36
 10   8     -47.59    -113.83
 10   9    -461.25     311.19
 10  10    -409.86     -91.28
 11   0      81.74       0.00
 11   1      80.46    -198.26
 11   2       1.80      60.68
 11   3     -64.09      39.60
 11   4     -58.18      -7.87
 11   5     201.66    -101.04
 11   6      79.16       7.20
 11   7    -293.84     200.01
 11   8    -118.72      35.52
 11   9     323.96    -395.61
 11  10     233.43      55.79
 11  11     165.59    -131.88
 12   0     -99.52       0.00
 12   1    -114.13      10.55
 12   2      84.88     -66.22
 12   3     172.42       7.50
 12   4      23.12      61.00
 12   5     -75.63      53.57
 12   6     -90.51      22.48
 12   7     105.68     -91.63
 12   8     101.14     -89.79
 12   9     -55.79     110.13
 12  10    -401.32    -198.98
 12  11    -184.77     165.60
 12  12     -73.88     -98.47
 13   0     102.84       0.00
 13   1     -23.71      91.17
 13   2      12.20     -41.04
 13   3      28.50      19.95
 13   4      19.29      57.21
 13   5    -108.94      13.60
 13   6      40.54      16.35
 13   7      43.20      52.90
 13   8     -17.26     -39.42
 13   9    -106.77     153.31
 13  10     104.82     169.00
 13  11     -91.17    -128.87
 13  12     281.93      55.48
 13  13     -22.30      29.88
 14   0     -26.33       0.00
 14   1      80.11     -49.72
 14   2       1.42     -37.66
 14   3     -56.91      66.21
 14   4     -53.08      53.73
 14   5       1.73    -137.10
 14   6      66.76     -92.96
 14   7     -28.01      54.67
 14   8     -62.35     155.99
 14   9     191.51    -191.67
 14  10     167.14      76.42
 14  11      52.74     156.28
 14  12    -286.93      10.02
 14  13      30.52      74.36
 14  14    -249.33     206.93
 15   0     -71.07       0.00
 15   1     -29.72     -19.52
 15   2      45.24     -64.27
 15   3      85.96     -12.88
 15   4     -10.21      93.23
 15   5      39.65      27.97
 15   6    -136.51     -64.54
 15   7      28.68    -103.78
 15   8     -21.70      -9.93
 15   9     -98.82      38.52
 15  10    -119.36    -134.98
 15  11       8.03      -6.62
 15  12     128.13      31.31
 15  13      22.49       8.33
 15  14     324.02     -25.96
 15  15      36.72     114.49
 16   0     -15.25       0.00
 16   1     -46.75      58.30
 16   2      15.74     -22.61
 16   3     123.82     -70.11
 16   4      -5.03      17.80
 16   5      22.28     164.28
 16   6      -3.17       1.30
 16   7     -37.59     -29.51
 16   8      40.29     -75.40
 16   9     -58.58     151.32
 16  10      64.85      63.32
 16  11     -70.55     -50.16
 16  12     -56.96      28.43
 16  13     -42.60      12.45
 16  14    -331.16      59.52
 16  15     -87.96    -116.02
 16  16      31.03       1.89
 17   0     113.25       0.00
 17   1      61.10      10.02
 17   2      -3.21     -44.42
 17   3      30.63      -6.01
 17   4      -5.45      60.48
 17   5     -28.84     -41.55
 17   6     120.11      45.56
 17   7      24.46      17.37
 17   8      65.63       1.66
 17   9      74.46     -66.49
 17  10      48.40      45.34
 17  11     -15.70      54.30
 17  12     -46.07     -12.64
 17  13      -7.60     -21.97
 17  14     -24.59     145.35
 17  15    -216.44      68.17
 17  16    -134.99       5.45
 17  17      24.47    -285.67
 18   0     -66.58       0.00
 18   1      28.30      58.68
 18   2      38.12     -40.36
 18   3       1.22      26.21
 18   4     -13.83      88.25
 18   5      -7.93     -83.20
 18   6     -31.23     -21.05
 18   7      45.05      -2.89
 18   8       6.68     -12.45
 18   9     -14.68    -150.49
 18  10     -46.59     -23.17
 18  11     158.87     -26.26
 18  12     104.84      24.95
 18  13      43.57     -33.61
 18  14      21.20    -114.84
 18  15      25.31      51.33
 18  16    -187.68     136.00
 18  17      71.62      68.95
 18  18      -4.41     -99.16
 19   0      -5.68       0.00
 19   1     -33.87     132.25
 19   2       8.78      39.73
 19   3     101.88      15.54
 19   4     -21.24      61.54
 19   5     -49.08      43.38
 19   6     -69.45     -56.03
 19   7     -11.42      19.97
 19   8     -38.78      26.73
 19   9      23.70      45.61
 19  10     -37.08     -17.43
 19  11     -17.43      -0.82
 19  12     -69.39     -62.19
 19  13     -34.15      15.33
 19  14      -6.74     -89.47
 19  15      37.84      48.60
 19  16     240.21      -8.26
 19  17     -72.44     155.52
 19  18      85.39      12.61
 19  19      27.00     143.03
 20   0     -20.55       0.00
 20   1     -17.82      99.35
 20   2     -22.61      -4.02
 20   3      91.00      -9.20
 20   4      11.55      63.21
 20   5     -17.62      34.15
 20   6      49.09     -33.71
 20   7      17.55     -23.50
 20   8      22.24      44.29
 20   9     -25.83      86.80
 20  10       8.99       0.41
 20  11    -152.64      24.11
 20  12      -9.44      10.08
 20  13      23.16      39.19
 20  14      51.64     111.31
 20  15     -54.40     -12.83
 20  16     -38.57     -41.37
 20  17      -9.29    -289.69
 20  18      37.13     -30.17
 20  19      38.64    -169.01
 20  20     133.37     106.60
 21   0      -5.13       0.00
 21   1      52.26      56.93
 21   2       4.02     -19.63
 21   3     -23.82       7.14
 21   4     -26.62     128.21
 21   5      58.53     -58.93
 21   6      10.69      -7.72
 21   7     -19.10     -15.78
 21   8      18.30     -15.23
 21   9     -32.54     -62.32
 21  10      20.60      46.73
 21  11      91.15     -17.96
 21  12      32.02      37.51
 21  13      -6.32      -2.03
 21  14     -24.32      20.57
 21  15      25.55      -1.09
 21  16     -26.52     144.45
 21  17      46.69     186.09
 21  18       6.23      -5.84
 21  19      31.03     246.74
 21  20     -67.22      31.64
 21  21      68.75       4.35
 22   0      17.80       0.00
 22   1      -3.92      95.61
 22   2      -7.38      43.35
