Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2201:180
Coefficients for 360 degrees 
  Beginning: CT2200:000  2018:02:23_12h:11m:04s. 
  Centered:  CT2201:180  2018:03:09_03h:29m:15s. 
  End time:  CT2201:005  2018:03:22_09h:41m:56s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0     -11.80       0.00
  1   0      80.88       0.00
  1   1       2.98      -5.55
  2   0     -32.82       0.00
  2   1       2.47     -26.05
  2   2      -5.22       8.21
  3   0     126.76       0.00
  3   1     -15.02      15.03
  3   2       4.61      12.98
  3   3       0.14     -20.06
  4   0     -82.29       0.00
  4   1     -17.89      12.05
  4   2      19.31     -19.11
  4   3     -13.16       5.94
  4   4     -27.53      11.40
  5   0      60.42       0.00
  5   1      27.41      14.70
  5   2       4.34     -30.08
  5   3       8.38      21.02
  5   4      -5.80     -12.44
  5   5     -13.81      -6.55
  6   0     -10.32       0.00
  6   1      -9.69      14.69
  6   2      -6.60      14.68
  6   3      22.51     -15.38
  6   4       4.09       4.99
  6   5      10.10      21.78
  6   6      19.10      16.69
  7   0      10.70       0.00
  7   1      -5.71      18.86
  7   2     -17.73     -29.56
  7   3       1.55      -6.75
  7   4     -11.42       7.87
  7   5       5.22      -6.50
  7   6      -2.79     -10.71
  7   7     -15.51       2.18
  8   0       1.79       0.00
  8   1       7.26      -1.05
  8   2      42.91     -17.02
  8   3      -5.61      -7.67
  8   4      -9.17      -8.54
  8   5       7.13     -25.24
  8   6      10.07     -13.65
  8   7      11.50      -7.66
  8   8      12.57      -5.99
  9   0     -39.45       0.00
  9   1       7.85       1.33
  9   2      -8.53     -32.65
  9   3     -11.14      22.34
  9   4      -1.73       4.45
  9   5     -14.71       0.03
  9   6      -2.93       5.10
  9   7       3.56       0.26
  9   8      -9.91       6.27
  9   9      -6.45       3.61
 10   0      39.97       0.00
 10   1     -18.96       9.59
 10   2       7.19      -2.27
 10   3      13.13       2.83
 10   4      -7.53      -5.59
