Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1850:180
Coefficients for 360 degrees 
  Beginning: CT1849:000  1991:12:08_21h:23m:39s. 
  Centered:  CT1850:180  1991:12:22_12h:41m:51s. 
  End time:  CT1850:005  1992:01:04_18h:54m:31s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -9.09       0.00
  1   0     161.35       0.00
  1   1       7.70     -89.64
  2   0     -10.09       0.00
  2   1      54.92     -34.01
  2   2     -65.61       7.98
  3   0     161.72       0.00
  3   1     -19.52     109.31
  3   2    -150.69    -185.08
  3   3     -51.65    -163.61
  4   0     152.60       0.00
  4   1       9.24       4.00
  4   2     119.90      64.86
  4   3     105.59      66.78
  4   4      73.75     -23.16
  5   0     -36.16       0.00
  5   1      99.44      79.79
  5   2     130.75     152.36
  5   3     -10.23      77.23
  5   4    -163.28    -174.81
  5   5     150.85    -123.64
  6   0      12.41       0.00
  6   1     -43.14     -46.51
  6   2    -136.31    -116.10
  6   3     -82.26    -111.47
  6   4      35.22      24.89
  6   5     168.61    -111.87
  6   6    -294.00    -169.04
  7   0      47.15       0.00
  7   1      95.75     -82.50
  7   2     -39.72     -41.88
  7   3       9.09     109.39
  7   4      51.82      67.84
  7   5    -175.40     -87.31
  7   6     129.32    -179.46
  7   7    -218.16     -55.26
  8   0     -24.09       0.00
  8   1     -40.52     143.93
  8   2     171.14     -37.87
  8   3     -28.28     117.76
  8   4     -35.84      57.90
  8   5     -16.68     100.14
  8   6     137.21      -5.81
  8   7      38.21    -260.44
  8   8    -318.01     227.99
  9   0     -85.82       0.00
  9   1      97.04      -6.85
  9   2      43.77     -60.15
  9   3      33.05    -187.39
  9   4      50.50      -1.75
  9   5     114.28     185.70
  9   6    -278.83     100.67
  9   7      92.54     -71.72
  9   8     -85.11    -194.93
  9   9     -30.55     -34.81
 10   0     -44.80       0.00
 10   1     -49.21     -75.05
 10   2     -81.17     -50.86
 10   3      16.91    -111.97
 10   4     -36.20    -119.67
 10   5     -97.63    -124.58
 10   6      46.59     142.83
 10   7     -37.52     106.34
 10   8     130.41     -87.16
 10   9    -290.65     142.54
 10  10    -142.55     264.26
 11   0     -24.00       0.00
 11   1     -28.18      94.50
 11   2     -48.56      96.24
 11   3     -46.68     132.42
 11   4     -21.75     -48.99
 11   5      10.95     -85.43
 11   6     250.66     -39.62
 11   7      32.33     187.16
 11   8       7.14     161.85
 11   9      30.90    -196.97
 11  10     -81.34      18.14
 11  11    -230.02     165.12
 12   0     -12.19       0.00
 12   1      67.93      27.81
 12   2      91.05    -115.04
 12   3    -125.82      73.35
 12   4      61.70     -57.83
 12   5     118.09     101.45
 12   6    -188.47    -118.45
