Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1852:180
Coefficients for 360 degrees 
  Beginning: CT1851:000  1992:02:01_10h:36m:24s. 
  Centered:  CT1852:180  1992:02:15_01h:54m:35s. 
  End time:  CT1852:005  1992:02:28_08h:07m:16s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       3.06       0.00
  1   0     175.90       0.00
  1   1      20.74     -51.94
  2   0     -28.86       0.00
  2   1      -5.23     -53.25
  2   2      57.09      -5.79
  3   0     228.53       0.00
  3   1     -39.07      12.77
  3   2    -205.56     -40.87
  3   3     162.36     -14.37
  4   0     170.49       0.00
  4   1      24.78      37.02
  4   2      86.81       8.72
  4   3     -77.17      82.89
  4   4      83.81      92.17
  5   0     -22.98       0.00
  5   1     163.36      -8.19
  5   2     137.27     120.12
  5   3     -52.97    -105.18
  5   4     -76.34     -13.28
  5   5     -99.92      74.19
  6   0      15.11       0.00
  6   1       3.68     -26.50
  6   2    -126.30     -68.63
  6   3     113.01     -81.54
  6   4     -37.68    -123.03
  6   5     129.86     -86.18
  6   6    -209.66    -152.14
  7   0      59.71       0.00
  7   1     -93.43     -87.70
  7   2      -3.40     -96.46
  7   3     -33.37     171.07
  7   4      32.07      51.14
  7   5     -56.32    -105.70
  7   6      62.55    -103.44
  7   7      39.71    -286.26
  8   0      38.05       0.00
  8   1      97.18     143.13
  8   2      56.57      20.68
  8   3    -117.90       6.32
  8   4     -28.98      50.97
  8   5    -146.98     -45.93
  8   6     -31.10     -20.63
  8   7    -172.45    -108.26
  8   8    -132.11    -204.56
  9   0    -132.85       0.00
  9   1     133.21     -93.81
  9   2     -10.69     -50.26
  9   3     108.39    -149.09
  9   4     162.83      33.07
  9   5     101.25     185.11
  9   6    -140.58       8.69
  9   7      30.62     -74.52
  9   8      46.02    -187.67
  9   9    -201.15    -160.40
 10   0    -153.50       0.00
 10   1       6.86     -35.55
 10   2     -27.55     -39.55
 10   3      10.21      18.41
 10   4      38.89     -21.93
 10   5     129.16     106.20
 10   6     154.85     112.19
 10   7      41.93      79.02
 10   8     -33.52      40.51
 10   9     172.98     228.50
 10  10    -115.59      49.91
 11   0     -49.55       0.00
 11   1    -114.21      56.49
 11   2      65.53      23.88
 11   3    -144.55      75.48
 11   4    -171.77    -126.17
 11   5     -38.65    -198.28
 11   6      82.45      62.71
 11   7     -46.44      86.89
 11   8     -25.48      55.95
