Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1974:180
Coefficients for 360 degrees 
  Beginning: CT1973:000  2001:03:13_00h:34m:05s. 
  Centered:  CT1974:180  2001:03:26_15h:52m:16s. 
  End time:  CT1974:005  2001:04:08_22h:04m:57s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0     -62.08       0.00
  1   0    -113.39       0.00
  1   1      -6.21      -2.34
  2   0    -160.68       0.00
  2   1      34.70     -24.30
  2   2     -11.19     -25.82
  3   0    -123.90       0.00
  3   1      -8.55      -4.51
  3   2     -10.85     -26.61
  3   3      50.90     -94.22
  4   0    -137.98       0.00
  4   1     -57.58      79.48
  4   2      58.67       0.16
  4   3      44.98     -59.37
  4   4      61.72      39.49
  5   0      -7.24       0.00
  5   1      67.07     159.10
  5   2     -39.80      -4.95
  5   3     -64.97      -0.68
  5   4     143.27      83.11
  5   5       1.67     181.72
  6   0    -110.22       0.00
  6   1      24.81      12.54
  6   2     -73.19     -73.54
  6   3       6.98      96.67
  6   4       8.42     -69.73
  6   5    -140.42      37.31
  6   6      -3.41    -107.00
  7   0     -19.66       0.00
  7   1      54.03     -25.48
  7   2      30.30      40.04
  7   3     -24.60      87.89
  7   4     -34.25      19.17
  7   5    -104.43     -62.77
  7   6    -158.14    -105.33
  7   7      78.88      60.56
  8   0      61.43       0.00
  8   1      49.45      29.11
  8   2     -45.83      22.16
  8   3     -45.98     -79.52
  8   4     -47.59      29.36
  8   5      -4.71      37.82
  8   6      31.36     -87.61
  8   7     116.06    -132.09
  8   8      -7.12     -80.69
  9   0      89.32       0.00
  9   1      14.15      38.39
  9   2     -87.05       0.44
  9   3     -27.66      21.95
  9   4      -9.16     -29.24
  9   5      39.31     -57.97
  9   6     -15.67     -38.58
  9   7      21.91      -1.41
  9   8     -86.32       9.08
  9   9     500.75       2.82
 10   0     104.91       0.00
 10   1     -83.15      51.70
 10   2     -15.18      66.23
 10   3    -141.41      16.53
 10   4      34.91      37.42
 10   5      69.23     -26.67
 10   6      47.00      88.49
 10   7      86.82      83.23
 10   8    -172.49     105.05
 10   9      48.24    -166.91
 10  10     -62.45     -16.72
 11   0      27.22       0.00
 11   1      56.01      57.37
 11   2     -33.16     -15.46
 11   3     -84.37      15.31
 11   4      45.52      34.70
