Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1783:180
Coefficients for 360 degrees 
  Beginning: CT1782:000  1986:12:07_10h:46m:34s. 
  Centered:  CT1783:180  1986:12:21_02h:04m:45s. 
  End time:  CT1783:005  1987:01:03_08h:17m:26s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       7.31       0.00
  1   0    -198.24       0.00
  1   1     -13.08       1.15
  2   0      36.72       0.00
  2   1      13.61      20.03
  2   2      16.91       4.48
  3   0    -256.33       0.00
  3   1      -8.47      28.72
  3   2      16.39      -4.80
  3   3     -15.33      -8.34
  4   0      50.30       0.00
  4   1      35.47      29.25
  4   2       8.19     -10.97
  4   3     -22.72      14.67
  4   4       3.91      16.54
  5   0    -161.89       0.00
  5   1      -1.78      13.46
  5   2     -16.84      17.65
  5   3     -14.95      17.21
  5   4       0.81      40.58
  5   5      22.47      10.56
  6   0      32.52       0.00
  6   1      41.12      12.21
  6   2     -13.29      31.64
  6   3     -10.18       8.19
  6   4      34.80       8.81
  6   5       3.97     -32.96
  6   6     -51.27      14.01
  7   0      -5.65       0.00
  7   1     -19.74      44.19
  7   2     -12.58      43.03
  7   3       9.54       1.46
  7   4      31.55      20.34
  7   5     -37.06     -52.00
  7   6       1.74       2.31
  7   7      11.47     -29.01
  8   0     -30.38       0.00
  8   1      47.64      56.41
  8   2      11.05       1.73
  8   3      27.02      33.38
  8   4     -14.03     -16.07
  8   5     -13.00      -2.02
  8   6      11.44      40.64
  8   7     -10.51      24.96
  8   8       4.37      29.36
  9   0     102.11       0.00
  9   1       8.98      12.74
  9   2     -30.65      31.86
  9   3       4.76      -7.18
  9   4     -32.62      -5.17
  9   5      13.59      45.03
  9   6      -6.15     -14.08
  9   7       7.07     -17.05
  9   8      -6.23     -14.47
  9   9     -29.60      18.97
 10   0      -9.33       0.00
 10   1      24.52      11.60
 10   2      26.03      12.14
 10   3      -0.17      26.18
 10   4     -27.16      37.02
 10   5      25.06      14.67
 10   6       8.28      -2.11
 10   7      31.72     -18.64
 10   8     -36.69       8.60
 10   9      23.44      12.86
 10  10      10.92     -43.05
 11   0     194.71       0.00
 11   1     -18.48      22.07
 11   2      -3.10      23.57
 11   3     -46.34      26.18
 11   4      17.20      40.92
 11   5      29.88       0.83
 11   6      13.52       3.62
 11   7     -13.57     -18.28
 11   8     -19.10      20.96
 11   9      24.62      -3.26
 11  10     -24.65       3.25
 11  11      15.34      15.10
 12   0     -58.66       0.00
 12   1      11.94       0.10
 12   2     -11.71      12.25
 12   3      -3.54      57.71
 12   4      27.55     -18.43
 12   5      -7.15       6.39
 12   6     -10.85     -39.82
 12   7     -20.29      14.99
 12   8      -6.10       7.51
 12   9       1.42     -20.52
 12  10      12.42      10.21
 12  11      15.15     -14.80
 12  12     -34.24      23.68
 13   0     281.16       0.00
 13   1       2.93      -3.74
 13   2     -33.87      47.15
 13   3      11.99      -5.05
 13   4       5.39      35.48
 13   5     -13.77      -9.69
 13   6     -10.28     -16.64
 13   7      12.66      39.58
 13   8      -1.77       4.88
 13   9      28.10      15.87
 13  10     -13.81     -10.26
 13  11     -35.39      -2.63
 13  12     -15.93      -6.34
 13  13      -4.44     -26.94
 14   0     -49.60       0.00
 14   1       9.14      18.44
 14   2      16.62      18.02
 14   3      24.97      25.27
 14   4       3.50      14.47
 14   5       1.49      -7.04
 14   6     -19.79       7.34
 14   7     -16.81      33.46
 14   8      -2.63      -4.74
 14   9     -12.04       2.85
 14  10     -20.50     -23.80
 14  11      32.15      -1.62
 14  12      22.01     -14.66
 14  13       4.14       9.19
 14  14       7.11      -5.36
 15   0     339.89       0.00
 15   1       5.09      11.80
 15   2     -12.60      24.36
 15   3     -19.38       7.33
 15   4      -8.60      28.33
 15   5     -33.34      -3.37
 15   6     -17.11      17.87
 15   7       9.42     -13.78
 15   8      21.95      -4.26
 15   9       1.44       0.56
 15  10      -4.22       9.79
 15  11      10.54      30.29
 15  12     -28.15      -4.21
 15  13      12.00      27.31
 15  14      11.60      -5.20
 15  15     -16.79      18.21
 16   0     -66.08       0.00
 16   1     -16.85     -16.84
 16   2       4.16       2.61
 16   3      12.18      48.40
 16   4     -11.86       0.52
 16   5      21.13       6.15
 16   6      16.85      -5.85
 16   7       5.51      -6.62
 16   8      13.00       8.50
 16   9      -0.22       5.61
 16  10     -10.19       9.47
 16  11       1.04     -12.01
 16  12      11.26     -18.64
 16  13       2.95       3.11
 16  14     -25.55      -6.04
 16  15     -12.80       1.89
 16  16      -8.76     -10.32
 17   0     356.55       0.00
 17   1       0.59     -32.45
 17   2      -5.96      22.88
 17   3     -12.26      13.78
 17   4      -0.96      39.74
 17   5      17.74      -0.14
 17   6     -29.95       4.64
 17   7      -0.07     -10.89
 17   8      -8.94       1.34
 17   9     -14.29      -0.11
 17  10      -4.74       6.95
 17  11       5.91       2.91
 17  12     -12.35      -7.58
 17  13     -22.19      -5.48
 17  14      23.56      -8.83
 17  15      12.71     -10.56
 17  16      10.76     -16.31
 17  17       0.71      -5.17
 18   0     -53.48       0.00
 18   1     -41.32     -28.67
 18   2       5.67      10.41
 18   3      -4.59      55.75
 18   4       3.62      11.11
 18   5      -0.42       9.75
 18   6     -14.33     -12.09
 18   7      10.14       2.07
 18   8     -18.43       3.07
 18   9       7.49       0.17
 18  10      15.92       7.54
 18  11       3.69      -1.63
 18  12       8.77      -2.04
 18  13       4.82       9.52
 18  14       3.78      18.91
 18  15     -23.57       1.28
 18  16      -0.61      21.75
 18  17      -4.23       2.40
 18  18      -2.90       5.38
 19   0     258.52       0.00
 19   1       8.54     -25.28
 19   2     -16.98      12.51
 19   3     -18.44       3.67
 19   4       6.46      38.08
 19   5     -15.40       0.30
 19   6     -13.30      -5.25
 19   7       3.38       3.79
 19   8       4.28       4.22
 19   9      14.07       1.10
 19  10      -7.52       2.53
 19  11      -4.96     -11.22
 19  12      -9.18       3.97
 19  13     -16.28      -4.85
 19  14      -6.17      -6.52
 19  15       0.37      -5.87
 19  16      15.49      -6.78
 19  17     -25.69     -14.34
 19  18     -11.84      -8.94
 19  19       1.92     -19.08
 20   0     -36.58       0.00
 20   1     -53.99     -48.04
 20   2      -0.03      -0.29
 20   3      25.53      38.14
 20   4      10.19       4.37
 20   5       9.75       1.43
 20   6       0.24     -10.58
 20   7      -4.83      27.88
 20   8      10.01       0.76
 20   9      -4.99      -2.01
 20  10      -7.27      -1.68
 20  11       6.05       2.28
 20  12     -11.78      -1.58
 20  13      11.42      -4.37
 20  14       0.13       7.71
 20  15     -12.90       1.65
 20  16     -11.04      -0.80
 20  17       8.42       2.50
 20  18      24.50      15.38
 20  19      10.74     -10.88
 20  20       9.05      -2.97
 21   0      86.18       0.00
 21   1      17.55     -43.22
 21   2      14.68     -10.72
 21   3      -8.15       9.99
 21   4      -4.52      59.88
 21   5     -20.58      -6.63
 21   6     -24.72      16.96
 21   7       4.75       0.98
 21   8       3.38      -2.02
 21   9       0.02       4.42
 21  10       5.22       3.94
 21  11       3.95       3.63
 21  12      -2.87       6.71
 21  13      15.58       4.68
 21  14      -1.32       4.16
 21  15       9.35      -2.77
 21  16       6.02      16.09
 21  17       0.57      12.36
 21  18     -10.58       0.98
 21  19      -4.15      -2.04
 21  20      -9.98      -6.03
 21  21      -0.16       5.05
 22   0      13.41       0.00
 22   1     -68.33     -43.09
 22   2      -8.44      -7.53
 22   3       0.36      40.81
 22   4      -6.01       9.51
 22   5       9.70       2.12
 22   6      -4.40      -9.15
 22   7      -1.95      -4.03
 22   8      -0.83       1.52
 22   9       3.07      -1.23
 22  10       4.63      -2.38
 22  11       2.15       2.95
 22  12       3.14      -7.37
 22  13      -3.63      -7.18
 22  14      -6.32      -1.20
 22  15      -4.86       4.06
 22  16     -14.90      -3.41
 22  17      -0.57     -18.17
 22  18       9.85       3.38
 22  19      20.12      -3.57
 22  20       3.96      -7.34
 22  21       2.45      -5.39
 22  22      -0.61      -7.33
 23   0    -181.35       0.00
 23   1      11.71     -46.47
 23   2      15.76     -34.95
 23   3     -10.62       3.04
 23   4       0.29      44.95
 23   5      -8.69      -6.25
 23   6     -28.78       4.32
 23   7       5.78      -6.89
 23   8       3.75       0.58
 23   9      -4.96       1.58
 23  10      -1.53       7.89
 23  11       0.53       2.53
 23  12      -8.11      -2.02
 23  13      -1.89       2.68
 23  14       2.66       4.24
 23  15       1.18       2.85
 23  16       9.24       4.02
 23  17       8.06      13.59
 23  18      -4.50       4.79
 23  19      -9.26      -1.11
 23  20     -13.59      -6.56
 23  21       3.02      13.54
 23  22      -7.20      -2.83
 23  23       0.22       0.41
 24   0      58.58       0.00
 24   1     -55.24     -47.92
 24   2      -6.83     -16.34
 24   3       4.77      13.97
 24   4       6.68       8.20
 24   5      14.36      11.73
 24   6      -4.09      -8.91
 24   7       6.14      13.46
 24   8       1.05       4.42
 24   9       0.12       3.62
 24  10       7.07       6.25
 24  11       3.89       0.47
 24  12      -1.48      -8.13
 24  13       2.38      -1.97
 24  14      -4.19      -2.57
 24  15       5.59       3.09
 24  16       7.42      -4.51
 24  17      -1.24      -9.97
 24  18      -1.87     -15.63
 24  19       3.50       2.70
 24  20      17.37       0.74
 24  21      -7.06      -5.50
 24  22     -10.38      -4.87
 24  23     -10.31      -7.75
 24  24      -4.12       0.27
 25   0    -451.85       0.00
 25   1      12.89     -30.18
 25   2      30.43     -51.18
 25   3       0.41       2.28
