Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1987:180
Coefficients for 360 degrees 
  Beginning: CT1986:000  2002:03:02_14h:26m:57s. 
  Centered:  CT1987:180  2002:03:16_05h:45m:08s. 
  End time:  CT1987:005  2002:03:29_11h:57m:49s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      22.44       0.00
  1   0     -72.15       0.00
  1   1      51.56     -10.34
  2   0      28.16       0.00
  2   1       1.24      73.35
  2   2      25.40      30.25
  3   0    -115.86       0.00
  3   1     -70.68     -36.05
  3   2      25.02     114.39
  3   3     103.61    -132.04
  4   0     120.60       0.00
  4   1     145.28      38.58
  4   2     -44.81     -52.32
  4   3      29.66      21.12
  4   4     115.26      26.50
  5   0     -38.91       0.00
  5   1      -0.44      50.24
  5   2    -115.70     -86.62
  5   3     -15.80     -14.51
  5   4    -172.08     -67.82
  5   5     -88.75      13.84
  6   0      -4.19       0.00
  6   1      52.99     -60.53
  6   2     -74.22      41.04
  6   3     -40.33      26.38
  6   4     -44.77     -18.19
  6   5      98.96     -32.22
  6   6     155.17      64.42
  7   0     -83.66       0.00
  7   1      20.20      -8.89
  7   2     -39.48       8.36
  7   3     -57.97      31.31
  7   4     136.12      80.67
  7   5      34.09      32.69
  7   6    -163.00    -236.87
  7   7     -78.85      51.75
  8   0     -13.37       0.00
  8   1      95.05     -12.92
  8   2      -1.41     119.11
  8   3      84.45     -74.78
  8   4       3.86      35.04
  8   5     -85.85     -30.90
  8   6     -66.88    -119.05
  8   7      -4.96     150.17
  8   8      37.75    -272.83
  9   0     118.07       0.00
  9   1      54.25      85.77
  9   2    -206.14      45.54
  9   3     145.43       7.73
  9   4      -0.77     -64.84
  9   5     -17.56      36.23
  9   6     102.96     248.70
  9   7     121.07      62.23
  9   8    -139.67      55.65
  9   9    -107.01     -40.33
 10   0      16.08       0.00
 10   1     -19.45     -11.26
 10   2    -123.05     -30.07
 10   3      18.06     103.30
 10   4      16.51     -23.52
 10   5      61.72      21.42
 10   6      -3.45      30.03
 10   7       8.73     -93.41
 10   8    -149.28     -13.81
 10   9      -1.34     -90.85
 10  10    -186.12     -41.72
 11   0      38.93       0.00
 11   1     -36.75     -42.17
 11   2      -2.97      -3.41
 11   3      25.40      -3.38
 11   4     -89.26      46.47
 11   5      28.45      18.79
 11   6     -46.95    -109.41
 11   7      10.09     -74.15
 11   8     111.53      37.51
 11   9      67.11     -31.13
 11  10     -29.09     209.11
 11  11      -4.66      71.81
 12   0    -158.40       0.00
 12   1      69.99      -3.37
 12   2     -16.16      35.60
 12   3      22.73      -5.55
 12   4      86.05     -47.41
 12   5     -11.40      22.94
 12   6     -20.49       1.68
 12   7      -5.07       9.73
 12   8      73.33      86.37
 12   9     -22.51       9.50
 12  10    -178.04      96.84
 12  11     -89.08      35.07
 12  12    -107.57     198.87
 13   0     135.35       0.00
 13   1      27.94      35.68
 13   2    -145.55      30.97
 13   3      44.90     -10.02
 13   4      25.68     -18.20
 13   5     -78.96       9.93
 13   6     -14.67      -4.67
 13   7     -86.23     109.44
 13   8     -32.54      -0.39
 13   9     -19.03      74.69
 13  10      41.78    -100.60
 13  11     128.11    -117.86
 13  12     -10.72    -148.83
 13  13     -76.59      29.75
 14   0     -38.96       0.00
 14   1      23.84       5.07
 14   2     -73.98      34.09
 14   3     102.29      68.19
 14   4     -17.69     -11.68
 14   5      54.82     -47.39
 14   6      19.67     -51.28
 14   7      37.94     -11.26
 14   8     -15.72     -39.70
 14   9      79.03      38.82
 14  10      93.12     -30.41
 14  11      44.14     -71.50
 14  12     -60.91      54.59
 14  13     128.59      66.05
 14  14      29.83     -83.89
 15   0     159.78       0.00
 15   1     -17.63     -18.25
 15   2     -93.04      -3.92
 15   3      44.70       0.51
 15   4     -37.67      35.69
 15   5     -19.63      39.59
 15   6     -57.41      43.27
 15   7      89.63     -74.96
 15   8      22.44     -66.06
 15   9     -15.39     -32.64
 15  10     -40.65      18.90
 15  11    -146.74      45.80
 15  12       8.09      34.99
 15  13     100.39     -40.57
 15  14     -93.65    -153.41
 15  15    -242.40    -189.61
 16   0     -94.10       0.00
 16   1     -47.01       5.60
 16   2     -52.94      53.36
 16   3      -4.77      32.25
 16   4      44.41     -38.68
 16   5      32.14      47.37
 16   6      -3.69     -34.76
 16   7       0.11      -5.19
 16   8       5.70      33.06
 16   9     -92.99     -34.06
 16  10     -13.77      33.25
 16  11      49.25      46.21
 16  12      48.39    -114.57
 16  13     -10.16     -41.69
 16  14    -132.34      35.01
 16  15     106.18      56.39
 16  16     107.00     -31.69
 17   0     121.68       0.00
 17   1     -16.68     -24.47
 17   2     -79.34      21.79
 17   3     108.07      15.09
 17   4      -5.29      -4.98
 17   5     -44.04       4.75
 17   6      -8.96     -69.30
 17   7      -9.15       6.03
 17   8      10.69     124.64
 17   9      31.94       9.17
 17  10      35.19     -13.45
 17  11      93.33      12.42
 17  12     -58.66      40.28
 17  13       6.81      38.76
 17  14      81.45      25.03
 17  15    -100.64     -11.24
 17  16     -22.41      32.64
 17  17      90.74     -40.80
 18   0    -117.86       0.00
 18   1     -67.35      18.56
 18   2      -3.97       3.26
 18   3      94.87      47.45
 18   4      55.47     -50.44
 18   5      56.26     -32.60
 18   6      -4.29      11.46
 18   7      29.53      21.94
 18   8       3.49     -47.90
 18   9     126.86      53.00
 18  10      -9.77       6.43
 18  11    -116.04     -23.55
 18  12     -28.22      29.32
 18  13     -32.82     -32.60
 18  14      81.87     -10.13
 18  15     -17.18       4.65
 18  16      39.28    -149.34
 18  17    -135.74       1.26
 18  18     118.95      93.63
 19   0     128.16       0.00
 19   1       9.62      -3.79
 19   2      -8.10     -14.74
 19   3      40.32      -7.89
 19   4     -72.65      32.66
 19   5     -79.75      31.35
 19   6     -28.96      25.52
 19   7     -43.04       7.80
 19   8       7.81     -73.35
 19   9     -30.84     -23.61
 19  10     -40.49      13.45
 19  11      38.03      10.80
 19  12      89.87      -1.23
 19  13       8.22     -13.01
 19  14     -87.73      25.99
 19  15     137.75      16.80
 19  16      47.74      46.46
 19  17      39.27      31.36
 19  18     -31.68     -74.96
 19  19     -17.22      18.19
 20   0     -17.61       0.00
 20   1    -103.54       3.86
 20   2     -43.34      -1.88
 20   3      37.34      35.78
 20   4      37.74     -45.92
 20   5      54.07      14.44
 20   6      18.04     -50.45
 20   7      30.02     -14.77
 20   8       0.10      30.68
 20   9     -55.03     -31.87
 20  10      17.81       9.18
 20  11      82.18      22.15
 20  12     -32.21       6.93
 20  13      41.55      65.33
 20  14      -8.06       5.48
 20  15      -9.26      -2.86
 20  16    -107.26      52.12
 20  17     -73.47     -15.19
 20  18      16.64      14.15
 20  19      43.11      -3.92
 20  20     -97.24     217.14
 21   0      21.58       0.00
 21   1     -27.76     -53.81
 21   2      10.09      13.25
