Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1707:180
Coefficients for 360 degrees 
  Beginning: CT1706:000  1981:04:04_12h:42m:07s. 
  Centered:  CT1707:180  1981:04:18_04h:00m:18s. 
  End time:  CT1707:005  1981:05:01_10h:12m:59s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -7.03       0.00
  1   0     -94.40       0.00
  1   1      84.66      32.77
  2   0      93.62       0.00
  2   1       7.14     120.98
  2   2      22.20     170.97
  3   0     -86.20       0.00
  3   1     -64.91     -45.72
  3   2      64.35     120.40
  3   3      57.58      51.43
  4   0     140.46       0.00
  4   1       0.61    -116.19
  4   2      21.09      -9.72
  4   3      89.43     -10.91
  4   4    -139.87       9.03
  5   0      53.42       0.00
  5   1      53.22      26.03
  5   2      -3.11    -122.88
  5   3      64.18      60.60
  5   4     163.11     -95.72
  5   5    -309.72    -102.01
  6   0    -236.66       0.00
  6   1     141.83     -24.59
  6   2     -28.40     -29.38
  6   3     -60.54      10.60
  6   4      60.51      99.22
  6   5      51.12     118.20
  6   6     -84.27    -283.02
  7   0      86.76       0.00
  7   1      66.85       9.86
  7   2     -27.86      59.33
  7   3     -35.21    -108.78
  7   4     -10.60      21.13
  7   5      81.18     -67.65
  7   6     -69.85    -211.66
  7   7     133.47    -278.87
  8   0     125.72       0.00
  8   1     -24.16      31.97
  8   2     -20.97    -136.35
  8   3       3.47      14.01
  8   4     -68.49     -21.26
  8   5      20.35     -72.51
  8   6     164.16       6.50
  8   7    -102.09    -164.23
  8   8     290.32    -594.94
  9   0     -50.81       0.00
  9   1      94.82    -133.23
  9   2      10.34    -104.37
  9   3     -83.35     121.26
  9   4    -119.99      13.57
  9   5     -71.93     -88.25
  9   6     -24.96     143.94
  9   7      50.96      -7.22
  9   8    -289.72    -118.95
  9   9     -18.02    -295.25
 10   0     -77.93       0.00
 10   1      42.20     -58.35
 10   2      42.35      11.42
 10   3     -35.03     -24.51
 10   4     -21.77     -73.28
 10   5      73.70      64.35
 10   6    -150.91     -77.18
 10   7     -48.33     114.87
 10   8     -12.42     298.82
 10   9    -306.22    -153.53
 10  10     376.22     -11.85
 11   0      17.27       0.00
 11   1     -77.17      83.84
 11   2     -55.34     -38.75
 11   3     -89.23     -48.95
 11   4     191.32      -1.08
 11   5       9.21     120.96
 11   6     -37.65     -27.21
 11   7    -120.28      88.86
 11   8      18.24     -15.29
 11   9     -82.18      59.10
 11  10     152.97      77.30
 11  11     397.08    -156.03
