Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1711:180
Coefficients for 360 degrees 
  Beginning: CT1710:000  1981:07:22_15h:07m:37s. 
  Centered:  CT1711:180  1981:08:05_06h:25m:48s. 
  End time:  CT1711:005  1981:08:18_12h:38m:29s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       7.23       0.00
  1   0    -125.55       0.00
  1   1      43.24     -16.85
  2   0      26.76       0.00
  2   1     109.97      46.37
  2   2    -105.65      41.26
  3   0    -206.35       0.00
  3   1     -33.68     -41.22
  3   2     122.36      -6.61
  3   3     106.78      52.35
  4   0     170.79       0.00
  4   1    -178.77    -124.69
  4   2     117.71    -136.71
  4   3     -76.98     143.61
  4   4     181.45    -377.41
  5   0     -71.10       0.00
  5   1      -6.02      83.38
  5   2    -152.79     -48.87
  5   3     -58.39      69.61
  5   4     -54.15    -137.52
  5   5    -339.58     -45.76
  6   0     -66.28       0.00
  6   1      37.30      57.84
  6   2     -97.63     122.39
  6   3      13.28     -89.30
  6   4    -175.71     178.69
  6   5     177.63     203.49
  6   6    -363.18      85.20
  7   0     -24.77       0.00
  7   1       5.14     -21.86
  7   2     101.56      66.57
  7   3      36.51    -170.70
  7   4      50.68      80.20
  7   5       4.23      20.97
  7   6     164.17     163.85
  7   7     -31.79     242.52
  8   0      23.14       0.00
  8   1     -72.15     -85.29
  8   2     -36.64      12.21
  8   3     104.59      81.86
  8   4      27.91     -83.22
  8   5     -94.49     -94.45
  8   6     170.96      50.78
  8   7    -148.15     -91.57
  8   8     -32.83     361.53
  9   0      94.02       0.00
  9   1      43.23      59.71
  9   2      -0.83     -56.22
  9   3     -49.37     156.79
  9   4     -53.01      88.95
  9   5     159.03     -52.36
  9   6    -321.81     -95.83
  9   7      22.73      70.39
  9   8    -218.98    -144.48
  9   9    -125.77    -191.60
 10   0     -48.33       0.00
 10   1     -27.62     -21.45
 10   2     131.35      24.86
 10   3     -81.92    -154.91
 10   4     119.17      14.99
 10   5     102.91     -43.28
 10   6      19.30     -56.07
 10   7     107.77      -7.64
 10   8       0.17    -187.59
 10   9    -177.55     420.45
 10  10     -84.84     -82.48
 11   0      74.41       0.00
 11   1     -59.38       0.35
 11   2     -45.87     -57.24
 11   3      10.64     -91.24
 11   4      21.72    -177.83
 11   5    -144.42      28.15
 11   6     305.36      75.85
 11   7      18.48    -135.93
 11   8     179.42      51.58
 11   9     -45.54    -137.70
 11  10    -225.70     391.10
 11  11    -305.76     378.51
 12   0     -54.24       0.00
 12   1       1.02      74.10
 12   2    -121.78      -7.76
 12   3      31.67     119.82
 12   4    -181.42     -15.04
 12   5    -184.49      74.62
 12   6    -125.00     -18.91
 12   7     -76.00      57.63
 12   8     -82.47      20.16
 12   9      88.99    -248.06
 12  10      26.23      36.88
 12  11     -15.58    -214.52
 12  12    -226.75     198.63
 13   0     271.72       0.00
 13   1      43.80       4.63
 13   2     134.74      25.84
 13   3     -24.85      74.72
 13   4      45.07     119.53
 13   5      69.62      25.56
 13   6    -152.70     -80.71
 13   7     -41.60     126.41
 13   8     -13.85     -43.68
 13   9     -57.80     148.28
 13  10      92.50     -47.09
 13  11     -92.47      79.89
 13  12     -18.73      90.47
 13  13     463.00    -111.62
 14   0     -96.25       0.00
 14   1     -30.36    -144.71
 14   2      52.83      45.63
 14   3      47.24    -132.70
 14   4     100.67      17.70
 14   5     215.57     -45.73
 14   6      90.80      10.98
 14   7       1.80     -11.01
 14   8     135.09      66.85
 14   9      75.25      87.97
 14  10       0.45      44.60
 14  11    -104.28     165.33
 14  12     -50.74     -63.55
 14  13    -275.91     132.71
