Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2087:180
Coefficients for 360 degrees 
  Beginning: CT2086:000  2009:08:20_03h:04m:23s. 
  Centered:  CT2087:180  2009:09:02_18h:22m:34s. 
  End time:  CT2087:005  2009:09:16_00h:35m:15s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -5.30       0.00
  1   0     -67.78       0.00
  1   1      -2.93       0.02
  2   0     -18.61       0.00
  2   1      -1.85      13.34
  2   2      -6.07      -2.54
  3   0    -104.72       0.00
  3   1      -3.45       6.71
  3   2      13.33     -10.82
  3   3       3.99      12.17
  4   0     -23.78       0.00
  4   1       7.83      11.61
  4   2      -7.75       3.81
  4   3      -3.65      -7.75
  4   4       5.42     -13.23
  5   0     -79.01       0.00
  5   1      -6.70     -12.97
  5   2      -4.45      10.49
  5   3       8.45      17.69
  5   4     -10.91      -6.28
  5   5      -7.63       4.89
  6   0     -25.10       0.00
  6   1      10.87      20.49
  6   2       4.19      13.99
  6   3      -1.25      -0.03
  6   4       1.17     -21.78
  6   5       6.92      -8.00
  6   6      17.34      -1.73
  7   0     -11.04       0.00
  7   1     -19.33      -8.68
  7   2       5.10       3.19
  7   3      -4.30     -12.26
  7   4     -19.40       0.71
  7   5      -6.41      21.99
  7   6       1.63     -13.16
  7   7      -0.66     -13.91
  8   0      -3.52       0.00
  8   1       3.83      24.01
  8   2       4.24      21.24
  8   3     -12.93       4.48
  8   4      -3.18      16.31
  8   5       3.38       1.58
  8   6      21.03       2.14
  8   7      -1.28      14.08
  8   8      -6.01       4.63
  9   0      43.65       0.00
  9   1       0.33       5.47
  9   2       6.17      -7.17
  9   3      -9.88      16.86
  9   4      -0.32       9.90
  9   5      20.67     -14.18
  9   6       2.69      -0.44
  9   7      -6.31      -6.98
  9   8      18.02      -9.22
  9   9       1.15       7.99
 10   0      25.32       0.00
 10   1      11.15       9.96
 10   2       4.68      16.76
 10   3     -16.07      10.01
 10   4       0.46       7.48
 10   5      -2.94      -7.83
 10   6     -10.59      -7.79
 10   7       7.00       4.50
 10   8     -15.63      16.82
 10   9      -7.82     -10.75
 10  10      -5.30      -1.25
 11   0      82.52       0.00
 11   1      -2.18      -6.30
 11   2      -4.76       4.51
 11   3      -1.53       3.70
 11   4      10.02      -2.09
 11   5      12.40      -5.21
 11   6       7.88       7.68
 11   7       5.61      -7.76
 11   8       4.00      -6.86
 11   9      16.95       4.28
 11  10       0.92       8.25
 11  11       1.77      -1.66
 12   0      30.24       0.00
 12   1       1.01       8.28
 12   2      -4.32       7.64
 12   3      -3.07       4.24
 12   4      -8.95      -3.50
 12   5      -3.21      -4.75
 12   6      -5.03       2.16
 12   7      -1.98     -15.86
 12   8       3.41      -2.61
 12   9       0.45       2.10
 12  10      -4.53      -4.57
 12  11       5.82      -3.72
 12  12       1.70      -3.04
 13   0     117.73       0.00
 13   1      -7.21      -0.26
 13   2      -2.70      -2.50
 13   3       5.53      -3.58
 13   4       2.39      -1.02
 13   5      11.42       7.30
 13   6       9.99       1.32
 13   7      -3.44      -1.45
 13   8     -19.41      -3.02
 13   9      -4.47      -2.56
 13  10      -3.19      11.58
 13  11      -9.34       4.33
 13  12      -8.98      -0.24
 13  13       6.75       4.88
 14   0      38.93       0.00
 14   1       1.18       5.35
 14   2       5.72      19.49
 14   3       0.86      -0.59
 14   4      -5.29      14.28
 14   5      -6.92      -0.43
 14   6       0.09       7.09
 14   7      -8.23      -5.95
 14   8       3.64      -1.27
 14   9       0.86       1.78
 14  10      -4.55       1.39
 14  11       8.04      -5.10
 14  12       4.19     -11.89
 14  13       0.81       6.07
 14  14      -9.67       2.79
 15   0     148.89       0.00
 15   1       0.99      -0.83
 15   2       6.28       0.80
 15   3       0.79       1.68
 15   4      -3.09       9.47
 15   5      13.55      -3.75
 15   6       4.39      -0.92
 15   7       8.70      16.62
 15   8       0.30       3.20
 15   9      -8.93      -3.19
 15  10       1.14       1.36
 15  11      -3.99      -0.34
 15  12      -7.09       3.28
 15  13       5.51      -1.51
 15  14       0.91       2.43
 15  15       4.85      -1.07
 16   0      38.28       0.00
 16   1      -4.37     -11.90
 16   2       4.35      16.22
 16   3     -13.88      11.10
 16   4      -9.93      11.52
 16   5      -5.91      -4.69
 16   6      -7.52       1.04
 16   7       1.75       1.78
 16   8       0.89       2.73
 16   9       4.03       4.04
 16  10       2.79       3.32
 16  11      -8.19      -4.85
 16  12       0.39      -2.23
 16  13       7.05       4.61
 16  14      -1.81       2.71
 16  15      -1.96      -2.49
 16  16      -5.48      -6.67
 17   0     138.85       0.00
 17   1       8.15       2.79
 17   2       0.10       0.15
 17   3      -4.70       8.14
 17   4       6.30      -0.83
 17   5      14.15      -4.60
 17   6       9.22       3.34
 17   7       7.75      11.85
 17   8      -1.66       1.78
 17   9      -2.36       1.84
 17  10       1.41      -1.66
 17  11      -1.60      -0.22
 17  12      -0.70      -4.03
 17  13       1.88       4.63
 17  14       6.19       6.00
 17  15       0.86      -6.36
 17  16      -2.35       3.12
 17  17      -9.60       1.01
 18   0      30.30       0.00
 18   1      -6.80     -18.33
 18   2      -1.84       4.55
 18   3      -9.54       6.42
 18   4      -9.84       4.81
 18   5      -9.26      -1.17
 18   6      -8.23       0.12
 18   7      -8.63     -12.83
 18   8      -0.38      -0.28
 18   9       1.93      -6.37
 18  10      -2.26      -2.67
 18  11      -2.94       0.63
 18  12      -3.36      -0.32
 18  13       3.75      -4.32
 18  14       2.98       8.87
 18  15      -0.63      -2.63
 18  16      -4.01      -1.30
 18  17      -0.26      -1.01
 18  18       1.22      11.55
 19   0     103.68       0.00
 19   1      10.16       7.54
 19   2      -1.33       0.90
 19   3      -0.09       0.93
 19   4       5.26       3.00
 19   5      12.52       4.09
 19   6       3.69      -0.28
 19   7       1.55       3.80
 19   8      -3.03       1.94
 19   9      -2.24      -0.05
