Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2048:180
Coefficients for 360 degrees 
  Beginning: CT2047:000  2006:09:21_09h:25m:47s. 
  Centered:  CT2048:180  2006:10:05_00h:43m:58s. 
  End time:  CT2048:005  2006:10:18_06h:56m:39s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -4.74       0.00
  1   0     -96.06       0.00
  1   1      -4.42       0.40
  2   0     -26.80       0.00
  2   1      -7.64      -5.42
  2   2     -43.97     -11.61
  3   0    -157.82       0.00
  3   1      22.98       1.46
  3   2      15.44       9.93
  3   3      -6.32      12.11
  4   0     -20.18       0.00
  4   1       1.01     -31.34
  4   2      22.77      10.89
  4   3     -26.35      12.87
  4   4     -33.39       1.03
  5   0    -106.44       0.00
  5   1      -7.37      15.97
  5   2     -23.39       1.89
  5   3      21.62       5.99
  5   4      -5.02      -6.59
  5   5     -15.98      32.74
  6   0       0.04       0.00
  6   1     -30.73     -20.31
  6   2      -8.02     -19.78
  6   3      24.90     -26.80
  6   4      31.18      27.88
  6   5       4.71     -23.80
  6   6     -64.95     -77.51
  7   0       9.26       0.00
  7   1       8.23      29.44
  7   2      16.70      29.45
  7   3     -29.22      -3.45
  7   4       7.89      -0.89
  7   5      12.85     -23.86
  7   6     -18.02      48.57
  7   7      16.18      12.83
  8   0       4.01       0.00
  8   1       0.16     -13.50
  8   2     -46.83      -0.07
  8   3      -6.60      -3.14
  8   4     -12.02     -35.44
  8   5      -9.55      13.90
  8   6      53.79      32.24
  8   7     -23.83     -38.64
  8   8    -101.23      -2.84
  9   0      59.50       0.00
  9   1      11.68      12.39
  9   2       0.62      -1.73
  9   3       1.08      13.01
  9   4      -9.78      11.07
  9   5       9.02     -14.97
  9   6     -11.89     -37.28
  9   7       0.40      10.58
  9   8      60.48      -7.53
  9   9      15.99     -28.05
 10   0      -4.36       0.00
 10   1      -7.88      -9.32
 10   2      21.93     -14.24
 10   3       8.07     -16.47
 10   4       3.10      10.70
 10   5       5.37     -11.01
 10   6     -32.61       4.24
 10   7      14.85      22.66
