Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2205:180
Coefficients for 360 degrees 
  Beginning: CT2204:000  2018:06:12_14h:36m:34s. 
  Centered:  CT2205:180  2018:06:26_05h:54m:45s. 
  End time:  CT2205:005  2018:07:09_12h:07m:26s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       3.85       0.00
  1   0     116.72       0.00
  1   1       8.46      -2.24
  2   0       0.17       0.00
  2   1      -9.64     -12.57
  2   2     -13.44      -6.57
  3   0     163.80       0.00
  3   1       5.16       8.47
  3   2       2.75      -4.41
  3   3      11.62      16.97
  4   0     -42.06       0.00
  4   1      16.07       0.56
  4   2      14.19       3.08
  4   3      -8.19      15.24
  4   4       4.62     -28.55
  5   0      98.99       0.00
  5   1      26.93     -18.77
  5   2      -1.98      -1.77
  5   3     -27.51     -11.09
  5   4       2.02     -29.34
  5   5       2.30       6.71
  6   0      -2.66       0.00
  6   1      24.53       3.06
  6   2     -19.89      12.57
  6   3       0.51     -23.22
  6   4      -9.49      -3.12
  6   5      -7.04      42.32
  6   6     -42.64     -31.48
  7   0       1.98       0.00
  7   1      -4.50     -24.24
  7   2      -6.14      -1.43
  7   3      21.86       5.87
  7   4      12.07      22.66
  7   5     -13.13      22.37
  7   6     -14.94     -49.15
  7   7     -20.47      91.45
  8   0      -1.21       0.00
  8   1      11.58     -18.38
  8   2      17.30      -1.78
  8   3       7.36       3.48
  8   4      21.91       6.98
  8   5       2.65     -23.24
  8   6      31.93      -0.07
  8   7      -6.78      49.10
  8   8      11.32     -27.22
  9   0     -64.66       0.00
  9   1       4.88     -16.21
  9   2       9.82     -17.03
  9   3      -6.24      11.85
  9   4      -7.93      -1.29
  9   5       8.05     -42.00
  9   6       9.59      45.19
  9   7      15.24     -11.42
  9   8       5.55     -49.36
  9   9      11.72      16.14
 10   0      19.07       0.00
 10   1      13.01      -9.34
 10   2      -5.39       2.06
 10   3     -17.22     -11.56
 10   4     -24.78     -12.31
 10   5       2.34       4.09
 10   6     -28.41      24.03
 10   7      10.15     -36.60
 10   8      -7.37     -18.54
 10   9      -7.28      40.73
 10  10       4.20     -86.27
 11   0    -115.54       0.00
 11   1      12.64     -13.57
 11   2     -17.39     -11.30
 11   3      -8.23       4.68
 11   4      10.90      -5.68
 11   5      -0.99      27.52
 11   6      -8.11     -15.53
 11   7      -5.24     -19.22
 11   8     -14.15      23.25
 11   9     -11.01      30.12
 11  10      11.66     -49.00
 11  11     -39.07      13.44
 12   0      10.92       0.00
 12   1       3.04       5.51
 12   2      -8.35       4.44
 12   3      18.34     -19.13
 12   4      36.17       8.79
 12   5     -13.00       2.47
 12   6      11.33     -27.52
 12   7     -14.00      18.41
 12   8      -7.59      18.93
 12   9      10.28      -4.28
 12  10     -10.19       4.07
 12  11      -7.02      33.34
 12  12      -8.66      18.45
 13   0    -173.30       0.00
 13   1      -1.01       7.45
 13   2       4.01     -10.71
 13   3      17.86      -0.15
 13   4       5.78      -3.09
 13   5     -11.79     -23.77
 13   6      17.17       1.88
 13   7       1.33      12.88
 13   8      15.96      -3.71
 13   9      19.07     -31.99
 13  10     -19.09      21.33
 13  11      34.80      20.21
 13  12      -4.57     -29.40
 13  13      58.04      54.24
 14   0      19.94       0.00
 14   1       3.32       1.48
 14   2      12.91       1.88
 14   3      -2.84     -15.11
 14   4     -20.89       5.21
 14   5      -0.67     -10.79
 14   6     -12.60      25.54
 14   7       4.06      -1.10
 14   8       2.29     -22.08
 14   9      -7.70      -6.33
 14  10      -9.52       0.19
 14  11      13.64      -8.09
 14  12      -9.01     -56.89
 14  13      13.67      42.60
 14  14      20.21     -53.52
 15   0    -211.45       0.00
 15   1       1.46      -5.82
 15   2       1.70      -9.05
 15   3     -10.28      13.27
 15   4      -2.58      -3.84
 15   5      11.45      21.14
 15   6      -6.14       4.62
 15   7      -0.60      -8.86
 15   8       0.54       2.94
 15   9     -19.86       9.22
 15  10      15.23      -8.09
 15  11     -19.16     -15.27
 15  12      -9.84       2.94
 15  13     -14.63       9.21
 15  14       3.65     -30.70
 15  15     -21.95       6.65
 16   0      19.86       0.00
 16   1      -4.22      -3.24
 16   2      -7.06       5.40
 16   3      -7.09     -11.43
 16   4      27.61       0.25
 16   5      -2.29       3.85
 16   6       7.14     -16.17
 16   7      -2.36       1.77
 16   8      -0.84      20.02
 16   9      -0.61      11.78
 16  10      20.31       7.35
 16  11      -0.51      -9.31
 16  12     -13.58      43.82
 16  13      -3.68     -18.12
 16  14      -6.82       5.20
 16  15     -20.44      38.33
 16  16     -11.73     -16.36
 17   0    -215.59       0.00
 17   1      -8.83      14.64
 17   2     -10.22      -4.71
 17   3       5.83       4.76
 17   4      19.34      -4.17
 17   5      -9.04     -13.35
 17   6       4.38     -12.64
 17   7      -0.24      -1.44
 17   8       2.30      11.56
 17   9      21.29     -18.24
 17  10      -1.17      -3.16
 17  11      11.85       6.52
 17  12      -3.21      17.67
 17  13      20.62     -18.77
 17  14      -8.87       9.81
 17  15       8.75      27.85
 17  16       8.01     -25.35
 17  17     -24.58      32.35
 18   0      24.54       0.00
 18   1     -19.30       9.37
 18   2       0.06       0.37
 18   3      12.48     -18.27
 18   4      -4.74       2.86
 18   5     -11.21      -8.26
 18   6     -12.30      15.87
 18   7      -0.05       6.31
 18   8      -5.06     -12.77
 18   9       7.32      -4.46
 18  10     -11.33      -7.55
 18  11       4.60       0.38
 18  12       8.20     -23.02
 18  13       0.65      -1.81
 18  14      -2.67       1.08
 18  15      23.17     -13.83
 18  16      13.83      -7.85
 18  17     -18.69       4.11
 18  18      39.44       0.83
 19   0    -160.49       0.00
 19   1      -9.92      19.62
 19   2       4.96      -6.33
 19   3       3.36       8.26
 19   4      -7.53      -7.17
 19   5       1.93      15.30
 19   6       1.22      11.42
 19   7      -1.55      -5.26
 19   8       2.12      -4.53
 19   9     -12.99       8.60
 19  10      -5.29      -5.88
 19  11      -9.20       3.23
 19  12      -0.23      -9.80
 19  13     -20.12      14.75
 19  14      -0.42      -2.63
 19  15       5.58     -17.46
 19  16     -16.22      11.33
 19  17       2.23      -8.46
 19  18      16.65      -6.12
 19  19      17.36     -28.74
 20   0       4.89       0.00
 20   1     -20.29       7.82
 20   2       2.51      -0.67
 20   3      -6.54     -17.35
 20   4      14.90       7.59
 20   5      -2.12       4.01
 20   6       5.78      -4.48
 20   7       0.67      -7.17
 20   8      -1.08       9.92
 20   9     -13.13       5.29
 20  10       5.58       6.80
 20  11       2.16       2.09
 20  12      -9.14      22.32
 20  13      -4.84       2.81
 20  14       5.13      -1.46
 20  15      -4.96      -0.22
 20  16     -29.60       9.49
 20  17      25.06      -6.24
 20  18     -24.33     -10.56
 20  19       1.18      -9.61
 20  20     -18.94       5.57
 21   0     -50.70       0.00
 21   1     -14.57      27.55
 21   2       0.23       5.41
 21   3      -2.46       4.83
 21   4      17.43      -3.26
 21   5      -1.45      -5.75
 21   6       4.64     -15.63
 21   7       2.60      -4.61
 21   8      -6.33      12.24
 21   9       4.13     -13.40
 21  10       8.34      -1.88
 21  11       5.69       3.05
 21  12     -10.28      12.62
 21  13      11.58      -2.62
 21  14      -1.72      -4.31
 21  15     -13.82      19.55
 21  16      -6.60       0.06
 21  17      11.96      17.67
 21  18     -20.23      -5.72
 21  19      -2.00      18.56
 21  20      -2.58      10.07
 21  21       5.95      13.23
 22   0      -6.24       0.00
 22   1     -24.04      12.94
 22   2      -2.96       0.42
 22   3       3.58     -10.80
 22   4       7.46       4.04
 22   5      -9.38     -11.40
 22   6      -8.74       1.53
 22   7      -0.62      12.03
 22   8      -8.00      -0.61
 22   9       4.59      -6.72
 22  10       1.45      -4.85
 22  11       4.08       6.00
 22  12      -2.05     -16.89
 22  13       9.74     -10.68
 22  14       1.49       1.81
 22  15      -4.02      10.47
 22  16      26.54      -9.56
 22  17       2.88      -2.44
 22  18       3.13       7.19
 22  19      10.52       6.68
 22  20       9.30       3.14
 22  21       4.53      11.59
 22  22       9.76      -2.77
 23   0     109.55       0.00
 23   1     -18.31      22.32
 23   2       1.20      11.01
 23   3       4.11       7.28
 23   4       2.85     -10.08
 23   5      -1.19       8.98
 23   6      -0.77       6.54
 23   7      -2.84       0.54
 23   8       2.65      -2.19
 23   9      -1.93       1.88
 23  10      -4.55      -0.91
 23  11      -8.95      -3.37
 23  12       1.96      -9.13
 23  13      -7.12       2.94
 23  14      -9.52       2.70
 23  15      -2.54     -10.64
 23  16      13.33      -6.20
 23  17     -15.42     -13.30
 23  18       0.19       5.28
 23  19       5.49     -14.41
 23  20       0.06      -4.62
 23  21       5.59      -8.88
 23  22       8.20      -7.21
 23  23       2.29       6.79
 24   0     -20.96       0.00
 24   1     -22.50       8.71
 24   2       1.72      -5.71
 24   3       0.08      -5.97
 24   4      11.54       3.62
 24   5      -8.95       1.26
 24   6       2.11       7.48
 24   7       0.20      -4.13
 24   8       0.64       1.28
 24   9      -7.95       7.35
 24  10      -3.01       7.32
 24  11       1.33      -1.06
 24  12      -1.36      13.44
 24  13      -5.49       8.74
 24  14      -0.93       2.34
 24  15      13.31      -6.07
 24  16     -14.71       3.46
 24  17     -11.57      -6.98
 24  18       1.46      -3.94
 24  19      -2.68      -5.75
 24  20     -12.43      -4.21
 24  21      -0.07      -6.21
 24  22       1.16      -7.32
 24  23     -11.85       5.77
 24  24       1.46      -8.07
 25   0     278.13       0.00
 25   1     -13.31      16.60
 25   2       5.51      16.04
 25   3      -2.28      -1.82
 25   4      10.66      -3.47
 25   5      -1.87       3.53
 25   6       5.39      -8.94
 25   7       1.78     -10.41
 25   8      -3.91       7.51
 25   9      -1.73      -3.90
 25  10      -0.53      -5.13
 25  11       5.98      -1.86
 25  12       0.04      15.27
 25  13       6.86       4.24
 25  14      -2.14      -5.34
 25  15       7.67       1.93
 25  16     -14.37       2.68
 25  17       2.96       3.72
 25  18       3.74      -1.02
 25  19      -4.40       6.49
 25  20      -2.18      -0.77
 25  21       1.86       5.58
 25  22      -2.89       1.96
 25  23     -11.04      -0.07
 25  24       4.88       0.40
 25  25     -22.42       2.62
 26   0     -33.76       0.00
 26   1      -8.91       4.94
 26   2      -0.54      -5.54
 26   3      -1.51       5.31
 26   4       8.46       5.39
 26   5     -10.63      -8.40
 26   6      -6.24      -0.83
 26   7       1.39       4.26
 26   8      -6.12       4.60
 26   9      -1.27      -5.07
 26  10       1.42      -5.92
 26  11       5.24       7.65
 26  12      -2.30      -3.18
 26  13       2.22      -4.77
 26  14       3.03      -4.41
 26  15      -0.85      10.59
 26  16       3.67       1.00
 26  17       7.86       3.99
 26  18       9.77       3.21
 26  19      -5.66       5.06
 26  20       1.65       1.80
 26  21       0.29       3.05
 26  22      -1.36       8.22
 26  23       2.42      -2.56
 26  24       6.88       8.70
 26  25      -8.33      -0.22
 26  26       4.45      22.29
 27   0     409.37       0.00
 27   1      -4.88      -0.49
 27   2       3.66      19.24
 27   3      -0.83      -3.08
 27   4       5.55      -4.82
 27   5      -1.44       5.10
 27   6       1.86      -3.38
 27   7      -0.67      -1.13
 27   8      -1.69       2.17
 27   9      -1.53      -3.58
 27  10       0.19      -3.40
 27  11      -6.64       0.86
 27  12      -0.25      -5.18
 27  13      -4.74      -3.89
 27  14      -2.72       1.97
 27  15      -6.65       1.77
 27  16       6.91      -5.29
 27  17       7.63      -9.55
 27  18      -0.87       4.06
 27  19       0.25      -8.85
 27  20       2.80       2.13
 27  21       4.77      -3.57
 27  22      -2.48       3.65
 27  23      16.71      -1.76
 27  24      -5.22       0.79
 27  25       7.39      -8.81
 27  26       6.22      13.58
 27  27      12.61     -10.95
 28   0     -38.03       0.00
 28   1       6.48      -2.65
 28   2       0.70      -7.72
 28   3      -0.82      16.93
 28   4       5.20       0.61
 28   5     -11.63      -4.41
 28   6      -2.96       6.68
 28   7       0.45       2.72
 28   8      -1.80       0.63
 28   9      -3.90       1.69
 28  10      -0.90       5.28
 28  11       0.75       1.46
 28  12      -0.67       3.07
 28  13      -2.67       3.03
 28  14      -2.69       6.85
 28  15       0.58      -3.98
 28  16       0.44      -3.20
 28  17      -3.79      -1.38
 28  18     -10.68      -3.30
 28  19       1.61      -4.50
 28  20      -6.48       0.26
 28  21       1.36      -1.62
 28  22       1.96      -8.32
 28  23       6.05      -3.64
 28  24      -2.69      -8.41
 28  25       7.35      -0.66
