Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2207:180
Coefficients for 360 degrees 
  Beginning: CT2206:000  2018:08:06_03h:49m:19s. 
  Centered:  CT2207:180  2018:08:19_19h:07m:30s. 
  End time:  CT2207:005  2018:09:02_01h:20m:11s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      10.08       0.00
  1   0     105.97       0.00
  1   1       2.09      -3.58
  2   0      47.67       0.00
  2   1      -2.50       8.10
  2   2     -20.87      -6.60
  3   0     149.33       0.00
  3   1     -11.76       3.86
  3   2     -11.58      -9.88
  3   3      10.97      42.84
  4   0      11.67       0.00
  4   1      20.08      23.45
  4   2      13.16       1.47
  4   3       4.89      19.99
  4   4      16.67      -0.08
  5   0      74.76       0.00
  5   1     -19.26      -6.47
  5   2       2.62      -3.26
  5   3      -1.60      -0.74
  5   4      -7.11     -16.74
  5   5      37.28      -8.05
  6   0       5.83       0.00
  6   1      34.89      26.09
  6   2     -15.33      13.28
  6   3      10.92     -20.91
  6   4     -23.39      -5.36
  6   5       9.22      20.85
  6   6     -23.09     -65.34
  7   0      -7.49       0.00
  7   1      -8.84       6.65
  7   2      -4.97      -8.20
  7   3       6.27      16.59
  7   4     -21.44       1.83
  7   5     -16.34      33.59
  7   6       2.28     -36.10
  7   7     -53.84     -13.24
  8   0      -7.95       0.00
  8   1      17.41      20.51
  8   2       1.28      -5.14
  8   3       7.84      -3.06
  8   4      21.15      10.11
  8   5      -5.04      -9.19
  8   6      -1.41      23.57
  8   7     -16.47      16.32
  8   8     -14.55      14.16
  9   0     -52.95       0.00
  9   1     -26.06      -1.98
  9   2       0.93      -2.13
  9   3      -7.29       1.52
  9   4      12.27       8.27
  9   5      15.47     -27.65
  9   6     -14.13      20.60
  9   7      40.42      36.71
  9   8      -9.33      -1.69
  9   9      16.06      35.93
 10   0     -11.50       0.00
 10   1       6.74      14.27
 10   2     -14.37      15.62
 10   3      16.67     -11.42
 10   4     -10.84      -9.89
 10   5       1.18     -11.78
 10   6       1.69      -7.28
 10   7      27.37      -0.24
 10   8      11.99     -28.55
 10   9       4.32      27.97
 10  10      71.05       9.49
 11   0     -93.41       0.00
 11   1      -0.55       1.42
 11   2      -9.78       8.71
 11   3      -5.10       8.72
 11   4     -22.01     -13.39
 11   5     -23.79       3.79
 11   6       8.69     -12.99
 11   7      -1.73     -20.16
 11   8      -4.81     -14.34
 11   9       1.05     -25.75
 11  10      23.26      16.99
 11  11      47.64     -13.72
 12   0     -31.56       0.00
 12   1      17.92      14.83
 12   2      -9.04      15.25
 12   3       3.55      -8.90
 12   4       5.93       6.98
 12   5      -4.34      -3.73
 12   6       4.92      -0.58
 12   7     -14.92      -2.86
 12   8     -11.08      19.91
 12   9       4.74     -26.27
 12  10     -32.72      -6.71
 12  11       2.36     -13.90
 12  12     -22.34     -48.41
 13   0    -146.65       0.00
 13   1      -8.60      -0.14
 13   2      -8.61      -7.26
 13   3      -9.94       4.00
 13   4       3.56      18.48
 13   5       6.55      -6.64
 13   6      -7.19       8.37
 13   7      -2.51      15.21
 13   8     -12.47      18.11
 13   9       6.07       2.15
 13  10     -14.45     -17.52
 13  11      -6.47       6.15
 13  12      -6.32     -24.27
 13  13     -37.59      -8.23
 14   0     -38.55       0.00
 14   1      -0.79      -2.59
 14   2      -9.33       4.37
 14   3       9.41     -17.89
 14   4      -0.77       8.69
 14   5      11.80     -13.80
 14   6      -0.73      -9.54
 14   7      16.56      10.00
 14   8      -0.18      -3.31
 14   9     -10.63       7.57
 14  10       4.53      10.95
 14  11      -2.79      26.42
 14  12      10.64      23.78
 14  13     -21.78     -14.84
 14  14     -40.40      49.55
 15   0    -191.12       0.00
 15   1       3.54      -1.15
 15   2       2.17       5.01
 15   3      -7.31       4.68
 15   4     -10.55      -0.82
 15   5      -6.33      -2.65
 15   6      -3.67       0.01
 15   7       6.60      -2.48
 15   8       9.34     -11.00
 15   9      -6.79     -18.80
 15  10      13.13      16.15
 15  11      13.40       1.30
 15  12      -5.87      26.29
 15  13      18.95      10.18
 15  14     -18.04       8.26
 15  15     -12.37      37.38
 16   0     -44.45       0.00
 16   1      -6.55      -6.26
 16   2      -3.86       7.05
 16   3       9.92      -8.99
 16   4       0.06       5.80
 16   5      -0.86       0.39
 16   6       5.46      -3.20
 16   7      -4.31      -8.84
 16   8      -6.59      -4.57
 16   9      -5.19      -8.11
 16  10       1.84      -1.86
 16  11      14.77     -19.16
 16  12      -2.99      -8.77
 16  13      32.44      11.03
 16  14      15.00     -10.68
 16  15      16.36      18.00
 16  16      32.37      29.83
 17   0    -183.93       0.00
 17   1      13.34       1.13
 17   2      -5.73      -7.97
 17   3      -9.64       7.17
 17   4      -3.09      16.24
 17   5      -2.58      -1.54
 17   6       2.50       6.62
 17   7      -3.70      -0.71
 17   8      -9.67       3.75
 17   9       2.20      -4.05
 17  10      -2.48     -14.82
 17  11      -3.89      -5.28
 17  12       4.18     -19.35
 17  13      -5.09       1.30
 17  14      14.68      -4.41
 17  15      20.18      -6.06
 17  16      19.11       2.64
 17  17      11.58      -5.13
 18   0     -39.45       0.00
 18   1     -25.11     -24.16
 18   2      -6.14       4.27
 18   3      14.02     -16.96
 18   4       2.90      11.57
 18   5      11.91      -9.35
 18   6       7.53      -0.52
 18   7       8.14       4.99
 18   8      -9.45      -3.53
 18   9       8.42       5.67
 18  10       1.95       0.61
 18  11      -9.38       4.25
 18  12       7.50       7.09
 18  13     -15.95     -10.81
 18  14      -8.86      -6.05
 18  15      -1.19     -18.03
 18  16     -17.73      -5.27
 18  17      30.01     -15.88
 18  18      -3.13     -45.24
 19   0    -137.60       0.00
 19   1      15.85      -2.16
 19   2      -1.51       3.81
 19   3      -8.39       5.69
 19   4     -10.98       1.39
 19   5       3.71      -4.20
 19   6       0.73       2.85
 19   7      -3.06       2.54
 19   8       8.79      -5.50
 19   9       3.31      -2.23
 19  10       4.73      14.23
 19  11      -2.01       2.18
 19  12      -0.37      18.81
 19  13       4.84       0.71
 19  14      -7.88       2.50
 19  15      -2.80      -1.71
 19  16     -13.38     -14.35
 19  17      -9.75       2.37
 19  18      -2.25      -3.60
 19  19      -3.83      -3.57
 20   0     -23.64       0.00
 20   1     -29.20     -31.97
 20   2      -0.17       2.18
 20   3       8.57     -11.98
 20   4      -3.03       4.64
 20   5       6.89      -5.20
 20   6       4.98      -4.95
 20   7      -6.61      -4.99
 20   8      -2.01      -4.64
 20   9       1.18      -1.45
 20  10       2.52       9.57
 20  11      12.03      -6.58
 20  12       2.32       6.57
 20  13      18.28       0.18
 20  14      -1.02      -1.46
 20  15       1.40      11.63
 20  16       0.37      -3.14
 20  17     -17.14      14.21
 20  18      -7.62      19.13
 20  19      -7.78      -4.64
 20  20     -27.05      -2.06
 21   0     -45.23       0.00
 21   1      28.94       0.54
 21   2       1.91      -2.78
 21   3      -7.14       8.14
 21   4      -4.33      14.77
 21   5      -8.83      -0.22
 21   6      -2.41       8.22
 21   7      -4.75      -7.98
 21   8      -4.61       5.08
 21   9      -3.25     -10.44
 21  10      -4.09      -5.15
 21  11       4.31      -0.69
 21  12      -0.10     -14.00
 21  13       8.28       0.97
 21  14      10.00       0.55
 21  15       2.22       2.51
 21  16       8.53       7.71
 21  17      -0.03       5.99
 21  18      -5.33       3.95
 21  19      -0.01       1.44
 21  20      -4.66       7.04
 21  21      12.76       4.62
 22   0       1.60       0.00
 22   1     -34.15     -37.62
 22   2       7.45      -8.86
 22   3      10.87     -12.29
 22   4       6.13      15.10
 22   5       9.00      -8.41
 22   6       6.35      -0.68
 22   7       6.28      -2.52
 22   8     -11.44       2.68
 22   9      -1.92       2.85
 22  10       0.80      -3.72
 22  11      -4.27       7.51
 22  12       1.58      -8.71
 22  13     -10.49      -8.72
 22  14       0.55       0.76
 22  15      -5.85     -12.04
 22  16       2.32       1.77
 22  17      12.02      -6.43
 22  18       3.63      -2.55
 22  19       9.96       9.82
 22  20       8.53      -2.90
 22  21      -1.00      17.60
 22  22      19.90      16.49
 23   0      88.62       0.00
 23   1      24.10      -1.29
 23   2       4.50       0.10
 23   3      -4.71       3.36
 23   4     -11.85       9.69
 23   5       1.74      -7.96
 23   6       3.05       3.04
 23   7      -0.92       2.95
 23   8       2.41      -3.03
 23   9       0.74       0.94
 23  10       2.94       5.62
 23  11      -7.06       4.12
 23  12      -5.14       7.41
 23  13      -7.52      -3.57
 23  14      -6.77       1.61
 23  15      -0.78      -3.77
 23  16      -4.94     -10.41
 23  17       1.22      -2.49
 23  18       3.08       0.75
 23  19       1.80       4.26
 23  20       0.91      -3.66
 23  21       0.10      -2.38
 23  22      -0.69       3.34
 23  23      -0.92      -6.58
 24   0      37.65       0.00
 24   1     -32.27     -34.35
 24   2       9.49     -10.67
 24   3       4.07      -3.70
 24   4      -3.45       7.90
 24   5      12.52     -10.98
 24   6       9.37      -7.25
 24   7      -4.54      -0.63
 24   8      -3.04      -9.16
 24   9       3.83      -1.67
 24  10       3.77       8.39
 24  11       3.78      -9.20
 24  12       2.93       9.63
 24  13       6.74      -0.72
 24  14      -7.08      -2.46
 24  15       1.73       9.34
 24  16      -0.12      -2.76
 24  17      -8.55       5.69
 24  18       1.77       1.26
 24  19     -12.99      -6.83
 24  20      -3.08       3.92
 24  21       2.44      -9.47
 24  22      -0.83      -8.16
 24  23       5.68      -0.40
 24  24      19.64     -15.97
 25   0     242.18       0.00
 25   1      18.76       0.49
 25   2       7.55       1.87
 25   3       1.32       4.24
 25   4      -8.48       9.71
 25   5      -6.23      -1.59
 25   6      -0.53      10.38
 25   7      -9.72      -6.65
 25   8       0.43       0.39
 25   9       0.08      -8.43
 25  10      -4.81      -0.37
 25  11       1.89      -3.00
 25  12       0.35      -5.46
 25  13       7.99       1.34
 25  14      -0.09      -2.94
 25  15      -0.24       3.86
 25  16       3.84       4.22
 25  17      -6.23       0.26
 25  18       0.26       1.09
 25  19      -7.54      -2.86
 25  20       0.83       3.33
 25  21       0.22      -5.17
 25  22       2.61       4.18
 25  23      -2.49      -3.31
 25  24     -13.08       1.03
 25  25      -7.39      11.65
 26   0      71.99       0.00
 26   1     -14.98     -17.70
 26   2      16.76     -16.73
 26   3      -0.93       3.18
 26   4       3.92       9.88
 26   5      13.32      -9.82
 26   6       9.79      -0.38
 26   7       1.13      -5.12
 26   8      -8.87       0.63
 26   9       0.71       3.33
 26  10      -5.27      -0.95
 26  11       0.72       2.52
 26  12       2.06      -6.07
 26  13      -5.68      -7.38
 26  14       3.36       0.06
 26  15      -1.72      -4.12
 26  16       5.05       2.12
 26  17       5.82      -4.56
 26  18      -1.35       0.95
 26  19       8.69       6.02
 26  20      -0.42       3.05
 26  21      -3.31       6.54
 26  22       3.10      -1.25
 26  23     -10.55       5.52
 26  24      -3.88       7.66
 26  25      -2.79      -3.51
 26  26      -7.39      -1.87
 27   0     356.25       0.00
 27   1       2.96       0.12
 27   2       9.35       3.79
 27   3       6.92      -3.92
 27   4      -8.45       6.99
 27   5      -2.30      -6.85
 27   6       1.88       9.21
 27   7      -2.55      -2.31
 27   8       0.69       0.23
 27   9      -0.01       0.91
 27  10      -1.38       2.46
 27  11      -4.89       5.11
 27  12      -1.99       1.80
 27  13      -5.76      -3.61
 27  14      -5.11       0.91
 27  15       2.02      -4.31
 27  16      -2.58      -4.77
 27  17       6.21      -1.23
 27  18      -0.09       0.95
 27  19      -1.03      -0.10
 27  20       3.50      -0.46
 27  21      -1.28       2.57
 27  22      -4.50      -1.09
 27  23      -2.56       1.25
 27  24       5.76       0.72
 27  25       3.42      -2.77
 27  26       0.57       6.04
 27  27       9.96       9.94
 28   0      92.18       0.00
 28   1       8.62       8.66
 28   2      14.29     -16.09
 28   3     -11.20      14.86
 28   4      -0.54       3.54
 28   5      14.40     -14.59
 28   6      13.66      -8.02
 28   7      -1.37      -2.81
 28   8      -5.31      -5.18
 28   9       1.52       0.32
 28  10       3.84       5.10
 28  11       0.15      -3.81
 28  12       4.06       6.89
 28  13       1.48      -1.61
 28  14      -6.47       2.76
 28  15       4.08       5.85
 28  16      -4.01      -2.36
 28  17      -5.62       4.86
 28  18       2.31      -3.63
 28  19      -4.07      -3.41
 28  20       1.26      -1.06
 28  21       0.57      -3.78
 28  22      -1.08      -1.67
 28  23       3.63      -3.22
 28  24       3.04      -0.62
 28  25       1.10       5.48
 28  26       7.16       7.29
 28  27      -2.60      -3.73
 28  28      -7.86      12.36
 29   0     375.37       0.00
 29   1     -17.29       1.05
 29   2       7.34       6.01
 29   3      11.90      -8.67
 29   4      -4.19       0.44
 29   5      -5.27      -5.67
 29   6       1.06      12.54
 29   7     -11.01      -6.29
 29   8       1.78      -0.23
 29   9      -0.16      -5.31
 29  10      -1.78       1.56
 29  11      -0.18      -0.74
 29  12      -0.87      -0.92
 29  13       5.19       2.50
 29  14      -2.20      -1.23
 29  15      -1.61       4.40
 29  16       1.30       0.01
 29  17      -5.12       3.55
 29  18      -0.96      -2.06
 29  19      -5.42      -2.65
 29  20       4.99       1.12
 29  21       1.30      -0.96
 29  22       1.19       1.15
 29  23       3.57      -0.66
 29  24      -0.07       2.07
 29  25      -0.96       2.47
 29  26      -0.10      -1.53
 29  27      -2.82       2.62
 29  28       3.55      -6.35
 29  29      -2.31     -11.48
