Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2210:180
Coefficients for 360 degrees 
  Beginning: CT2209:000  2018:10:26_23h:38m:26s. 
  Centered:  CT2210:180  2018:11:09_14h:56m:37s. 
  End time:  CT2210:005  2018:11:22_21h:09m:18s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       2.14       0.00
  1   0      86.44       0.00
  1   1       5.98      -5.45
  2   0      35.32       0.00
  2   1      -3.85      -3.03
  2   2     -20.10      -4.81
  3   0     131.93       0.00
  3   1      -3.14       1.80
  3   2      -4.33       5.16
  3   3      -5.20      24.75
  4   0      10.26       0.00
  4   1      -1.82     -25.37
  4   2     -10.78       5.02
  4   3       4.85      -4.51
  4   4       3.03      10.46
  5   0      73.83       0.00
  5   1     -14.37      -5.78
  5   2       2.63       9.02
  5   3      26.32      -8.83
  5   4       7.83       8.84
  5   5      25.80      21.06
  6   0       1.99       0.00
  6   1      -2.36     -30.88
  6   2     -27.08       7.52
  6   3       1.78     -18.26
  6   4       2.34      -7.07
  6   5       2.72      -4.79
  6   6       7.89      -2.89
  7   0       4.01       0.00
  7   1     -13.54      14.63
  7   2      -3.39      15.11
  7   3     -16.99      -3.44
  7   4      -8.20       4.22
  7   5     -10.01     -13.97
  7   6       7.95     -16.00
  7   7       0.38     -12.63
  8   0       1.42       0.00
  8   1       3.20     -22.81
  8   2     -36.24      -1.47
  8   3     -14.58      -3.61
  8   4      -8.81       3.09
  8   5       1.51      -5.96
  8   6     -18.71      -4.09
  8   7       1.54      -3.74
  8   8      -0.29       4.04
  9   0     -53.10       0.00
  9   1     -11.15      -7.91
  9   2     -14.52      13.33
  9   3      23.27       6.64
  9   4      16.36       2.36
  9   5     -10.07      23.03
  9   6       7.39       9.64
  9   7      -8.59       0.26
  9   8     -22.02      11.53
  9   9      -7.69      -1.57
 10   0      -9.65       0.00
 10   1      -6.48     -16.68
 10   2     -34.09       1.87
 10   3      -7.32      -4.24
 10   4       4.95      -4.62
 10   5       0.94       1.52
 10   6       3.65       3.29
 10   7       5.84       8.29
 10   8       8.46       1.64
 10   9       3.87      -7.97
 10  10     -10.30       4.84
 11   0     -86.75       0.00
 11   1      -8.41       7.94
 11   2       1.89      20.91
 11   3      10.81     -15.31
