Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2197:180
Coefficients for 360 degrees 
  Beginning: CT2196:000  2017:11:06_09h:45m:34s. 
  Centered:  CT2197:180  2017:11:20_01h:03m:45s. 
  End time:  CT2197:005  2017:12:03_07h:16m:26s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -5.37       0.00
  1   0     106.60       0.00
  1   1      11.17     -16.94
  2   0      -3.30       0.00
  2   1      19.59      -5.65
  2   2      19.39       9.77
  3   0     154.04       0.00
  3   1       2.74      -3.32
  3   2      -8.55       4.25
  3   3     -33.36      -5.00
  4   0     -35.82       0.00
  4   1     -20.91       8.08
  4   2      10.81     -42.35
  4   3     -18.36      14.72
  4   4      -3.74      50.25
  5   0      87.19       0.00
  5   1      -5.51      -1.34
  5   2     -14.03     -14.80
  5   3      13.02      27.92
  5   4      26.75      -2.01
  5   5      49.87      -4.47
  6   0      24.41       0.00
  6   1     -17.53     -15.26
  6   2     -10.83      24.30
  6   3      13.22     -13.57
  6   4      19.50     -17.92
  6   5      66.54      51.02
  6   6      24.54      -6.15
  7   0      20.18       0.00
  7   1     -12.62      -6.49
  7   2       4.72      42.60
  7   3       1.01     -34.89
  7   4      -5.09      -4.97
  7   5       4.56     -11.31
  7   6     -48.68     -34.22
  7   7     -29.02     -43.13
  8   0     -16.71       0.00
  8   1      10.91      16.28
  8   2      10.26     -20.57
  8   3     -21.78      39.37
  8   4       0.88      -8.53
  8   5     -31.80     -71.61
  8   6      -5.89      -3.25
  8   7      15.46     -51.02
  8   8      46.16       9.75
  9   0     -70.92       0.00
  9   1      14.10     -12.43
  9   2     -13.65       1.76
  9   3     -17.62      -9.37
  9   4      -8.97     -19.92
  9   5       0.93      11.82
  9   6      23.36      50.23
  9   7     -29.46      11.92
  9   8      17.28      -9.89
  9   9     -13.61     -39.18
 10   0      22.56       0.00
 10   1     -17.92      -1.10
 10   2       8.71      -8.42
 10   3      10.22      -3.62
 10   4      -7.82      23.18
 10   5       7.92      38.79
 10   6     -12.25     -20.55
 10   7     -35.44      17.83
 10   8      -3.59     -44.58
 10   9     -14.69      20.73
 10  10     -35.16      31.45
 11   0    -113.56       0.00
 11   1     -12.62       3.81
 11   2      -4.24       7.09
 11   3     -14.32     -15.75
 11   4      16.01      -2.09
 11   5      -0.88      -5.13
 11   6       7.78     -39.07
 11   7      16.45      12.54
 11   8     -19.85       7.21
 11   9      15.40      16.30
 11  10     -43.93     -27.48
 11  11     -25.34     -37.87
 12   0      -1.21       0.00
 12   1       2.19     -13.33
 12   2      -2.14     -12.40
 12   3      -4.93      24.93
 12   4       4.93     -15.39
 12   5      14.10     -21.35
 12   6       6.79       3.39
 12   7      20.43      18.14
 12   8     -16.91      19.03
 12   9      10.06      -7.21
 12  10      -1.82      -0.40
 12  11      16.50      29.14
 12  12      43.94      52.28
 13   0    -155.57       0.00
 13   1       2.96      -1.86
 13   2      -3.31      22.79
 13   3      -4.86     -27.37
 13   4      -5.33     -35.31
 13   5     -14.04       2.35
 13   6     -16.20      21.10
 13   7      -2.85     -27.03
 13   8     -13.38       2.11
 13   9       5.46     -14.87
 13  10      28.48      32.90
 13  11       2.38     -13.01
 13  12     -26.35     -21.31
 13  13     -67.72      -2.98
 14   0      19.30       0.00
 14   1      -5.54      12.51
 14   2       7.47      -3.37
 14   3      -0.48      10.18
 14   4     -20.69       2.04
 14   5      11.59       3.19
 14   6     -14.27     -12.69
 14   7      -6.63     -22.82
 14   8      23.94     -11.44
 14   9       5.23     -14.14
 14  10      17.52     -17.35
 14  11      -9.83     -45.16
 14  12       2.88      -0.86
 14  13      31.25      40.97
 14  14      50.91       3.86
 15   0    -198.38       0.00
 15   1      -0.70      -5.07
 15   2      -5.60      10.54
 15   3     -18.85     -19.75
 15   4      -0.32     -14.69
 15   5      -4.24     -20.45
 15   6       2.85      -4.43
 15   7       6.64       7.16
 15   8      17.48      10.74
 15   9      -9.27      -6.56
 15  10     -21.65     -19.37
 15  11      -1.97      16.84
 15  12      17.98      26.71
 15  13      -8.72      19.57
 15  14     -36.11      -7.75
 15  15     -15.60      -3.57
 16   0      24.29       0.00
 16   1       6.56      -2.35
 16   2       0.65      -7.09
 16   3      -6.28      22.56
 16   4       5.37      -6.56
 16   5      15.90     -10.57
 16   6      16.15       7.97
 16   7       0.19      15.69
 16   8      -8.04     -11.92
 16   9      -4.03      -0.26
 16  10     -13.52       2.78
 16  11      10.22      33.97
 16  12     -12.56     -15.97
 16  13     -27.97     -28.42
 16  14     -16.84     -23.26
 16  15      47.39     -13.56
 16  16      27.49       4.64
 17   0    -206.11       0.00
 17   1       3.19      10.87
 17   2      -9.15       7.78
 17   3     -10.67     -29.23
 17   4       8.51     -26.69
 17   5     -13.82       1.98
 17   6       1.52      16.61
 17   7       6.21      -6.88
 17   8     -10.09      -5.66
 17   9       8.91      14.95
 17  10      -2.32      17.87
 17  11      -3.92      -7.68
 17  12     -20.42     -17.50
 17  13      18.45     -12.61
 17  14      22.32       8.09
 17  15      21.96      -5.03
 17  16      -8.43       1.23
 17  17     -16.56     -13.35
 18   0      13.62       0.00
 18   1      10.06      -3.62
 18   2       5.75      -9.32
 18   3       4.19      15.76
 18   4     -13.86       3.85
 18   5       8.98       3.18
 18   6      -5.33      -7.97
 18   7      -4.55      -3.82
 18   8       4.57      10.47
 18   9       4.71       5.54
 18  10       4.16      -6.73
 18  11       2.31      -8.02
 18  12       4.67      18.08
 18  13      18.64      14.61
 18  14     -11.74       0.57
 18  15     -39.46       5.62
 18  16     -13.64      14.74
 18  17      17.84      -4.32
 18  18      19.49      -9.69
 19   0    -146.05       0.00
 19   1       3.48       3.05
 19   2       1.71       6.13
 19   3     -18.11     -18.96
 19   4      -7.05     -24.69
 19   5      -8.69     -19.13
 19   6     -14.41       0.24
 19   7       5.37       7.27
 19   8       2.83       5.69
 19   9      -7.82      -9.83
 19  10       1.80       1.84
 19  11      -0.01      10.45
 19  12       4.33      12.96
 19  13     -13.82      -3.88
 19  14     -20.34      -5.89
 19  15      -2.02      -9.38
 19  16      20.73      -5.51
 19  17       0.32      -6.29
 19  18     -22.49     -21.13
 19  19     -23.30     -13.02
 20   0       6.43       0.00
 20   1       5.08       1.53
 20   2      -2.26       1.75
 20   3      -4.39      19.90
 20   4     -10.26     -10.14
 20   5      17.19     -10.02
 20   6      -1.90       6.86
 20   7       0.22       1.99
 20   8     -11.96     -12.46
 20   9      -5.99     -16.50
 20  10      -2.88       1.77
 20  11       6.99      10.25
 20  12      -4.97     -15.43
 20  13     -13.16       0.58
 20  14      17.99       1.70
 20  15      14.27       8.32
 20  16      -6.10      -2.77
 20  17     -18.53       6.11
 20  18      -0.94     -11.32
 20  19      24.72      10.76
 20  20      21.01       6.80
 21   0     -50.06       0.00
 21   1       0.72      10.94
 21   2       1.50      -6.65
 21   3     -10.05     -28.69
 21   4       9.37     -36.10
 21   5     -15.98       0.08
 21   6       4.99       8.02
 21   7       1.99     -13.93
 21   8      -1.54      -0.14
 21   9       5.31      -4.47
 21  10      -1.57       6.84
 21  11       1.27      -9.20
 21  12      -4.61      -8.67
 21  13      15.18       3.30
 21  14      12.87       3.64
 21  15     -12.51      -1.25
 21  16     -14.98      -1.19
 21  17      -5.93       9.63
 21  18      10.98       9.28
 21  19       0.69       9.20
 21  20     -37.81      -5.41
 21  21     -37.89       3.07
 22   0       1.26       0.00
 22   1      16.96       0.62
 22   2      -0.68       6.61
 22   3      -3.85      15.56
 22   4      -9.42       1.28
 22   5      19.08      -0.59
 22   6       5.11      -9.43
 22   7      -0.55      -2.35
 22   8       7.09       0.74
 22   9       5.84       2.10
 22  10      -6.62     -15.15
 22  11       0.67       2.75
 22  12       9.66      11.39
 22  13       5.48       3.24
 22  14     -11.71      -2.84
 22  15      -8.00       2.26
 22  16       8.86      -3.13
 22  17       5.46       2.33
 22  18      -1.76       0.63
 22  19      -1.35     -11.34
 22  20       0.23      -5.15
 22  21      16.61      -8.70
 22  22      23.03       3.43
 23   0     107.19       0.00
 23   1       5.59      12.66
 23   2       2.57     -10.84
 23   3     -10.37      -9.90
 23   4      -1.46     -33.56
 23   5     -19.62     -26.35
 23   6      -7.52       9.18
 23   7      13.71       6.11
 23   8       4.52      -0.63
 23   9      -1.13       2.76
 23  10       5.72       4.62
 23  11       0.07      17.76
 23  12      -2.19       3.14
 23  13     -12.90      -9.40
 23  14      -7.48      -1.21
 23  15      13.29      -3.28
 23  16      10.68      -2.63
 23  17      -1.29      -5.08
 23  18      -4.94      -1.11
 23  19      13.13      -7.21
 23  20      19.18       5.20
 23  21       1.47       0.48
 23  22     -15.20      17.79
 23  23     -14.15      14.43
 24   0     -17.73       0.00
 24   1       8.73      -0.70
 24   2      -6.00       8.59
 24   3       1.05       4.43
 24   4     -11.38      -6.42
 24   5      22.72      -6.86
 24   6       1.41       9.77
 24   7      -0.42       3.40
 24   8      -5.24      -2.15
 24   9      -4.24      -2.18
 24  10       3.24       2.90
 24  11      -1.52       4.99
 24  12      -9.01     -11.94
 24  13      -2.20       3.45
 24  14      14.85       1.36
 24  15       1.90      -3.24
 24  16     -11.43       5.77
 24  17      -0.22      -1.86
 24  18      10.96       1.02
 24  19       8.72       0.54
 24  20      -5.64       0.72
 24  21     -19.36       1.47
 24  22      -1.43      -2.24
 24  23       7.71      -2.71
 24  24      10.05      -8.41
 25   0     258.06       0.00
 25   1       0.18       6.13
 25   2      12.71     -24.53
 25   3       1.99      -2.50
 25   4       3.34     -31.84
 25   5     -16.96      -8.24
 25   6      -8.40      10.04
 25   7       0.03      -2.28
 25   8      -2.23       1.64
 25   9      -1.97      -6.22
 25  10       1.28       3.65
 25  11      -1.92     -13.34
 25  12      -2.11       0.17
 25  13      12.76       6.16
 25  14       2.58      -2.17
 25  15     -11.74      -4.24
 25  16       1.56      -1.31
 25  17       3.48      -1.39
 25  18       6.27       1.11
 25  19     -14.82      -0.45
 25  20     -13.92      -1.39
 25  21      10.66       3.74
 25  22      16.40      -6.16
 25  23       3.68       1.18
 25  24      -0.72       3.83
 25  25       2.70       5.32
 26   0     -28.64       0.00
 26   1       5.01       1.62
 26   2      -8.08      18.88
 26   3      -1.93      -2.14
 26   4      -8.06      -0.90
 26   5      26.50      -6.93
 26   6       1.62      -5.53
 26   7      -1.13      -2.48
 26   8      -1.26      -2.92
 26   9       1.75      -8.05
 26  10      -7.31     -11.31
 26  11       3.03       3.93
 26  12       8.48       6.12
 26  13       2.35      -3.83
 26  14      -5.68       0.97
 26  15       2.55       0.19
 26  16       4.52       1.28
 26  17      -3.47       7.38
 26  18      -6.26      -7.90
 26  19      -8.17       0.41
 26  20      15.31      -1.55
 26  21      10.26       0.42
 26  22      -6.52      -3.35
 26  23      -7.22       7.52
 26  24       0.87      -1.17
 26  25       7.94       4.15
 26  26       6.32       4.15
 27   0     384.57       0.00
 27   1      -0.95       3.98
 27   2      11.19     -24.00
 27   3       8.22      17.58
 27   4       2.07     -27.00
 27   5     -26.42     -22.94
 27   6      -3.98      12.31
 27   7      11.96      -1.44
 27   8       4.05      -0.93
 27   9       1.73      -1.79
 27  10       2.98       6.02
 27  11       1.10       8.90
 27  12      -3.95      -3.40
 27  13      -6.55      -7.71
 27  14       4.94       4.57
 27  15       8.93      -2.63
 27  16      -1.28       2.97
 27  17      -7.18      -3.44
 27  18       0.18       3.20
