Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2209:180
Coefficients for 360 degrees 
  Beginning: CT2208:000  2018:09:29_17h:02m:04s. 
  Centered:  CT2209:180  2018:10:13_08h:20m:15s. 
  End time:  CT2209:005  2018:10:26_14h:32m:56s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       4.97       0.00
  1   0     103.38       0.00
  1   1       9.05      -7.79
  2   0      40.79       0.00
  2   1      -9.18       9.50
  2   2     -17.18     -10.03
  3   0     151.15       0.00
  3   1       5.01       0.55
  3   2     -11.82       4.10
  3   3      -0.93      26.96
  4   0      16.22       0.00
  4   1      -2.15       1.73
  4   2      12.55      -0.96
  4   3       9.37       6.01
  4   4       4.14      12.28
  5   0      80.82       0.00
  5   1       2.51     -15.80
  5   2      -2.91       9.30
  5   3      14.57     -18.50
  5   4       5.17      10.66
  5   5      39.26      10.27
  6   0       4.20       0.00
  6   1       3.44       5.84
  6   2       6.01      -8.08
  6   3       1.14       1.14
  6   4      -3.81      -5.75
  6   5       5.27       6.83
  6   6      12.65     -13.00
  7   0       0.80       0.00
  7   1       4.37      -6.50
  7   2     -16.98       3.75
  7   3     -14.04      -9.71
  7   4     -10.82       6.02
  7   5     -12.22     -20.15
  7   6       5.28     -16.04
  7   7      -4.67     -26.51
  8   0       3.19       0.00
  8   1      -2.58      -0.35
  8   2      -2.28      -9.46
  8   3     -12.97      17.83
  8   4      -2.60       8.76
  8   5       3.71      -8.51
  8   6     -24.01       2.53
  8   7       1.63     -12.96
  8   8      -0.14       0.02
  9   0     -53.87       0.00
  9   1      -3.96     -14.77
  9   2     -17.03       7.25
  9   3      10.83     -13.80
  9   4      19.43       8.09
  9   5      -3.85      -4.05
  9   6      10.08      13.81
  9   7      -5.22       3.50
  9   8     -23.79      21.94
  9   9      -1.28       6.50
 10   0     -17.96       0.00
 10   1     -11.09       3.52
 10   2      -5.13      -6.29
 10   3       1.89      23.41
 10   4       3.21     -16.05
 10   5      -7.02      -0.20
 10   6      16.13       7.15
 10   7      -7.04      -1.74
 10   8      -0.78       8.51
 10   9      -2.35      -6.47
 10  10      -7.57      26.69
 11   0    -101.51       0.00
 11   1      -2.09      -0.55
 11   2     -12.49      19.98
 11   3       8.73     -20.21
 11   4      -9.16      -7.44
 11   5      -6.44      -6.40
 11   6      11.13     -17.60
 11   7       9.04      -0.95
 11   8      18.00       0.55
 11   9      -5.10      -5.18
 11  10      14.07      16.54
 11  11      19.04      -4.51
 12   0     -30.77       0.00
 12   1       2.99       2.28
 12   2       5.45       3.65
 12   3      -3.99       5.54
 12   4     -11.26      -1.70
 12   5      12.21     -17.52
 12   6       6.35     -11.97
 12   7      -0.78      -0.83
 12   8       4.88      -9.28
 12   9       4.59      16.75
 12  10       9.40      -8.92
 12  11      -3.65       8.59
 12  12      20.81      14.18
 13   0    -154.03       0.00
 13   1       7.50      -6.48
 13   2     -14.11       7.19
 13   3       7.48     -19.02
 13   4       6.62       4.31
 13   5      -4.69       3.94
 13   6       5.83     -16.23
 13   7      -7.65      -8.92
 13   8      -4.31      -2.41
 13   9      -7.39      -1.12
 13  10       0.80      -4.91
 13  11       0.99      -8.26
 13  12      16.90     -15.86
 13  13      -0.05     -13.54
 14   0     -36.55       0.00
 14   1       3.75      -1.45
 14   2      -5.66     -11.63
 14   3      -0.49      20.89
 14   4       6.41      -7.97
 14   5       0.75      -3.31
 14   6       3.05       2.61
 14   7      -6.02      -6.17
 14   8      -3.04      -1.00
 14   9      -0.53      -9.68
 14  10     -11.66      -2.67
 14  11       1.28      -6.04
 14  12      -3.46     -11.13
 14  13       3.50      -3.76
 14  14       6.69     -28.35
 15   0    -193.41       0.00
 15   1      -1.25       2.80
 15   2     -15.99       9.85
 15   3       8.73     -19.52
