Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2215:180
Coefficients for 360 degrees 
  Beginning: CT2214:000  2019:03:12_08h:40m:19s. 
  Centered:  CT2215:180  2019:03:25_23h:58m:30s. 
  End time:  CT2215:005  2019:04:08_06h:11m:11s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -1.97       0.00
  1   0     104.38       0.00
  1   1       0.95      -8.69
  2   0       6.73       0.00
  2   1      -0.80       0.52
  2   2      -9.15      -2.00
  3   0     157.46       0.00
  3   1     -11.69       2.40
  3   2       6.53       4.95
  3   3      -7.00       4.99
  4   0      -0.90       0.00
  4   1      -0.33       2.54
  4   2       8.66       7.00
  4   3      -3.49      -9.72
  4   4      -8.95     -12.52
  5   0      84.29       0.00
  5   1      -7.06      -0.32
  5   2       0.29      -9.12
  5   3     -12.95      -1.66
  5   4      -2.82       6.78
  5   5     -22.22      -8.57
  6   0     -21.26       0.00
  6   1     -14.83      17.84
  6   2      -6.89      15.15
  6   3       5.40       9.82
  6   4     -11.25      19.65
  6   5      -9.63      -6.05
  6   6       0.45      21.95
  7   0       3.83       0.00
  7   1      -5.12      10.50
  7   2      -1.02      15.77
  7   3       1.91      -1.09
  7   4      14.16       8.42
  7   5      19.06      16.58
  7   6      13.69       5.20
  7   7      24.44       8.02
  8   0       7.95       0.00
  8   1      -6.29       9.67
  8   2      -5.07       2.84
  8   3       9.51      -0.30
  8   4      -4.61     -13.63
  8   5       0.59     -12.49
  8   6      11.76      -3.41
  8   7       3.69      -1.73
  8   8       1.16     -31.72
  9   0     -57.57       0.00
  9   1      -9.80     -15.04
  9   2      -0.66       4.48
  9   3      -6.01      -2.18
  9   4       0.77       5.62
  9   5      -9.27      -7.65
  9   6      -2.93     -11.15
  9   7     -10.02      -4.43
  9   8      -3.00      -2.72
  9   9     -11.79       0.31
 10   0       1.27       0.00
 10   1       0.10       4.60
 10   2     -18.53      -0.80
 10   3       8.24      -1.69
 10   4     -12.30       5.19
 10   5      -5.37       1.51
 10   6      -6.69      -3.11
 10   7     -12.72      -0.47
 10   8       0.91      -1.01
 10   9     -14.08       5.95
 10  10       7.62      13.43
 11   0    -104.43       0.00
 11   1      -4.58      13.04
 11   2       7.57      19.47
 11   3      16.61       4.74
 11   4       1.32      12.74
 11   5       3.87      -3.27
 11   6       2.36       8.64
 11   7      -0.14       8.33
 11   8      10.63       2.72
 11   9       4.54      -1.92
 11  10       3.78       9.87
 11  11      -4.30      -5.62
 12   0       6.91       0.00
 12   1      -4.29      11.02
 12   2      -1.07       5.59
 12   3      12.02       7.76
 12   4       6.26      -3.67
 12   5      12.04       4.05
 12   6      11.97      -9.14
 12   7      15.19      -7.04
 12   8       8.07       1.69
 12   9       5.88      -5.27
 12  10       6.50     -13.44
 12  11      -5.94     -17.27
 12  12      -7.60       0.21
 13   0    -162.86       0.00
 13   1      -0.77      -7.47
 13   2       2.94       2.33
 13   3     -10.24      -7.97
 13   4       7.08       3.81
 13   5      -1.90     -12.45
 13   6      -7.30      -5.34
 13   7       1.99      -0.63
 13   8      -1.64      -0.94
 13   9     -11.08      -5.04
 13  10      -0.04      -1.50
 13  11      -1.70       4.99
 13  12      -6.50      -7.06
 13  13       1.63      -1.68
 14   0       4.59       0.00
 14   1      -5.67      -9.54
 14   2     -15.22       5.43
