Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1993:180
Coefficients for 360 degrees 
  Beginning: CT1992:000  2002:08:13_06h:05m:12s. 
  Centered:  CT1993:180  2002:08:26_21h:23m:23s. 
  End time:  CT1993:005  2002:09:09_03h:36m:04s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       8.19       0.00
  1   0     -90.77       0.00
  1   1      18.94      36.42
  2   0    -107.62       0.00
  2   1       0.95     -29.98
  2   2      39.02     -16.36
  3   0     -33.77       0.00
  3   1       3.60     -79.04
  3   2      35.32     140.73
  3   3       6.60      83.46
  4   0     -31.73       0.00
  4   1     -85.77      12.84
  4   2      65.61      23.69
  4   3      67.22    -103.87
  4   4     164.33     107.57
  5   0      -9.22       0.00
  5   1      64.76      52.76
  5   2     -11.45    -178.27
  5   3     -27.42     -85.78
  5   4    -244.26    -131.40
  5   5     -64.93    -136.79
  6   0       1.51       0.00
  6   1    -138.63      -1.90
  6   2    -135.53     -56.51
  6   3    -146.33     118.87
  6   4      97.12     162.33
  6   5     168.81     217.13
  6   6     147.36     267.16
  7   0    -109.74       0.00
  7   1      36.41      -0.22
  7   2      19.07      93.72
  7   3      24.26       4.33
  7   4      96.00      44.03
  7   5    -223.62      29.50
  7   6    -172.68     -69.10
  7   7    -234.82      72.30
  8   0       8.92       0.00
  8   1      39.64     101.70
  8   2     144.32     147.23
  8   3     103.30    -123.14
  8   4    -148.23    -196.55
  8   5    -103.48     -85.03
  8   6    -175.20     101.71
  8   7     -58.85     408.65
  8   8    -153.82     291.88
  9   0     140.91       0.00
  9   1     -43.91     -61.31
  9   2      -7.51     -74.32
  9   3      -3.62     103.93
  9   4      63.84      49.83
  9   5     277.58      18.15
  9   6     111.75       1.34
  9   7      55.12     -31.93
  9   8     -97.98      43.50
  9   9    -146.31    -209.80
 10   0     -28.76       0.00
 10   1     -90.30     -40.42
 10   2      20.11     -20.54
 10   3     146.01     159.67
 10   4     111.56      68.59
 10   5       8.33     -95.11
 10   6      61.97    -124.79
 10   7      -9.97    -257.16
 10   8      49.02      38.08
 10   9     -21.25     193.11
 10  10      50.14     -16.37
 11   0      15.87       0.00
 11   1     178.42     112.24
 11   2      -7.09     -88.68
 11   3    -203.33    -202.69
 11   4    -105.19      45.51
 11   5    -193.15      33.40
 11   6      -0.43      74.74
 11   7     147.00       8.10
 11   8      42.83     -19.26
 11   9      65.07     -49.70
 11  10     -18.70    -142.33
 11  11     173.18     -90.21
 12   0     145.00       0.00
 12   1     -48.08      13.02
 12   2     -34.34      13.35
 12   3      -4.83    -120.83
 12   4      -5.13      67.13
 12   5       8.11      96.82
 12   6      10.70      32.61
 12   7      -2.95      67.00
 12   8     -64.75     -96.97
 12   9     -53.45      24.49
 12  10    -333.14     143.30
 12  11    -195.41      84.47
 12  12     -99.33     119.36
 13   0      30.83       0.00
 13   1    -121.06     -91.97
 13   2      71.69      52.04
 13   3      43.22     121.28
 13   4      -1.54     -69.69
 13   5      56.49     -61.89
 13   6     -70.84     -79.26
 13   7    -180.57       9.71
 13   8      32.14     -17.93
 13   9      21.75      31.55
 13  10     -17.16     161.02
 13  11     -29.29     275.73
 13  12     193.19     240.45
 13  13     -72.60     284.82
 14   0      22.53       0.00
 14   1      53.33      42.65
 14   2      76.81      59.50
 14   3      98.15     104.30
 14   4       3.56     -96.48
 14   5     -20.07      12.71
 14   6     -55.83       9.87
 14   7     -28.23     -19.42
 14   8       4.75      75.55
 14   9      61.08    -105.35
 14  10     169.13     -79.80
 14  11     -44.53     -55.32
 14  12    -103.27      30.99
 14  13     -69.43     161.94
 14  14    -417.57     189.26
 15   0     180.62       0.00
 15   1      29.04      27.45
 15   2     -68.25    -132.77
 15   3    -105.87     -43.81
 15   4      38.17     150.48
 15   5     -41.46       6.91
 15   6      74.06      61.28
 15   7      92.24     -24.02
 15   8      25.08      15.43
 15   9     -48.02     -21.09
 15  10      58.22    -124.87
 15  11     -17.00      -8.29
 15  12     -63.34     -29.66
 15  13     187.19     -30.20
 15  14     -32.38     242.85
 15  15     165.45     255.03
 16   0      85.87       0.00
 16   1     -49.20     -60.55
 16   2      11.07      17.66
 16   3      78.25     -45.54
 16   4      -2.85       8.10
 16   5      29.44     -26.00
 16   6      34.73      26.99
 16   7      10.05      17.46
 16   8       2.86     -49.03
 16   9     -12.86      78.93
 16  10      -7.76       0.56
 16  11     155.49     -73.91
 16  12      -3.95     -61.72
 16  13     -15.08     -23.81
 16  14    -140.97     -81.09
 16  15    -181.27      88.36
 16  16     201.64    -172.86
 17   0      45.57       0.00
 17   1       7.40      16.56
 17   2      59.26      56.11
 17   3    -138.93    -100.62
 17   4     -37.15     -68.32
 17   5      11.48       9.98
 17   6     -80.18     -54.64
 17   7     -25.33      -7.42
 17   8     -21.90     -21.07
 17   9      28.12      17.57
 17  10     -78.71      81.71
 17  11      51.49     -57.06
 17  12      34.42      13.45
 17  13     -71.20      -4.09
 17  14     150.19       3.42
 17  15    -114.31     207.37
 17  16      77.99     110.35
 17  17     327.21    -267.01
 18   0      90.73       0.00
 18   1     123.74       2.87
 18   2       8.89      25.85
 18   3     110.15      45.22
 18   4      13.23     -13.99
 18   5     -35.80      19.95
 18   6      -1.68     -31.84
 18   7       9.25      -0.48
 18   8       5.10     -22.14
 18   9     -11.35     -75.51
 18  10      -5.18      26.95
 18  11    -168.50     101.67
 18  12       3.09      25.87
 18  13     -12.36      68.37
 18  14      94.61     -17.32
 18  15     204.24     -39.95
 18  16     224.54      16.95
 18  17     146.05      42.62
 18  18     -37.65     -54.85
 19   0      85.70       0.00
 19   1     -94.32     -32.37
 19   2     -22.92     -51.21
 19   3     -21.27      86.90
 19   4     -30.82      81.98
 19   5       7.29     -44.48
 19   6      57.83      58.48
 19   7     -64.35     -17.55
 19   8       3.73       4.43
 19   9      24.34     -52.39
 19  10      47.75     -65.93
 19  11     -60.81      36.24
 19  12      -4.92     -37.74
 19  13      20.78      -7.27
 19  14    -108.10      46.00
 19  15      -3.72      -5.19
 19  16    -135.82      83.46
 19  17       8.24      19.11
 19  18     227.19      59.96
 19  19     -68.46     206.34
 20   0      21.91       0.00
 20   1      60.82     -38.91
 20   2     -10.26     -20.01
 20   3      82.44       1.36
 20   4      20.73      -5.22
 20   5      43.18      30.89
 20   6      13.46      25.91
 20   7     -17.80       6.46
 20   8      12.33      23.36
 20   9       1.92      65.07
 20  10      21.10     -28.94
 20  11     135.59     -80.56
 20  12      -4.89     -22.15
 20  13       8.03     -55.38
 20  14     -24.49      28.66
 20  15    -104.90     -58.88
 20  16     -10.61      24.18
 20  17     -54.81      33.96
 20  18      47.37     -51.76
 20  19     100.01     -82.10
 20  20     -44.54     179.05
 21   0      37.13       0.00
