Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2072:180
Coefficients for 360 degrees 
  Beginning: CT2071:000  2008:07:06_23h:58m:46s. 
  Centered:  CT2072:180  2008:07:20_15h:16m:57s. 
  End time:  CT2072:005  2008:08:02_21h:29m:38s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -2.16       0.00
  1   0     -89.70       0.00
  1   1      -9.56       8.30
  2   0      -3.55       0.00
  2   1      -3.89      -7.88
  2   2       9.58       8.72
  3   0    -144.80       0.00
  3   1       8.33       9.60
  3   2       0.50      -7.77
  3   3       8.98      -5.51
  4   0     -30.44       0.00
  4   1      -3.40      14.03
  4   2     -20.82     -23.78
  4   3      -9.64       4.09
  4   4      -6.01      -4.37
  5   0     -87.82       0.00
  5   1     -19.27       7.24
  5   2       0.61      -2.98
  5   3      -8.66       0.83
  5   4       1.13       6.87
  5   5      -8.08       1.31
  6   0     -18.82       0.00
  6   1      18.62       7.90
  6   2      -3.83       2.03
  6   3       7.11       7.02
  6   4      -7.12       6.45
  6   5      11.95       0.26
  6   6       4.20      -1.10
  7   0      -7.96       0.00
  7   1     -17.11      14.67
  7   2      -8.87      -3.87
  7   3      -4.26      13.61
  7   4      -1.35     -10.35
  7   5      18.99       7.98
  7   6     -10.16       8.47
  7   7      -6.38      -2.64
  8   0       3.38       0.00
  8   1      -2.29       1.33
  8   2      12.56      -0.14
  8   3       1.16      -5.49
  8   4      12.69      -4.93
  8   5     -12.86       5.30
  8   6      -8.03      -4.96
  8   7       8.53      -5.70
  8   8      -1.40      13.33
  9   0      53.36       0.00
  9   1      -8.45      11.81
  9   2       5.48       7.93
  9   3      16.82     -13.22
  9   4      -9.83      14.94
  9   5      -6.80      -4.60
  9   6       3.82       1.27
  9   7       2.16       3.73
  9   8       0.17      -5.46
  9   9      12.93      -1.49
 10   0      15.94       0.00
 10   1       2.31      11.46
 10   2       0.62     -10.98
 10   3       2.18      11.16
 10   4     -14.04       0.52
 10   5      14.33      -8.42
