Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1914:180
Coefficients for 360 degrees 
  Beginning: CT1913:000  1996:09:18_12h:11m:37s. 
  Centered:  CT1914:180  1996:10:02_03h:29m:48s. 
  End time:  CT1914:005  1996:10:15_09h:42m:29s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      17.79       0.00
  1   0     157.97       0.00
  1   1      10.61       4.81
  2   0      28.81       0.00
  2   1       4.34      16.27
  2   2       1.15     -33.53
  3   0     224.31       0.00
  3   1      -9.10      10.14
  3   2       4.32       4.38
  3   3     -45.68      17.26
  4   0      13.38       0.00
  4   1      31.41       9.86
  4   2      -0.23      19.32
  4   3      -1.12     -29.74
  4   4      35.04      50.79
  5   0     125.36       0.00
  5   1      12.89       0.02
  5   2     -26.80      -7.15
  5   3      18.43      -0.09
  5   4     -45.31       1.59
  5   5      49.80     -35.51
  6   0      18.00       0.00
  6   1      14.67       8.32
  6   2      19.16      -6.57
  6   3     -17.85      15.91
  6   4       5.82     -43.61
  6   5       6.56      30.33
  6   6     -47.94     -42.29
  7   0      -5.95       0.00
  7   1       0.22      -9.89
  7   2      -8.28      13.52
  7   3     -18.78       2.85
  7   4      23.24      25.31
  7   5     -21.98      -4.25
  7   6      52.25     -14.31
  7   7      -3.69      53.07
  8   0     -14.60       0.00
  8   1      18.87      12.82
  8   2       1.71       6.23
  8   3      35.86     -22.19
  8   4      -2.05      -5.08
  8   5      11.94     -43.99
  8   6      -4.66      34.55
  8   7     -24.44     -55.64
  8   8      39.04     -28.45
  9   0     -81.22       0.00
  9   1       1.33      16.81
  9   2     -29.23     -28.54
  9   3       5.46      28.66
  9   4     -28.59      -5.72
  9   5      16.87      11.33
  9   6     -32.74     -14.42
  9   7      17.87       7.80
  9   8     -44.89      24.05
  9   9     -31.40     -55.90
 10   0      -9.70       0.00
 10   1       4.92      14.65
 10   2      15.14     -10.61
 10   3     -14.93      -7.88
 10   4      17.39     -14.47
 10   5     -29.19      17.33
 10   6      21.71     -10.25
 10   7       5.62      42.08
 10   8       3.07      -8.34
 10   9      48.55      38.65
 10  10     -37.75      39.32
 11   0    -149.61       0.00
 11   1      -6.17      -9.72
 11   2     -20.55       0.02
 11   3     -18.67      -7.93
 11   4      -0.48      43.77
 11   5      -5.86     -16.84
 11   6      -1.47      19.66
 11   7     -12.06      -8.07
 11   8      33.44      -8.42
 11   9      -7.76      -4.26
 11  10      30.58     -53.94
 11  11      43.32      28.85
 12   0     -31.25       0.00
 12   1      17.73       8.93
 12   2      -6.47      -8.40
 12   3      15.13      -8.98
 12   4      -7.72       5.62
 12   5      13.88      -9.89
 12   6      -4.32      11.84
 12   7      21.08      -3.29
 12   8       0.74      14.74
 12   9     -18.50     -19.93
 12  10      11.54      10.90
 12  11     -31.74     -18.81
 12  12      13.82     -41.40
 13   0    -224.71       0.00
 13   1      10.45       6.60
