Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1981:180
Coefficients for 360 degrees 
  Beginning: CT1980:000  2001:09:19_22h:48m:42s. 
  Centered:  CT1981:180  2001:10:03_14h:06m:53s. 
  End time:  CT1981:005  2001:10:16_20h:19m:34s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      25.48       0.00
  1   0     -97.06       0.00
  1   1      17.34      -5.30
  2   0     -21.08       0.00
  2   1     -19.64     -33.58
  2   2     -11.90      46.40
  3   0     -51.23       0.00
  3   1      35.97     110.73
  3   2      42.73    -107.22
  3   3      -1.22     185.68
  4   0     -46.10       0.00
  4   1      23.07      -4.43
  4   2      25.76      -3.48
  4   3     110.49      78.74
  4   4     166.36     -92.14
  5   0      -9.58       0.00
  5   1     -10.91    -181.10
  5   2     -67.09      84.05
  5   3       8.24     -82.65
  5   4    -231.17    -152.48
  5   5     138.65      -3.70
  6   0      -8.45       0.00
  6   1      15.53     196.64
  6   2      13.67    -167.89
  6   3     -30.13     -24.72
  6   4      -8.41     -71.89
  6   5    -303.33     226.60
  6   6     -66.73      16.25
  7   0     -31.45       0.00
  7   1    -140.18    -168.68
  7   2      45.48     169.31
  7   3    -100.61     -35.03
  7   4     210.70     120.28
  7   5      46.30      28.91
  7   6     122.13     -95.15
  7   7    -120.92     106.92
  8   0     -58.00       0.00
  8   1       1.19      23.93
  8   2     -24.19     -24.28
  8   3     -30.19     -39.60
  8   4     -68.57      28.79
  8   5     156.76    -191.95
  8   6      -5.38     -22.39
  8   7    -251.53     -93.43
  8   8    -129.57     325.87
  9   0      57.18       0.00
  9   1      25.61      60.07
  9   2    -193.97      83.85
  9   3     177.93     130.22
  9   4     -63.98     -28.54
  9   5     -60.89     -25.60
  9   6    -135.92     -61.99
  9   7     -76.27      34.68
  9   8      97.23    -187.30
  9   9     158.84     226.75
 10   0     156.39       0.00
 10   1       0.43     113.06
 10   2     152.49    -127.38
 10   3    -170.02     -38.60
 10   4     128.83      59.99
 10   5    -165.24      62.91
 10   6      61.25     121.94
 10   7      62.90      89.12
 10   8     -47.16     140.45
 10   9     -54.60    -399.31
 10  10     -88.31      18.30
 11   0      23.35       0.00
 11   1     -50.48     -80.54
 11   2     -38.29     122.34
 11   3      75.54      84.22
 11   4      29.03     -70.64
 11   5     107.36     -30.18
 11   6      22.61      32.46
 11   7      31.42     -56.28
 11   8       6.49     131.47
 11   9    -137.69     101.33
 11  10      27.72       9.85
 11  11      91.16    -137.65
 12   0    -131.03       0.00
 12   1     -12.36      -1.40
 12   2    -141.57     -95.93
 12   3    -107.94      -8.19
 12   4    -211.29      -6.03
 12   5     120.42      42.54
 12   6      -8.98    -155.00
 12   7      94.51     -63.60
 12   8      30.83    -247.91
 12   9      87.55     185.16
 12  10      23.18     166.67
 12  11      45.82    -126.12
 12  12      32.79     -35.64
 13   0     102.49       0.00
 13   1      -0.97     -40.67
 13   2      -1.50     135.92
 13   3      73.71       8.46
