Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2063:180
Coefficients for 360 degrees 
  Beginning: CT2062:000  2007:11:04_12h:31m:24s. 
  Centered:  CT2063:180  2007:11:18_03h:49m:35s. 
  End time:  CT2063:005  2007:12:01_10h:02m:16s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -7.55       0.00
  1   0     -78.69       0.00
  1   1      -2.35      11.70
  2   0     -22.48       0.00
  2   1      11.88     -19.98
  2   2      10.22     -21.37
  3   0    -132.45       0.00
  3   1       5.88      -2.82
  3   2      -2.82       6.20
  3   3     -18.23       9.42
  4   0     -55.06       0.00
  4   1     -15.08      -1.66
  4   2       3.17       6.19
  4   3      17.58      -2.27
  4   4      10.94       6.82
  5   0     -74.07       0.00
  5   1      12.90      -0.43
  5   2      -2.84      -6.69
  5   3       7.54       0.41
  5   4     -11.72      -3.86
  5   5     -12.21     -12.08
  6   0      -5.22       0.00
  6   1      -1.58     -16.48
  6   2      26.49     -26.97
  6   3      -3.38       3.00
  6   4      -3.69       3.11
  6   5       7.72      -2.42
  6   6      22.07      19.28
  7   0      -4.75       0.00
  7   1      -3.06      19.43
  7   2     -13.20      21.46
  7   3       6.04     -12.60
  7   4      -1.62       1.77
  7   5      16.00      14.85
  7   6     -16.85      -2.36
  7   7      -8.43       2.99
  8   0      -0.41       0.00
  8   1       7.01       4.89
  8   2       6.63     -34.49
  8   3       7.37      -2.78
  8   4      -3.47       5.90
  8   5      -8.06     -15.09
  8   6     -13.20       0.88
  8   7       1.67       1.69
  8   8      -3.95       7.69
  9   0      53.27       0.00
  9   1       4.67      -0.40
  9   2       4.82      16.32
  9   3     -15.57       0.34
  9   4      -0.81     -17.49
  9   5      -5.66      -2.95
  9   6       8.24      -4.84
  9   7      13.14      14.87
  9   8       8.56      -4.90
  9   9       9.85       1.10
 10   0      28.75       0.00
 10   1     -12.23     -12.35
 10   2       6.57     -21.65
 10   3       3.79      -6.46
 10   4       4.57       4.57
 10   5       2.93       0.95
 10   6      -7.08      10.85
 10   7     -13.04      -3.73
 10   8       2.58      -5.26
 10   9       2.53      -2.61
 10  10     -12.83      -6.43
 11   0      79.27       0.00
 11   1       7.70       6.25
 11   2      -7.90      18.29
 11   3       4.73      10.87
 11   4      -6.94      -5.18
 11   5       2.32       1.81
 11   6     -14.47      -1.31
 11   7       3.39      -0.41
 11   8       2.34     -13.55
 11   9     -13.69       4.23
 11  10       4.57       7.48
 11  11       7.19       9.04
 12   0      34.26       0.00
 12   1       3.52      -0.01
 12   2      18.18     -27.04
 12   3       2.65       1.54
 12   4      -1.54      -9.93
 12   5      -2.80       2.36
 12   6      -4.80       6.15
 12   7      10.17       3.72
 12   8      -6.46       2.64
 12   9      -1.19      -7.19
 12  10       0.35      11.02
 12  11       9.96       4.01
 12  12       0.66      -6.29
 13   0     142.36       0.00
 13   1      -3.46       1.11
 13   2      -8.43      12.95
 13   3      -5.63      -2.51
 13   4      -3.06     -12.93
 13   5       4.05       4.87
 13   6       0.21       3.95
 13   7      -1.89      -8.72
 13   8      -3.64      -3.87
 13   9       8.63       3.30
 13  10       0.20      -0.08
 13  11      -3.04      -8.35
 13  12       0.29      -5.90
 13  13     -20.20     -14.18
 14   0      46.25       0.00
 14   1      -2.45      -3.07
 14   2      12.22     -27.67
 14   3       7.91      -0.18
 14   4       3.58      -2.27
 14   5       2.85       3.45
 14   6      -8.12      -1.94
 14   7      -6.45      -7.03
 14   8       1.26      -1.44
 14   9     -10.71      -6.61
 14  10      -5.75       2.15
 14  11       4.28      -3.47
 14  12      -5.00       9.03
 14  13      10.95       9.42
 14  14       5.95       9.74
 15   0     152.51       0.00
 15   1       3.26      -2.00
 15   2      -0.69      13.12
 15   3      -6.59       3.14
 15   4      -2.77     -12.75
 15   5       5.03       5.77
 15   6      -4.85      -5.59
 15   7       8.53      -7.24
 15   8      -5.73      -0.00
 15   9      -3.49       5.15
 15  10       3.32       9.59
 15  11       7.16       1.64
 15  12       6.26      -8.49
 15  13      -1.09      10.91
