Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1820:180
Coefficients for 360 degrees 
  Beginning: CT1819:000  1989:09:11_15h:12m:25s. 
  Centered:  CT1820:180  1989:09:25_06h:30m:37s. 
  End time:  CT1820:005  1989:10:08_12h:43m:18s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -9.94       0.00
  1   0     -28.99       0.00
  1   1       1.28     -56.43
  2   0       1.39       0.00
  2   1     121.24    -126.10
  2   2      48.92    -136.56
  3   0      65.69       0.00
  3   1      89.87      26.03
  3   2     -50.50     138.54
  3   3      47.92      34.71
  4   0     -86.85       0.00
  4   1     -73.64     -89.39
  4   2     -13.40      -5.24
  4   3      33.97     -38.11
  4   4    -131.95      67.74
  5   0    -158.10       0.00
  5   1    -107.60    -146.64
  5   2      96.52    -113.20
  5   3    -168.31     -11.65
  5   4    -194.09      -6.08
  5   5    -180.51     -27.52
  6   0      45.65       0.00
  6   1     -88.73      95.78
  6   2     -40.49     116.56
  6   3     137.23      22.68
  6   4      32.95     -76.68
  6   5     232.34    -246.52
  6   6      86.15    -186.03
  7   0    -102.42       0.00
  7   1     -56.42     -39.40
  7   2    -179.12     -83.21
  7   3      68.00     106.24
  7   4     140.32     -16.68
  7   5     -58.74      67.94
  7   6     -80.67     205.63
  7   7      11.30      -8.09
  8   0     -97.07       0.00
  8   1      -0.01    -146.96
  8   2     -74.87      39.53
  8   3    -284.81      14.78
  8   4      26.93     109.64
  8   5    -180.16    -111.60
  8   6     210.81    -131.34
  8   7       7.88      23.99
  8   8    -122.33      60.43
  9   0     138.77       0.00
  9   1      83.66     112.80
  9   2     193.54    -136.51
  9   3     188.73    -116.92
  9   4      31.97     -65.83
  9   5     158.50     -48.78
  9   6    -100.51    -186.93
  9   7    -103.11      39.02
  9   8    -189.93    -154.35
  9   9    -121.08      43.22
 10   0      -1.46       0.00
 10   1     -25.65     161.58
 10   2     -47.55     222.92
 10   3      60.14      85.43
 10   4     -51.34     -21.46
 10   5     155.49     241.98
 10   6     132.08      70.25
 10   7      60.16      20.79
 10   8     -56.42      52.54
 10   9      -0.56    -312.04
 10  10    -130.23      11.88
 11   0       3.58       0.00
 11   1    -122.45    -110.94
 11   2     -10.60     -59.86
 11   3     -11.27     -83.82
 11   4    -123.42     177.75
 11   5    -134.75     -25.24
 11   6      33.36      97.19
 11   7      82.06      39.96
 11   8     -19.41     276.05
 11   9     -92.57     -77.84
 11  10    -231.42     -90.63
 11  11     -97.85      42.79
 12   0     183.16       0.00
 12   1     -37.17     -34.11
 12   2      29.82      40.77
 12   3     -99.17      53.89
 12   4      67.44    -261.79
 12   5     -76.54    -144.20
 12   6    -124.49    -107.67
 12   7     -33.83       9.83
 12   8     137.20     -52.62
 12   9      49.51     -10.81
 12  10    -188.95     -52.50
 12  11    -422.44      80.97
 12  12     -11.16     204.82
 13   0      61.25       0.00
 13   1      54.72      43.33
 13   2     -41.65     -54.29
 13   3     187.37      35.47
 13   4      55.51      90.89
 13   5      22.48      73.97
 13   6      60.03      -7.25
 13   7      32.18    -150.03
 13   8     164.91     -60.57
 13   9     105.13    -131.25
 13  10     -27.32    -228.33
 13  11     -50.58     123.54
 13  12    -143.02     137.12
 13  13     -44.66      37.31
 14   0      -2.75       0.00
 14   1      10.28    -110.78
 14   2     -98.97     166.47
 14   3    -230.73      60.66
 14   4      -5.89      67.83
 14   5     -99.02     -20.33
 14   6     -31.36      87.56
 14   7     -55.12     -45.76
 14   8    -168.82     -37.04
 14   9       7.45       5.02
 14  10      72.51    -116.02
 14  11     -45.55      79.05
 14  12      39.19     277.41
 14  13     189.19     412.91
 14  14      35.70     -76.76
 15   0     126.61       0.00
 15   1      -9.06     -43.02
 15   2     133.95    -160.47
 15   3      59.60     -64.69
 15   4     -39.29       5.44
 15   5     -34.12     -40.81
 15   6      42.35     -72.55
 15   7     -60.27      89.14
 15   8    -109.85     -96.86
 15   9    -137.54     143.97
 15  10      29.96     -46.30
 15  11     134.41     -94.38
 15  12      83.53      63.98
 15  13      22.83     128.20
 15  14      97.39     502.31
 15  15     163.91     167.62
 16   0      25.67       0.00
 16   1      14.13     100.01
 16   2     -13.96      77.80
 16   3      16.64      91.32
 16   4       4.47     -90.95
 16   5     112.64     108.41
 16   6    -111.16     -16.78
 16   7      77.22       3.44
 16   8      50.32      25.07
 16   9     -98.39     -11.16
 16  10     -37.69     100.62
 16  11     129.56    -117.95
 16  12     130.01    -143.63
 16  13      31.26     -26.37
 16  14    -105.81     -94.23
 16  15    -103.61      50.96
 16  16      62.44     171.16
 17   0      24.80       0.00
 17   1      -2.48      20.39
 17   2     -70.18     -16.88
 17   3     161.18     -92.42
 17   4       8.51     189.25
 17   5      33.10       3.12
 17   6     132.47      69.09
 17   7      15.02       0.35
 17   8      24.14      98.90
 17   9      13.26     -48.57
 17  10    -102.51      84.18
 17  11     -23.33      67.30
 17  12      47.60     -24.65
 17  13      79.27      17.34
 17  14     159.87     146.62
 17  15     134.01     236.33
 17  16     135.01     -56.35
 17  17    -115.62      45.80
 18   0      98.63       0.00
 18   1      36.86     -36.60
 18   2     -23.23      47.92
 18   3    -202.70      75.35
 18   4      49.28    -173.88
 18   5    -109.62     -34.56
 18   6     -70.09      12.99
 18   7     -61.86     -15.37
 18   8      34.27      77.58
 18   9      97.61      42.82
 18  10     -17.70      12.70
 18  11     -89.65      14.19
 18  12     -12.76     -35.15
 18  13     -44.38     -76.06
 18  14    -181.05     -64.34
 18  15     -56.73     -26.14
 18  16     155.43     203.84
 18  17     354.53     -65.96
 18  18      55.12     -60.34
 19   0      53.97       0.00
 19   1      72.68      71.47
 19   2      30.65     -44.94
 19   3     150.18     -22.71
 19   4     -56.18      98.99
 19   5     -21.03      15.96
 19   6      44.17     -73.68
 19   7      10.98     -50.17
 19   8     -18.36    -121.84
 19   9      61.01      -5.75
 19  10      80.29     -71.15
 19  11     -26.71       5.72
 19  12     -86.18      69.37
 19  13     -77.22     -69.35
 19  14     -20.21    -151.82
 19  15    -151.50     -67.92
 19  16    -153.08      33.93
 19  17    -113.82     131.90
 19  18      26.42      97.15
 19  19      51.73     -18.01
 20   0      -1.32       0.00
 20   1      66.04      29.05
 20   2      -7.29      11.53
 20   3    -104.11      71.98
 20   4      -5.86     -62.74
 20   5       5.31      -2.82
 20   6     -91.42      42.93
 20   7      19.16     -18.48
 20   8     -73.31     -23.56
 20   9     -10.68     -38.04
 20  10      63.32     -53.21
 20  11      50.65      15.17
 20  12     -20.81       5.94
 20  13      13.24     184.31
 20  14      57.62      18.81
 20  15     -18.64     -84.21
 20  16      63.77    -151.65
 20  17      97.34     -60.16
 20  18     147.28     -52.01
 20  19      -0.84      78.61
 20  20      35.60      23.13
 21   0      16.20       0.00
 21   1       0.83      13.24
 21   2       1.74      37.06
 21   3      66.57     -56.75
 21   4       0.44     148.77
 21   5     -19.04     -17.51
 21   6     133.32       8.84
 21   7     -22.71      63.96
 21   8      -7.37     -16.46
 21   9     -61.94      39.43
 21  10     -14.45       8.03
 21  11      61.65     -41.43
 21  12      46.81      -4.23
 21  13     -11.65      56.02
 21  14     -73.93      69.30
 21  15      36.93     -40.71
 21  16    -113.75     -49.60
 21  17     -13.81      42.45
 21  18      22.40      -9.22
 21  19      65.84    -116.12
 21  20     -97.24     -30.10
 21  21      31.35      75.65
 22   0      -5.48       0.00
 22   1      32.56      46.44
 22   2      38.25     -93.99
 22   3     -79.26      61.19
 22   4      38.73    -160.18
 22   5     -23.27      62.48
 22   6    -124.01       3.34
 22   7       1.84      14.85
 22   8      50.68      48.36
 22   9     -29.70      53.93
 22  10     -26.73      31.14
 22  11     -43.96      -8.78
 22  12      50.31     -22.18
 22  13     -34.42     -72.40
 22  14      23.92      91.40
 22  15       2.25      69.14
 22  16     -35.74      11.94
 22  17    -101.47     -23.96
 22  18      23.02      38.84
 22  19      23.51      94.22
 22  20      28.46       9.96
 22  21     -68.26     -15.95
 22  22       6.95      42.05
 23   0     -66.11       0.00
 23   1      49.24      78.80
 23   2     -48.84      92.99
 23   3     107.56     -25.16
 23   4     -33.73     153.34
 23   5      10.67      18.48
 23   6     122.18     -14.13
 23   7       9.11     -16.42
 23   8      -8.29      -9.49
 23   9      13.29      -4.86
 23  10      -1.26      48.65
 23  11     -53.99      15.93
 23  12      -2.50     -34.69
 23  13      38.07     -10.24
 23  14      40.39     -50.40
 23  15      39.43      25.16
 23  16     142.17     -41.00
 23  17     -21.53     -24.31
 23  18     -29.47     -28.53
 23  19     -47.19     -70.61
 23  20     -12.60     -57.06
 23  21       2.74      75.96
 23  22      64.98      29.74
 23  23      -7.10       6.79
 24   0     -66.55       0.00
 24   1      59.36      34.26
 24   2      33.02    -146.30
 24   3     -41.79      24.98
 24   4      22.84    -125.15
 24   5     -64.26      -4.48
 24   6    -147.93      60.86
