Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1730:180
Coefficients for 360 degrees 
  Beginning: CT1729:000  1982:12:22_20h:38m:44s. 
  Centered:  CT1730:180  1983:01:05_11h:56m:55s. 
  End time:  CT1730:005  1983:01:18_18h:09m:36s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       2.50       0.00
  1   0    -128.19       0.00
  1   1      14.61      26.39
  2   0      27.11       0.00
  2   1      15.69     -24.87
  2   2    -112.55      83.13
  3   0    -217.09       0.00
  3   1     -28.70      -9.32
  3   2     -58.77    -125.26
  3   3     118.98     133.88
  4   0    -107.73       0.00
  4   1      24.09      61.91
  4   2     -11.99    -129.81
  4   3     -25.05     108.22
  4   4     -27.21    -104.60
  5   0      68.96       0.00
  5   1     -63.22     186.33
  5   2      85.51      52.79
  5   3      56.70     -94.27
  5   4     -47.00      33.55
  5   5     -53.77      64.82
  6   0       7.53       0.00
  6   1      44.06     110.03
  6   2      96.84     125.08
  6   3      55.73     -32.66
  6   4     -95.22     155.24
  6   5       0.83     189.65
  6   6    -109.50     126.21
  7   0     -36.28       0.00
  7   1     -21.59     239.12
  7   2      57.89     -25.38
  7   3    -154.93      78.78
  7   4      16.73     -46.30
  7   5    -143.88     -93.20
  7   6     130.27     -72.90
  7   7    -238.33     119.35
  8   0     -11.19       0.00
  8   1      34.32      67.87
  8   2      -4.75    -162.67
  8   3     -66.76     -60.25
  8   4     113.42    -154.73
  8   5      61.15    -239.98
  8   6     101.28    -152.07
  8   7     129.99     -51.50
  8   8     288.98      -7.96
  9   0       0.85       0.00
  9   1      33.06      36.95
  9   2      55.66    -191.12
  9   3      90.06      34.57
  9   4     -38.82       1.36
  9   5     155.43     146.14
  9   6    -147.41      89.52
  9   7      44.00      34.46
  9   8     -17.54    -148.48
  9   9     124.36      -4.18
 10   0      41.71       0.00
 10   1      43.44     -63.27
