Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2077:180
Coefficients for 360 degrees 
  Beginning: CT2076:000  2008:11:20_09h:00m:39s. 
  Centered:  CT2077:180  2008:12:04_00h:18m:50s. 
  End time:  CT2077:005  2008:12:17_06h:31m:31s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -1.91       0.00
  1   0     -70.24       0.00
  1   1      -6.74       0.63
  2   0      -0.01       0.00
  2   1       3.56      -6.95
  2   2       4.24      15.23
  3   0    -114.02       0.00
  3   1      11.58       9.84
  3   2      -9.57      14.72
  3   3       2.83      -0.86
  4   0     -11.67       0.00
  4   1      -3.47      -4.44
  4   2       6.75     -13.38
  4   3      -1.77     -14.16
  4   4       1.60      -7.48
  5   0     -69.78       0.00
  5   1       7.47       8.01
  5   2      -7.81      12.78
  5   3       1.09     -12.16
  5   4      -8.28       2.26
  5   5      23.77       1.30
  6   0     -13.85       0.00
  6   1       5.35     -16.36
  6   2      -4.96     -18.07
  6   3      -4.85       4.83
  6   4       6.30      -6.90
  6   5      22.60       3.65
  6   6      -4.03      -6.33
  7   0      -3.74       0.00
  7   1      -0.78       9.86
  7   2      -8.97      -0.93
  7   3       5.12       7.26
  7   4       1.07       7.12
  7   5      16.68       1.34
  7   6      -8.31      10.61
  7   7       2.04      -5.15
  8   0       7.00       0.00
  8   1       0.91     -24.31
  8   2       3.18     -14.21
  8   3       5.47      -3.23
  8   4       2.05       3.97
  8   5      15.70       2.55
  8   6     -10.52      -0.99
  8   7       0.78       8.56
  8   8       7.14       0.47
  9   0      43.60       0.00
  9   1       8.73       7.64
  9   2     -18.45      12.91
  9   3      10.94      -0.18
  9   4      -0.68      -0.75
  9   5       2.31      -0.09
  9   6     -11.32      -7.98
  9   7      -6.19     -10.81
  9   8      17.10      -9.32
  9   9      -7.75      -4.71
 10   0       7.79       0.00
 10   1      -6.15      -1.76
 10   2       5.35     -10.38
 10   3     -10.00      -9.78
 10   4      10.66      -4.84
 10   5       0.30      -2.20
 10   6      -8.18      -4.17
 10   7       1.77       4.02
 10   8      14.52      -1.10
 10   9       0.40       7.22
 10  10       0.18       7.37
 11   0      79.89       0.00
 11   1       0.49       6.24
 11   2     -15.49       4.64
 11   3       5.25      -7.43
 11   4       8.07      10.03
 11   5      -6.85     -15.55
 11   6      -5.10       2.42
 11   7      -2.30       4.17
 11   8      16.25      -9.57
 11   9     -10.71      -4.12
 11  10      -7.21      -2.48
 11  11       7.14       3.47
 12   0       7.58       0.00
 12   1       5.11      -8.15
 12   2      -2.63     -17.92
 12   3     -11.17      -9.08
 12   4       1.76      -3.88
 12   5      16.28      -6.64
 12   6       7.83       3.44
 12   7       3.21       8.06
 12   8       5.70      -3.61
 12   9     -12.08       0.95
 12  10      -5.90       3.00
 12  11      -2.68     -11.27
 12  12      -0.15      -3.44
 13   0     116.74       0.00
 13   1       4.69       2.62
 13   2     -14.37       5.46
 13   3       9.81       1.76
 13   4      10.74       2.47
 13   5       1.69       4.10
 13   6      -1.89       3.45
 13   7       6.49       0.00
 13   8      -0.74      -3.47
 13   9     -17.61       2.79
 13  10      -9.83       8.57
 13  11       4.08      -2.34
 13  12       0.13      11.87
