Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1833:180
Coefficients for 360 degrees 
  Beginning: CT1832:000  1990:09:01_05h:05m:17s. 
  Centered:  CT1833:180  1990:09:14_20h:23m:29s. 
  End time:  CT1833:005  1990:09:28_02h:36m:10s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       9.62       0.00
  1   0      23.80       0.00
  1   1    -101.39     -60.44
  2   0     103.83       0.00
  2   1     -65.11     -16.95
  2   2     -48.25     -33.36
  3   0      15.95       0.00
  3   1       1.27     -63.90
  3   2     -49.18      74.12
  3   3     149.20     -77.59
  4   0     111.71       0.00
  4   1     135.53      28.40
  4   2     -80.01      66.85
  4   3     -53.78      47.28
  4   4     285.57      93.74
  5   0    -175.03       0.00
  5   1      42.48      14.29
  5   2     115.89      -7.04
  5   3     -23.02     -51.72
  5   4     -21.92     -31.17
  5   5      39.96      49.32
  6   0     -36.18       0.00
  6   1      76.50     -46.70
  6   2     159.84      70.42
  6   3      25.80      10.94
  6   4     -92.42    -217.89
  6   5     116.88     202.55
  6   6     126.78     211.11
  7   0     111.97       0.00
  7   1    -135.13     -43.03
  7   2     -85.86    -264.77
  7   3     -45.95      -1.63
  7   4      11.12       8.03
  7   5      41.45      24.19
  7   6     120.30     115.04
  7   7      73.81      29.05
  8   0      -8.16       0.00
  8   1    -104.08       8.17
  8   2      20.10     103.13
  8   3      27.85      -8.72
  8   4     -42.07     112.59
  8   5    -165.83    -225.98
  8   6       9.41     -45.46
  8   7    -122.12     202.18
  8   8     212.90     196.40
  9   0     -88.74       0.00
  9   1      54.88     101.01
  9   2     -41.92     -89.24
  9   3      66.49      12.25
  9   4     -54.26     -46.22
  9   5     -25.34      56.51
  9   6     -83.02    -165.27
  9   7     168.61      51.50
  9   8      50.13      52.87
  9   9    -225.26     130.70
 10   0     -58.02       0.00
 10   1     188.07      49.38
 10   2       2.27     122.12
 10   3     -78.94       4.06
 10   4      71.60      33.66
 10   5      -8.95     130.05
 10   6      -7.06      39.70
 10   7      38.23    -191.29
 10   8     172.91       6.82
 10   9     198.54     156.68
 10  10     -24.08     104.73
 11   0      86.32       0.00
 11   1     -28.97     -84.76
 11   2      28.15    -127.16
 11   3      50.01     -14.60
 11   4      67.29      -9.43
 11   5      97.34     -46.32
 11   6     -51.75     126.68
 11   7     -98.17     -44.00
 11   8     -19.45    -180.77
 11   9    -134.84      34.26
 11  10     -90.72     116.55
 11  11    -217.58     -15.03
 12   0     -43.41       0.00
 12   1     -73.98     -15.35
 12   2     106.99     109.48
 12   3     -38.48      20.38
 12   4     -34.44       2.74
 12   5     124.96      -2.38
 12   6      31.41      19.85
 12   7      18.34      36.44
 12   8    -214.73      68.43
 12   9      48.04    -153.75
 12  10      47.28     -15.49
 12  11     -16.45     -17.95
 12  12    -226.58     -43.13
 13   0      26.45       0.00
 13   1     -29.40      53.38
 13   2    -125.92    -182.11
 13   3     -47.42      31.76
 13   4      67.04     -40.03
 13   5    -137.42     -84.79
 13   6      60.26     -57.12
 13   7     -32.66      91.12
 13   8     -48.29      61.04
 13   9      81.91      16.84
 13  10     125.86     -22.64
 13  11     -23.90     116.35
 13  12    -239.92     193.03
 13  13     127.60     -19.51
 14   0    -113.16       0.00
 14   1      29.78     -33.98
 14   2      -5.88      99.82
 14   3      21.99     -30.45
 14   4      11.12      53.30
 14   5      12.91      -3.15
 14   6     -65.24     -25.06
 14   7      52.10      28.25
 14   8     132.82     -40.55
 14   9     -71.51      18.36
 14  10    -116.91     -41.98
 14  11       0.91     137.32
 14  12      27.34      49.33
 14  13     -47.78    -152.51
 14  14     -17.08    -261.46
 15   0      41.19       0.00
 15   1      26.85     -32.32
 15   2      79.71     -99.31
 15   3      35.07      -5.49
 15   4     -80.02     -75.37
 15   5      24.78     -54.65
 15   6      62.71       0.45
 15   7      44.41     -56.69
 15   8      64.60      15.97
 15   9     -35.26      20.48
 15  10     -37.34      -0.47
 15  11      87.00    -101.61
 15  12     181.33     -19.47
 15  13    -103.37      -2.61
 15  14    -254.73     137.58
 15  15      48.87      -2.69
 16   0    -122.59       0.00
 16   1     -26.75      27.82
 16   2      73.45     100.01
 16   3     -97.00      35.92
 16   4     -31.02      34.85
 16   5      50.83      81.24
 16   6     -28.80       9.05
 16   7    -108.68       0.14
 16   8     -45.46      -2.01
 16   9      52.08     -20.51
 16  10       7.98      26.48
 16  11      -0.53     -86.17
 16  12     -35.49      44.92
 16  13      16.45      40.75
 16  14      55.47      13.20
 16  15    -171.48     -84.59
 16  16    -155.08    -216.07
 17   0      32.90       0.00
 17   1      -1.40      -7.37
 17   2    -112.97    -136.58
 17   3      35.81      25.94
 17   4     110.01     -37.19
