Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1784:180
Coefficients for 360 degrees 
  Beginning: CT1783:000  1987:01:03_17h:22m:57s. 
  Centered:  CT1784:180  1987:01:17_08h:41m:08s. 
  End time:  CT1784:005  1987:01:30_14h:53m:49s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      11.65       0.00
  1   0    -211.30       0.00
  1   1      -9.83      -0.05
  2   0      56.52       0.00
  2   1       9.00      18.30
  2   2       3.40       0.32
  3   0    -273.92       0.00
  3   1       1.59      23.86
  3   2      11.39     -12.47
  3   3      -8.20      -5.00
  4   0      66.31       0.00
  4   1      13.56      31.47
  4   2       5.11     -18.89
  4   3      -5.94      12.53
  4   4      -7.40      -3.80
  5   0    -176.40       0.00
  5   1      11.78       3.01
  5   2      -5.97      -1.77
  5   3      -9.08      24.17
  5   4       8.43       2.67
  5   5      -6.76      33.88
  6   0      32.49       0.00
  6   1       7.20       4.56
  6   2     -44.43      32.81
  6   3       9.24      -3.78
  6   4       8.00     -26.40
  6   5     -16.01     -13.99
  6   6     -21.65     -11.97
  7   0      -2.46       0.00
  7   1      -9.63      28.48
  7   2       9.18      47.64
  7   3      -0.37     -30.59
  7   4      31.21      -0.45
  7   5     -15.22     -22.43
  7   6       6.75       7.88
  7   7      15.20     -16.12
  8   0     -27.96       0.00
  8   1      17.28      32.96
  8   2     -43.76      -9.80
  8   3       4.07       4.49
  8   4     -15.25     -17.65
  8   5     -26.73       2.44
  8   6      14.91      38.91
  8   7     -13.57      29.92
  8   8     -16.25      35.61
  9   0     113.02       0.00
  9   1      20.59      15.66
  9   2     -17.59      30.50
  9   3       3.24     -29.46
  9   4     -38.74      -7.82
  9   5      -4.53      23.06
  9   6       7.51     -16.99
  9   7      -3.43     -28.81
  9   8       3.36      -9.20
  9   9     -24.82     -13.47
 10   0     -18.70       0.00
 10   1      -2.12      -0.96
 10   2     -39.91       0.13
 10   3       7.36       0.02
 10   4     -31.99      29.61
 10   5      31.21      12.77
 10   6      16.88     -32.81
 10   7       2.60      11.64
 10   8      29.04      22.73
 10   9      -0.33       7.74
 10  10      33.78      -6.74
 11   0     197.16       0.00
 11   1      -7.55      10.04
 11   2      13.21      36.76
 11   3     -42.06     -13.52
 11   4      10.09      34.15
 11   5      20.54     -10.80
 11   6     -11.38      15.54
 11   7       3.29      20.12
 11   8      -0.61      -0.91
 11   9      -8.18       2.27
 11  10     -27.00       8.90
 11  11     -24.64       6.04
 12   0     -76.02       0.00
 12   1       9.30      11.19
 12   2     -52.76       7.94
 12   3       1.55      15.78
 12   4       6.66       5.21
 12   5     -15.97      -4.99
 12   6       2.18      -9.78
 12   7      -3.21     -31.71
 12   8      -0.45       4.24
 12   9      26.51     -16.51
 12  10      -9.82     -14.24
 12  11       4.22     -12.99
 12  12      -3.49     -25.47
 13   0     301.07       0.00
 13   1       2.36       1.34
 13   2      -1.63      36.25
 13   3       8.08     -46.17
 13   4      -9.39      20.18
 13   5      -0.15      -4.53
 13   6      12.97     -13.06
 13   7      -0.64      11.71
 13   8      15.78     -12.48
 13   9     -10.58     -13.12
 13  10     -12.57      10.09
 13  11       9.63       7.80
 13  12      -6.68       8.47
 13  13      18.67      18.28
 14   0     -81.59       0.00
 14   1       8.68      10.88
 14   2     -34.12       1.64
 14   3      22.31      -1.16
 14   4     -29.69      19.73
 14   5      -8.05       3.21
 14   6       1.61      12.04
 14   7      14.69      22.83
 14   8      -5.77     -13.24
 14   9     -15.01      11.38
 14  10      11.83      -6.97
 14  11     -12.98      -5.99
 14  12       4.82       5.39
 14  13      -9.95     -14.33
 14  14     -23.06      -5.22
 15   0     382.32       0.00
 15   1       0.77       2.61
 15   2      -6.24      28.97
 15   3     -20.86     -30.72
 15   4     -24.89      17.90
 15   5       8.23       0.02
 15   6       4.30       8.87
 15   7       4.57     -24.77
 15   8       2.14      -3.93
 15   9      -7.48       8.20
 15  10       4.37     -23.99
 15  11      -4.31       0.34
 15  12      12.43      15.51
 15  13      13.29      -5.29
 15  14       9.13      -4.14
 15  15       6.48     -19.90
 16   0     -79.65       0.00
 16   1     -15.42     -16.27
 16   2     -39.34       3.17
 16   3       1.76       9.21
 16   4     -19.49      11.32
 16   5      18.60       0.92
 16   6      15.06      -5.65
 16   7      24.56      -3.77
 16   8       3.28      12.44
 16   9      -3.53      -5.02
 16  10      -6.44       4.81
 16  11      -6.64      10.76
 16  12       3.01      -7.18
 16  13     -10.98      -2.23
 16  14      -6.73       5.67
 16  15     -13.05      10.02
 16  16      -0.31       9.29
 17   0     362.68       0.00
 17   1      -3.64     -16.02
 17   2       2.33      23.32
 17   3     -23.19     -31.94
 17   4      -9.32      29.96
 17   5      16.98      -3.19
 17   6     -10.27       5.18
 17   7      11.37       4.23
 17   8      -3.61      -0.19
 17   9      -7.35      13.72
 17  10      12.96      -5.03
 17  11       6.57     -15.45
 17  12      -0.29      -9.70
 17  13      20.07      -9.60
 17  14      -4.41     -12.15
 17  15     -20.00      -9.25
 17  16     -11.68      -9.26
 17  17      -8.65      -2.28
 18   0     -79.82       0.00
 18   1      -6.94     -14.58
 18   2     -24.59       4.58
 18   3       9.47       6.93
 18   4     -14.50      22.54
 18   5      -9.61       6.37
 18   6       9.59      -8.86
 18   7       8.40      -5.45
 18   8      -5.99       2.74
 18   9      19.90     -10.25
 18  10       1.91     -10.62
 18  11      -1.79       3.93
 18  12       7.05       0.96
 18  13       0.04       1.32
 18  14      -8.71       4.18
 18  15      -0.35      18.44
 18  16      -0.58      -9.69
 18  17      -1.00       1.35
 18  18      17.88      -6.42
 19   0     279.49       0.00
 19   1      -4.32     -22.72
 19   2       0.82      11.81
 19   3      -6.37     -44.16
 19   4     -16.58      32.58
 19   5       9.46      -5.15
 19   6       2.40      -0.92
 19   7       5.31       8.99
 19   8       7.72       4.25
 19   9       3.20       5.33
 19  10     -13.61       3.51
 19  11      -0.14       0.86
 19  12       0.69     -14.38
 19  13     -11.79      -9.54
 19  14      -0.02      -5.65
 19  15      -2.85      -9.39
 19  16      -5.24       1.28
 19  17       2.08       3.29
 19  18      -7.45      -0.72
 19  19      -6.65      13.61
 20   0     -46.16       0.00
 20   1     -13.33     -27.84
 20   2       5.19      -3.04
 20   3      12.60       6.58
 20   4     -32.10      31.33
 20   5      -0.91      -1.38
 20   6       7.83       6.35
 20   7      17.71      -2.08
 20   8     -10.45      -4.53
 20   9      -1.73       3.61
 20  10      -7.81      -6.64
 20  11       7.38      -7.81
 20  12       9.46      -9.97
 20  13      -3.24      -1.38
 20  14       4.06      -4.90
 20  15      -4.40       4.12
 20  16      -4.04       7.05
 20  17      -1.85       3.58
 20  18       5.04       2.03
 20  19       5.12     -13.70
 20  20      -4.41     -10.36
 21   0      93.93       0.00
 21   1      -8.61     -25.62
 21   2      -1.08     -14.62
 21   3     -23.69     -28.27
 21   4     -27.85      34.88
 21   5      15.28      -8.60
 21   6       3.53       2.12
 21   7       7.34     -14.18
 21   8       4.66      -4.35
 21   9       1.73       4.92
 21  10       2.23      -3.96
 21  11      -0.56       2.81
 21  12      -2.02       9.69
 21  13      -5.90      -2.62
 21  14      -5.38       5.57
 21  15      -2.84       1.70
 21  16      -2.56       5.51
 21  17       5.32       4.28
 21  18       4.62      -8.63
 21  19     -10.39       0.66
 21  20      -2.16       7.58
 21  21       4.25       2.17
 22   0       8.76       0.00
 22   1     -22.74     -36.32
 22   2      24.00      -2.68
 22   3       7.29       5.28
 22   4     -25.76      19.97
 22   5       8.00       4.15
 22   6      10.27      -3.41
 22   7      19.05       5.94
 22   8      -5.91       3.79
 22   9       3.38       4.75
 22  10      -6.63       2.09
 22  11       0.36       3.86
 22  12       5.89      -2.89
 22  13      -2.70      -6.60
 22  14       1.03       1.72
 22  15      -1.94     -12.34
 22  16      -5.62      -5.92
 22  17       9.35      -0.01
 22  18      -1.20      -1.60
 22  19       5.44      -2.36
 22  20       0.01      -9.37
 22  21      -2.13      -0.59
 22  22      -6.60       2.87
 23   0    -189.49       0.00
 23   1      -2.96     -32.86
 23   2       3.13     -33.25
 23   3      -3.85     -22.63
 23   4     -16.08      39.79
 23   5      18.63      -1.95
 23   6      -6.16       9.38
 23   7       6.59       3.86
 23   8       1.53       1.59
 23   9      -3.01       5.32
 23  10      -4.57      -4.63
 23  11       6.53     -10.20
 23  12       1.48       4.30
 23  13       4.71       2.15
 23  14       6.09      -6.54
 23  15      -1.60      -4.08
 23  16      -1.39       0.28
 23  17      -3.46       1.06
 23  18       1.30      -2.21
 23  19      -8.34       6.20
 23  20     -10.45      10.58
 23  21      -3.09       2.14
 23  22       1.42       1.49
 23  23       4.61       0.43
 24   0      86.51       0.00
 24   1     -15.31     -28.82
 24   2      58.60      -1.07
 24   3       2.41       3.19
 24   4     -28.75      30.31
 24   5      -4.05       3.68
 24   6      13.30      -1.87
 24   7      17.82      -9.65
 24   8      -7.33       0.41
 24   9       9.32      -3.04
 24  10       1.97      -7.50
 24  11       4.66       5.12
 24  12       6.42       4.51
 24  13       0.05      -3.40
 24  14      -2.52       4.77
 24  15       1.21       2.88
 24  16      -3.27      -6.39
 24  17      -7.84      -3.61
 24  18       0.27      -1.30
 24  19      -4.78       3.35
 24  20       3.91      -5.05
 24  21      -1.23      -5.14
 24  22       2.34      -1.99
 24  23      -1.87      -8.79
 24  24       4.24       0.61
 25   0    -489.19       0.00
 25   1      -5.41     -19.38
 25   2      -1.87     -55.07
 25   3      -2.67      -1.34
 25   4     -23.61      34.73
 25   5      21.35     -11.68
 25   6       1.33       0.53
 25   7       9.52      -0.30
 25   8       6.02       1.10
 25   9       3.96       5.99
 25  10      -5.13       4.61
 25  11       1.76      -1.91
 25  12      -0.72      -0.92
 25  13      -6.04      -1.59
 25  14      -1.68      -0.71
 25  15      -3.84      -5.03
 25  16      -3.31      -2.33
 25  17      -6.84      -0.93
 25  18      -3.23       2.59
 25  19      -1.38       0.95
 25  20       1.78      -1.59
 25  21       5.45      11.42
 25  22       3.72       2.76
 25  23       7.49      -0.94
 25  24       0.14      -0.74
 25  25      -1.53       3.64
 26   0     140.67       0.00
 26   1     -10.38     -20.29
 26   2      78.55      -9.35
 26   3      -1.95      -3.62
 26   4     -26.41      20.45
 26   5       4.18       3.07
 26   6      14.50       1.45
 26   7      21.88       1.60
 26   8     -10.32      -0.61
 26   9       1.58       3.50
 26  10      -5.39      -4.50
 26  11      -0.00       0.07
 26  12       3.13      -2.66
 26  13      -1.86      -1.86
 26  14       3.51       0.08
 26  15       2.22      -0.13
 26  16      -0.99       4.30
 26  17      -2.57      -2.14
 26  18      -1.30       1.70
 26  19      -1.23      -1.94
 26  20      -5.14       3.83
 26  21      -0.41       6.88
 26  22      -2.28      -2.27
 26  23      -4.01      -9.10
 26  24      -9.58       1.10
 26  25       0.13       1.38
 26  26       1.07      -1.30
 27   0    -712.50       0.00
 27   1       1.37      -4.93
 27   2       2.17     -62.50
 27   3      12.14      25.95
 27   4     -12.35      27.02
 27   5      24.13      -6.58
 27   6      -2.64       9.64
 27   7       9.21      -4.10
 27   8       2.24       1.18
 27   9       1.31       4.06
 27  10      -5.58      -2.16
 27  11       4.83      -3.43
 27  12       3.81       3.50
 27  13       1.92       0.64
 27  14       3.16       2.44
 27  15      -5.52       2.66
