Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2116:180
Coefficients for 360 degrees 
  Beginning: CT2115:000  2011:10:20_02h:39m:15s. 
  Centered:  CT2116:180  2011:11:02_17h:57m:26s. 
  End time:  CT2116:005  2011:11:16_00h:10m:07s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       8.10       0.00
  1   0     -35.27       0.00
  1   1     -10.83     -27.86
  2   0      20.55       0.00
  2   1      14.90       7.16
  2   2      -6.26      21.45
  3   0    -102.33       0.00
  3   1       6.15      -0.25
  3   2     -56.63       2.02
  3   3      32.12      59.03
  4   0     -33.93       0.00
  4   1      -1.64       0.86
  4   2       1.56      10.34
  4   3      47.40      -9.92
  4   4      -3.03      38.37
  5   0     -75.18       0.00
  5   1      26.93      38.11
  5   2      68.57      10.69
  5   3     -32.46      29.05
  5   4      51.05      70.61
  5   5       0.23       6.47
  6   0      36.75       0.00
  6   1       2.18       1.29
  6   2       4.06     -31.30
  6   3     -35.35      27.81
  6   4      53.19      55.88
  6   5     -57.22     100.21
  6   6    -105.81      34.54
  7   0      56.21       0.00
  7   1      19.04     -20.78
  7   2     -23.01       0.41
  7   3      49.45     -61.98
  7   4       7.95     -12.23
  7   5     -27.05       0.73
  7   6    -200.98      48.00
  7   7    -294.29     -86.27
  8   0     -12.67       0.00
  8   1     -42.87      23.04
  8   2     -27.22      26.12
  8   3      -1.60      -9.92
  8   4     -33.08     -43.30
  8   5     119.41     -45.60
  8   6     -31.83     162.60
  8   7    -118.84    -177.48
  8   8     260.56     -66.13
  9   0     -33.34       0.00
  9   1     -19.22      32.99
  9   2     -48.12     -65.95
  9   3     -45.24      59.32
  9   4     -38.66     -73.98
  9   5      28.66      -2.30
  9   6     132.18     145.88
  9   7      50.72       3.00
  9   8     421.19      81.60
  9   9     173.13      73.05
 10   0     -20.14       0.00
 10   1      -8.08     -38.49
 10   2     -23.93      18.48
 10   3      -2.82     -22.19
 10   4     -46.27     -23.94
 10   5     -65.54      -7.34
 10   6     129.03    -107.99
 10   7      65.67     137.87
 10   8     117.58     -60.25
 10   9      27.68     102.92
 10  10    -339.95       2.85
 11   0     112.46       0.00
 11   1      13.68     -21.44
 11   2      73.96      58.69
 11   3      25.30       6.24
 11   4      12.45      76.28
 11   5       2.93     -35.42
 11   6      21.43    -145.81
 11   7      49.92     109.46
 11   8    -153.90     -26.64
 11   9    -131.05      57.56
 11  10    -204.50     -30.75
 11  11      98.06     -10.87
 12   0      19.21       0.00
 12   1       4.47      41.79
 12   2      13.03      27.08
 12   3     -20.39       2.82
 12   4      63.82     114.49
 12   5     -58.10      23.37
 12   6    -102.43      19.65
 12   7     -45.77     -25.77
 12   8    -257.59     103.90
 12   9     -57.47      12.44
 12  10    -235.15    -143.50
 12  11     122.05      23.46
 12  12     241.57     -55.48
 13   0      48.94       0.00
 13   1      13.79      26.43
 13   2     -68.08     -35.26
 13   3      -4.61       6.85
 13   4     -10.31     -63.60
 13   5     -19.67      53.14
 13   6     -59.52      20.19
