Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1907:180
Coefficients for 360 degrees 
  Beginning: CT1906:000  1996:03:11_13h:57m:00s. 
  Centered:  CT1907:180  1996:03:25_05h:15m:11s. 
  End time:  CT1907:005  1996:04:07_11h:27m:52s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       4.27       0.00
  1   0     164.17       0.00
  1   1       4.35       7.50
  2   0      -4.68       0.00
  2   1     -10.65       1.73
  2   2      12.49       5.52
  3   0     228.12       0.00
  3   1      -4.09     -10.72
  3   2      11.92      -8.63
  3   3       4.62      -3.61
  4   0     -33.65       0.00
  4   1      -1.74      13.78
  4   2     -12.44      12.33
  4   3      -0.91      -2.48
  4   4       8.96       1.02
  5   0     138.38       0.00
  5   1       8.63      -5.89
  5   2      19.60      -0.36
  5   3       3.32      -0.03
  5   4      -5.88       1.10
  5   5       2.95      -5.91
  6   0     -23.59       0.00
  6   1      -6.48       9.28
  6   2      16.41       5.31
  6   3      20.10       1.53
  6   4     -11.75       6.78
  6   5       3.17      -3.62
  6   6       0.73      14.37
  7   0       4.96       0.00
  7   1      11.45     -28.79
  7   2      36.08       2.83
  7   3       3.60      13.15
  7   4     -18.58       9.27
  7   5      -4.66      11.81
  7   6       0.16       7.20
  7   7      -0.38       3.62
  8   0       1.67       0.00
  8   1     -12.56       2.94
  8   2       9.79      -2.56
  8   3      -2.43       3.12
  8   4       0.14       3.28
  8   5      -1.70       8.70
  8   6       1.62     -11.62
  8   7      16.79     -19.25
  8   8     -19.27       9.74
  9   0     -80.06       0.00
  9   1       0.76       1.20
  9   2      31.99       1.32
  9   3      12.68      11.36
  9   4       3.44      -7.62
  9   5      -4.04       1.64
  9   6     -12.06      -5.86
  9   7       7.42       5.72
  9   8      -7.47      -6.25
  9   9      -8.98      16.85
 10   0      21.93       0.00
 10   1      -7.81      11.04
 10   2      13.25     -12.32
 10   3       4.36       9.26
 10   4      -9.16      -7.64
 10   5      -1.95       7.78
 10   6      -0.07      12.82
 10   7     -17.08      -3.78
 10   8       1.53      -2.23
 10   9       7.45      -7.26
 10  10       1.22      21.41
 11   0    -165.26       0.00
 11   1       3.69      -3.05
 11   2      31.09      11.28
 11   3       5.86       7.19
 11   4      -5.72     -18.78
 11   5       7.79      -1.94
 11   6      -6.06      15.50
 11   7       4.78      -0.03
 11   8      -5.55      -2.61
 11   9       3.79       2.43
 11  10       1.86      -9.61
 11  11       4.14     -16.88
 12   0      17.95       0.00
 12   1      -4.49       2.52
 12   2      14.11      -5.59
 12   3      -4.93      22.70
 12   4       4.39     -11.93
 12   5      15.85       5.35
 12   6      -0.94      -6.14
 12   7      11.48       1.45
 12   8      -3.51       9.33
 12   9      11.80      -2.63
 12  10     -10.12      -5.65
 12  11     -13.65     -13.98
 12  12       1.02       4.58
 13   0    -254.00       0.00
 13   1       1.96     -10.42
 13   2      35.08       7.23
 13   3      12.97       3.25
 13   4      -7.17     -12.95
 13   5      -3.07       7.46
 13   6      -2.98      -4.97
 13   7      -3.75      -0.54
 13   8     -10.68     -15.03
 13   9      -4.59       6.23
 13  10       5.02      -0.58
 13  11      -9.43      -4.71
 13  12      -2.89      16.74
 13  13      24.08     -29.28
 14   0      31.38       0.00
 14   1      -1.50       1.02
 14   2      13.28      -9.43
 14   3      13.53      22.61
 14   4      -6.56      -5.85
 14   5       7.43       3.23
 14   6      -2.21      -4.93
 14   7     -11.93      -3.41
 14   8      -1.57     -11.25
 14   9      10.05     -25.99
 14  10       7.65      10.21
 14  11       8.56      11.14
 14  12       1.62      -3.64
 14  13      -2.79       7.81
 14  14     -20.18     -13.06
 15   0    -300.98       0.00
 15   1      -1.98       3.12
 15   2      29.95      -4.81
 15   3       8.48      12.29
 15   4      -6.29     -21.45
 15   5       4.20       1.82
 15   6      -2.25       5.53
 15   7      -6.27     -11.40
 15   8     -10.00      -1.14
 15   9       1.65      11.00
 15  10      -1.22      -6.29
 15  11       3.64      -4.21
 15  12      14.61      -6.01
 15  13     -20.74      10.55
 15  14       4.88      10.79
 15  15       3.94       3.42
 16   0      25.76       0.00
 16   1       6.02      -3.45
 16   2      11.74      -2.07
 16   3     -10.22      22.53
 16   4      -3.84      -9.79
 16   5      12.74      -1.52
 16   6      -0.84      -4.52
 16   7      -5.70      -5.55
 16   8       5.25       9.31
 16   9      11.86       2.50
 16  10       7.34      -9.14
 16  11      -0.17     -13.28
 16  12      -2.92       7.93
 16  13     -11.25      -3.03
 16  14      18.13      10.32
 16  15      15.17      11.94
 16  16     -23.88     -12.17
 17   0    -300.88       0.00
 17   1      -3.63      12.12
 17   2      25.41       5.81
 17   3      15.39      14.14
 17   4      -8.81     -23.72
 17   5       1.62       5.50
 17   6     -11.97       1.60
 17   7      -5.72      -9.71
 17   8       5.54      -1.91
 17   9      -0.01     -21.42
 17  10       6.73      -0.82
 17  11      -6.12       7.27
 17  12      -6.52       7.05
 17  13      -1.19      -2.52
 17  14       3.63      -5.92
 17  15      -4.51      -4.06
 17  16      -1.12      -3.95
 17  17      -5.86      28.62
 18   0      19.39       0.00
 18   1       9.14      -8.55
 18   2       6.28      -1.55
 18   3       9.48      21.71
 18   4      -3.39     -17.88
 18   5      12.60       1.56
 18   6       4.28       0.80
 18   7      -6.44       5.67
 18   8       3.79       3.90
 18   9       8.91      -7.83
 18  10      -0.54      -2.24
 18  11       2.70      11.88
 18  12       5.13       6.08
 18  13       1.66       8.13
 18  14      -1.30      -2.39
 18  15     -14.49     -12.49
 18  16      12.66       0.15
 18  17      12.81      -1.92
 18  18       3.42       5.64
 19   0    -221.21       0.00
 19   1      -6.35       9.75
 19   2       8.17       0.90
 19   3       9.85      12.74
 19   4     -10.71     -30.66
 19   5       3.26       6.41
 19   6      -9.05       4.78
 19   7      -0.86      -9.78
 19   8     -11.07      -4.91
 19   9       1.94     -13.39
 19  10      -7.27      -1.06
 19  11      -4.88       1.86
 19  12      17.87      -6.21
 19  13      -8.20       0.89
 19  14       0.95      -1.14
 19  15       2.54       3.64
 19  16      -6.28       6.46
 19  17      -5.74      -7.41
 19  18       5.13      -9.62
 19  19      15.65      25.01
 20   0      14.07       0.00
 20   1      13.46     -13.98
 20   2      -1.68       0.95
 20   3      -0.90      23.43
 20   4      -6.84     -16.18
 20   5      23.03      -0.64
 20   6      -2.12      -7.18
 20   7      -5.68       3.25
 20   8      11.52      -1.44
 20   9       7.79       2.20
 20  10      -0.32      -1.89
 20  11      -1.25      -2.14
 20  12      -7.93       7.98
 20  13      -8.30      -1.35
 20  14       9.80      -0.12
 20  15       8.10       2.49
 20  16      -0.31      -4.60
 20  17      -6.93       1.45
 20  18       3.46       5.35
 20  19     -11.67      -5.85
 20  20      24.64      -8.46
 21   0     -73.34       0.00
 21   1      -7.55      17.95
 21   2      -9.64      -1.01
 21   3      12.05       9.28
 21   4     -10.22     -32.24
 21   5       5.73       5.89
 21   6     -10.97      -1.18
 21   7      -5.40     -14.16
 21   8      -3.62      -3.08
 21   9       6.03     -10.37
 21  10       0.61      -3.33
 21  11      -4.19      10.56
 21  12      -5.90       3.39
 21  13      -1.51       0.49
 21  14      13.58     -12.07
 21  15      -7.36       1.36
 21  16       5.08      -7.32
 21  17      10.06       0.84
 21  18       2.25      11.80
 21  19      -6.66     -10.94
 21  20     -13.93      -7.60
 21  21       3.21       7.91
 22   0      -6.76       0.00
 22   1      15.10     -13.59
 22   2      -8.99       6.42
 22   3       4.12      15.33
 22   4      -5.29     -18.11
 22   5      19.17       1.19
 22   6      -0.69      -3.44
 22   7      -8.97       4.30
 22   8       7.65       8.53
 22   9       3.44     -12.92
 22  10       0.20      -5.34
 22  11      -1.89      11.53
 22  12      -0.58      -0.11
 22  13      -3.17       3.10
 22  14       1.68       4.36
 22  15      -7.62      -1.95
 22  16       4.04       1.23
 22  17      13.10      -1.47
 22  18      -8.04      -2.30
 22  19       2.76       3.03
 22  20      -4.42       4.44
 22  21      -5.12      13.91
 22  22      24.86     -22.59
 23   0     152.69       0.00
 23   1     -10.96      20.71
 23   2     -31.39      -4.07
 23   3       6.37       5.56
 23   4     -13.97     -33.63
 23   5       7.34       9.26
 23   6     -14.19       5.67
 23   7      -0.94     -12.94
 23   8      -4.22      -4.17
 23   9       6.15      -8.67
 23  10      -4.23      -0.88
 23  11      -8.19       6.70
 23  12       7.55      -4.08
 23  13      -1.81      -5.37
 23  14      -1.15      -0.61
 23  15       2.49       6.89
 23  16      -3.14       8.64
 23  17      -0.18      -0.52
 23  18      -1.38     -10.99
 23  19      -1.19       8.67
 23  20      -3.64       4.71
 23  21       6.27       2.41
 23  22       1.16      -1.94
 23  23     -24.47      -2.16
 24   0     -28.92       0.00
 24   1      12.34     -14.32
 24   2     -17.15       9.31
 24   3       0.52       4.28
 24   4      -6.34     -17.53
 24   5      28.50       0.57
 24   6      -3.17      -4.74
 24   7      -2.47       4.22
 24   8      11.00       1.91
 24   9       4.15      -1.16
 24  10       3.13       1.19
 24  11      -1.26       0.65
 24  12      -6.51       5.02
 24  13     -11.56      -1.27
 24  14      -0.59      -1.03
 24  15       4.86       1.03
 24  16       6.89      -2.77
 24  17      -7.13       4.24
 24  18       0.03       5.88
 24  19      -9.15       5.28
 24  20      -2.86      -3.83
 24  21      16.80      -7.25
 24  22      -9.91       5.40
 24  23      -5.14      11.17
 24  24      -5.63       2.01
 25   0     398.45       0.00
 25   1      -6.54      12.69
 25   2     -53.92      -6.92
 25   3       1.59       0.34
