Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1710:180
Coefficients for 360 degrees 
  Beginning: CT1709:000  1981:06:25_08h:31m:14s. 
  Centered:  CT1710:180  1981:07:08_23h:49m:26s. 
  End time:  CT1710:005  1981:07:22_06h:02m:07s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       4.02       0.00
  1   0    -112.59       0.00
  1   1      77.71     -50.62
  2   0      16.22       0.00
  2   1      96.60      94.77
  2   2     -13.29      56.06
  3   0    -220.80       0.00
  3   1      -5.84     -26.63
  3   2      97.91     -22.93
  3   3      62.10     149.82
  4   0     209.91       0.00
  4   1    -143.84    -132.05
  4   2     146.14     -84.87
  4   3     -35.14      -6.55
  4   4      53.66    -295.16
  5   0     -70.56       0.00
  5   1       6.19      83.88
  5   2     -93.01     -48.24
  5   3    -108.97      23.56
  5   4      88.52    -117.85
  5   5    -112.53    -139.10
  6   0     -83.67       0.00
  6   1      19.85       5.49
  6   2    -221.33      20.68
  6   3     -80.71      -3.33
  6   4     -81.89      47.32
  6   5      28.70     177.08
  6   6      10.80     247.71
  7   0     -47.87       0.00
  7   1      84.51       9.11
  7   2      70.63      24.44
  7   3      54.79    -106.59
  7   4     -92.40     128.69
  7   5      -4.99      21.10
  7   6      84.39    -182.94
  7   7     -94.70     303.15
  8   0      -2.26       0.00
  8   1    -121.52     -58.63
  8   2     -13.31      43.41
  8   3     176.60     101.34
  8   4      -8.53      74.26
  8   5      -6.74      26.06
  8   6     -38.22      -9.81
  8   7     183.26     -17.90
  8   8      87.39      87.02
  9   0     122.13       0.00
  9   1       7.53       9.16
  9   2      80.35     -87.70
  9   3      -0.97      80.04
  9   4       2.63     -88.39
  9   5     197.12      46.65
  9   6    -284.11      74.14
  9   7     -24.14      35.27
  9   8    -152.56     173.00
  9   9     269.51       7.66
 10   0      15.60       0.00
 10   1      -7.59      12.56
 10   2      20.30      82.57
 10   3    -148.75     -51.83
 10   4     114.79     -49.97
 10   5      -7.62    -131.45
 10   6      96.17     -55.44
 10   7     -98.68     -63.80
 10   8       0.84    -286.69
 10   9     -31.94     163.34
 10  10     -69.33     273.64
 11   0      67.72       0.00
 11   1      -2.80      61.03
 11   2      47.56      10.37
 11   3     -54.32     -64.88
 11   4       7.00      13.81
 11   5    -241.12     -99.47
 11   6     207.36      51.26
 11   7     -95.76    -216.16
 11   8     167.43      -7.04
 11   9      52.12    -213.39
 11  10     147.10     -16.45
 11  11    -229.25      82.25
 12   0    -129.13       0.00
 12   1     -26.25     -61.32
 12   2     -95.28     -35.64
 12   3     156.45      46.78
 12   4     -70.02      18.74
 12   5      49.52     145.41
 12   6     -72.01      21.32
 12   7     105.35      74.35
 12   8    -127.27      60.54
 12   9     -59.01      26.96
 12  10    -102.63      80.67
 12  11     -92.10      11.40
 12  12     216.48      78.16
 13   0     255.81       0.00
 13   1      28.81     -29.88
 13   2      79.81     -57.90
 13   3      45.53     -10.66
 13   4       0.38      -8.73
 13   5     151.28      68.23
 13   6    -107.01     -34.71
 13   7      99.37     170.96
 13   8     -14.70     -44.32
 13   9      42.66      82.87
 13  10    -213.69    -133.81
 13  11    -282.51     250.72
 13  12     -70.28      26.05
 13  13     104.67     105.04
 14   0     -61.72       0.00
 14   1       2.79      22.71
 14   2     -33.10      84.36
 14   3     -47.38      10.58
 14   4      29.93     -23.97
 14   5     -53.63     -97.47
 14   6      -5.73     -60.29
 14   7    -142.83     -56.87
 14   8     138.97      73.76
 14   9       8.66     -91.44
 14  10     131.88     -44.86
 14  11     149.50    -127.88
 14  12     162.16    -158.56
 14  13     -22.79      24.17
 14  14    -239.46     -88.24
 15   0     208.87       0.00
 15   1       5.59      -4.72
 15   2      34.44      11.33
 15   3     -11.33     -27.12
 15   4     -29.01     -42.57
 15   5     -69.43     -15.99
 15   6      -6.07     -18.69
 15   7      -1.20     -48.56
 15   8    -131.29      30.84
 15   9     -61.97      43.52
 15  10      39.45      80.23
 15  11      66.60    -130.59
 15  12     119.89      93.05
 15  13     236.65    -135.54
 15  14     149.16      17.05
 15  15       6.43    -118.22
 16   0     -93.41       0.00
 16   1       3.38      11.36
 16   2     -28.32      10.46
 16   3      53.57      32.02
 16   4      30.67      11.70
 16   5      19.45      53.69
 16   6      34.80      29.98
 16   7     146.63      44.04
 16   8     -21.55     -90.78
 16   9      40.04      75.10
 16  10       3.12      -1.40
 16  11      18.59     128.33
 16  12     -89.20     -47.67
 16  13    -155.24      80.30
 16  14    -191.12       3.95
 16  15     160.27      36.12
 16  16     250.10     102.50
 17   0     242.22       0.00
 17   1     -44.87       6.09
 17   2      23.09     -64.78
 17   3     -43.87     -24.82
 17   4     -28.00      -1.74
 17   5     -22.43     -23.38
 17   6       0.73      56.82
 17   7     -68.83       0.35
 17   8      65.18     -45.72
 17   9     -29.83     -63.18
 17  10     104.20     -29.09
 17  11      23.70     -24.40
 17  12      16.43       8.30
 17  13      17.09      95.99
 17  14     -95.98    -132.56
 17  15     -34.43      45.99
 17  16     -13.18     -78.82
 17  17     -47.78      45.73
 18   0    -114.38       0.00
 18   1      71.88      35.36
 18   2     -53.90      22.77
 18   3      35.25      22.07
 18   4       5.41     -25.88
 18   5      41.00     -10.98
 18   6       1.67     -20.79
 18   7     -70.61       6.98
 18   8     -41.04      45.34
 18   9      -2.26     -37.56
 18  10    -126.82     -14.55
 18  11     -61.75    -102.69
 18  12      13.51      16.45
 18  13      34.21     -90.54
 18  14      12.99      88.34
 18  15      78.03     -54.29
 18  16     203.87     -35.97
 18  17    -139.97      39.71
 18  18     -41.76     -54.50
 19   0     184.83       0.00
 19   1     -28.75     -63.18
 19   2      42.58      17.29
 19   3      60.49     -10.82
 19   4      37.68     -49.85
 19   5      17.19      59.33
 19   6      29.47     -43.19
 19   7      77.74      27.87
 19   8       0.10      50.70
 19   9      45.04      54.17
 19  10     -73.52      26.89
 19  11      24.14      51.65
 19  12     -54.89     -42.04
 19  13      -7.46      21.29
 19  14      -8.78      12.49
 19  15     -71.15     -18.39
 19  16     -36.48      47.05
 19  17     101.92      -6.68
 19  18     -26.94     -20.31
 19  19     140.00     -69.88
 20   0     -23.09       0.00
 20   1      68.96      47.64
 20   2      31.01     -15.73
 20   3      23.23      12.98
 20   4      23.13      -0.29
 20   5     -60.38       0.50
 20   6     -41.13     -12.02
 20   7      12.82     -25.28
 20   8      47.67     -33.07
 20   9     -26.44      26.96
 20  10      98.20     -14.57
 20  11       7.46      66.56
 20  12      23.42      33.09
 20  13       6.82      62.26
 20  14      84.68      -3.03
 20  15     -32.04      83.67
 20  16    -111.11       3.19
 20  17    -111.41      68.56
 20  18     -59.03     -82.31
 20  19      83.69    -215.89
 20  20      33.20      22.14
 21   0      59.90       0.00
 21   1     -47.70     -23.92
 21   2     -29.94      -2.43
 21   3     -64.07     -44.65
 21   4     -63.87      -2.90
 21   5     -50.03     -42.58
 21   6     -53.41      38.64
 21   7     -51.16     -13.26
 21   8     -55.39     -15.45
 21   9     -50.00     -49.36
 21  10      -1.94     -18.32
 21  11       0.02     -57.50
 21  12     -11.72       4.82
 21  13     -22.60     -61.96
 21  14      58.44      14.17
 21  15      42.26     -35.89
 21  16      68.61      50.75
 21  17      -1.73      16.42
 21  18     -17.96      28.48
 21  19     -24.71     -37.59
 21  20     -18.98    -190.14
 21  21     -12.75     -72.94
 22   0       6.60       0.00
 22   1      82.89      60.99
 22   2      14.50     -11.18
 22   3      18.70      31.36
 22   4      16.92      -7.33
 22   5      54.17       3.80
 22   6      49.30      -6.72
 22   7       1.56      33.09
 22   8      12.00      13.04
 22   9      24.61      11.46
 22  10     -22.74      16.66
 22  11      -0.03     -23.21
 22  12       1.92      -1.67
 22  13      21.33     -14.77
 22  14     -58.98     -26.73
 22  15      25.35     -51.32
 22  16      -4.80     -44.33
 22  17      80.48     -34.05
 22  18       9.76      34.24
 22  19     113.09     -17.84
 22  20      19.16     -42.19
 22  21     -63.01    -111.19
 22  22      -3.11    -112.39
 23   0    -135.61       0.00
 23   1     -63.02     -43.31
 23   2     -67.49      34.58
 23   3      33.97       9.44
 23   4      13.41     -50.39
 23   5      -0.31      32.67
 23   6      46.12     -14.05
 23   7      31.27      18.84
 23   8      39.13     -23.76
 23   9      -1.98      16.08
 23  10      41.48      21.42
 23  11     -26.55      30.23
 23  12      52.21      26.16
 23  13       5.17      56.92
 23  14     -23.84      37.60
 23  15     -31.01      39.51
 23  16      -8.34     -39.13
 23  17     -13.57      23.59
 23  18     -16.16     -17.89
 23  19     -46.85      62.10
 23  20       3.83       2.43
 23  21      42.63    -108.09
 23  22      22.26     -42.40
 23  23     -19.15     -54.46
 24   0      91.10       0.00
 24   1      67.01      42.55
 24   2      55.77     -56.56
 24   3      17.19       6.26
 24   4      28.19     -20.57
 24   5     -20.32       4.76
 24   6     -27.84      -1.88
 24   7       2.24      -1.60
 24   8      -7.32     -11.52
 24   9      -6.81     -16.81
 24  10     -15.85     -40.56
 24  11       3.63      -7.21
 24  12     -31.98     -31.84
 24  13      -1.67      -8.72
 24  14      13.45      -3.58
 24  15     -43.88       9.43
 24  16      27.01      35.62
 24  17     -26.06       0.60
 24  18      48.56      20.93
 24  19     -58.41      89.43
 24  20     -35.43      59.28
 24  21     -71.94      20.39
 24  22     -17.21    -129.02
 24  23      11.35     -63.77
 24  24     -16.17    -107.61
 25   0    -302.72       0.00
 25   1     -32.68     -21.03
 25   2     -77.86      40.78
 25   3     -20.55     -13.80
 25   4     -28.46     -23.04
 25   5     -40.25       2.75
 25   6     -27.37      10.70
