Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1698:180
Coefficients for 360 degrees 
  Beginning: CT1697:000  1980:08:02_01h:14m:45s. 
  Centered:  CT1698:180  1980:08:15_16h:32m:56s. 
  End time:  CT1698:005  1980:08:28_22h:45m:37s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       4.98       0.00
  1   0     -56.67       0.00
  1   1      18.91      -1.64
  2   0     -12.63       0.00
  2   1      -8.57    -139.68
  2   2     -89.35      -5.24
  3   0    -156.19       0.00
  3   1     -29.41      38.81
  3   2      14.40     174.09
  3   3     170.09     -63.57
  4   0    -150.58       0.00
  4   1       1.18     180.70
  4   2     -17.35      55.21
  4   3    -170.02     -16.67
  4   4      22.09      22.74
  5   0     241.94       0.00
  5   1       4.25    -146.23
  5   2      74.70    -180.54
  5   3     104.76     -47.32
  5   4     -29.05    -113.85
  5   5    -253.70      18.60
  6   0     103.85       0.00
  6   1     -92.20      -2.98
  6   2     140.78      40.60
  6   3      74.14     -19.66
  6   4    -155.50      99.56
  6   5      20.84     121.74
  6   6     325.10      29.75
  7   0     -78.18       0.00
  7   1     -30.76      38.28
  7   2    -235.95    -116.80
  7   3    -156.81      96.65
  7   4     -13.90      50.40
  7   5     246.05     139.78
  7   6     -32.88    -172.10
  7   7    -301.72    -340.51
  8   0      76.61       0.00
  8   1      32.15      79.79
  8   2     -22.62     -88.63
  8   3      11.69     114.77
  8   4     122.50      87.49
  8   5    -105.43       3.02
  8   6     218.50     -18.59
  8   7      93.73     228.82
  8   8      -1.95     -22.73
  9   0      68.16       0.00
  9   1     -86.44      37.46
  9   2    -116.89      86.60
  9   3      31.51     -60.27
  9   4       5.58      44.96
  9   5     -64.54    -101.65
  9   6    -143.13      59.34
  9   7    -441.67     -48.19
  9   8    -412.15       8.71
  9   9     103.13    -199.96
 10   0    -100.51       0.00
 10   1     -94.13     102.21
 10   2     214.57     110.49
 10   3     104.44     -60.92
 10   4      24.38    -175.90
 10   5      61.91     -11.16
 10   6    -188.63     108.66
