Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2085:180
Coefficients for 360 degrees 
  Beginning: CT2084:000  2009:06:26_13h:51m:38s. 
  Centered:  CT2085:180  2009:07:10_05h:09m:49s. 
  End time:  CT2085:005  2009:07:23_11h:22m:30s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -1.38       0.00
  1   0     -71.67       0.00
  1   1      -6.00      -2.72
  2   0      -1.50       0.00
  2   1      -9.99      -5.26
  2   2      -2.21      -7.02
  3   0    -116.97       0.00
  3   1      -0.85      -4.95
  3   2       8.75      -7.29
  3   3     -10.53      11.98
  4   0      -2.62       0.00
  4   1      -4.90      -5.65
  4   2      14.89     -10.62
  4   3      -4.45       3.90
  4   4      15.00      -5.60
  5   0     -79.37       0.00
  5   1      -9.69     -26.62
  5   2     -11.23       6.60
  5   3     -10.79      11.36
  5   4      27.91      -9.27
  5   5     -24.90      -2.59
  6   0     -14.07       0.00
  6   1      -2.63       9.07
  6   2      -2.36      -0.02
  6   3      -4.12       1.61
  6   4      21.12       2.32
  6   5      -4.96      -3.80
  6   6      -1.06      -5.94
  7   0       2.06       0.00
  7   1     -18.45     -14.01
  7   2       6.91      -3.13
  7   3       0.34     -13.76
  7   4       2.78       1.54
  7   5      -2.72     -14.50
  7   6      11.99       1.53
  7   7     -24.62       1.05
  8   0      -4.49       0.00
  8   1     -16.16      -5.45
  8   2      -4.18      12.49
  8   3      -8.81      -8.36
  8   4     -11.97      -3.25
  8   5      -6.57       7.41
  8   6     -16.65       9.08
  8   7     -29.28       5.01
  8   8      -7.93       6.46
  9   0      42.49       0.00
  9   1       1.54       0.45
  9   2     -11.85       9.11
  9   3       0.57      19.66
  9   4       2.49      17.23
  9   5      11.19      -5.62
  9   6      15.46       3.26
  9   7     -12.08      22.86
  9   8      21.65       8.12
  9   9      -1.70       2.36
 10   0      15.78       0.00
 10   1      -3.72      -4.88
 10   2       9.80      -4.72
 10   3       2.47      -9.54
 10   4      -1.85     -13.56
 10   5      16.62      -0.94
 10   6     -11.78     -17.78
 10   7      -9.80     -13.03
 10   8      22.17       4.99
 10   9      17.96      -8.53
 10  10      11.94      -2.76
 11   0      77.69       0.00
 11   1     -12.84     -23.97
 11   2     -13.85      18.24
 11   3     -32.93       9.16
 11   4       4.37      -7.73
 11   5     -18.82       6.90
 11   6      -5.66       1.47
 11   7       9.89       6.83
 11   8     -14.41      21.36
 11   9      -6.34     -13.85
 11  10      -5.67      -9.59
 11  11     -22.16      -1.21
 12   0       3.09       0.00
 12   1       4.37      11.21
 12   2     -15.38      12.52
 12   3       1.84      -0.29
 12   4      -1.89      22.03
 12   5       2.29      -2.08
 12   6      19.87       2.13
 12   7      22.66       0.85
 12   8       5.07      -1.28
 12   9      33.32      -4.83
 12  10      12.10      -2.80
 12  11     -15.45      11.27
 12  12       5.67       4.37
 13   0     132.45       0.00
 13   1      -2.47       1.88
 13   2       2.54      -5.44
 13   3      -6.30      13.69
 13   4     -11.04     -18.28
 13   5      -3.06     -11.76
 13   6      -5.67       0.19
 13   7       1.34     -16.81
 13   8     -10.05      -8.24
 13   9     -19.89     -15.62
 13  10      -0.74     -34.87
 13  11     -12.84     -14.26
 13  12      12.58      -0.36
 13  13      12.75      -1.82
 14   0       9.01       0.00
 14   1     -11.10     -11.48
 14   2       4.89       5.11
 14   3     -11.99      -6.83
 14   4     -18.98       3.51
 14   5     -10.91      18.87
 14   6      -7.81       2.26
 14   7      -4.47      15.48
 14   8     -20.39       7.38
 14   9     -13.28      -0.22
 14  10     -11.32      26.07
 14  11     -25.37      16.30
 14  12     -17.04       5.41
 14  13     -10.46      -5.48
 14  14       4.94      -4.40
 15   0     142.46       0.00
 15   1       7.41       5.64
 15   2      -8.31      12.64
 15   3     -11.91      12.52
 15   4     -10.93       6.72
 15   5       2.22       5.79
 15   6       8.76       6.29
 15   7      -4.68       5.21
 15   8      10.22      -4.67
 15   9       7.62      14.19
 15  10      -5.57      -2.47
 15  11      12.26     -11.45
 15  12      17.46      12.76
 15  13      21.23      11.95
 15  14       2.91      10.51
 15  15      -4.37      -3.63
 16   0      12.18       0.00
 16   1       9.88       3.88
 16   2       3.15      -3.69
 16   3      -3.43      -6.10
 16   4     -10.97      -5.92
 16   5      11.22      10.80
 16   6      -0.45      -4.61
 16   7      -1.21     -15.92
 16   8      -5.60      10.69
 16   9     -15.83      -8.40
 16  10       4.09      -5.94
 16  11      -0.37      -7.84
 16  12     -18.58     -14.93
 16  13       9.43      -9.14
 16  14      17.69     -16.50
 16  15       2.39     -15.10
 16  16       9.06      11.74
 17   0     147.77       0.00
 17   1       0.58       3.63
 17   2      -7.72       2.51
 17   3     -22.09      12.04
 17   4      -3.70     -10.53
 17   5     -16.15       6.09
 17   6      -2.79      -4.19
 17   7      11.10       4.97
 17   8     -10.23       5.08
 17   9       5.44       3.35
 17  10      -9.99      18.38
 17  11      -0.78       6.22
 17  12       2.39      15.69
 17  13       3.39      20.52
 17  14      -8.25       4.29
 17  15     -15.60     -17.40
 17  16     -17.11       2.23
 17  17       0.18      -1.55
 18   0       2.00       0.00
 18   1       5.85       4.33
 18   2      -5.71       8.06
 18   3       2.82      -7.68
 18   4     -13.27      13.64
 18   5      -6.30       6.45
 18   6       7.00       1.94
 18   7       7.54      -1.26
 18   8       2.80      -3.68
 18   9       8.77       5.45
 18  10       1.33     -14.20
 18  11       5.13     -11.64
 18  12       4.27       2.52
 18  13       2.70     -18.47
 18  14      15.61     -14.61
 18  15       5.56      -2.62
 18  16       7.79      12.84
 18  17      -5.84       5.69
 18  18      -4.01       7.67
 19   0     114.48       0.00
 19   1      15.09      23.05
 19   2       3.46       1.26
 19   3     -13.73      16.43
 19   4     -13.47     -12.36
 19   5      -4.46      -1.22
 19   6      -8.26       1.07
 19   7       9.89     -10.24
 19   8      -2.58      -1.42
 19   9     -15.11      -7.49
 19  10       3.48     -11.00
 19  11      -8.72       6.95
 19  12      -5.43      -7.35
 19  13      -5.02      -2.30
 19  14     -13.67       1.39
 19  15      -9.47     -14.44
 19  16      -2.79     -16.64
 19  17       0.03      -2.76
 19  18       7.96       3.20
 19  19       7.57      -0.99
 20   0       7.73       0.00
 20   1       9.14      -3.45
 20   2       3.45      -3.26
 20   3      -9.22      -7.64
 20   4     -18.61       5.40
 20   5      -1.68      17.85
 20   6      -1.15      -2.17
 20   7       1.70      -0.60
 20   8      -7.69       4.28
 20   9       1.95       6.73
 20  10      -5.25       7.22
 20  11      -3.23      -1.47
 20  12       4.60       8.86
 20  13      -2.85      10.14
 20  14      -8.67       5.48
 20  15       7.07      14.35
 20  16      -2.24      11.17
 20  17     -15.66      12.52
 20  18      -4.48       0.58
 20  19      -7.61      -6.40
 20  20       9.32      -3.32
 21   0      32.03       0.00
 21   1      15.10      21.27
 21   2      -1.58      -0.96
 21   3     -15.87      11.68
 21   4     -11.92      -6.51
 21   5      -7.94       5.01
 21   6       3.79       1.10
 21   7      -0.02      -0.89
 21   8       5.09       1.25
 21   9      -2.79       1.87
 21  10       1.86       0.16
 21  11       2.90      -2.33
 21  12      -4.92       5.93
 21  13       3.01      -8.79
 21  14       3.67       1.84
 21  15      -1.51       0.48
 21  16       7.96     -12.35
 21  17       9.11       3.17
 21  18      13.61       6.61
 21  19       7.18       8.81
 21  20      -1.96       2.12
 21  21      -2.59      -5.04
 22   0      -2.21       0.00
 22   1      15.56       3.60
 22   2       1.39      -3.35
 22   3      -0.93      -2.51
 22   4     -17.94       7.12
 22   5       1.87      14.27
 22   6       2.35       0.61
 22   7       1.24      -7.62
 22   8       1.27       6.69
 22   9      -2.79      -2.74
 22  10       1.03      -2.10
 22  11      -4.99       1.08
 22  12      -2.26      -7.50
 22  13       4.15       4.11
 22  14     -10.35       3.61
 22  15      -1.42      -2.65
 22  16       4.63       2.90
 22  17     -11.12      -1.70
 22  18       2.35      -8.02
 22  19       4.08     -10.78
 22  20       2.02     -11.77
 22  21       7.56      -2.38
 22  22       2.45       3.00
 23   0     -76.69       0.00
 23   1      15.33      24.80
 23   2       8.87      -8.48
 23   3      -9.41       8.09
 23   4     -11.05     -12.17
 23   5     -11.77       4.24
 23   6      -6.32      -2.82
 23   7       9.99      -4.31
 23   8      -1.36      -0.26
 23   9       1.61      -3.51
 23  10      -1.63       5.31
 23  11       4.19      -3.65
 23  12       6.66       3.40
 23  13      -0.29       3.85
 23  14      11.68      -5.91
 23  15       4.41       9.12
 23  16       3.56       7.07
 23  17       7.95      -4.36
 23  18       5.22      13.60
 23  19      -0.45      15.45
 23  20      -3.53       3.11
 23  21     -13.80      -1.76
 23  22      -3.50      -3.36
 23  23       6.72      -2.42
 24   0     -11.07       0.00
 24   1      10.49       2.12
 24   2       0.62      -5.88
 24   3      -2.84      -4.58
 24   4     -18.72       7.62
 24   5      -4.08      20.28
 24   6       2.40      -0.26
 24   7       4.51      -5.02
 24   8      -1.47      -0.99
 24   9       3.87       3.01
 24  10      -1.04      -5.94
 24  11       3.99      -3.20
 24  12      -3.65       2.44
 24  13       0.32      -2.93
 24  14       5.02       1.08
 24  15      -2.33      -1.75
 24  16       3.29      -9.69
 24  17       0.84      -5.33
 24  18      -6.74      -9.66
 24  19      10.29     -12.23
 24  20      15.77      -2.94
 24  21       4.77      -2.24
 24  22       4.04       9.82
 24  23      -1.08       2.10
 24  24      -5.40      -0.07
 25   0    -196.44       0.00
 25   1      11.55      18.44
 25   2       9.29     -10.28
 25   3      -0.61       0.16
 25   4     -11.88      -8.47
 25   5     -12.42       5.29
 25   6      -2.90       0.82
 25   7       8.02      -4.35
 25   8      -0.24      -0.44
 25   9      -5.97      -1.95
 25  10       5.45      -2.11
 25  11      -1.20      -0.00
 25  12      -0.15      -0.55
 25  13      -0.71      -0.78
 25  14      -0.58       3.31
 25  15       4.50      -0.94
 25  16      -4.33       6.55
 25  17      -3.74      -0.28
 25  18      -0.66      -3.74
 25  19      -5.28       9.12
 25  20     -14.53      -1.45
 25  21      -7.74      -8.99
 25  22      -3.43      -3.74
 25  23       4.90      -2.25
 25  24       6.50       3.41
 25  25       6.42       3.56
 26   0     -14.95       0.00
 26   1       7.26       1.34
 26   2       1.54      -7.47
 26   3       0.89       2.76
 26   4     -15.69       5.92
 26   5      -0.51      23.24
 26   6       2.69       0.51
 26   7       2.27      -6.00
 26   8      -2.03       3.47
 26   9      -0.18       2.30
 26  10       0.18      -1.02
 26  11      -1.87      -2.43
 26  12      -1.25       2.03
 26  13      -3.01       0.79
 26  14       1.88       2.88
 26  15      -0.19       3.91
 26  16      -3.66      -5.59
 26  17       2.93       1.62
 26  18      -5.23       5.35
 26  19      -1.60      -1.25
 26  20       8.33      -1.48
 26  21       0.36       9.67
 26  22      -1.39       8.14
 26  23      -8.08       2.07
 26  24      -5.65       0.32
 26  25      -3.05      -3.30
 26  26       3.56      -2.99
 27   0    -283.92       0.00
 27   1       1.91       3.59
 27   2      11.70     -12.25
 27   3      11.06      -9.49
 27   4      -5.76      -6.29
 27   5     -14.78       5.37
 27   6      -5.19      -1.69
 27   7       8.55      -4.56
 27   8       0.76       0.26
 27   9      -2.05      -1.63
 27  10       1.88       2.82
 27  11       2.10      -2.01
 27  12      -0.14       1.03
 27  13       3.78       0.05
 27  14      -0.14       1.96
 27  15       2.48       2.99
 27  16       1.64       0.85
 27  17      -2.92       6.73
 27  18       3.44      -2.10
 27  19       3.61      -3.24
 27  20      -6.08       1.96
 27  21      -3.33      -8.23
 27  22       9.06      -3.17
 27  23       1.18       1.22
 27  24       6.29       4.10
 27  25       3.25       6.41
 27  26      -4.72       3.16
 27  27       1.74       0.42
 28   0     -16.18       0.00
 28   1      -2.78       0.19
 28   2      -1.32      -5.59
 28   3       3.94       6.59
 28   4      -7.34       2.96
 28   5      -1.42      23.96
 28   6       3.71      -0.16
 28   7       3.35      -8.54
 28   8       0.78       1.14
 28   9       2.07       1.29
 28  10      -0.23      -3.15
 28  11       1.02      -1.37
 28  12      -1.84      -0.16
 28  13       1.92       2.44
 28  14      -0.41      -0.66
 28  15       2.49       5.08
 28  16      -1.65       2.57
 28  17      -1.73       0.47
 28  18       3.18       1.71
 28  19      -2.82       5.15
 28  20      -6.34      -6.21
 28  21       2.64       2.69
 28  22      -6.15       5.01
 28  23      -5.01      -4.99
 28  24      -0.57      -4.47
 28  25       1.16      -4.33
 28  26       2.06      -5.30
 28  27       0.11       0.61
 28  28      -1.12       2.82
 29   0    -294.44       0.00
 29   1     -10.44     -15.23
 29   2       9.26      -9.88
 29   3      23.31     -19.53
 29   4       0.17      -0.36
 29   5     -14.54       4.40
 29   6      -6.36      -1.33
 29   7      12.47      -7.44
 29   8       0.36      -0.61
 29   9      -3.50      -2.21
 29  10       3.04       0.17
 29  11       1.58      -2.55
 29  12       0.94      -0.33
 29  13       0.92      -0.07
 29  14       1.93      -1.40
 29  15       3.49       4.79
 29  16      -1.61      -0.37
 29  17       1.85       1.99
 29  18       1.27       0.83
 29  19       0.93      -3.93
 29  20       5.36       3.39
 29  21      -2.90       3.38
 29  22       1.20      -1.24
 29  23       3.27       4.05
 29  24      -4.09       4.46
 29  25      -1.03       0.46
 29  26      -3.21      -4.53
 29  27      -4.29      -1.92
 29  28       0.95      -5.28
 29  29       3.27       4.56
