Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2081:180
Coefficients for 360 degrees 
  Beginning: CT2080:000  2009:03:09_11h:26m:08s. 
  Centered:  CT2081:180  2009:03:23_02h:44m:20s. 
  End time:  CT2081:005  2009:04:05_08h:57m:01s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       7.55       0.00
  1   0     -74.36       0.00
  1   1      -7.93      -1.87
  2   0      35.20       0.00
  2   1      -3.04      -4.51
  2   2      -2.98       7.05
  3   0    -116.86       0.00
  3   1      -4.79       3.45
  3   2       7.77      -4.50
  3   3      -6.94      12.97
  4   0      32.60       0.00
  4   1     -10.88      -3.35
  4   2       9.86      -3.29
  4   3      11.06       2.07
  4   4      -1.18      -0.41
  5   0     -70.60       0.00
  5   1     -18.79      -5.49
  5   2       1.08      13.95
  5   3      -8.47      12.36
  5   4      -7.23       4.61
  5   5      -9.53       7.31
  6   0      16.71       0.00
  6   1      -7.08      -6.88
  6   2      -2.49       3.17
  6   3       0.11      11.29
  6   4      -7.94      -6.12
  6   5       5.07      -2.67
  6   6      -9.47       0.51
  7   0      -1.10       0.00
  7   1     -21.78       6.11
  7   2       2.17      12.10
  7   3      -2.26      -0.45
  7   4       7.36      -7.99
  7   5       0.42      -0.96
  7   6      -7.18     -13.75
  7   7      -5.31       4.17
  8   0      -2.81       0.00
  8   1      -2.15      -8.91
  8   2      16.77       7.25
  8   3      -3.97       3.71
  8   4      -1.49       1.90
  8   5      -1.33      -3.37
  8   6      -9.48     -11.20
  8   7      -0.23     -12.83
  8   8      11.88     -10.32
  9   0      42.42       0.00
  9   1     -12.82       2.87
  9   2       0.15      17.53
  9   3       3.03       9.65
  9   4      16.17      -5.97
  9   5      -0.27      -0.84
  9   6       1.06      -7.38
  9   7      -1.18     -16.54
  9   8      -2.14      -4.52
  9   9       1.70      -6.57
 10   0     -23.82       0.00
 10   1      -1.70      -7.25
 10   2       7.93       5.72
 10   3      -5.77       4.87
 10   4       5.83       5.00
 10   5      -0.16      -4.73
 10   6      -0.07       1.06
 10   7       9.34       4.81
 10   8       0.53      -5.82
 10   9       7.10      -3.90
 10  10      -4.91       6.55
 11   0      78.31       0.00
 11   1     -10.85      -0.23
 11   2       4.36      11.86
 11   3      -0.90       9.70
 11   4       8.08       7.72
 11   5       2.72       0.61
 11   6      -2.07      -1.46
 11   7      12.56       3.42
 11   8       5.32      -3.18
 11   9       8.29      -6.10
 11  10       3.48       9.44
 11  11      -4.53       9.54
 12   0     -37.64       0.00
 12   1      -4.40      -3.96
 12   2       0.86      -0.54
 12   3      -3.87       8.78
 12   4      -1.45       1.27
 12   5       2.77      -6.46
 12   6       4.02       3.30
 12   7      -2.53      -0.77
 12   8      -2.21       7.54
 12   9      11.77      -0.46
 12  10      15.83      21.84
 12  11      10.77      10.20
 12  12       1.66       2.62
 13   0     124.91       0.00
 13   1      -4.95       0.77
 13   2      -0.08      19.91
 13   3      -2.30      -1.49
 13   4       2.82      -0.07
 13   5      -6.05       0.79
 13   6      -2.09       5.50
 13   7       3.66       3.07
 13   8       3.49      13.62
 13   9       1.17      -1.25
 13  10       0.62       8.17
 13  11       4.97      19.01
 13  12      -4.85      11.41
 13  13      -4.89      -1.79
 14   0     -48.59       0.00
 14   1      -1.64       1.93
 14   2      12.18       6.55
 14   3      -4.89       6.19
 14   4      13.50       4.91
 14   5      -1.87      -8.21
 14   6      -3.51      -5.88
 14   7       5.73       0.39
 14   8      -0.12      13.89
 14   9      -5.44      -3.24
 14  10      -0.80       3.96
 14  11       6.18       7.98
 14  12     -16.24       4.44
 14  13      -4.46       4.57
 14  14      -4.21      -7.87
 15   0     146.15       0.00
 15   1       3.37      -1.18
 15   2       1.73      10.07
 15   3      -0.40       8.74
 15   4      10.39      -4.62
 15   5       4.08       3.85
 15   6       3.33      -1.62
 15   7      -5.17     -10.21
 15   8      -1.32      -7.66
 15   9      -1.53       3.26
 15  10      -2.49       1.64
 15  11       1.47      -1.06
 15  12      -6.12       4.59
 15  13      -9.37       2.99
