Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1686:180
Coefficients for 360 degrees 
  Beginning: CT1685:000  1979:09:09_17h:58m:15s. 
  Centered:  CT1686:180  1979:09:23_09h:16m:26s. 
  End time:  CT1686:005  1979:10:06_15h:29m:07s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -5.38       0.00
  1   0      25.63       0.00
  1   1     -55.04      44.06
  2   0     -10.66       0.00
  2   1     -82.00      -0.88
  2   2      24.37      32.05
  3   0       4.86       0.00
  3   1       1.39      59.37
  3   2     240.87       1.29
  3   3      80.76     -66.85
  4   0     116.26       0.00
  4   1     -84.71     156.58
  4   2      -2.97      20.26
  4   3     -62.36      37.00
  4   4      38.46     150.05
  5   0     319.90       0.00
  5   1     235.04    -159.46
  5   2    -249.51      33.64
  5   3     -49.06     -29.94
  5   4      79.06     124.19
  5   5     171.53       9.74
  6   0      60.40       0.00
  6   1    -118.20     207.50
  6   2     -29.78     -31.75
  6   3      59.10      52.64
  6   4     121.63     177.95
  6   5     -12.86     -87.03
  6   6     209.68      78.75
  7   0    -170.41       0.00
  7   1      27.13    -205.20
  7   2     147.60      75.25
  7   3      12.95     109.46
  7   4     -48.05     -60.27
  7   5     118.06    -177.22
  7   6     359.87      13.31
  7   7     250.99     207.70
  8   0     -46.82       0.00
  8   1     104.90     197.42
  8   2     149.72       5.40
  8   3     -44.67     -88.94
  8   4     -36.06    -216.81
  8   5      94.53     -88.64
  8   6       0.44     -17.28
  8   7     106.21      19.17
  8   8     185.50     -23.42
  9   0      94.69       0.00
  9   1     208.48     -22.50
  9   2     -17.97     -58.17
  9   3      25.24     -98.31
  9   4      96.94      29.64
  9   5     -54.39     146.79
  9   6    -179.92    -122.19
  9   7     115.39     131.57
  9   8     248.02      11.69
  9   9      74.00    -199.39
 10   0      47.76       0.00
 10   1    -197.73      54.97
 10   2     -24.33     -92.72
 10   3     107.94      74.07
 10   4     -54.22      82.05
